period,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,8897,424,632,99789,4496272,19,19443,23919,3562,704138,1814,290608,4152,0.01
1,12425,798,8274,99789,4668037,19,19443,23919,4809,716687,1814,290608,4152,0.00
2,13432,798,10859,99789,5652993,19,19443,23919,6034,729357,1814,290608,4152,0.00
3,159028,67757,13428,99789,6450463,19,19443,23919,7480,883220,1814,290608,4152,8.69
4,267753,126180,16066,99789,7295043,19,19443,23919,8906,998414,1814,290608,4152,7.55
5,431753,200499,18976,99789,8077893,19,19443,23919,10544,1166805,1814,290608,4152,9.78
6,593999,264522,21724,99789,8858423,19,19443,23919,11723,1343880,1814,290608,4152,9.22
7,736617,330113,24511,99789,9652592,19,19443,23919,12920,1501562,1814,290608,4152,8.68
8,875837,395778,27533,99789,10455782,19,19443,23919,13999,1653234,1814,290608,4152,8.67
9,1015293,461951,30198,99789,11257616,19,19443,23919,15058,1805028,1814,290608,4152,8.67
10,1154498,529075,33217,99789,12062864,19,19443,23919,16049,1956541,1814,290608,4152,8.67
11,1292668,594685,36462,99789,14054253,19,19443,23919,17137,2108982,1814,290608,4152,8.79
12,1427982,659725,39355,99789,13679924,19,19443,23919,18309,2253842,1814,290608,4152,8.76
13,1568895,727896,42350,99789,15737752,19,19443,23919,19340,2405482,1814,290608,4152,8.80
14,1710963,795043,44868,99789,15285768,19,19443,23919,20375,2560925,1814,290608,4152,8.83
15,1856772,861653,47975,99789,16075749,19,19443,23919,21470,2725006,1814,290608,4152,8.72
16,2001012,926161,51066,99789,16869215,19,19443,23919,22611,2885922,1814,290608,4152,8.68
17,2148674,991962,54156,99789,17655929,19,19443,23919,23728,3049728,1814,290608,4152,8.73
18,2296464,1058526,57150,99789,19928038,19,19443,23919,24836,3211564,1814,290608,4152,8.90
19,2440100,1123509,60152,99789,20767156,19,19443,23919,25844,3372753,1814,290608,4152,8.77
20,2590357,1190843,63077,99789,20039075,19,19443,23919,26942,3537611,1814,290608,4152,8.92
21,2733334,1253056,65900,99789,22446590,19,19443,23919,27979,3694757,1814,290608,4152,8.39
22,2881244,1319820,68735,99789,21631418,19,19443,23919,29003,3856616,1814,290608,4152,8.80
23,3030989,1388513,71520,99789,24112824,19,19443,23919,30130,4023589,1814,290608,4152,8.78
