period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,wifi,esp_timer,ipc0,Heap,Stack,Mbps,main
36,1897109,116288,34057434,4793028,18,19538,23416,5006325,59890,1881,206992,4152,2.04,100840
37,1995380,119439,34792517,4992312,18,19538,23416,5210177,61227,1881,206992,4152,14.26,100840
38,1996946,122646,35765721,4998055,18,19538,23416,5232174,63016,1881,206992,4152,0.20,100840
39,2080828,125790,36538040,5166022,18,19538,23416,5406367,64409,1881,206992,4152,12.29,100840
40,2150600,128667,37348717,5311578,18,19538,23416,5559193,65913,1881,206992,4152,9.87,100840
41,2165088,132116,39500236,5341117,18,19538,23416,5602631,67606,1881,206992,4152,1.92,100840
42,2225660,134957,39117301,5470598,18,19538,23416,5744073,69301,1881,206992,4152,9.13,100840
43,2341729,137503,39807024,5701362,18,19538,23416,5981625,70753,1881,206992,4152,16.69,100840
44,2353103,140330,40750994,5732915,18,19538,23416,6029776,72701,1881,206992,4152,1.83,100840
45,2449838,143469,41485369,5929743,18,19538,23416,6232385,74175,1881,206992,4152,13.95,100840
46,2512046,146677,42304721,6060781,18,19538,23416,6374672,75820,1881,206992,4152,9.17,100840
47,2563388,149823,43152708,6167807,18,19538,23416,6493722,77462,1881,206992,4152,7.55,100840
48,2622265,152967,43975685,6291196,18,19538,23416,6628114,79005,1881,206992,4152,8.63,100840
49,2681141,156108,44803323,6413973,18,19538,23416,6762045,80716,1881,206992,4152,8.63,100840
50,2732106,159244,45648421,6521947,18,19538,23416,6882334,82454,1881,206992,4152,7.55,100840
51,2787688,162653,48014990,6634874,18,19538,23416,7009643,84236,1881,206992,4152,8.06,100840
52,2836797,165554,48896660,6737016,18,19538,23416,7124774,85907,1881,206992,4152,7.23,100840
53,2906728,168711,49729204,6883748,18,19538,23416,7279454,87419,1881,206992,4152,10.29,100840
54,2961050,171721,48980355,6997979,18,19538,23416,7403908,89249,1881,206992,4152,7.86,100840
55,3019438,174866,51455500,7119202,18,19538,23416,7537061,90713,1881,206992,4152,8.59,100840
56,3070842,177447,50659882,7226522,18,19538,23416,7658291,92426,1881,206992,4152,7.55,100840
57,3130419,180590,51487049,7348958,18,19538,23416,7793184,94261,1881,206992,4152,8.63,100840
58,3182282,183608,52334493,7456129,18,19538,23416,7910920,95793,1881,206992,4152,7.55,100840
59,3242430,186756,53155083,7581074,18,19538,23416,8049288,97472,1881,206992,4152,8.83,100840
60,3301600,189409,53983860,7701776,18,19538,23416,8180457,99015,1881,206992,4152,8.43,100840
61,3356643,192638,56653281,7817352,18,19538,23416,8307514,100486,1881,206992,4152,8.11,100840
62,3400634,195594,55686455,7913979,18,19538,23416,8417205,102088,1881,206992,4152,6.83,100840
63,3469686,198718,56489863,8056360,18,19538,23416,8570137,103487,1881,206992,4152,9.87,100840
64,3522812,201851,57339256,8163523,18,19538,23416,8686784,105106,1881,206992,4152,7.55,100840
65,3581173,205001,58169296,8285500,18,19538,23416,8821321,106861,1881,206992,4152,8.63,100840
66,3636506,208140,59005982,8402704,18,19538,23416,8950511,108525,1881,206992,4152,8.16,100840
67,3699080,210778,59823324,8533272,18,19538,23416,9092717,110215,1881,206992,4152,9.10,100840
68,3753336,213309,60663751,8645629,18,19538,23416,9217088,111573,1881,206992,4152,7.93,100840
69,3811070,215922,61497787,8767047,18,19538,23416,9348224,113168,1881,206992,4152,8.25,100840
70,3867553,219055,62330318,8884921,18,19538,23416,9480466,114844,1881,206992,4152,8.48,100840
71,3918264,221444,63180965,8993018,18,19538,23416,9598643,116401,1881,206992,4152,7.53,100840
72,3979831,224583,64005279,9121791,18,19538,23416,9734701,118083,1881,206992,4152,8.79,100840
73,4033115,227708,67023829,9230032,18,19538,23416,9854384,119632,1881,206992,4152,7.55,100840
74,4092645,230686,65680317,9353255,18,19538,23416,9989629,121409,1881,206992,4152,8.63,100840
75,4151292,233826,66502600,9479225,18,19538,23416,10127429,123233,1881,206992,4152,8.63,100840
76,4207651,236970,67334138,9594011,18,19538,23416,10254852,124805,1881,206992,4152,8.09,100840
77,4264368,240059,68170121,9710757,18,19538,23416,10381923,126438,1881,206992,4152,8.08,100840
78,4322535,243198,68991703,9834066,18,19538,23416,10519338,128216,1881,206992,4152,8.63,100840
79,4373220,246334,69834689,9942316,18,19538,23416,10639391,129845,1881,206992,4152,7.54,100840
80,4431340,249903,70664162,10065191,18,19538,23416,10772990,131466,1881,206992,4152,8.64,100840
81,4491578,252593,71488908,10191251,18,19538,23416,10909049,133274,1881,206992,4152,8.63,100840
82,4541227,255737,72338335,10297278,18,19538,23416,11026466,134962,1881,206992,4152,7.55,100840
83,4600649,258584,73163323,10420288,18,19538,23416,11161097,136553,1881,206992,4152,8.63,100840
84,4659819,261713,73990543,10543631,18,19538,23416,11294889,138260,1881,206992,4152,8.63,100840
85,4712772,264849,74833789,10650868,18,19538,23416,11414142,139994,1881,206992,4152,7.55,100840
86,4768356,267987,75672874,10765803,18,19538,23416,11540891,141648,1881,206992,4152,8.15,100840
87,4831496,271021,79125462,10897488,18,19538,23416,11684747,143377,1881,206992,4152,9.04,100840
88,4889471,274487,77325462,11017618,18,19538,23416,11813921,144902,1881,206992,4152,8.33,100840
89,4944820,277236,78163388,11131985,18,19538,23416,11942155,146864,1881,206992,4152,7.87,100840
90,4968511,280366,79076275,11187085,18,19538,23416,12009413,148630,1881,206992,4152,3.64,100840
91,5033391,283609,79891914,11312919,18,19538,23416,12152916,150265,1881,206992,4152,9.24,100840
92,5091577,286421,80720356,11438364,18,19538,23416,12286669,151875,1881,206992,4152,8.61,100840
93,5166910,289473,81516786,11579964,18,19538,23416,12441394,153145,1881,206992,4152,10.39,100840
94,5200608,292249,82408281,11651208,18,19538,23416,12528758,154727,1881,206992,4152,5.15,100840
95,5287338,295384,83173904,11818772,18,19538,23416,12709438,156067,1881,206992,4152,12.37,100840
96,5293013,298771,84138148,11832506,18,19538,23416,12737703,157785,1881,206992,4152,0.56,100840
97,5402263,301909,84846350,12052689,18,19538,23416,12959761,159133,1881,206992,4152,15.87,100840
98,5404083,304812,85819312,12061618,18,19538,23416,12983119,160647,1881,206992,4152,0.32,100840
99,5522632,308120,86505873,12295356,18,19538,23416,13217541,161938,1881,206992,4152,16.68,100840
100,5541379,311512,87431832,12340502,18,19538,23416,13275422,163504,1881,206992,4152,3.08,100840
101,5587661,315073,88295180,12433177,18,19538,23416,13377918,165126,1881,206992,4152,6.39,100840
102,5672542,317978,89055977,12610158,18,19538,23416,13562584,166743,1881,206992,4152,12.55,100840
103,5679950,320732,90018760,12625629,18,19538,23416,13591102,168160,1881,206992,4152,0.75,100840
104,5808855,323721,90681491,12882575,18,19538,23416,13845212,169506,1881,206992,4152,18.23,100840
105,5867621,327132,91508849,13004955,18,19538,23416,13979039,171252,1881,206992,4152,8.63,100840
106,5923544,330441,92344837,13120633,18,19538,23416,14105241,172840,1881,206992,4152,8.38,100840
107,5977614,333225,93183261,13235961,18,19538,23416,14233370,174623,1881,206992,4152,7.80,100840
108,6037678,336539,94007825,13360411,18,19538,23416,14369129,176252,1881,206992,4152,8.63,100840
109,6091438,339850,94845969,13471911,18,19538,23416,14493604,177882,1881,206992,4152,7.96,100840
110,6148985,342471,95686512,13589154,18,19538,23416,14620307,179420,1881,206992,4152,8.20,100840
111,6207837,345329,96509449,13713170,18,19538,23416,14755414,181209,1881,206992,4152,8.63,100840
112,6263223,348647,97343326,13829381,18,19538,23416,14883754,183083,1881,206992,4152,8.19,100840
113,6317057,351172,98183532,13944697,18,19538,23416,15008568,184635,1881,206992,4152,7.99,100840
114,6376462,354469,99007021,14068860,18,19538,23416,15144428,186358,1881,206992,4152,8.63,100840
115,6423871,358127,99861286,14171939,18,19538,23416,15259472,188060,1881,206992,4152,7.35,100840
116,6439605,361763,104348269,14202746,18,19538,23416,15304266,189938,1881,206992,4152,1.92,100840
117,6531986,364680,101557255,14390710,18,19538,23416,15496986,191285,1881,206992,4152,13.44,100840
118,6602371,367750,102357571,14534871,18,19538,23416,15647672,193002,1881,206992,4152,10.14,100840
119,6614171,371145,103297616,14567333,18,19538,23416,15695164,194719,1881,206992,4152,2.12,100840
120,6661714,374462,104155415,14665966,18,19538,23416,15806524,196305,1881,206992,4152,6.92,100840
121,6770894,377777,104858346,14885780,18,19538,23416,16031772,197810,1881,206992,4152,15.67,100840
122,6825449,380497,105699633,14997439,18,19538,23416,16154110,199528,1881,206992,4152,7.89,100840
123,6886843,383106,106524436,15124758,18,19538,23416,16290946,200990,1881,206992,4152,8.78,100840
124,6938108,386415,107367433,15232195,18,19538,23416,16411647,202696,1881,206992,4152,7.55,100840
125,6994684,389740,108198306,15352446,18,19538,23416,16542791,204101,1881,206992,4152,8.41,100840
126,7051905,393042,109027625,15472063,18,19538,23416,16675395,205593,1881,206992,4152,8.43,100840
127,7111658,395410,109851294,15597066,18,19538,23416,16813870,207209,1881,206992,4152,8.85,100840
128,7164974,398724,110693151,15706574,18,19538,23416,16935511,208734,1881,206992,4152,7.74,100840
129,7220970,402035,111526530,15826946,18,19538,23416,17066097,210431,1881,206992,4152,8.48,100840
130,7274849,405343,112367771,15935899,18,19538,23416,17186853,212093,1881,206992,4152,7.70,100840
131,7333115,408660,113195195,16059820,18,19538,23416,17321027,213653,1881,206992,4152,8.63,100840
132,7392014,411972,114020783,16182701,18,19538,23416,17456379,215340,1881,206992,4152,8.63,100840
133,7448346,415226,114858209,16301616,18,19538,23416,17586529,216890,1881,206992,4152,8.38,100840
134,7501093,417939,115700578,16412791,18,19538,23416,17709421,218777,1881,206992,4152,7.80,100840
135,7559370,421253,116531550,16534619,18,19538,23416,17841185,220447,1881,206992,4152,8.54,100840
136,7617194,424306,121545343,16653720,18,19538,23416,17973368,222084,1881,206992,4152,8.42,100840
137,7671213,427059,118202102,16767039,18,19538,23416,18098513,223900,1881,206992,4152,7.85,100840
138,7729937,430373,119026980,16889771,18,19538,23416,18234658,225573,1881,206992,4152,8.63,100840
139,7783192,433681,119869478,16998497,18,19538,23416,18354990,227308,1881,206992,4152,7.79,100840
140,7842364,436331,120697461,17119681,18,19538,23416,18490388,229170,1881,206992,4152,8.39,100840
141,7897234,439574,121533800,17233938,18,19538,23416,18619212,230958,1881,206992,4152,8.27,100840
142,7956745,442342,122360310,17357863,18,19538,23416,18755615,232549,1881,206992,4152,8.43,100840
143,8012517,445638,123200218,17471209,18,19538,23416,18882281,234211,1881,206992,4152,8.11,100840
144,8063296,449037,124042030,17578900,18,19538,23416,19004806,236031,1881,206992,4152,7.55,100840
145,8122470,452443,124866500,17703679,18,19538,23416,19140818,237546,1881,206992,4152,8.71,100840
146,8180399,455827,125696700,17825174,18,19538,23416,19272238,239094,1881,206992,4152,8.54,100840
147,8237776,458633,126523799,17946969,18,19538,23416,19407318,241214,1881,206992,4152,8.51,100840
148,8291290,461207,127371351,18057592,18,19538,23416,19527177,242876,1881,206992,4152,7.67,100840
149,8351069,464564,128196979,18181356,18,19538,23416,19664302,244550,1881,206992,4152,8.63,100840
150,8411657,467957,129023188,18305354,18,19538,23416,19798413,246143,1881,206992,4152,8.63,100840
151,8464343,472237,129872404,18412267,18,19538,23416,19914251,247804,1881,206992,4152,7.55,100840
152,8517219,475970,135397732,18524356,18,19538,23416,20039292,249453,1881,206992,4152,7.95,100840
153,8583291,478661,131533000,18658501,18,19538,23416,20183624,250858,1881,206992,4152,9.30,100840
154,8635069,482055,132375731,18765560,18,19538,23416,20304567,252477,1881,206992,4152,7.55,100840
155,8694519,485456,133200559,18888003,18,19538,23416,20439193,253999,1881,206992,4152,8.63,100840
156,8752402,488614,134031002,19005630,18,19538,23416,20568991,255454,1881,206992,4152,8.39,100840
157,8805074,491291,134872695,19117050,18,19538,23416,20694422,257358,1881,206992,4152,7.77,100840
158,8858113,494694,135719192,19224119,18,19538,23416,20812231,258837,1881,206992,4152,7.55,100840
159,8917808,498086,136542001,19347277,18,19538,23416,20949584,260458,1881,206992,4152,8.63,100840
160,8976583,501484,137367224,19469334,18,19538,23416,21083889,262133,1881,206992,4152,8.63,100840
161,9035178,504762,138190902,19591029,18,19538,23416,21218079,263836,1881,206992,4152,8.63,100840
162,9087472,508494,139033813,19701627,18,19538,23416,21340148,265482,1881,206992,4152,7.88,100840
163,9144441,512407,139872420,19821916,18,19538,23416,21470876,266917,1881,206992,4152,8.30,100840
164,9202553,515794,140699669,19943047,18,19538,23416,21604435,268515,1881,206992,4152,8.63,100840
165,9253871,519183,141543372,20051737,18,19538,23416,21724231,270198,1881,206992,4152,7.55,100840
166,9314415,522586,142375751,20172381,18,19538,23416,21855052,271896,1881,206992,4152,8.63,100840
167,9367694,526228,143215230,20284665,18,19538,23416,21980867,273491,1881,206992,4152,7.90,100840
168,9430061,529715,144036247,20416125,18,19538,23416,22125030,275133,1881,206992,4152,9.30,100840
169,9481612,532211,144882151,20525107,18,19538,23416,22246420,277106,1881,206992,4152,7.60,100840
170,9536226,535604,145709244,20644045,18,19538,23416,22380352,278996,1881,206992,4152,8.48,100840
171,9567655,539006,146602568,20709763,18,19538,23416,22462622,280849,1881,206992,4152,4.45,100840
172,9652520,541866,147374231,20873888,18,19538,23416,22639194,282405,1881,206992,4152,12.03,100840
173,9664840,545365,148317314,20905351,18,19538,23416,22685350,283841,1881,206992,4152,2.10,100840
174,9768340,548757,149036505,21110706,18,19538,23416,22895340,285296,1881,206992,4152,14.51,100840
175,9779730,552234,149976928,21141840,18,19538,23416,22942629,287130,1881,206992,4152,2.05,100840
176,9861567,555929,150756356,21304909,18,19538,23416,23111876,288664,1881,206992,4152,11.57,100840
177,9901135,558724,151622980,21396023,18,19538,23416,23213641,290235,1881,206992,4152,6.14,100840
178,9979874,562137,152403324,21555791,18,19538,23416,23379857,291587,1881,206992,4152,11.27,100840
179,10053737,565610,153189084,21709793,18,19538,23416,23543688,293201,1881,206992,4152,10.92,100840
