period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,wifi,esp_timer,ipc0,Heap,Stack,Mbps,main
0,576,544,4353479,7560,18,19524,24515,701289,3795,1881,206992,4152,0.01,99148
1,1045,8403,4523851,12676,18,19524,24515,716626,5290,1881,206992,4152,0.00,99148
2,1045,11000,5510516,13551,18,19524,24515,728584,6461,1881,206992,4152,0.00,99148
3,20236,13587,6448820,71496,18,19524,24515,777122,8135,1881,206992,4152,2.00,99148
4,97452,16392,7244362,222283,18,19524,24515,933077,9682,1881,206992,4152,10.66,99148
5,177326,23799,8018048,498416,18,19524,24515,1111042,10987,1881,206992,4152,11.93,99148
6,182239,34238,9730832,645950,18,19524,24515,1143234,12538,1881,206992,4152,0.88,99148
7,247367,37065,9799144,892253,18,19524,24515,1293831,13892,1881,206992,4152,9.98,99148
8,343811,40447,10540052,1192221,18,19524,24515,1491456,15429,1881,206992,4152,13.84,99148
9,391195,43321,11911975,1403157,18,19524,24515,1605827,16860,1881,206992,4152,7.06,99148
10,429321,46160,12262788,1566381,18,19524,24515,1704611,18591,1881,206992,4152,5.64,99148
11,500786,54244,13058704,1801854,18,19524,24515,1867398,19964,1881,206992,4152,10.85,99148
12,570197,67232,14231057,2076583,18,19524,24515,2020749,21521,1881,206992,4152,10.26,99148
13,627169,76243,15020859,2280082,18,19524,24515,2160424,23176,1881,206992,4152,8.55,99148
14,680061,79092,15528255,2489549,18,19524,24515,2284244,24897,1881,206992,4152,7.67,99148
15,738478,82048,16352700,2667569,18,19524,24515,2422781,26689,1881,206992,4152,8.67,99148
16,789568,84901,17200824,2858197,18,19524,24515,2541762,28107,1881,206992,4152,7.60,99148
17,825904,88037,18078606,3047015,18,19524,24515,2637327,29554,1881,206992,4152,5.76,99148
18,873875,91179,18930115,3283384,18,19524,24515,2750854,31182,1881,206992,4152,6.89,99148
19,944804,94867,19723587,3540544,18,19524,24515,2910348,32780,1881,206992,4152,10.77,99148
20,951267,98086,20685591,3656809,18,19524,24515,2939862,34205,1881,206992,4152,0.65,99148
21,1072016,101201,21352406,4013794,18,19524,24515,3191480,35454,1881,206992,4152,18.17,99148
22,1091182,103691,22269665,4148179,18,19524,24515,3261178,37331,1881,206992,4152,3.44,99148
23,1172078,106841,23039960,4396536,18,19524,24515,3439788,38891,1881,206992,4152,11.93,99148
24,1229998,115017,23865864,4602278,18,19524,24515,3573760,40411,1881,206992,4152,8.44,99148
25,1296641,125358,24695671,4846100,18,19524,24515,3724859,41930,1881,206992,4152,9.82,99148
26,1348495,127882,25540668,5063396,18,19524,24515,3851085,43787,1881,206992,4152,7.66,99148
27,1399214,131032,26388387,5278101,18,19524,24515,3972590,45474,1881,206992,4152,7.56,99148
28,1450956,133609,27231991,5441913,18,19524,24515,4095712,47202,1881,206992,4152,7.83,99148
29,1516148,136729,28041346,5661552,18,19524,24515,4241650,48786,1881,206992,4152,9.44,99148
30,1569401,139997,28184502,5884214,18,19524,24515,4377183,50471,1881,206992,4152,8.30,99148
31,1625959,151210,29704087,6104749,18,19524,24515,4515514,52190,1881,206992,4152,8.64,99148
32,1667152,153914,30580496,6295673,18,19524,24515,4610947,53523,1881,206992,4152,5.85,99148
33,1738599,156493,31370127,6528395,18,19524,24515,4774832,55201,1881,206992,4152,10.69,99148
34,1798400,159710,32196618,6736171,18,19524,24515,4909833,56789,1881,206992,4152,8.64,99148
35,1846645,162832,33041402,6931261,18,19524,24515,5030913,58380,1881,206992,4152,7.56,99148
36,1892462,165976,33898194,7081948,18,19524,24515,5142170,59997,1881,206992,4152,6.87,99148
37,1965698,173563,34714560,7313477,18,19524,24515,5300698,61492,1881,206992,4152,10.36,99148
38,2026112,176782,35538564,7513547,18,19524,24515,5437253,62928,1881,206992,4152,8.64,99148
39,2072756,179908,36391097,7677667,18,19524,24515,5554331,64680,1881,206992,4152,7.27,99148
40,2077727,183031,37357529,7796528,18,19524,24515,5580355,66359,1881,206992,4152,0.47,99148
41,2184567,185872,38059090,8126703,18,19524,24515,5810450,67615,1881,206992,4152,16.11,99148
42,2189576,194165,37741339,8259014,18,19524,24515,5842774,69277,1881,206992,4152,0.49,99148
43,2290318,205274,39766532,8592466,18,19524,24515,6061617,70597,1881,206992,4152,15.37,99148
44,2303336,208658,40717751,8726998,18,19524,24515,6102649,72252,1881,206992,4152,1.64,99148
45,2402151,211535,41440182,9041769,18,19524,24515,6319550,73719,1881,206992,4152,14.91,99148
46,2449400,214742,42298934,9245246,18,19524,24515,6428340,75258,1881,206992,4152,6.67,99148
47,2493773,217627,43148147,9452291,18,19524,24515,6544336,77003,1881,206992,4152,7.12,99148
48,2541875,224725,42258940,9666418,18,19524,24515,6658527,78494,1881,206992,4152,6.88,99148
49,2611398,235247,44824556,9910877,18,19524,24515,6816073,80038,1881,206992,4152,10.78,99148
50,2664710,238468,45668976,10036330,18,19524,24515,6935038,81625,1881,206992,4152,7.49,99148
51,2716285,241231,46515341,10168062,18,19524,24515,7058678,83321,1881,206992,4152,7.68,99148
52,2768421,244373,47357952,10279480,18,19524,24515,7178451,84855,1881,206992,4152,7.79,99148
53,2803466,247519,48252718,10352133,18,19524,24515,7259279,86395,1881,206992,4152,4.77,99148
54,2906539,250550,48975021,10565859,18,19524,24515,7476498,87779,1881,206992,4152,15.10,99148
55,2928515,253776,49896904,10612548,18,19524,24515,7536137,89451,1881,206992,4152,2.96,99148
56,3013422,256670,50664264,10785906,18,19524,24515,7716603,90930,1881,206992,4152,12.52,99148
