period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,419,688,4455504,8030,19,19497,24486,3640,701266,1837,290608,4152,0.01,99400
1,3891,11673,4630039,12056,19,19497,24486,5071,715414,1837,290608,4152,0.00,99400
2,3891,14290,5616230,12900,19,19497,24486,6256,726653,1837,290608,4152,0.00,99400
3,16977,16878,6556456,143711,19,19497,24486,7749,773138,1837,290608,4152,1.99,99400
4,56236,19994,7912957,557915,19,19497,24486,9161,899068,1837,290608,4152,8.29,99400
5,123308,23590,8148205,1388588,19,19497,24486,10234,1104163,1837,290608,4152,14.46,99400
6,150678,32203,8741403,1730761,19,19497,24486,11873,1203487,1837,290608,4152,5.61,99400
7,201995,36283,9102169,2366395,19,19497,24486,13205,1375756,1837,290608,4152,11.28,99400
8,238417,39822,9593514,2871408,19,19497,24486,14679,1503491,1837,290608,4152,8.04,99400
9,279037,43449,11535351,3366681,19,19497,24486,16157,1639702,1837,290608,4152,8.41,99400
10,320166,46483,10595043,3868487,19,19497,24486,17664,1777409,1837,290608,4152,8.64,99400
11,356461,50114,11087465,4371371,19,19497,24486,19099,1908410,1837,290608,4152,8.20,99400
12,394938,53706,14049000,4837762,19,19497,24486,20560,2035786,1837,290608,4152,7.98,99400
13,434806,56732,14879787,5342659,19,19497,24486,22067,2175665,1837,290608,4152,8.64,99400
14,469004,59783,12623546,5814311,19,19497,24486,23477,2298039,1837,290608,4152,7.54,99400
15,511073,63499,16569620,6317698,19,19497,24486,24927,2439558,1837,290608,4152,8.64,99400
16,551571,66536,17404173,6801345,19,19497,24486,26305,2574759,1837,290608,4152,8.63,99400
17,586381,74865,18268743,7266507,19,19497,24486,27912,2695422,1837,290608,4152,7.56,99400
18,626579,78008,14637967,7786553,19,19497,24486,29170,2835703,1837,290608,4152,8.74,99400
19,662406,81690,19959620,8269981,19,19497,24486,30657,2962557,1837,290608,4152,7.79,99400
20,704244,91762,20796822,8786707,19,19497,24486,32037,3099524,1837,290608,4152,8.81,99400
21,737177,95794,16241437,9201042,19,19497,24486,33476,3217565,1837,290608,4152,7.06,99400
22,780763,99246,22501996,9770621,19,19497,24486,34929,3365646,1837,290608,4152,9.55,99400
23,820991,102372,23335574,10266989,19,19497,24486,36260,3500194,1837,290608,4152,8.63,99400
24,858869,105889,17677946,10752646,19,19497,24486,37546,3628126,1837,290608,4152,8.28,99400
25,893638,109697,18201270,11224823,19,19497,24486,39096,3749278,1837,290608,4152,7.34,99400
26,936345,113320,18692145,11732677,19,19497,24486,40461,3887993,1837,290608,4152,8.83,99400
27,979393,117223,26701650,12248610,19,19497,24486,42057,4030739,1837,290608,4152,8.95,99400
28,1020088,126324,19685592,12768919,19,19497,24486,43575,4167494,1837,290608,4152,8.46,99400
29,1056045,129816,28422235,13206506,19,19497,24486,45077,4293825,1837,290608,4152,7.71,99400
30,1090911,132939,29270191,13674616,19,19497,24486,46519,4417074,1837,290608,4152,7.56,99400
31,1134985,136240,21191056,14242861,19,19497,24486,47797,4568908,1837,290608,4152,9.62,99400
32,1173846,140437,21702211,14729878,19,19497,24486,49293,4696561,1837,290608,4152,7.88,99400
33,1212005,144291,22236225,15200737,19,19497,24486,50703,4825840,1837,290608,4152,8.07,99400
34,1254964,147640,32623588,15732505,19,19497,24486,52211,4968523,1837,290608,4152,8.93,99400
35,1290965,150891,23223909,16202890,19,19497,24486,53702,5094146,1837,290608,4152,7.89,99400
36,1329902,154575,34319262,16738687,19,19497,24486,55187,5227550,1837,290608,4152,8.30,99400
37,1371532,157708,35150796,17262311,19,19497,24486,56526,5364791,1837,290608,4152,8.64,99400
38,1407476,160830,36003622,17728666,19,19497,24486,57959,5485271,1837,290608,4152,7.56,99400
39,1446652,164355,25167270,18237049,19,19497,24486,59410,5619628,1837,290608,4152,8.38,99400
40,1489305,167869,37679038,18739546,19,19497,24486,60920,5760680,1837,290608,4152,8.86,99400
41,1525413,170982,26171699,19225499,19,19497,24486,62453,5891946,1837,290608,4152,7.93,99400
42,1565140,175465,26663735,19736543,19,19497,24486,63892,6026608,1837,290608,4152,8.36,99400
43,1606076,178737,40215375,20229919,19,19497,24486,65263,6160973,1837,290608,4152,8.50,99400
44,1642799,181866,41068111,20696685,19,19497,24486,66640,6280129,1837,290608,4152,7.56,99400
45,1684763,185415,28161495,21225729,19,19497,24486,68174,6423278,1837,290608,4152,8.78,99400
46,1724647,188755,42739475,21719284,19,19497,24486,69634,6557843,1837,290608,4152,8.47,99400
47,1760167,191871,43583560,22214777,19,19497,24486,71152,6685717,1837,290608,4152,8.03,99400
48,1803413,207558,29657548,22759109,19,19497,24486,72565,6825101,1837,290608,4152,9.17,99400
49,1841708,211326,45298281,23234432,19,19497,24486,73944,6947476,1837,290608,4152,7.58,99400
50,1878397,214542,30693369,23714842,19,19497,24486,75399,7076032,1837,290608,4152,7.89,99400
51,1920627,218759,31171984,24241420,19,19497,24486,76859,7215992,1837,290608,4152,8.99,99400
52,1959687,222417,31679510,24732225,19,19497,24486,78257,7352467,1837,290608,4152,8.54,99400
53,1997908,225893,48671462,25224001,19,19497,24486,79583,7480046,1837,290608,4152,7.98,99400
54,2038410,228926,49506166,25728022,19,19497,24486,80942,7617846,1837,290608,4152,8.64,99400
55,2073749,232045,50360500,26195351,19,19497,24486,82367,7738741,1837,290608,4152,7.56,99400
56,2108834,235733,33730687,26650360,19,19497,24486,83957,7868715,1837,290608,4152,7.95,99400
57,2153678,241078,52036702,27216094,19,19497,24486,85379,8014064,1837,290608,4152,9.31,99400
58,2181312,248064,52915968,27595247,19,19497,24486,86976,8117276,1837,290608,4152,6.19,99400
59,2231943,260779,35156702,28239641,19,19497,24486,88304,8281420,1837,290608,4152,10.71,99400
60,2270093,264036,54583309,28719691,19,19497,24486,89600,8409994,1837,290608,4152,7.91,99400
61,2307830,267419,36141188,29248646,19,19497,24486,91105,8541591,1837,290608,4152,8.31,99400
62,2348444,272376,36614104,29774775,19,19497,24486,92597,8676817,1837,290608,4152,8.75,99400
63,2386349,276265,57108810,30259535,19,19497,24486,94089,8802665,1837,290608,4152,7.74,99400
64,2421827,284070,37693902,30691731,19,19497,24486,95629,8930105,1837,290608,4152,7.84,99400
65,2466205,294764,58811967,31271526,19,19497,24486,96900,9073915,1837,290608,4152,9.43,99400
66,2502306,297888,38668079,31738369,19,19497,24486,98342,9203917,1837,290608,4152,8.01,99400
67,2541080,301972,39145234,32263553,19,19497,24486,99786,9338200,1837,290608,4152,8.33,99400
68,2575219,305337,39701259,32714435,19,19497,24486,101371,9455492,1837,290608,4152,7.12,99400
69,2617633,309129,62200522,33223587,19,19497,24486,102720,9592585,1837,290608,4152,8.85,99400
70,2657865,312808,40665541,33737559,19,19497,24486,104165,9729585,1837,290608,4152,8.75,99400
71,2697213,316150,63877858,34229862,19,19497,24486,105684,9862841,1837,290608,4152,8.49,99400
72,2738335,319322,64710496,34728039,19,19497,24486,107131,9999026,1837,290608,4152,8.63,99400
73,2775386,322407,42166159,35219539,19,19497,24486,108625,10124460,1837,290608,4152,7.82,99400
74,2815173,326138,66404978,35711893,19,19497,24486,109872,10256291,1837,290608,4152,8.36,99400
75,2850813,329371,67253965,36162309,19,19497,24486,111313,10377688,1837,290608,4152,7.56,99400
76,2890346,332515,68088257,36653135,19,19497,24486,112887,10512977,1837,290608,4152,8.37,99400
77,2931242,335367,68928328,37160963,19,19497,24486,114270,10650709,1837,290608,4152,8.87,99400
78,2966776,338626,44711211,37650320,19,19497,24486,115635,10779760,1837,290608,4152,8.06,99400
79,3010555,342411,45178157,38212171,19,19497,24486,117058,10922917,1837,290608,4152,9.17,99400
80,3047206,346171,71489005,38659282,19,19497,24486,118674,11046629,1837,290608,4152,7.57,99400
81,3081748,349788,46252433,39128033,19,19497,24486,120242,11170512,1837,290608,4152,7.68,99400
82,3124453,353172,46732956,39653395,19,19497,24486,121798,11314821,1837,290608,4152,9.19,99400
83,3162980,356945,74019239,40146338,19,19497,24486,123178,11445374,1837,290608,4152,7.93,99400
84,3202587,360087,74848768,40650551,19,19497,24486,124786,11584843,1837,290608,4152,8.64,99400
85,3243497,363203,75686641,41167577,19,19497,24486,126086,11719208,1837,290608,4152,8.64,99400
86,3278007,366316,48708413,41649375,19,19497,24486,127588,11849107,1837,290608,4152,7.96,99400
87,3317549,370127,77374136,42182787,19,19497,24486,128976,11984324,1837,290608,4152,8.22,99400
88,3357877,373258,78207216,42699563,19,19497,24486,130425,12119729,1837,290608,4152,8.64,99400
89,3393593,376379,79059185,43156855,19,19497,24486,131919,12238938,1837,290608,4152,7.56,99400
90,3431854,379962,50645495,43690288,19,19497,24486,133413,12378134,1837,290608,4152,8.64,99400
91,3473674,383630,80722128,44204598,19,19497,24486,134809,12518257,1837,290608,4152,8.64,99400
92,3508836,387035,51654853,44667115,19,19497,24486,136440,12641140,1837,290608,4152,7.71,99400
93,3548674,390623,82419877,45199696,19,19497,24486,137761,12777764,1837,290608,4152,8.46,99400
94,3584845,393756,83272358,45655102,19,19497,24486,139122,12895905,1837,290608,4152,7.56,99400
95,3625775,396896,84104993,46169013,19,19497,24486,140691,13030689,1837,290608,4152,8.64,99400
96,3664583,400210,53599382,46708111,19,19497,24486,142222,13169483,1837,290608,4152,8.62,99400
97,3704645,403870,54098816,47200573,19,19497,24486,143719,13306670,1837,290608,4152,8.65,99400
