period,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,9049,458,506,101147,5240250,19,19468,13322,4218,710250,1821,290608,4152,0.01
1,12501,923,8766,101147,5412552,19,19468,13322,5552,724504,1821,290608,4152,0.00
2,13334,923,11374,101147,6397447,19,19468,13322,6723,737068,1821,290608,4152,0.00
3,192097,100167,13948,101147,7150618,19,19468,13322,8053,921657,1821,290608,4152,13.00
4,451282,226104,16711,101147,7807069,19,19468,13322,9096,1181236,1821,290608,4152,17.26
5,645370,288110,19665,101147,8565291,19,19468,13322,10308,1381561,1821,290608,4152,8.58
6,947468,426975,23101,101147,10174670,19,19468,13322,11511,1684298,1821,290608,4152,18.49
7,1199799,555358,25946,101147,9834806,19,19468,13322,12777,1940377,1821,290608,4152,17.11
8,1476566,697427,28912,101147,10465534,19,19468,13322,14069,2216413,1821,290608,4152,19.33
9,1764182,846807,31847,101147,12233470,19,19468,13322,15396,2507059,1821,290608,4152,19.71
10,2016928,974321,34341,101147,11737056,19,19468,13322,16451,2761252,1821,290608,4152,16.54
11,2260590,1097870,37039,101147,12408046,19,19468,13322,17655,3010463,1821,290608,4152,16.39
12,2507085,1221672,39903,101147,13075260,19,19468,13322,18852,3258522,1821,290608,4152,16.23
13,2757603,1347679,42778,101147,13739224,19,19468,13322,20063,3503416,1821,290608,4152,16.91
14,3010690,1472423,45441,101147,15812543,19,19468,13322,21231,3759368,1821,290608,4152,16.48
15,3266438,1604641,48651,101147,16509202,19,19468,13322,22321,4016866,1821,290608,4152,16.95
16,3519090,1732557,51990,101147,15716000,19,19468,13322,23583,4274300,1821,290608,4152,16.60
17,3763555,1855054,54598,101147,16380794,19,19468,13322,24802,4522248,1821,290608,4152,16.38
18,4017448,1986038,57278,101147,17043827,19,19468,13322,25972,4776785,1821,290608,4152,16.72
19,4268636,2113885,59890,101147,19362130,19,19468,13322,27113,5027704,1821,290608,4152,16.65
20,4514793,2240554,62855,101147,18375092,19,19468,13322,28315,5278556,1821,290608,4152,16.43
21,4766009,2365677,65942,101147,19037027,19,19468,13322,29517,5531959,1821,290608,4152,16.77
22,5017563,2492575,68521,101147,19696495,19,19468,13322,30741,5786827,1821,290608,4152,16.60
23,5266596,2618313,71150,101147,20358522,19,19468,13322,32019,6037823,1821,290608,4152,16.27
24,5519627,2749578,74382,101147,22930127,19,19468,13322,33302,6293222,1821,290608,4152,16.74
25,5749634,2862498,77290,101147,21698454,19,19468,13322,34432,6530259,1821,290608,4152,15.43
26,6021969,3003460,79849,101147,22327698,19,19468,13322,35690,6799081,1821,290608,4152,17.62
27,6281780,3138300,83306,101147,22973081,19,19468,13322,36983,7057492,1821,290608,4152,16.64
28,6534327,3270662,86232,101147,23633642,19,19468,13322,38314,7302290,1821,290608,4152,16.28
29,6787296,3402071,88749,101147,24292225,19,19468,13322,39541,7551720,1821,290608,4152,16.24
30,7039199,3528979,92151,101147,24952621,19,19468,13322,40709,7805171,1821,290608,4152,17.10
31,7294233,3661116,95261,101147,25608143,19,19468,13322,41783,8061751,1821,290608,4152,16.78
32,7546765,3790313,97497,101147,26271750,19,19468,13322,43013,8313996,1821,290608,4152,16.67
33,7797505,3916905,99894,101147,26933720,19,19468,13322,44124,8571335,1821,290608,4152,16.79
34,8051700,4045817,102838,101147,27590222,19,19468,13322,45446,8828222,1821,290608,4152,16.64
35,8296229,4169258,105491,101147,28260039,19,19468,13322,46651,9074986,1821,290608,4152,16.24
36,8552069,4299173,107870,101147,28914604,19,19468,13322,47812,9334395,1821,290608,4152,16.76
37,8798338,4422632,110469,101147,29579774,19,19468,13322,48997,9583361,1821,290608,4152,16.27
38,9049202,4548785,113550,101147,30238542,19,19468,13322,50313,9838015,1821,290608,4152,16.76
39,9296399,4671498,116626,101147,30893986,19,19468,13322,51534,10090969,1821,290608,4152,16.70
40,9547461,4798724,119673,101147,31558267,19,19468,13322,52699,10344601,1821,290608,4152,16.53
41,9799203,4927989,121953,101147,32218908,19,19468,13322,53738,10599642,1821,290608,4152,16.48
42,10049299,5055471,125276,101147,35744214,19,19468,13322,54796,10853275,1821,290608,4152,16.75
43,10299017,5182969,128281,101147,36455214,19,19468,13322,55939,11106154,1821,290608,4152,16.51
44,10553273,5312194,131307,101147,34203419,19,19468,13322,57145,11360809,1821,290608,4152,16.54
45,10795292,5435503,134221,101147,34870592,19,19468,13322,58269,11605839,1821,290608,4152,16.18
46,11045009,5560516,137403,101147,35521535,19,19468,13322,59415,11860907,1821,290608,4152,16.81
47,11294063,5687534,140456,101147,39320697,19,19468,13322,60707,12113610,1821,290608,4152,16.66
48,11551628,5818867,143904,101147,40025546,19,19468,13322,61841,12370050,1821,290608,4152,16.72
49,11800316,5945832,146658,101147,37504723,19,19468,13322,63135,12619640,1821,290608,4152,16.51
50,12049906,6072430,149457,101147,38167702,19,19468,13322,64307,12874228,1821,290608,4152,16.70
51,12286527,6191906,152373,101147,38852134,19,19468,13322,65421,13112340,1821,290608,4152,15.37
52,12550218,6322066,155018,101147,39494450,19,19468,13322,66568,13374615,1821,290608,4152,17.59
53,12800222,6445239,157968,101147,40162423,19,19468,13322,67882,13623302,1821,290608,4152,16.31
54,13056012,6569835,160691,101147,40824515,19,19468,13322,69038,13877224,1821,290608,4152,16.79
55,13302100,6690555,163597,101147,41499316,19,19468,13322,70273,14122930,1821,290608,4152,16.40
56,13563627,6821107,166499,101147,45746859,19,19468,13322,71631,14385639,1821,290608,4152,16.82
57,13814262,6945890,169797,101147,46461661,19,19468,13322,72802,14635439,1821,290608,4152,16.57
58,14074777,7075075,172723,101147,43469102,19,19468,13322,74075,14892853,1821,290608,4152,16.66
59,14326876,7200218,175372,101147,44132493,19,19468,13322,75223,15144216,1821,290608,4152,16.25
60,14583526,7327088,178695,101147,48588338,19,19468,13322,76433,15397707,1821,290608,4152,16.88
61,14815386,7442332,181617,101147,45481549,19,19468,13322,77563,15627771,1821,290608,4152,15.10
62,15090930,7580230,184457,101147,46114730,19,19468,13322,78780,15900522,1821,290608,4152,17.97
63,15339305,7705615,187554,101147,46779886,19,19468,13322,79935,16150571,1821,290608,4152,16.55
64,15598525,7837228,190477,101147,47436752,19,19468,13322,81212,16408153,1821,290608,4152,16.96
65,15851904,7965718,193431,101147,52136252,19,19468,13322,82388,16661969,1821,290608,4152,16.29
66,16106148,8093155,196745,101147,52842474,19,19468,13322,83648,16912293,1821,290608,4152,16.72
67,16364324,8222150,199827,101147,53550552,19,19468,13322,84815,17170716,1821,290608,4152,16.50
68,16618107,8349839,202974,101147,50081874,19,19468,13322,85803,17424471,1821,290608,4152,16.55
69,16870808,8475896,206000,101147,54966692,19,19468,13322,86950,17677580,1821,290608,4152,16.60
70,17124306,8604637,208825,101147,51400289,19,19468,13322,88165,17928819,1821,290608,4152,16.37
71,17379949,8732524,212098,101147,52055279,19,19468,13322,89475,18184009,1821,290608,4152,16.83
72,17629129,8860496,214785,101147,57099928,19,19468,13322,90629,18432010,1821,290608,4152,16.30
73,17885579,8988277,217934,101147,53377770,19,19468,13322,91619,18688026,1821,290608,4152,16.69
74,18141163,9114628,220486,101147,54035866,19,19468,13322,92763,18944340,1821,290608,4152,16.74
75,18397526,9242501,224183,101147,59227031,19,19468,13322,94003,19197650,1821,290608,4152,16.80
76,18654336,9369800,227106,101147,55355047,19,19468,13322,95183,19452251,1821,290608,4152,16.46
77,18901703,9490324,229975,101147,60661641,19,19468,13322,96380,19702588,1821,290608,4152,16.59
78,19152153,9614165,233108,101147,56679596,19,19468,13322,97398,19953202,1821,290608,4152,16.65
79,19408236,9740482,236168,101147,57335660,19,19468,13322,98775,20208791,1821,290608,4152,16.38
80,19663818,9867727,239220,101147,57989630,19,19468,13322,99914,20464211,1821,290608,4152,16.78
