period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,402,83,4349845,9632,18,19475,24037,3623,705344,1837,290608,4152,0.01,99558
1,786,10211,4522002,12620,18,19475,24037,4815,717102,1837,290608,4152,0.00,99558
2,786,12821,5505276,14214,18,19475,24037,6148,732069,1837,290608,4152,0.00,99558
3,126019,15404,6193114,235032,18,19475,24037,7484,946431,1837,290608,4152,15.64,99558
4,258817,18385,6877695,474087,18,19475,24037,8819,1166022,1837,290608,4152,16.20,99558
5,396947,20864,7549730,722469,18,19475,24037,10289,1390060,1837,290608,4152,16.60,99558
6,541081,24125,9259671,982215,18,19475,24037,11603,1622158,1837,290608,4152,17.31,99558
7,677009,26928,8899676,1224522,18,19475,24037,12831,1843569,1837,290608,4152,16.35,99558
8,811697,29536,9581115,1469782,18,19475,24037,14215,2069258,1837,290608,4152,16.52,99558
9,936138,32493,10274253,1704514,18,19475,24037,15486,2291741,1837,290608,4152,16.35,99558
10,1058938,35277,10973567,1935708,18,19475,24037,16665,2512575,1837,290608,4152,16.50,99558
11,1182662,37845,11669624,2170341,18,19475,24037,17931,2738189,1837,290608,4152,16.46,99558
12,1310241,40754,12351596,2412278,18,19475,24037,19227,2965695,1837,290608,4152,16.98,99558
13,1434373,43821,14333113,2645865,18,19475,24037,20599,3185392,1837,290608,4152,16.11,99558
14,1561907,46754,15057815,2884578,18,19475,24037,22008,3408828,1837,290608,4152,16.45,99558
15,1690139,49823,14435425,3123086,18,19475,24037,23359,3630810,1837,290608,4152,16.71,99558
16,1820125,53004,15125920,3362270,18,19475,24037,24832,3853880,1837,290608,4152,16.53,99558
17,1945617,55652,17220399,3600650,18,19475,24037,26251,4078100,1837,290608,4152,16.47,99558
18,2069511,58397,16503525,3837257,18,19475,24037,27569,4298759,1837,290608,4152,16.52,99558
19,2196960,61113,17190398,4072026,18,19475,24037,28925,4516721,1837,290608,4152,16.07,99558
20,2331664,64293,17862031,4318072,18,19475,24037,30288,4740500,1837,290608,4152,16.65,99558
21,2468703,66840,18535273,4565663,18,19475,24037,31635,4963324,1837,290608,4152,16.48,99558
22,2600987,69397,19217487,4812562,18,19475,24037,33010,5187953,1837,290608,4152,16.87,99558
23,2724914,72584,19904311,5051960,18,19475,24037,34457,5409933,1837,290608,4152,16.43,99558
24,2854468,75696,20590657,5295195,18,19475,24037,35910,5634683,1837,290608,4152,16.42,99558
25,2979433,78610,23046626,5531480,18,19475,24037,37301,5853865,1837,290608,4152,16.30,99558
26,3112675,81483,21967158,5771278,18,19475,24037,38627,6070484,1837,290608,4152,16.11,99558
27,3253931,84675,22636059,6025472,18,19475,24037,40015,6296559,1837,290608,4152,17.19,99558
28,3395936,87778,25195910,6278316,18,19475,24037,41607,6521038,1837,290608,4152,16.48,99558
29,3531248,91262,23996643,6521422,18,19475,24037,43093,6740497,1837,290608,4152,16.43,99558
30,3581605,93932,24860732,6618233,18,19475,24037,44831,6838812,1837,290608,4152,6.09,99558
31,3666448,97182,27654242,6764472,18,19475,24037,46377,6974360,1837,290608,4152,9.35,99558
32,3800920,100581,28381046,7008598,18,19475,24037,47808,7191695,1837,290608,4152,16.31,99558
33,3934157,103222,27038685,7243705,18,19475,24037,49300,7400339,1837,290608,4152,15.61,99558
34,4059424,106143,27738071,7468594,18,19475,24037,50780,7605575,1837,290608,4152,15.21,99558
35,4194015,108982,28435814,7706416,18,19475,24037,52315,7821148,1837,290608,4152,15.95,99558
36,4335924,112025,29112662,7958623,18,19475,24037,53760,8049258,1837,290608,4152,16.83,99558
37,4487149,114958,29775315,8220622,18,19475,24037,55270,8282288,1837,290608,4152,17.16,99558
38,4623874,117916,30449538,8467707,18,19475,24037,56921,8503955,1837,290608,4152,16.59,99558
39,4756775,120374,31140762,8706068,18,19475,24037,58286,8718436,1837,290608,4152,15.90,99558
40,4893177,123566,31822395,8949485,18,19475,24037,59791,8936910,1837,290608,4152,16.18,99558
41,5023634,126358,32514956,9182843,18,19475,24037,61108,9149377,1837,290608,4152,15.65,99558
42,5155366,129612,33209615,9415575,18,19475,24037,62306,9359044,1837,290608,4152,15.59,99558
43,5287471,132874,33895829,9649492,18,19475,24037,63849,9567755,1837,290608,4152,15.56,99558
44,5419339,135659,37075053,9884134,18,19475,24037,65197,9775930,1837,290608,4152,15.58,99558
45,5552557,138490,35286208,10118168,18,19475,24037,66623,9988795,1837,290608,4152,15.65,99558
46,5687404,141344,35968795,10363221,18,19475,24037,68099,10210032,1837,290608,4152,16.61,99558
47,5825399,143980,36655827,10607359,18,19475,24037,69410,10426307,1837,290608,4152,16.14,99558
48,5961533,147110,37341543,10846422,18,19475,24037,70823,10639517,1837,290608,4152,15.88,99558
49,6100743,150170,38031828,11090338,18,19475,24037,72269,10857500,1837,290608,4152,16.37,99558
50,6231744,153513,41425819,11320787,18,19475,24037,73517,11065812,1837,290608,4152,15.49,99558
51,6370528,156221,39411092,11564977,18,19475,24037,74980,11286904,1837,290608,4152,16.27,99558
52,6503592,159400,40108309,11796816,18,19475,24037,76486,11491458,1837,290608,4152,15.46,99558
53,6643233,162250,40782003,12046221,18,19475,24037,77872,11715695,1837,290608,4152,16.54,99558
54,6777511,165295,41470276,12280074,18,19475,24037,79277,11925969,1837,290608,4152,15.69,99558
