period,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,7878,381,195,96040,4768421,18,15688,13691,3367,703380,1823,290608,4144,0.01
1,12233,773,8392,96040,4952887,18,15688,13691,4253,713126,1823,290608,4144,0.00
2,13108,773,11099,96040,5943026,18,15688,13691,5220,721583,1823,290608,4144,0.00
3,420257,42463,13763,96040,6784293,18,15688,13691,5951,850195,1823,290608,4144,7.47
4,817832,78591,16504,96040,7633764,18,15688,13691,6800,976661,1823,290608,4144,7.37
5,1379526,131736,19345,96040,8425460,18,15688,13691,7536,1147967,1823,290608,4144,10.45
6,1855726,175884,23001,96040,8885481,18,15688,13691,8291,1297186,1823,290608,4144,8.80
7,2298150,217592,26184,96040,10093504,18,15688,13691,9105,1430686,1823,290608,4144,8.10
8,2794724,265564,29208,96040,9934583,18,15688,13691,9937,1582227,1823,290608,4144,9.24
9,3284521,311979,33326,96040,11743155,18,15688,13691,10704,1732754,1823,290608,4144,8.90
10,3734313,354869,36321,96040,10987457,18,15688,13691,11542,1872677,1823,290608,4144,8.32
11,4229405,402536,39656,96040,13385166,18,15688,13691,12252,2025983,1823,290608,4144,9.04
12,4585153,435272,42968,96040,12127376,18,15688,13691,12902,2138785,1823,290608,4144,6.55
13,5171885,491566,46669,96040,12535689,18,15688,13691,13661,2317708,1823,290608,4144,10.80
14,5640007,536156,49971,96040,15874783,18,15688,13691,14425,2461537,1823,290608,4144,8.52
15,6138712,583506,52980,96040,13552823,18,15688,13691,15079,2616746,1823,290608,4144,9.19
16,6533644,622029,56094,96040,17540486,18,15688,13691,15794,2739304,1823,290608,4144,7.30
17,7058465,672012,59363,96040,14606446,18,15688,13691,16499,2901801,1823,290608,4144,9.72
18,7520145,717135,62813,96040,15143729,18,15688,13691,17208,3043666,1823,290608,4144,8.46
19,8017302,763431,66248,96040,20000719,18,15688,13691,17887,3196437,1823,290608,4144,9.08
20,8393020,798571,69548,96040,16260370,18,15688,13691,18603,3317219,1823,290608,4144,6.98
21,8953530,851302,72977,96040,21656753,18,15688,13691,19327,3483541,1823,290608,4144,10.32
22,9423203,896837,76134,96040,22478522,18,15688,13691,20062,3629341,1823,290608,4144,8.68
23,9819001,934422,79231,96040,23332534,18,15688,13691,20987,3753424,1823,290608,4144,7.24
24,10371032,986548,82589,96040,18253588,18,15688,13691,21642,3923074,1823,290608,4144,10.25
25,10853273,1033347,86452,96040,18771550,18,15688,13691,22503,4072838,1823,290608,4144,8.83
26,11325219,1078518,89709,96040,19294768,18,15688,13691,23140,4216797,1823,290608,4144,8.66
27,11800705,1124634,93154,96040,26611358,18,15688,13691,23953,4360500,1823,290608,4144,8.67
28,12211306,1163763,95719,96040,27453037,18,15688,13691,24931,4490918,1823,290608,4144,7.58
29,12711844,1211070,98833,96040,28265416,18,15688,13691,25751,4644982,1823,290608,4144,9.21
30,13216971,1257225,102210,96040,21361452,18,15688,13691,26751,4805024,1823,290608,4144,9.41
31,13681171,1302429,105818,96040,21896003,18,15688,13691,27587,4945887,1823,290608,4144,8.54
32,14176836,1349153,109436,96040,22394132,18,15688,13691,28394,5095712,1823,290608,4144,9.05
33,14642711,1394088,112937,96040,22915957,18,15688,13691,29120,5237615,1823,290608,4144,8.57
34,15088651,1436414,115678,96040,32400619,18,15688,13691,30002,5375402,1823,290608,4144,8.19
35,15586177,1484308,118759,96040,23945496,18,15688,13691,30801,5526829,1823,290608,4144,9.19
36,16050355,1529089,122180,96040,34047816,18,15688,13691,31566,5668091,1823,290608,4144,8.58
37,16527722,1574629,125197,96040,34873679,18,15688,13691,32339,5813863,1823,290608,4144,8.70
38,16997500,1619839,128171,96040,35698324,18,15688,13691,33073,5954572,1823,290608,4144,8.65
39,17465500,1663498,131248,96040,36525450,18,15688,13691,33817,6095859,1823,290608,4144,8.65
40,17934852,1707228,134349,96040,37349124,18,15688,13691,34636,6242951,1823,290608,4144,8.65
41,18404277,1752075,137453,96040,38172666,18,15688,13691,35350,6388342,1823,290608,4144,8.65
42,18849018,1794047,140676,96040,27610909,18,15688,13691,36218,6527611,1823,290608,4144,8.22
43,19342739,1841698,143654,96040,39825608,18,15688,13691,36866,6674482,1823,290608,4144,9.08
44,19705470,1874908,146749,96040,28730128,18,15688,13691,37770,6791891,1823,290608,4144,6.72
45,20289070,1929718,150685,96040,29146146,18,15688,13691,38602,6967066,1823,290608,4144,10.73
46,20772983,1974019,154628,96040,29659097,18,15688,13691,39522,7120093,1823,290608,4144,8.89
47,21138616,2008490,158063,96040,43188643,18,15688,13691,40420,7233483,1823,290608,4144,6.59
48,21587716,2049796,160731,96040,44020179,18,15688,13691,41239,7371523,1823,290608,4144,8.31
49,22188818,2106542,163851,96040,44798782,18,15688,13691,42006,7551896,1823,290608,4144,11.15
50,22648395,2149199,167465,96040,45638223,18,15688,13691,42765,7692216,1823,290608,4144,8.36
51,23171446,2198664,170678,96040,32229410,18,15688,13691,43586,7849179,1823,290608,4144,9.60
52,23629285,2242759,173383,96040,47276498,18,15688,13691,44232,7990966,1823,290608,4144,8.40
53,24108474,2287380,176984,96040,33269573,18,15688,13691,44895,8137113,1823,290608,4144,8.86
54,24593833,2333843,180109,96040,33780911,18,15688,13691,45711,8282381,1823,290608,4144,8.85
55,24980836,2371632,183521,96040,49781793,18,15688,13691,46651,8403623,1823,290608,4144,7.03
56,25289642,2400053,186943,96040,35071935,18,15688,13691,47316,8500116,1823,290608,4144,5.77
57,25888464,2456683,190421,96040,51457207,18,15688,13691,48135,8675687,1823,290608,4144,11.00
58,26472212,2513043,193589,96040,52242196,18,15688,13691,48929,8851287,1823,290608,4144,10.79
59,26854580,2546425,196753,96040,36470991,18,15688,13691,49673,8971710,1823,290608,4144,7.07
60,27439143,2601354,200393,96040,53891774,18,15688,13691,50477,9146284,1823,290608,4144,10.71
61,27908278,2646618,203580,96040,54713605,18,15688,13691,51260,9290421,1823,290608,4144,8.65
62,28374254,2689918,206673,96040,55540212,18,15688,13691,52150,9433241,1823,290608,4144,8.65
