period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,422,234,4345744,9450,19,19493,24085,3821,707248,1837,290608,4152,0.01,98587
1,3917,11669,4519042,12752,19,19493,24085,5004,719204,1837,290608,4152,0.00,98587
2,3917,14278,5502546,14618,19,19493,24085,6344,733923,1837,290608,4152,0.00,98587
3,78371,16861,6531104,823791,19,19493,24085,7411,963339,1837,290608,4152,16.28,98587
4,153729,21166,6687672,1657003,19,19493,24085,8512,1198071,1837,290608,4152,16.65,98587
5,229082,24163,6839159,2491039,19,19493,24085,9604,1432942,1837,290608,4152,16.66,98587
6,304564,27872,6999251,3311206,19,19493,24085,10683,1664048,1837,290608,4152,16.38,98587
7,379798,31326,9074994,4148142,19,19493,24085,11678,1896018,1837,290608,4152,16.68,98587
8,455037,34492,9792710,4981067,19,19493,24085,12867,2124828,1837,290608,4152,16.50,98587
9,529514,37623,7469460,5806474,19,19493,24085,13902,2356471,1837,290608,4152,16.53,98587
10,605646,41187,7623960,6649249,19,19493,24085,14943,2592265,1837,290608,4152,16.75,98587
11,681465,44778,7781779,7483728,19,19493,24085,15977,2828076,1837,290608,4152,16.52,98587
12,755626,48442,7937959,8320594,19,19493,24085,17075,3061855,1837,290608,4152,16.61,98587
13,832668,52007,13374870,9151812,19,19493,24085,18152,3294043,1837,290608,4152,16.57,98587
14,909169,55261,14094428,9999379,19,19493,24085,19224,3530998,1837,290608,4152,16.78,98587
15,983676,58474,8397448,10824605,19,19493,24085,20113,3763882,1837,290608,4152,16.55,98587
16,1057109,62330,15523489,11650599,19,19493,24085,21132,3997863,1837,290608,4152,16.48,98587
17,1131907,65709,8711904,12489104,19,19493,24085,22133,4233764,1837,290608,4152,16.67,98587
18,1207971,69204,8869816,13327590,19,19493,24085,23272,4468150,1837,290608,4152,16.71,98587
19,1284658,72728,9023439,14167238,19,19493,24085,24378,4703228,1837,290608,4152,16.72,98587
20,1359379,76654,9181009,14999544,19,19493,24085,25390,4934249,1837,290608,4152,16.54,98587
21,1435679,79814,19131206,15839811,19,19493,24085,26541,5167399,1837,290608,4152,16.67,98587
22,1511720,82831,19846189,16669891,19,19493,24085,27652,5397151,1837,290608,4152,16.57,98587
23,1585842,85805,9650726,17496251,19,19493,24085,28626,5627236,1837,290608,4152,16.54,98587
24,1660970,89229,9804697,18334418,19,19493,24085,29722,5864034,1837,290608,4152,16.66,98587
25,1736710,93003,9961842,19173861,19,19493,24085,30809,6100529,1837,290608,4152,16.68,98587
