period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
1,497,518,4400963,10071,18,19442,13038,4064,713374,1837,290608,4152,0.02,100996
2,1303,11431,4575400,13235,18,19442,13038,5220,724703,1837,290608,4152,0.00,100996
3,1303,14119,5561030,14137,18,19442,13038,6357,737605,1837,290608,4152,0.00,100996
4,25459,16800,6452423,300765,18,19442,13038,7966,827497,1837,290608,4152,5.16,100996
5,47920,19592,7906767,512234,18,19442,13038,9382,898801,1837,290608,4152,4.22,100996
6,113092,27816,8080351,1327396,18,19442,13038,10527,1107754,1837,290608,4152,14.24,100996
7,126937,36633,9062786,1547125,18,19442,13038,12489,1170541,1837,290608,4152,3.04,100996
8,148912,39940,9570925,1856301,18,19442,13038,13905,1248475,1837,290608,4152,4.59,100996
9,212083,43464,9795580,2623336,18,19442,13038,15009,1437043,1837,290608,4152,13.18,100996
10,271678,47079,11519672,3328232,18,19442,13038,16334,1625997,1837,290608,4152,12.96,100996
11,307101,50186,12371969,3775786,18,19442,13038,17826,1745738,1837,290608,4152,7.56,100996
12,344008,53238,11134876,4277074,18,19442,13038,19414,1876503,1837,290608,4152,8.07,100996
13,386716,57687,11627370,4783156,18,19442,13038,20852,2017589,1837,290608,4152,8.93,100996
14,424310,61560,12138722,5273928,18,19442,13038,22472,2153222,1837,290608,4152,8.18,100996
15,468555,68167,15763319,5868051,18,19442,13038,23796,2299162,1837,290608,4152,9.33,100996
16,504389,71187,16613708,6279515,18,19442,13038,25188,2421051,1837,290608,4152,7.56,100996
17,543477,74239,17447133,6809554,18,19442,13038,26737,2560305,1837,290608,4152,8.64,100996
18,582260,77364,18281341,7330755,18,19442,13038,28183,2698676,1837,290608,4152,8.64,100996
19,617459,80475,19131250,7795869,18,19442,13038,29779,2821907,1837,290608,4152,7.56,100996
20,657363,83605,19960898,8343176,18,19442,13038,31161,2959392,1837,290608,4152,8.64,100996
21,693092,91623,15571566,8832578,18,19442,13038,32649,3089748,1837,290608,4152,8.11,100996
22,732011,95353,16096118,9306633,18,19442,13038,34213,3225194,1837,290608,4152,8.39,100996
23,772393,98925,22497358,9815855,18,19442,13038,35615,3358715,1837,290608,4152,8.31,100996
24,813065,102057,23327669,10337324,18,19442,13038,36937,3496895,1837,290608,4152,8.64,100996
