period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,wifi,esp_timer,ipc0,Heap,Stack,Mbps,main
0,407,645,4346834,7814,19,19481,24411,701738,3413,1837,290608,4152,0.01,98720
1,4354,11674,4523866,12287,19,19481,24411,715316,4583,1837,290608,4152,0.00,98720
2,4354,14259,5509496,13490,19,19481,24411,728064,5813,1837,290608,4152,0.00,98720
3,64338,16840,6360998,113492,19,19481,24411,840886,7305,1837,290608,4152,7.33,98720
4,127527,19702,7187709,237185,19,19481,24411,971509,8781,1837,290608,4152,8.84,98720
5,182287,22458,8028108,347439,19,19481,24411,1093749,10460,1837,290608,4152,8.03,98720
6,248448,25214,8855656,471954,19,19481,24411,1226917,11849,1837,290608,4152,9.19,98720
7,307088,27994,10687512,585600,19,19481,24411,1349463,13456,1837,290608,4152,8.35,98720
8,364124,30724,10542203,693461,19,19481,24411,1467290,15173,1837,290608,4152,7.82,98720
9,423424,33458,11381000,808586,19,19481,24411,1594072,16811,1837,290608,4152,8.39,98720
10,479015,36180,12220737,921113,19,19481,24411,1717958,18381,1837,290608,4152,8.15,98720
11,537694,38818,13060254,1034832,19,19481,24411,1842371,19909,1837,290608,4152,8.26,98720
12,595136,42276,15029796,1144987,19,19481,24411,1963207,21487,1837,290608,4152,8.19,98720
13,654737,45183,14748713,1253555,19,19481,24411,2086240,23097,1837,290608,4152,8.03,98720
14,715812,47905,15585878,1370578,19,19481,24411,2213498,24710,1837,290608,4152,8.45,98720
15,771642,51280,16426118,1478236,19,19481,24411,2332778,26487,1837,290608,4152,7.92,98720
16,831688,54199,17263616,1595087,19,19481,24411,2456651,28209,1837,290608,4152,8.24,98720
17,891899,57251,18099866,1711614,19,19481,24411,2582182,29782,1837,290608,4152,8.62,98720
18,950187,60367,18935824,1823478,19,19481,24411,2707089,31415,1837,290608,4152,8.35,98720
19,1005254,63810,19783868,1931026,19,19481,24411,2828485,33102,1837,290608,4152,7.85,98720
20,1060864,67576,20625952,2043159,19,19481,24411,2949564,34733,1837,290608,4152,8.03,98720
21,1124218,70200,21454138,2165461,19,19481,24411,3081540,36420,1837,290608,4152,8.94,98720
22,1182952,73078,22295555,2277901,19,19481,24411,3203743,37921,1837,290608,4152,8.20,98720
23,1241777,75775,23139871,2390639,19,19481,24411,3324320,39571,1837,290608,4152,8.20,98720
24,1302507,78886,23975437,2507882,19,19481,24411,3450497,40978,1837,290608,4152,8.62,98720
25,1354883,81997,24826645,2610103,19,19481,24411,3564988,42547,1837,290608,4152,7.55,98720
26,1409003,85367,25674011,2712481,19,19481,24411,3679609,44229,1837,290608,4152,7.94,98720
27,1474272,87887,26499505,2840430,19,19481,24411,3815843,45803,1837,290608,4152,9.15,98720
28,1529464,90457,27345940,2948097,19,19481,24411,3935149,47772,1837,290608,4152,7.71,98720
29,1590216,93590,28179477,3064364,19,19481,24411,4063468,49501,1837,290608,4152,8.62,98720
30,1631766,96721,29056880,3146672,19,19481,24411,4159979,51183,1837,290608,4152,5.91,98720
31,1703656,99418,29864471,3285945,19,19481,24411,4306584,52779,1837,290608,4152,10.19,98720
32,1763835,102645,30698241,3403071,19,19481,24411,4433962,54268,1837,290608,4152,8.62,98720
33,1826144,105774,31530515,3521023,19,19481,24411,4561063,55675,1837,290608,4152,8.62,98720
34,1879625,108890,32382438,3623963,19,19481,24411,4673577,57289,1837,290608,4152,7.55,98720
35,1940353,112018,33215488,3740771,19,19481,24411,4800463,58959,1837,290608,4152,8.62,98720
36,2000912,115106,34059088,3854651,19,19481,24411,4920977,60377,1837,290608,4152,8.62,98720
37,2054753,118035,34910326,3961352,19,19481,24411,5038994,62040,1837,290608,4152,7.74,98720
38,2114931,120634,35742491,4079288,19,19481,24411,5167802,63586,1837,290608,4152,8.43,98720
39,2168780,123753,36593753,4182502,19,19481,24411,5280898,65011,1837,290608,4152,7.55,98720
40,2228955,126883,37424360,4300362,19,19481,24411,5410322,66735,1837,290608,4152,8.62,98720
41,2289458,130012,38258034,4418298,19,19481,24411,5538063,68315,1837,290608,4152,8.62,98720
42,2349230,133182,41102038,4535642,19,19481,24411,5663789,69939,1837,290608,4152,8.62,98720
43,2403887,136012,39951846,4637839,19,19481,24411,5774533,71732,1837,290608,4152,7.55,98720
44,2462642,139143,40779925,4757034,19,19481,24411,5906248,73457,1837,290608,4152,8.62,98720
45,2517465,142256,41629104,4859149,19,19481,24411,6019660,75140,1837,290608,4152,7.55,98720
46,2578404,145387,42457775,4977818,19,19481,24411,6149760,76738,1837,290608,4152,8.62,98720
47,2630197,148514,43305678,5081256,19,19481,24411,6263695,78298,1837,290608,4152,7.55,98720
48,2694243,151639,44128158,5204912,19,19481,24411,6397487,80067,1837,290608,4152,9.25,98720
49,2751955,154389,44967044,5318320,19,19481,24411,6520669,81873,1837,290608,4152,8.00,98720
50,2810650,157519,45805476,5432081,19,19481,24411,6646213,83492,1837,290608,4152,8.40,98720
51,2849989,160410,46689685,5511073,19,19481,24411,6737652,85231,1837,290608,4152,5.48,98720
52,2928288,163851,47488102,5656309,19,19481,24411,6891623,86735,1837,290608,4152,10.68,98720
53,2980377,166660,48340281,5758038,19,19481,24411,7005980,88278,1837,290608,4152,7.55,98720
54,3042780,169786,49173073,5874676,19,19481,24411,7134340,89927,1837,290608,4152,8.62,98720
55,3103120,172918,50010429,5990547,19,19481,24411,7260984,91540,1837,290608,4152,8.62,98720
56,3160441,176133,50855226,6101805,19,19481,24411,7383078,93152,1837,290608,4152,8.14,98720
57,3218090,179203,51701407,6212195,19,19481,24411,7503770,94860,1837,290608,4152,8.03,98720
58,3279733,182079,52528601,6329783,19,19481,24411,7633867,96398,1837,290608,4152,8.62,98720
59,3340923,185198,53360358,6447939,19,19481,24411,7762380,98049,1837,290608,4152,8.62,98720
60,3393820,188321,54210197,6551232,19,19481,24411,7876596,99697,1837,290608,4152,7.55,98720
61,3449864,191541,55054744,6661123,19,19481,24411,7997999,101279,1837,290608,4152,8.09,98720
62,3513387,194578,55879983,6786986,19,19481,24411,8131164,102936,1837,290608,4152,9.05,98720
63,3571119,197565,59364720,6900029,19,19481,24411,8254031,104354,1837,290608,4152,8.20,98720
64,3627648,200444,57572352,7009131,19,19481,24411,8373344,106000,1837,290608,4152,7.97,98720
65,3690382,203550,58404808,7127420,19,19481,24411,8501027,107623,1837,290608,4152,8.62,98720
66,3745555,206670,59249688,7231289,19,19481,24411,8618520,109260,1837,290608,4152,7.71,98720
67,3797387,209789,60105019,7332078,19,19481,24411,8729515,110989,1837,290608,4152,7.38,98720
68,3857795,212926,60937990,7449898,19,19481,24411,8857656,112523,1837,290608,4152,8.62,98720
69,3919555,216064,64575325,7570743,19,19481,24411,8987780,114126,1837,290608,4152,9.00,98720
70,3978764,219623,65448512,7683982,19,19481,24411,9111757,115956,1837,290608,4152,8.25,98720
71,4042364,222480,63444326,7803848,19,19481,24411,9238950,117338,1837,290608,4152,8.62,98720
72,4096880,225141,64292910,7909708,19,19481,24411,9356155,118957,1837,290608,4152,7.66,98720
73,4157384,228132,65129673,8026171,19,19481,24411,9484851,120343,1837,290608,4152,8.39,98720
74,4210300,231219,65980516,8129195,19,19481,24411,9598981,121971,1837,290608,4152,7.55,98720
75,4270965,234356,66814441,8245578,19,19481,24411,9726448,123504,1837,290608,4152,8.74,98720
76,4331200,237134,67647150,8362547,19,19481,24411,9855476,125207,1837,290608,4152,8.51,98720
77,4387135,240637,68499015,8464954,19,19481,24411,9970434,126768,1837,290608,4152,7.94,98720
78,4449790,243726,69334250,8585839,19,19481,24411,10099543,128235,1837,290608,4152,8.59,98720
79,4508037,246183,70170449,8700719,19,19481,24411,10225786,129893,1837,290608,4152,8.27,98720
80,4560079,249304,71020159,8804294,19,19481,24411,10339616,131562,1837,290608,4152,7.55,98720
81,4618954,252439,71857351,8919572,19,19481,24411,10464033,133044,1837,290608,4152,8.41,98720
82,4678043,255006,75883504,9032426,19,19481,24411,10586747,134641,1837,290608,4152,8.09,98720
83,4743745,257594,73519652,9159303,19,19481,24411,10722319,136078,1837,290608,4152,9.33,98720
84,4796392,260714,74366453,9263146,19,19481,24411,10837807,137640,1837,290608,4152,7.55,98720
85,4858182,263835,75197380,9380679,19,19481,24411,10965235,139222,1837,290608,4152,8.62,98720
86,4919847,267355,76033447,9496849,19,19481,24411,11090825,140795,1837,290608,4152,8.55,98720
87,4974379,270268,76884052,9602638,19,19481,24411,11205410,142325,1837,290608,4152,7.55,98720
88,5028836,273410,77736291,9705497,19,19481,24411,11317877,143818,1837,290608,4152,7.55,98720
89,5093475,276545,78558078,9830697,19,19481,24411,11453533,145345,1837,290608,4152,9.17,98720
90,5150583,279462,79403187,9942336,19,19481,24411,11575701,146785,1837,290608,4152,8.08,98720
91,5212919,282581,80232112,10062249,19,19481,24411,11707008,148465,1837,290608,4152,8.62,98720
92,5270548,285869,84558318,10176911,19,19481,24411,11831630,150025,1837,290608,4152,8.26,98720
93,5328405,288588,85424797,10288255,19,19481,24411,11950561,151681,1837,290608,4152,7.91,98720
94,5380772,291569,82769361,10391098,19,19481,24411,12065974,153402,1837,290608,4152,7.55,98720
95,5442191,294692,83596168,10508550,19,19481,24411,12194889,154847,1837,290608,4152,8.68,98720
96,5502250,298051,84435817,10626720,19,19481,24411,12320032,156453,1837,290608,4152,8.57,98720
97,5561493,301357,85277248,10741261,19,19481,24411,12443100,157952,1837,290608,4152,8.54,98720
98,5616650,303964,86131808,10845852,19,19481,24411,12557269,159456,1837,290608,4152,7.63,98720
99,5677844,307157,86963430,10963484,19,19481,24411,12686685,161263,1837,290608,4152,8.62,98720
100,5740518,310452,87796734,11078872,19,19481,24411,12814063,163004,1837,290608,4152,8.62,98720
101,5793261,313741,88644434,11182157,19,19481,24411,12930851,164743,1837,290608,4152,7.55,98720
102,5847428,317538,93252077,11290686,19,19481,24411,13052391,166459,1837,290608,4152,7.94,98720
103,5915210,320323,90316701,11417466,19,19481,24411,13188821,167967,1837,290608,4152,9.31,98720
104,5966798,323435,91166400,11520208,19,19481,24411,13303169,169885,1837,290608,4152,7.55,98720
105,6026195,326738,92000221,11637080,19,19481,24411,13432528,171521,1837,290608,4152,8.62,98720
106,6086413,330040,92829521,11754079,19,19481,24411,13560751,173189,1837,290608,4152,8.62,98720
107,6139224,333331,93679847,11856987,19,19481,24411,13674695,174914,1837,290608,4152,7.55,98720
108,6198781,336634,94513193,11974638,19,19481,24411,13803648,176331,1837,290608,4152,8.62,98720
109,6251012,339922,95368836,12076493,19,19481,24411,13914618,177795,1837,290608,4152,7.55,98720
110,6310468,343224,96197847,12193224,19,19481,24411,14044150,179575,1837,290608,4152,8.62,98720
111,6371306,346524,97030619,12309204,19,19481,24411,14170293,181151,1837,290608,4152,8.62,98720
112,6426517,349943,101942540,12417282,19,19481,24411,14288431,182747,1837,290608,4152,7.92,98720
113,6487351,352944,98713426,12530628,19,19481,24411,14411307,184288,1837,290608,4152,8.25,98720
114,6545002,356245,99551394,12642547,19,19481,24411,14535679,185896,1837,290608,4152,8.15,98720
115,6610659,359917,100375928,12767085,19,19481,24411,14670443,187327,1837,290608,4152,9.10,98720
116,6661490,362891,101231044,12866596,19,19481,24411,14782666,188852,1837,290608,4152,7.28,98720
117,6721816,365878,102069726,12983125,19,19481,24411,14908514,190218,1837,290608,4152,8.36,98720
118,6783343,368785,102899357,13103330,19,19481,24411,15039277,191810,1837,290608,4152,8.84,98720
119,6839578,371590,103742678,13210432,19,19481,24411,15160546,193521,1837,290608,4152,7.69,98720
120,6900704,374879,104571005,13328719,19,19481,24411,15292740,195201,1837,290608,4152,8.62,98720
121,6960946,378457,105405748,13445488,19,19481,24411,15417909,196884,1837,290608,4152,8.48,98720
122,7017199,381136,106255611,13549660,19,19481,24411,15533616,198511,1837,290608,4152,7.66,98720
123,7069176,384093,107103544,13653740,19,19481,24411,15650717,200050,1837,290608,4152,7.55,98720
124,7133029,387403,107924116,13779161,19,19481,24411,15786802,201579,1837,290608,4152,9.19,98720
125,7190692,390693,108763992,13890655,19,19481,24411,15908479,203195,1837,290608,4152,8.06,98720
126,7250224,393998,109593366,14009863,19,19481,24411,16038012,204880,1837,290608,4152,8.62,98720
127,7306314,397438,110432835,14121072,19,19481,24411,16159754,206631,1837,290608,4152,8.15,98720
128,7361911,400367,111277338,14230398,19,19481,24411,16278866,208166,1837,290608,4152,8.02,98720
129,7414201,403345,112129408,14333480,19,19481,24411,16393756,209834,1837,290608,4152,7.55,98720
130,7475034,406649,112954000,14451183,19,19481,24411,16523584,211615,1837,290608,4152,8.62,98720
131,7533392,409964,113793402,14561686,19,19481,24411,16644917,213219,1837,290608,4152,8.14,98720
132,7598330,413254,114612655,14686745,19,19481,24411,16783798,214886,1837,290608,4152,9.07,98720
133,7652596,416564,115462551,14788439,19,19481,24411,16894837,216568,1837,290608,4152,7.58,98720
134,7713937,419874,116293306,14907081,19,19481,24411,17023874,218095,1837,290608,4152,8.62,98720
135,7774504,423170,117122162,15025401,19,19481,24411,17153317,219503,1837,290608,4152,8.62,98720
136,7827228,426459,117974570,15129374,19,19481,24411,17267071,220906,1837,290608,4152,7.55,98720
137,7880490,430029,118825912,15232953,19,19481,24411,17382305,222455,1837,290608,4152,7.78,98720
138,7947453,432876,119651383,15363250,19,19481,24411,17523268,224009,1837,290608,4152,9.24,98720
139,8003403,435923,120500058,15470201,19,19481,24411,17641337,225732,1837,290608,4152,7.77,98720
