period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,wifi,esp_timer,ipc0,Heap,Stack,Mbps,main
154,8894962,484334,133179116,17018953,18,19480,24361,19272586,243654,1837,290608,4152,6.64,98660
155,8993643,487710,133924076,17202388,18,19480,24361,19459816,245053,1837,290608,4152,13.56,98660
156,9048829,491166,134764093,17315506,18,19480,24361,19580825,246652,1837,290608,4152,8.38,98660
157,9078184,494021,135678897,17373179,18,19480,24361,19650160,248221,1837,290608,4152,3.90,98660
158,9138960,496981,136513888,17492258,18,19480,24361,19778448,249718,1837,290608,4152,8.61,98660
159,9223828,500367,137288012,17656645,18,19480,24361,19950090,251170,1837,290608,4152,12.11,98660
160,9286284,503907,138125757,17772742,18,19480,24361,20073813,252570,1837,290608,4152,8.62,98660
161,9337693,506922,138982991,17874252,18,19480,24361,20186031,254366,1837,290608,4152,7.26,98660
162,9395593,509358,145554147,17986302,18,19480,24361,20307853,255989,1837,290608,4152,8.22,98660
163,9459750,512457,140652253,18109547,18,19480,24361,20441439,257421,1837,290608,4152,9.03,98660
164,9514845,515803,141497657,18217276,18,19480,24361,20559696,259220,1837,290608,4152,7.83,98660
165,9577211,519166,142328661,18334858,18,19480,24361,20686328,260788,1837,290608,4152,8.62,98660
166,9630385,522541,143178889,18438676,18,19480,24361,20802226,262390,1837,290608,4152,7.55,98660
167,9692048,525931,144011620,18556258,18,19480,24361,20928427,264024,1837,290608,4152,8.62,98660
168,9746208,529317,144864571,18659346,18,19480,24361,21042056,265504,1837,290608,4152,7.55,98660
169,9807816,532702,145690976,18777484,18,19480,24361,21172995,267099,1837,290608,4152,8.62,98660
170,9868657,536085,146515428,18897383,18,19480,24361,21305078,268993,1837,290608,4152,8.62,98660
171,9926026,539340,147351845,19010368,18,19480,24361,21424871,270526,1837,290608,4152,8.46,98660
172,9986477,542182,148191377,19126785,18,19480,24361,21551171,272274,1837,290608,4152,8.16,98660
173,10044385,545554,149030445,19237948,18,19480,24361,21674217,273809,1837,290608,4152,8.17,98660
174,10098905,548663,149880387,19339004,18,19480,24361,21787949,275590,1837,290608,4152,7.55,98660
175,10158710,552061,156862466,19455601,18,19480,24361,21916685,277434,1837,290608,4152,8.66,98660
176,10219632,554789,151544357,19574827,18,19480,24361,22044173,278980,1837,290608,4152,8.59,98660
177,10275303,558430,158599224,19680823,18,19480,24361,22161762,280594,1837,290608,4152,7.90,98660
178,10335028,561615,153237048,19792751,18,19480,24361,22281302,282193,1837,290608,4152,8.27,98660
179,10395222,564244,154073870,19909065,18,19480,24361,22409769,283839,1837,290608,4152,8.62,98660
