period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,471,136,4450908,9436,18,19524,24072,3786,703712,1881,206992,4152,0.01,99283
1,4209,11719,4627812,12384,18,19524,24072,4991,714974,1881,206992,4152,0.00,99283
2,4209,14195,5612594,13774,18,19524,24072,6287,728320,1881,206992,4152,0.00,99283
3,119694,16794,6327529,254329,18,19524,24072,7556,946461,1881,206992,4152,15.10,99283
4,245836,20151,7861321,514480,18,19524,24072,8830,1177728,1881,206992,4152,16.45,99283
5,361538,23488,8349287,983432,18,19524,24072,9952,1421635,1881,206992,4152,16.69,99283
6,455978,26242,8458023,1418650,18,19524,24072,10980,1630648,1881,206992,4152,14.33,99283
7,568298,28568,9348089,1903290,18,19524,24072,12066,1882796,1881,206992,4152,18.09,99283
8,679645,36068,9848937,2365098,18,19524,24072,13259,2131931,1881,206992,4152,17.01,99283
9,789486,47503,10376048,2838394,18,19524,24072,14585,2375820,1881,206992,4152,17.31,99283
10,883739,56418,11259145,3229716,18,19524,24072,15648,2586326,1881,206992,4152,14.61,99283
11,1006507,71712,11474179,3698195,18,19524,24072,16931,2854227,1881,206992,4152,18.86,99283
12,1126968,78885,12669247,4181062,18,19524,24072,18226,3106641,1881,206992,4152,17.83,99283
13,1158394,82085,13561061,4607017,18,19524,24072,20063,3192274,1881,206992,4152,4.82,99283
14,1262900,85160,14278491,4818522,18,19524,24072,21308,3406523,1881,206992,4152,14.83,99283
15,1420429,88421,13968890,5135283,18,19524,24072,22541,3720007,1881,206992,4152,22.82,99283
16,1583793,90924,15436301,5464503,18,19524,24072,23817,4047422,1881,206992,4152,23.87,99283
17,1699207,94184,16133200,5693259,18,19524,24072,24911,4277253,1881,206992,4152,16.36,99283
18,1800591,97398,16869577,5895375,18,19524,24072,26142,4479639,1881,206992,4152,14.41,99283
19,1932088,100360,16763853,6158744,18,19524,24072,27178,4742053,1881,206992,4152,18.82,99283
20,2044874,103339,18232074,6386453,18,19524,24072,28313,4971565,1881,206992,4152,16.18,99283
21,2162981,106593,18215319,6620576,18,19524,24072,29530,5206617,1881,206992,4152,16.78,99283
