period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,esp_timer,wifi,sys_evt,ipc0,Heap,Stack,Mbps,main
0,502,502,4349559,7645,19,19492,3777,702477,24005,1836,290608,4152,0.01,99093
1,1951,11739,4520306,12544,19,19492,5128,717415,24005,1836,290608,4152,0.00,99093
2,1951,14344,5505715,13658,19,19492,6284,730432,24005,1836,290608,4152,0.00,99093
3,130604,16935,6198406,226495,19,19492,7625,945233,24005,1836,290608,4152,16.04,99093
4,267112,20205,6870781,464661,19,19492,9004,1169807,24005,1836,290608,4152,16.57,99093
5,402579,23124,8567312,698702,19,19492,10404,1393581,24005,1836,290608,4152,16.77,99093
6,524916,26302,8258432,911732,19,19492,11764,1598223,24005,1836,290608,4152,14.97,99093
7,655726,28839,8946114,1139857,19,19492,13264,1817571,24005,1836,290608,4152,16.39,99093
8,788411,31861,9639256,1365969,19,19492,14597,2030321,24005,1836,290608,4152,15.68,99093
9,952674,34474,10277760,1635979,19,19492,16024,2283088,24005,1836,290608,4152,18.70,99093
10,1086370,37047,12217312,1871493,19,19492,17559,2508716,24005,1836,290608,4152,16.51,99093
11,1232565,39997,11620610,2115890,19,19492,19028,2736625,24005,1836,290608,4152,16.80,99093
12,1369257,43021,12312000,2349166,19,19492,20348,2961571,24005,1836,290608,4152,16.35,99093
13,1512474,46209,12995503,2591131,19,19492,21772,3191494,24005,1836,290608,4152,16.69,99093
14,1653977,49052,13685154,2828864,19,19492,23165,3415027,24005,1836,290608,4152,16.43,99093
15,1797003,52235,14382821,3065643,19,19492,24467,3638037,24005,1836,290608,4152,16.48,99093
16,1929742,55420,15067847,3297598,19,19492,25885,3860049,24005,1836,290608,4152,16.34,99093
17,2060756,58606,15755302,3527541,19,19492,27084,4083609,24005,1836,290608,4152,16.74,99093
18,2189896,61600,17967268,3757086,19,19492,28462,4304378,24005,1836,290608,4152,16.40,99093
19,2323557,64576,18706224,3991910,19,19492,29956,4528792,24005,1836,290608,4152,16.74,99093
20,2460990,67477,19432806,4225855,19,19492,31324,4751037,24005,1836,290608,4152,16.48,99093
21,2596492,69873,18481028,4460937,19,19492,32798,4970978,24005,1836,290608,4152,16.41,99093
22,2730742,73064,19163717,4692581,19,19492,34204,5192274,24005,1836,290608,4152,16.37,99093
23,2854995,75971,21631301,4917571,19,19492,35530,5415977,24005,1836,290608,4152,16.64,99093
24,2989335,78868,22349709,5148015,19,19492,36660,5638900,24005,1836,290608,4152,16.62,99093
25,3114517,81639,21241791,5373960,19,19492,38051,5862254,24005,1836,290608,4152,16.21,99093
26,3236111,84686,21930305,5598918,19,19492,39502,6085911,24005,1836,290608,4152,16.52,99093
27,3363635,87599,24567253,5831134,19,19492,40743,6313179,24005,1836,290608,4152,16.91,99093
28,3491903,90590,23308762,6056792,19,19492,41983,6532408,24005,1836,290608,4152,16.17,99093
29,3621168,93771,26035375,6287080,19,19492,43451,6756874,24005,1836,290608,4152,16.71,99093
30,3744398,96800,24689594,6509649,19,19492,44976,6974529,24005,1836,290608,4152,16.17,99093
31,3868884,99983,25371101,6740426,19,19492,46434,7200207,24005,1836,290608,4152,16.71,99093
32,3992905,103651,28273973,6955389,19,19492,47717,7405035,24005,1836,290608,4152,15.27,99093
33,4128396,106538,26757126,7184070,19,19492,49091,7620273,24005,1836,290608,4152,16.12,99093
34,4242972,109214,27462408,7388869,19,19492,50443,7818819,24005,1836,290608,4152,14.43,99093
35,4362453,112655,30554683,7606684,19,19492,51927,8033025,24005,1836,290608,4152,15.92,99093
36,4485351,115917,28846973,7824051,19,19492,53234,8244468,24005,1836,290608,4152,15.77,99093
37,4607728,118714,29542091,8041553,19,19492,54535,8455479,24005,1836,290608,4152,15.78,99093
38,4723818,121847,32839392,8244708,19,19492,55939,8652898,24005,1836,290608,4152,14.44,99093
39,4839491,124779,30953004,8456800,19,19492,57459,8859735,24005,1836,290608,4152,15.48,99093
40,4952847,128021,31658709,8664245,19,19492,58851,9063492,24005,1836,290608,4152,14.79,99093
41,5082126,130802,32359454,8887112,19,19492,60403,9273328,24005,1836,290608,4152,15.56,99093
42,5216839,133954,33042471,9119225,19,19492,61864,9497172,24005,1836,290608,4152,16.75,99093
43,5349234,136488,33750235,9330396,19,19492,63382,9687173,24005,1836,290608,4152,14.04,99093
44,5502433,140033,37337009,9559936,19,19492,64787,9882598,24005,1836,290608,4152,15.29,99093
45,5652728,143231,38074792,9790035,19,19492,66250,10081778,24005,1836,290608,4152,14.98,99093
46,5800924,145919,35828965,10017536,19,19492,67581,10280923,24005,1836,290608,4152,15.16,99093
47,5962822,148412,36497470,10260130,19,19492,68954,10491287,24005,1836,290608,4152,16.26,99093
48,6096234,151529,37204139,10476173,19,19492,70248,10686805,24005,1836,290608,4152,14.92,99093
49,6228714,154541,37939986,10676535,19,19492,71534,10858241,24005,1836,290608,4152,12.96,99093
50,6373434,157626,41815495,10890236,19,19492,72830,11040994,24005,1836,290608,4152,14.33,99093
51,6532176,160724,39310428,11136882,19,19492,74126,11261705,24005,1836,290608,4152,16.88,99093
52,6675755,163783,39972232,11388673,19,19492,75443,11503421,24005,1836,290608,4152,18.19,99093
53,6836767,166187,40606755,11669209,19,19492,76801,11768251,24005,1836,290608,4152,19.89,99093
54,6976396,169640,44601795,11916873,19,19492,78236,12008011,24005,1836,290608,4152,17.89,99093
55,7126430,172649,41912996,12180421,19,19492,79702,12258188,24005,1836,290608,4152,18.68,99093
56,7279086,175438,45981081,12452891,19,19492,81183,12517666,24005,1836,290608,4152,19.58,99093
57,7427832,178259,43193016,12720479,19,19492,82568,12771689,24005,1836,290608,4152,19.30,99093
58,7559840,181606,43881114,12948302,19,19492,84050,12990346,24005,1836,290608,4152,16.01,99093
59,7712580,184675,48111846,13202171,19,19492,85634,13222975,24005,1836,290608,4152,17.39,99093
60,7869209,187788,45189009,13463100,19,19492,87356,13466830,24005,1836,290608,4152,17.97,99093
61,7998819,190674,45860704,13693145,19,19492,88808,13688098,24005,1836,290608,4152,16.46,99093
62,8119168,193235,46569509,13901777,19,19492,90227,13886952,24005,1836,290608,4152,14.66,99093
63,8265710,196413,47229854,14147256,19,19492,91759,14119931,24005,1836,290608,4152,17.26,99093
64,8409372,199078,47899723,14394073,19,19492,93082,14357375,24005,1836,290608,4152,17.46,99093
65,8557171,202682,52450917,14646330,19,19492,94466,14596199,24005,1836,290608,4152,17.85,99093
66,8715263,205598,49218680,14910032,19,19492,95771,14847597,24005,1836,290608,4152,18.56,99093
67,8822735,208393,49949327,15105312,19,19492,97125,15038401,24005,1836,290608,4152,13.87,99093
68,8938463,211559,54678471,15318036,19,19492,98394,15243589,24005,1836,290608,4152,15.55,99093
69,9077797,214360,55434151,15539890,19,19492,99871,15441050,24005,1836,290608,4152,14.89,99093
70,9228837,217291,52029170,15774530,19,19492,101390,15646292,24005,1836,290608,4152,15.41,99093
71,9365564,220484,56918763,15988393,19,19492,102812,15835585,24005,1836,290608,4152,14.37,99093
72,9513056,222874,53418295,16215850,19,19492,104275,16038739,24005,1836,290608,4152,15.31,99093
73,9650428,226048,54122254,16432768,19,19492,105535,16232426,24005,1836,290608,4152,14.65,99093
74,9798976,229114,54808444,16660609,19,19492,106928,16434259,24005,1836,290608,4152,15.53,99093
75,9956784,232425,55469435,16902996,19,19492,108336,16647333,24005,1836,290608,4152,16.33,99093
76,10094478,235482,56163915,17123756,19,19492,109692,16847056,24005,1836,290608,4152,15.07,99093
77,10220429,238538,61369455,17350842,19,19492,111181,17067169,24005,1836,290608,4152,16.39,99093
78,10347327,241540,57541335,17573424,19,19492,112565,17283602,24005,1836,290608,4152,16.06,99093
79,10460160,244474,58264251,17772814,19,19492,113886,17477020,24005,1836,290608,4152,14.32,99093
80,10587147,247215,58961464,17992067,19,19492,115256,17685426,24005,1836,290608,4152,15.67,99093
81,10717761,249869,59654290,18221166,19,19492,116622,17903646,24005,1836,290608,4152,16.33,99093
82,10853343,253196,60338090,18454928,19,19492,118186,18120633,24005,1836,290608,4152,16.13,99093
83,10994703,255870,61020546,18690173,19,19492,119597,18337141,24005,1836,290608,4152,16.32,99093
84,11120145,259132,66595136,18906456,19,19492,121117,18542004,24005,1836,290608,4152,15.17,99093
85,11255535,261977,62401657,19136213,19,19492,122452,18758144,24005,1836,290608,4152,16.13,99093
86,11396238,264725,63069824,19377302,19,19492,124010,18982431,24005,1836,290608,4152,16.65,99093
87,11530300,267524,63756940,19605306,19,19492,125399,19195590,24005,1836,290608,4152,15.79,99093
88,11657099,270679,64450846,19822933,19,19492,126732,19402160,24005,1836,290608,4152,15.32,99093
89,11822183,273940,70234372,20093719,19,19492,128195,19651546,24005,1836,290608,4152,18.65,99093
90,11985442,277159,65716347,20371694,19,19492,129552,19912236,24005,1836,290608,4152,19.67,99093
91,12124958,280216,71617575,20625659,19,19492,130963,20157161,24005,1836,290608,4152,18.54,99093
92,12280335,283455,67001515,20892026,19,19492,132600,20408480,24005,1836,290608,4152,18.86,99093
