IDLE,Mbps,Stack,Timestamp,TmrSvc,esp_timer,experiment_runn,ipc0,ipc1,measurer,sys_evt,tiT,wifi
288130830,10.66,4116,359,18,572350,33962266,27228,44082,2315088,14165,68956284,69409554
4369762,0.01,4116,0,18,3699,575,27228,44084,4650,14368,7706,709616
4543801,0.00,4116,1,18,4890,5949,27228,44084,19050,14368,9936,722855
5526946,0.00,4116,2,18,6251,5949,27228,44084,25785,14368,11609,737838
7198617,10.87,4116,3,18,7780,99337,27228,44084,31521,14368,178849,910484
7066068,10.89,4116,4,18,9266,181641,27228,44084,37990,14368,345273,1080864
7869016,9.37,4116,5,18,10887,250917,27228,44084,43474,14368,487766,1227434
9699247,9.81,4116,6,18,12508,322641,27228,44084,50748,14368,636001,1378684
9468417,9.42,4116,7,18,14127,394212,27228,44084,56839,14368,780437,1524352
10235929,10.56,4116,8,18,15747,475084,27228,44084,62932,14368,943656,1689927
10998892,11.28,4116,9,18,17151,563922,27228,44084,67490,14368,1117174,1863004
11748682,12.09,4116,10,18,18528,653519,27228,44084,72823,14368,1297819,2046427
12499625,11.73,4116,11,18,20174,744635,27228,44084,77996,14368,1480410,2230729
13425528,3.37,4116,12,18,21334,769784,27228,44084,83858,14368,1532655,2285009
14189433,11.40,4116,13,18,22989,855779,27228,44084,89395,14368,1706028,2461455
14924160,12.70,4116,14,18,24652,952940,27228,44084,93749,14368,1901215,2653573
15669284,12.19,4116,15,18,26301,1043728,27228,44084,100551,14368,2086304,2838879
16430626,11.57,4116,16,18,27964,1133438,27228,44084,105329,14368,2263902,3015949
17173369,12.25,4116,17,18,29713,1224351,27228,44084,112396,14368,2449402,3202423
17923232,11.67,4116,18,18,31304,1311046,27228,44084,119888,14368,2627891,3381537
18675454,11.76,4116,19,18,32858,1401442,27228,44084,125437,14368,2807485,3562352
19416543,12.56,4116,20,18,34542,1494496,27228,44084,132432,14368,2997170,3754293
20166393,12.17,4116,21,18,36132,1585642,27228,44084,138428,14368,3181950,3939902
20939007,11.58,4116,22,18,37814,1672711,27228,44084,145248,14368,3357369,4115027
21716715,10.74,4116,23,18,39430,1754825,27228,44084,151748,14368,3521106,4280141
22474148,11.71,4116,24,18,40915,1845096,27228,44084,158324,14368,3699541,4458672
25189943,11.18,4116,25,18,42445,1925300,27228,44084,163925,14368,3867307,4627657
