IDLE,Mbps,Stack,Timestamp,TmrSvc,esp_timer,experiment_runn,ipc0,ipc1,measurer,sys_evt,tiT,wifi
299674546,7.57,4116,359,18,638809,16652935,27228,44084,2392973,13885,134094566,51835738
4368109,0.01,4116,0,18,3806,578,27228,44089,4650,13875,7879,715107
4525578,0.00,4116,1,18,5221,5957,27228,44089,19046,13875,10520,729630
5511482,0.00,4116,2,18,6517,5957,27228,44089,25809,13875,11534,741941
6323872,8.63,4116,3,18,8111,59466,27228,44089,32053,13875,390328,888640
7159467,7.86,4116,4,18,10162,102188,27228,44089,39272,13875,724799,1021264
8290324,8.31,4116,5,18,12148,148508,27228,44089,43321,13875,1093488,1161691
8808148,8.64,4116,6,18,14004,198267,27228,44089,48932,13875,1479132,1308141
9523306,8.36,4116,7,18,15694,242938,27228,44089,56318,13875,1847990,1454704
10456389,7.82,4116,8,18,17672,287794,27228,44089,61705,13875,2198358,1590576
11300097,7.56,4116,9,18,19449,329344,27228,44089,68612,13875,2530868,1718971
11440546,8.88,4116,10,18,21317,376190,27228,44089,75103,13875,2919108,1867544
12931260,8.40,4116,11,18,23194,423506,27228,44089,81505,13875,3292963,2013135
13748546,8.34,4116,12,18,25008,468231,27228,44089,88893,13875,3658919,2161586
13299540,8.89,4116,13,18,26694,515229,27228,44089,93829,13875,4052588,2311506
13944092,7.90,4116,14,18,28776,559273,27228,44089,98801,13875,4404989,2449394
16227758,8.26,4116,15,18,30963,605997,27228,44089,102974,13875,4775058,2594192
15239706,7.64,4116,16,18,32795,647623,27228,44089,110785,13875,5111821,2726510
17892195,8.57,4116,17,18,34412,696030,27228,44089,114697,13875,5493743,2871738
18699372,8.72,4116,18,18,36308,746852,27228,44089,122114,13875,5882072,3023759
19514189,8.55,4116,19,18,38181,796902,27228,44089,129274,13875,6260577,3170854
17701596,8.54,4116,20,18,39922,843503,27228,44089,137137,13875,6632973,3316473
21159241,7.89,4116,21,18,41627,891133,27228,44089,141410,13875,6993602,3457222
21992314,8.33,4116,22,18,43366,936869,27228,44089,145504,13875,7362372,3598551
22807228,8.64,4116,23,18,45373,984871,27228,44089,152906,13875,7742276,3743207
20222482,8.14,4116,24,18,47068,1030070,27228,44089,159953,13875,8101159,3882239
24465640,8.06,4116,25,18,48951,1074233,27228,44089,166242,13875,8459753,4022078
21475591,8.58,4116,26,18,50740,1121246,27228,44089,174061,13875,8835788,4166569
22097343,8.43,4116,27,18,52355,1165741,27228,44089,178550,13875,9211677,4308248
26948986,7.78,4116,28,18,54103,1209421,27228,44089,182683,13875,9560643,4443531
23406591,7.71,4116,29,18,55867,1252178,27228,44089,190651,13875,9898218,4578459
28600879,8.93,4116,30,18,57689,1302320,27228,44089,194357,13875,10295745,4730202
29430231,8.34,4116,31,18,59161,1350003,27228,44089,199379,13875,10668700,4871896
30258569,8.39,4116,32,18,60779,1396241,27228,44089,203736,13875,11044155,5015982
31075597,8.64,4116,33,18,62581,1443854,27228,44089,211127,13875,11424372,5159971
31912521,7.56,4116,34,18,64431,1485489,27228,44089,218514,13875,11757097,5290135
32727418,8.64,4116,35,18,66304,1531986,27228,44089,225787,13875,12141920,5442155
27806084,7.90,4116,36,18,68172,1574500,27228,44089,233685,13875,12488741,5577883
28411247,8.93,4116,37,18,69944,1626688,27228,44089,238862,13875,12882698,5728743
29047495,8.14,4116,38,18,71868,1672596,27228,44089,243586,13875,13247913,5869059
36024401,8.45,4116,39,18,73716,1721207,27228,44089,249324,13875,13625531,6011796
30274324,8.56,4116,40,18,75470,1772072,27228,44089,257211,13875,14004815,6154647
37676732,7.64,4116,41,18,77293,1820214,27228,44089,263887,13875,14347948,6285843
31568122,7.96,4116,42,18,78916,1868550,27228,44089,271299,13875,14697858,6418608
32194278,8.29,4116,43,18,80769,1918273,27228,44089,276497,13875,15068423,6559100
32799575,8.87,4116,44,18,82312,1970236,27228,44089,281770,13875,15464903,6706759
40969695,8.32,4116,45,18,84171,2021399,27228,44089,287302,13875,15838520,6847895
41777386,8.64,4116,46,18,86113,2074585,27228,44089,294016,13875,16225639,6997888
42613208,7.56,4116,47,18,87846,2118955,27228,44089,301407,13875,16560522,7127358
35319987,8.22,4116,48,18,89322,2168781,27228,44089,309051,13875,16922891,7263833
44249272,9.04,4116,49,18,90973,2224625,27228,44089,313949,13875,17331312,7415094
36535675,8.22,4116,50,18,92466,2275549,27228,44089,321784,13875,17693089,7551289
45904728,8.03,4116,51,18,94323,2323967,27228,44089,326600,13875,18053752,7687472
46723730,8.55,4116,52,18,96178,2374696,27228,44089,332123,13875,18438481,7834168
38399545,8.57,4116,53,18,97774,2425156,27228,44089,339969,13875,18813922,7973861
48379773,7.61,4116,54,18,99473,2473536,27228,44089,343893,13875,19160728,8105988
39693799,8.03,4116,55,18,101285,2517385,27228,44089,351807,13875,19512193,8243600
40321925,8.34,4116,56,18,103013,2564132,27228,44089,356337,13875,19882638,8386647
50859032,8.91,4116,57,18,104698,2614220,27228,44089,360576,13875,20284984,8540819
51692035,8.09,4116,58,18,106607,2659664,27228,44089,364241,13875,20645585,8680642
52513068,8.64,4116,59,18,108355,2706590,27228,44089,371223,13875,21023468,8829540
42791490,8.64,4116,60,18,109988,2754723,27228,44089,378899,13875,21402773,8975353
43435395,7.96,4116,61,18,111672,2797784,27228,44089,385441,13875,21754499,9110066
54996835,8.21,4116,62,18,113389,2843670,27228,44089,389319,13875,22121049,9248356
44693526,8.41,4116,63,18,115296,2890089,27228,44089,397154,13875,22489539,9391574
45322686,8.22,4116,64,18,117224,2938641,27228,44089,401977,13875,22857690,9534092
57475645,8.16,4116,65,18,118856,2984618,27228,44089,407195,13875,23220497,9671652
58288189,8.64,4116,66,18,120907,3036685,27228,44089,414522,13875,23605339,9821018
59124643,7.56,4116,67,18,122649,3083100,27228,44089,421907,13875,23941413,9948725
47846556,8.28,4116,68,18,124360,3134758,27228,44089,429807,13875,24309140,10091466
48447788,8.83,4116,69,18,126014,3188267,27228,44089,436187,13875,24701456,10236497
49067573,8.38,4116,70,18,127527,3237022,27228,44089,440389,13875,25074268,10375285
49701773,8.03,4116,71,18,129250,3283481,27228,44089,444699,13875,25436683,10514634
63234261,8.45,4116,72,18,131169,3330242,27228,44089,449034,13875,25814337,10664800
64074462,7.56,4116,73,18,133137,3371334,27228,44089,456076,13875,26147305,10793375
51602447,8.55,4116,74,18,135008,3418126,27228,44089,463952,13875,26524682,10942308
65700768,8.70,4116,75,18,136708,3468651,27228,44089,468522,13875,26914281,11093827
52860586,7.92,4116,76,18,138549,3510650,27228,44089,476227,13875,27261140,11230788
53469294,8.86,4116,77,18,140618,3558395,27228,44089,481582,13875,27653888,11379390
68186202,8.00,4116,78,18,142312,3603657,27228,44089,486055,13875,28011180,11515966
69004788,8.64,4116,79,18,144261,3650731,27228,44089,493202,13875,28391214,11663417
55346308,8.51,4116,80,18,145925,3695625,27228,44089,500959,13875,28763767,11805657
70663472,7.65,4116,81,18,147917,3738272,27228,44089,505144,13875,29106641,11940460
71480090,8.64,4116,82,18,149622,3788923,27228,44089,512968,13875,29489250,12085912
57235104,8.46,4116,83,18,151391,3834867,27228,44089,519612,13875,29860428,12223646
57889001,7.83,4116,84,18,153328,3879018,27228,44089,524602,13875,30207929,12359163
73978771,8.48,4116,85,18,155190,3926633,27228,44089,528691,13875,30589076,12505110
74797011,8.64,4116,86,18,156719,3973792,27228,44089,535869,13875,30967716,12650756
59780397,7.81,4116,87,18,158405,4015529,27228,44089,543259,13875,31308008,12785884
76453633,8.39,4116,88,18,160276,4060853,27228,44089,549990,13875,31683140,12930862
61018303,8.51,4116,89,18,162121,4106461,27228,44089,557256,13875,32054396,13075999
78103309,8.36,4116,90,18,163887,4153508,27228,44089,561529,13875,32426699,13219137
78938515,7.94,4116,91,18,165901,4198205,27228,44089,568150,13875,32781516,13357581
79756083,8.64,4116,92,18,167879,4243318,27228,44089,575080,13875,33159245,13507154
63515615,8.58,4116,93,18,169931,4290116,27228,44089,582892,13875,33531876,13649515
64177728,7.41,4116,94,18,171709,4332010,27228,44089,588237,13875,33867492,13782675
82237713,8.10,4116,95,18,173254,4381187,27228,44089,593984,13875,34231105,13918814
83051004,9.12,4116,96,18,175067,4431500,27228,44089,600661,13875,34629568,14071159
66038539,8.31,4116,97,18,176797,4477193,27228,44089,605232,13875,34998953,14213300
66674560,8.08,4116,98,18,178653,4526220,27228,44089,610135,13875,35361978,14351602
85557624,7.56,4116,99,18,180603,4569251,27228,44089,617778,13875,35696679,14478171
86367826,8.64,4116,100,18,182311,4621674,27228,44089,625441,13875,36082617,14623658
68560854,8.56,4116,101,18,184311,4670969,27228,44089,633762,13875,36457742,14768762
88000949,8.59,4116,102,18,186069,4722304,27228,44089,639461,13875,36841407,14912813
69790312,8.37,4116,103,18,187807,4774027,27228,44089,643732,13875,37217723,15055009
70424643,8.00,4116,104,18,189409,4824241,27228,44089,650470,13875,37574467,15190207
