period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,444,583,4336951,9220,18,19515,22827,3649,702723,1881,206992,4152,0.01,99192
1,2774,11133,4520223,12452,18,19515,22827,4893,715631,1881,206992,4152,0.00,99192
2,2774,13759,5506284,13287,18,19515,22827,6098,728110,1881,206992,4152,0.00,99192
3,127365,16362,7043555,251458,18,19515,22827,7198,960779,1881,206992,4152,16.68,99192
4,246219,19521,6914417,467866,18,19515,22827,8431,1192747,1881,206992,4152,16.54,99192
5,361295,22270,7624976,784329,18,19515,22827,9685,1426112,1881,206992,4152,16.20,99192
6,460160,25326,9114685,1049211,18,19515,22827,10761,1629004,1881,206992,4152,14.24,99192
7,592015,28256,9734379,1375051,18,19515,22827,12006,1898792,1881,206992,4152,19.20,99192
8,704440,31005,9733077,1682856,18,19515,22827,13080,2128788,1881,206992,4152,16.19,99192
9,822324,34282,11034200,1977355,18,19515,22827,14259,2362163,1881,206992,4152,16.70,99192
10,910733,37112,11203957,2222687,18,19515,22827,15297,2545875,1881,206992,4152,13.08,99192
11,1047235,39782,11853390,2580345,18,19515,22827,16511,2822827,1881,206992,4152,19.83,99192
12,1162400,43193,12552546,2869697,18,19515,22827,17583,3057210,1881,206992,4152,16.70,99192
13,1281007,46182,13257294,3160260,18,19515,22827,18677,3293422,1881,206992,4152,16.74,99192
14,1324359,48496,14126902,3328491,18,19515,22827,20011,3399185,1881,206992,4152,6.66,99192
15,1370473,51631,14994243,3481965,18,19515,22827,21571,3502303,1881,206992,4152,6.48,99192
16,1526806,54273,15590639,3838831,18,19515,22827,22793,3816344,1881,206992,4152,22.72,99192
17,1688989,56942,16177323,4238532,18,19515,22827,23640,4142631,1881,206992,4152,23.49,99192
18,1800495,60075,16882889,4494995,18,19515,22827,24700,4371238,1881,206992,4152,16.17,99192
19,1965406,63232,17714342,4838202,18,19515,22827,25849,4696376,1881,206992,4152,23.55,99192
20,2079708,74032,18170973,5120167,18,19515,22827,27068,4932692,1881,206992,4152,16.72,99192
21,2197900,76596,18870636,5389114,18,19515,22827,28345,5170581,1881,206992,4152,16.72,99192
22,2291818,82991,19847346,5605227,18,19515,22827,29555,5363425,1881,206992,4152,13.42,99192
23,2431288,88342,20511421,5892743,18,19515,22827,30812,5640832,1881,206992,4152,19.60,99192
24,2546355,91464,20983557,6153176,18,19515,22827,32014,5874847,1881,206992,4152,16.34,99192
25,2662802,94622,21895857,6407197,18,19515,22827,33148,6105737,1881,206992,4152,16.57,99192
26,2701756,97577,22576640,6551491,18,19515,22827,34583,6203438,1881,206992,4152,5.57,99192
27,2727027,100741,23494345,6655557,18,19515,22827,36477,6269128,1881,206992,4152,3.27,99192
28,2896573,103684,24071701,6982953,18,19515,22827,37678,6598125,1881,206992,4152,24.00,99192
29,3070342,107058,24643925,7309792,18,19515,22827,38818,6933052,1881,206992,4152,24.42,99192
30,3175910,109970,25367828,7535541,18,19515,22827,40015,7148036,1881,206992,4152,15.12,99192
31,3343452,113018,26159123,7873377,18,19515,22827,41152,7473617,1881,206992,4152,23.63,99192
32,3480005,115651,26602685,8156258,18,19515,22827,42307,7746512,1881,206992,4152,19.69,99192
33,3599060,118347,27305046,8403022,18,19515,22827,43420,7982827,1881,206992,4152,16.46,99192
34,3713847,121252,28233680,8647095,18,19515,22827,44611,8215809,1881,206992,4152,16.23,99192
35,3831717,123851,28906232,8921208,18,19515,22827,45665,8452437,1881,206992,4152,16.56,99192
36,3948949,126877,29573372,9198449,18,19515,22827,46717,8689311,1881,206992,4152,16.59,99192
37,4067048,129913,30113656,9449053,18,19515,22827,47864,8923219,1881,206992,4152,16.49,99192
38,4176521,133446,30984060,9695676,18,19515,22827,49082,9138595,1881,206992,4152,15.50,99192
39,4303334,136374,31524076,9963054,18,19515,22827,50021,9383608,1881,206992,4152,17.56,99192
40,4423988,139033,32220755,10223019,18,19515,22827,51257,9619664,1881,206992,4152,16.57,99192
41,4538525,142243,32929717,10455759,18,19515,22827,52460,9847130,1881,206992,4152,16.18,99192
42,4652338,145282,33798145,10687066,18,19515,22827,53538,10075111,1881,206992,4152,16.06,99192
43,4775379,154535,34341010,10973409,18,19515,22827,54694,10324103,1881,206992,4152,17.43,99192
44,4894213,157679,35041318,11212693,18,19515,22827,55812,10559796,1881,206992,4152,16.69,99192
45,5013537,160736,35745314,11464172,18,19515,22827,56943,10795872,1881,206992,4152,16.50,99192
46,5131943,167067,36448623,11706846,18,19515,22827,58057,11029098,1881,206992,4152,16.75,99192
47,5248803,170068,37322013,11948219,18,19515,22827,59139,11265125,1881,206992,4152,16.70,99192
48,5363651,173004,37854885,12197260,18,19515,22827,60203,11495440,1881,206992,4152,16.19,99192
49,5479780,176185,38555280,12431709,18,19515,22827,61545,11729302,1881,206992,4152,16.44,99192
50,5590114,179516,39454124,12670614,18,19515,22827,62761,11947639,1881,206992,4152,15.56,99192
51,5713186,182284,39956356,12945779,18,19515,22827,63852,12197789,1881,206992,4152,17.62,99192
52,5830783,185329,40666127,13192662,18,19515,22827,64867,12427012,1881,206992,4152,16.37,99192
53,5948904,188077,41370745,13455578,18,19515,22827,65924,12662430,1881,206992,4152,16.83,99192
54,6051506,191374,42099086,13715012,18,19515,22827,67068,12876450,1881,206992,4152,15.06,99192
55,6175930,194018,42778901,13992965,18,19515,22827,68217,13128401,1881,206992,4152,17.73,99192
56,6293294,196937,43484316,14254352,18,19515,22827,69389,13362367,1881,206992,4152,16.89,99192
57,6407412,199421,44188644,14530691,18,19515,22827,70379,13595866,1881,206992,4152,16.37,99192
58,6520045,202628,44893188,14784124,18,19515,22827,71558,13825118,1881,206992,4152,16.18,99192
59,6637355,205836,45588607,15047831,18,19515,22827,72710,14063891,1881,206992,4152,16.89,99192
60,6756282,208638,46291023,15325997,18,19515,22827,73870,14298970,1881,206992,4152,16.56,99192
61,6872130,211638,46999777,15569114,18,19515,22827,74949,14526080,1881,206992,4152,16.18,99192
62,6990492,214281,47702540,15827421,18,19515,22827,76003,14758980,1881,206992,4152,16.74,99192
63,7108765,217207,48400091,16106267,18,19515,22827,77207,14991435,1881,206992,4152,16.69,99192
64,7222486,219858,49104147,16361213,18,19515,22827,78453,15223778,1881,206992,4152,16.20,99192
65,7341882,223227,49760424,16623403,18,19515,22827,79426,15456518,1881,206992,4152,16.72,99192
66,7461298,229037,50509695,16897237,18,19515,22827,80544,15691517,1881,206992,4152,16.70,99192
67,7576103,231770,51215655,17145956,18,19515,22827,81759,15920840,1881,206992,4152,16.19,99192
68,7692215,235152,51830184,17404654,18,19515,22827,82964,16154377,1881,206992,4152,16.69,99192
69,7811338,237766,52622826,17667475,18,19515,22827,84025,16388104,1881,206992,4152,16.48,99192
70,7925249,240975,53326779,17924911,18,19515,22827,85150,16618344,1881,206992,4152,16.46,99192
71,8042893,244201,53910397,18171903,18,19515,22827,86246,16850501,1881,206992,4152,16.56,99192
72,8160552,246951,54595195,18439425,18,19515,22827,87391,17087272,1881,206992,4152,16.79,99192
73,8275919,249912,55441562,18687727,18,19515,22827,88529,17317304,1881,206992,4152,16.28,99192
74,8392035,253052,56140741,18929451,18,19515,22827,89843,17550761,1881,206992,4152,16.44,99192
75,8507363,256695,56846396,19192704,18,19515,22827,91092,17781925,1881,206992,4152,16.37,99192
