period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,wifi,esp_timer,ipc0,Heap,Stack,Mbps,main
0,338,632,4343263,7972,19,19528,13769,699943,3503,1882,206992,4152,0.01,99954
1,2470,8991,4532282,10932,19,19528,13769,714154,4934,1882,206992,4152,0.00,99954
2,2470,11610,5515920,12504,19,19528,13769,727957,6286,1882,206992,4152,0.00,99954
3,16481,14208,6465789,35189,19,19528,13769,766636,8009,1882,206992,4152,1.37,99954
4,91710,17266,8118867,210217,19,19528,13769,926633,9458,1882,206992,4152,10.67,99954
5,155774,24991,8907746,401197,19,19528,13769,1069853,11035,1882,206992,4152,9.28,99954
6,197789,35980,9738705,585743,19,19528,13769,1164340,12474,1882,206992,4152,5.89,99954
7,290019,43365,10419322,879281,19,19528,13769,1368353,13778,1882,206992,4152,14.02,99954
8,335034,54439,10582400,1060257,19,19528,13769,1474282,15666,1882,206992,4152,6.40,99954
9,406728,57168,11377476,1257926,19,19528,13769,1631910,17007,1882,206992,4152,10.38,99954
10,463143,60308,12201864,1448320,19,19528,13769,1769584,18791,1882,206992,4152,8.64,99954
11,521024,63367,13024010,1642522,19,19528,13769,1907269,20537,1882,206992,4152,8.64,99954
12,571497,66426,13869753,1786914,19,19528,13769,2027638,22202,1882,206992,4152,7.56,99954
13,594635,69511,14775371,2237417,19,19528,13769,2106012,23897,1882,206992,4152,3.71,99954
14,691643,72589,15508700,2431822,19,19528,13769,2310199,25404,1882,206992,4152,13.59,99954
15,742263,75561,16347796,2893671,19,19528,13769,2436308,27082,1882,206992,4152,7.56,99954
16,803270,78617,17176976,3016754,19,19528,13769,2569214,28541,1882,206992,4152,8.65,99954
17,859042,81892,18006020,3130720,19,19528,13769,2694274,30227,1882,206992,4152,8.05,99954
18,915991,86303,18857839,3246789,19,19528,13769,2821236,31848,1882,206992,4152,8.13,99954
19,972993,89427,19687567,3369696,19,19528,13769,2957520,33379,1882,206992,4152,8.63,99954
20,1033828,92553,20517221,3491421,19,19528,13769,3088759,34683,1882,206992,4152,8.63,99954
21,1084177,97338,21367094,3594740,19,19528,13769,3206026,36379,1882,206992,4152,7.48,99954
22,1144804,100030,22191533,3722684,19,19528,13769,3344586,38181,1882,206992,4152,8.70,99954
23,1191554,103171,23048016,3822588,19,19528,13769,3456624,39863,1882,206992,4152,6.97,99954
24,1254666,105736,23865897,3953223,19,19528,13769,3599259,41205,1882,206992,4152,9.21,99954
25,1314019,108868,24695373,4074249,19,19528,13769,3732808,42844,1882,206992,4152,8.63,99954
26,1372079,112283,25774241,4196892,19,19528,13769,3866163,44492,1882,206992,4152,8.56,99954
27,1427541,115248,26372158,4305466,19,19528,13769,3985413,46066,1882,206992,4152,7.62,99954
28,1479469,118346,27219847,4412584,19,19528,13769,4103600,47954,1882,206992,4152,7.55,99954
29,1546284,121108,28024408,4552922,19,19528,13769,4252746,49641,1882,206992,4152,9.71,99954
30,1598075,123823,28869854,4660399,19,19528,13769,4373189,51267,1882,206992,4152,7.55,99954
31,1657068,126965,29696429,4782873,19,19528,13769,4509849,52962,1882,206992,4152,8.63,99954
32,1716154,130433,30527918,4902457,19,19528,13769,4639665,54838,1882,206992,4152,8.43,99954
33,1769203,133386,31370168,5014986,19,19528,13769,4767257,56728,1882,206992,4152,7.65,99954
34,1828908,136531,32198599,5138114,19,19528,13769,4900786,58062,1882,206992,4152,8.63,99954
35,1880639,139805,33040957,5249719,19,19528,13769,5023881,59828,1882,206992,4152,7.82,99954
36,1938886,142801,33869948,5367798,19,19528,13769,5155482,61618,1882,206992,4152,8.36,99954
37,1999576,145728,34696585,5490318,19,19528,13769,5288947,63393,1882,206992,4152,8.63,99954
38,2052722,149215,36165209,5603179,19,19528,13769,5414319,65017,1882,206992,4152,7.97,99954
39,2110280,151826,36378141,5721050,19,19528,13769,5542634,66495,1882,206992,4152,8.21,99954
40,2169678,154947,37205559,5844060,19,19528,13769,5678536,68218,1882,206992,4152,8.63,99954
41,2227825,158258,38746496,5964083,19,19528,13769,5809341,69822,1882,206992,4152,8.33,99954
42,2280456,161219,38884973,6074784,19,19528,13769,5932816,71516,1882,206992,4152,7.85,99954
43,2339994,164359,39710571,6198639,19,19528,13769,6066671,73153,1882,206992,4152,8.63,99954
44,2392343,167509,40554618,6306594,19,19528,13769,6185089,74807,1882,206992,4152,7.55,99954
45,2450511,170644,41380691,6428319,19,19528,13769,6321648,76584,1882,206992,4152,8.63,99954
46,2509845,174007,43077811,6550355,19,19528,13769,6455469,78119,1882,206992,4152,8.61,99954
47,2561433,176572,43052452,6658840,19,19528,13769,6576687,80038,1882,206992,4152,7.56,99954
48,2613744,179533,43893469,6770215,19,19528,13769,6702195,81912,1882,206992,4152,7.86,99954
49,2676893,182653,44708397,6901565,19,19528,13769,6844527,83560,1882,206992,4152,9.40,99954
50,2733560,187417,45553989,7017254,19,19528,13769,6970312,85212,1882,206992,4152,8.02,99954
51,2791912,190197,46390403,7132662,19,19528,13769,7097681,87043,1882,206992,4152,8.15,99954
52,2848438,193332,47217057,7253463,19,19528,13769,7233897,88688,1882,206992,4152,8.49,99954
53,2903751,196048,48057837,7368433,19,19528,13769,7361292,90363,1882,206992,4152,7.94,99954
54,2959793,198701,48896110,7484272,19,19528,13769,7489112,92012,1882,206992,4152,8.07,99954
55,3011419,201379,49742392,7591831,19,19528,13769,7610374,93547,1882,206992,4152,7.55,99954
56,3072869,204761,51740786,7720065,19,19528,13769,7750735,95160,1882,206992,4152,9.12,99954
57,3128598,207612,51397693,7837718,19,19528,13769,7880738,96784,1882,206992,4152,8.13,99954
58,3186965,210760,52221513,7961341,19,19528,13769,8016964,98646,1882,206992,4152,8.63,99954
59,3241412,214019,54344148,8070863,19,19528,13769,8137108,100252,1882,206992,4152,7.94,99954
60,3299928,216953,53903114,8188214,19,19528,13769,8269003,101811,1882,206992,4152,8.24,99954
61,3351687,220087,54748579,8294412,19,19528,13769,8390839,103602,1882,206992,4152,7.55,99954
62,3412130,223236,56943138,8418694,19,19528,13769,8525667,105187,1882,206992,4152,8.67,99954
63,3465414,226278,56413337,8531622,19,19528,13769,8652809,106932,1882,206992,4152,7.85,99954
64,3503125,229355,58719844,8616235,19,19528,13769,8751687,108630,1882,206992,4152,5.96,99954
65,3580999,232560,58078142,8771297,19,19528,13769,8915527,110034,1882,206992,4152,10.84,99954
66,3639985,235767,58902644,8894439,19,19528,13769,9050687,111658,1882,206992,4152,8.63,99954
