period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
3,407,70,4361398,9735,18,19449,13804,3426,704681,1837,290608,4152,0.01,100870
4,3816,11674,4543829,13005,18,19449,13804,4686,717311,1837,290608,4152,0.00,100870
5,3816,14268,5530429,13922,18,19449,13804,5870,729375,1837,290608,4152,0.00,100870
6,16170,16851,6468258,145135,18,19449,13804,7738,778025,1837,290608,4152,1.98,100870
7,30121,22810,7400466,367588,18,19449,13804,9028,837120,1837,290608,4152,2.66,100870
8,84853,34147,8133675,1288159,18,19449,13804,10161,1016504,1837,290608,4152,12.16,100870
9,140383,37578,8997143,2219673,18,19449,13804,11258,1201631,1837,290608,4152,12.27,100870
10,195152,53885,8313563,3134076,18,19449,13804,12427,1379412,1837,290608,4152,11.98,100870
11,239684,57176,10634966,3921666,18,19449,13804,13490,1526125,1837,290608,4152,9.68,100870
12,280464,73114,8799179,4681803,18,19449,13804,14694,1663635,1837,290608,4152,8.64,100870
13,319297,76894,12349768,5359608,18,19449,13804,15996,1790505,1837,290608,4152,7.87,100870
14,359691,80120,13186410,6136432,18,19449,13804,17086,1930884,1837,290608,4152,8.91,100870
15,397754,98690,9669504,6827024,18,19449,13804,18252,2063003,1837,290608,4152,8.07,100870
16,436966,105890,14876632,7520899,18,19449,13804,19660,2196858,1837,290608,4152,8.17,100870
17,472920,109034,15716885,8173350,18,19449,13804,20978,2329020,1837,290608,4152,7.89,100870
18,518029,123720,16579790,8964520,18,19449,13804,22171,2477362,1837,290608,4152,9.44,100870
19,554922,128531,17420179,9654350,18,19449,13804,23351,2608295,1837,290608,4152,8.28,100870
20,596762,131821,11139748,10390930,18,19449,13804,24481,2744506,1837,290608,4152,8.58,100870
21,635354,136657,19102727,11083268,18,19449,13804,25659,2878200,1837,290608,4152,7.97,100870
22,676225,150839,19974487,11841170,18,19449,13804,26832,3010958,1837,290608,4152,8.67,100870
23,716498,154269,20807852,12580538,18,19449,13804,27986,3147921,1837,290608,4152,8.67,100870
24,755025,157155,12272342,13286261,18,19449,13804,29243,3281706,1837,290608,4152,8.53,100870
25,795576,167315,12551376,14043811,18,19449,13804,30446,3418875,1837,290608,4152,8.45,100870
26,832049,170394,23375601,14711624,18,19449,13804,31705,3550200,1837,290608,4152,7.89,100870
27,871231,178207,13166760,15428925,18,19449,13804,33039,3691712,1837,290608,4152,8.66,100870
28,911143,188935,25054621,16148371,18,19449,13804,34217,3829367,1837,290608,4152,8.56,100870
