period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
1,348,547,4351822,9693,18,19524,13788,3608,705264,1881,206992,4152,0.01,100700
2,5830,11732,4535992,11144,18,19524,13788,4833,716646,1881,206992,4152,0.00,100700
3,5830,14335,5522597,12527,18,19524,13788,5993,730639,1881,206992,4152,0.00,100700
4,118966,16926,6244050,232560,18,19524,13788,7186,943871,1881,206992,4152,14.88,100700
5,249263,20098,6922949,459119,18,19524,13788,8430,1197205,1881,206992,4152,18.01,100700
6,367189,22697,7628318,746667,18,19524,13788,9564,1430959,1881,206992,4152,16.65,100700
7,479159,25943,8344624,1055854,18,19524,13788,10609,1657525,1881,206992,4152,15.90,100700
8,599268,28603,9039669,1344554,18,19524,13788,11705,1894929,1881,206992,4152,16.98,100700
9,717280,31540,10433127,1629012,18,19524,13788,12757,2126219,1881,206992,4152,16.72,100700
10,834319,34291,10453473,1928047,18,19524,13788,13898,2360647,1881,206992,4152,16.22,100700
11,949653,37491,11168631,2202491,18,19524,13788,14990,2586234,1881,206992,4152,16.15,100700
12,966991,40700,12100518,2310739,18,19524,13788,16416,2641753,1881,206992,4152,2.83,100700
13,971013,43272,13062745,2438866,18,19524,13788,18391,2672281,1881,206992,4152,0.33,100700
14,1134041,46284,13654526,2784959,18,19524,13788,19690,2989769,1881,206992,4152,22.82,100700
15,1292729,49047,14253223,3139094,18,19524,13788,21039,3305860,1881,206992,4152,22.66,100700
16,1409306,52300,15338966,3433965,18,19524,13788,22210,3539801,1881,206992,4152,16.54,100700
17,1575395,55044,15539314,3777626,18,19524,13788,23417,3865736,1881,206992,4152,23.64,100700
18,1746028,57644,16120565,4110081,18,19524,13788,24581,4196844,1881,206992,4152,24.18,100700
19,1882318,60852,16774548,4425214,18,19524,13788,25793,4468124,1881,206992,4152,18.85,100700
20,2002372,63519,17837587,4683388,18,19524,13788,26835,4706237,1881,206992,4152,16.85,100700
21,2126878,69899,18522752,4946901,18,19524,13788,27874,4950431,1881,206992,4152,17.20,100700
22,2247347,81321,19226263,5222145,18,19524,13788,28917,5190149,1881,206992,4152,17.00,100700
23,2353002,83988,19628817,5475123,18,19524,13788,29986,5401371,1881,206992,4152,14.68,100700
24,2480288,86984,20572164,5775144,18,19524,13788,31164,5655606,1881,206992,4152,18.23,100700
25,2600798,89905,21254368,6037903,18,19524,13788,32189,5888265,1881,206992,4152,16.69,100700
26,2720732,92383,21938575,6301692,18,19524,13788,33243,6125453,1881,206992,4152,16.76,100700
27,2828309,94762,22454664,6565931,18,19524,13788,34259,6336932,1881,206992,4152,14.94,100700
28,2954572,98394,23284769,6849851,18,19524,13788,35448,6590283,1881,206992,4152,17.93,100700
29,3074148,100841,23845018,7099250,18,19524,13788,36547,6822226,1881,206992,4152,16.61,100700
30,3191523,103396,24547955,7376665,18,19524,13788,37741,7056475,1881,206992,4152,16.34,100700
31,3296114,106052,25282291,7613505,18,19524,13788,38897,7266877,1881,206992,4152,14.71,100700
32,3420055,109392,25967910,7868325,18,19524,13788,40006,7510116,1881,206992,4152,17.39,100700
33,3544129,112549,26652319,8159890,18,19524,13788,41074,7756801,1881,206992,4152,17.54,100700
34,3661028,115838,27361505,8423238,18,19524,13788,42275,7990318,1881,206992,4152,16.70,100700
35,3771598,118619,28082939,8672971,18,19524,13788,43357,8213372,1881,206992,4152,15.34,100700
36,3894934,121832,28766451,8967677,18,19524,13788,44504,8458949,1881,206992,4152,17.60,100700
37,4009752,124900,29448912,9235472,18,19524,13788,45616,8689511,1881,206992,4152,16.56,100700
38,4131817,127999,30175188,9497101,18,19524,13788,46686,8931282,1881,206992,4152,16.66,100700
39,4236503,138598,30926904,9766711,18,19524,13788,47801,9143891,1881,206992,4152,14.73,100700
40,4369249,141766,31582427,10040693,18,19524,13788,49063,9408126,1881,206992,4152,18.82,100700
41,4483635,144961,32285233,10318705,18,19524,13788,50343,9639045,1881,206992,4152,16.19,100700
42,4600911,148157,32982273,10587334,18,19524,13788,51521,9875522,1881,206992,4152,16.71,100700
43,4697015,151008,33729585,10820403,18,19524,13788,52583,10070835,1881,206992,4152,13.56,100700
44,4830297,154203,34382333,11151949,18,19524,13788,53874,10341482,1881,206992,4152,19.36,100700
45,4945574,157399,35086199,11418282,18,19524,13788,55076,10573960,1881,206992,4152,16.44,100700
46,5063199,160865,35585484,11702715,18,19524,13788,56214,10808522,1881,206992,4152,16.65,100700
47,5158817,163648,36543071,11955084,18,19524,13788,57314,11003032,1881,206992,4152,13.53,100700
48,5292404,166349,37196608,12266336,18,19524,13788,58311,11275172,1881,206992,4152,19.50,100700
49,5408710,169001,37898933,12536760,18,19524,13788,59456,11509390,1881,206992,4152,16.34,100700
50,5526850,171707,38596725,12832402,18,19524,13788,60620,11747352,1881,206992,4152,16.54,100700
51,5613127,174905,39366002,13036636,18,19524,13788,62124,11925039,1881,206992,4152,12.26,100700
52,5614759,178130,40332850,13124143,18,19524,13788,63604,11953755,1881,206992,4152,0.60,100700
53,5775712,181273,40523518,13475653,18,19524,13788,64624,12272475,1881,206992,4152,23.09,100700
54,5939991,184429,41096123,13833998,18,19524,13788,65854,12602354,1881,206992,4152,23.88,100700
55,6005906,187196,42317130,14016461,18,19524,13788,67487,12750852,1881,206992,4152,9.70,100700
56,6023595,194311,42750345,14159972,18,19524,13788,69078,12811844,1881,206992,4152,2.90,100700
57,6107030,203467,44038568,14372766,18,19524,13788,70302,12984655,1881,206992,4152,11.75,100700
58,6189983,206677,44816741,14569705,18,19524,13788,71663,13162998,1881,206992,4152,12.16,100700
59,6234667,209920,45695563,14721928,18,19524,13788,72900,13263284,1881,206992,4152,6.14,100700
60,6383742,213046,46313551,15035621,18,19524,13788,74155,13559629,1881,206992,4152,21.39,100700
61,6541233,215895,46346848,15363862,18,19524,13788,75461,13871729,1881,206992,4152,22.33,100700
62,6706415,218863,47513642,15739730,18,19524,13788,76717,14203243,1881,206992,4152,24.14,100700
