period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,491,2379,4056536,7091,19,19488,13782,3163,701336,1843,290608,4152,0.01
1,6052,13164,4237362,10295,19,19488,13782,4227,714569,1843,290608,4152,0.00
2,6052,15766,5222016,12161,19,19488,13782,5500,728261,1843,290608,4152,0.00
3,131293,18701,5908674,225991,19,19488,13782,6889,948376,1843,290608,4152,16.34
4,262600,22094,7547458,461969,19,19488,13782,8342,1176914,1843,290608,4152,16.84
5,382325,24879,7293557,685662,19,19488,13782,9775,1398019,1843,290608,4152,16.29
6,498526,28061,7996214,902622,19,19488,13782,11058,1616815,1843,290608,4152,16.29
7,616796,30727,8691687,1123396,19,19488,13782,12364,1837934,1843,290608,4152,16.58
8,738306,33835,9383131,1346820,19,19488,13782,13810,2060848,1843,290608,4152,16.70
9,856878,36969,10087402,1565544,19,19488,13782,15094,2279654,1843,290608,4152,16.17
10,977419,39604,10791837,1789002,19,19488,13782,16371,2499285,1843,290608,4152,16.72
11,1098415,42384,11482593,2014144,19,19488,13782,17689,2723953,1843,290608,4152,16.70
12,1214851,45365,12184659,2231828,19,19488,13782,19142,2938763,1843,290608,4152,16.17
13,1334284,48542,12883769,2454469,19,19488,13782,20506,3160106,1843,290608,4152,16.53
14,1455593,51745,13569538,2680765,19,19488,13782,21839,3386384,1843,290608,4152,16.83
15,1572427,54634,14271121,2898543,19,19488,13782,23249,3601900,1843,290608,4152,16.23
16,1692652,57851,16468661,3123898,19,19488,13782,24644,3826467,1843,290608,4152,16.67
17,1810901,60899,17212516,3344989,19,19488,13782,25920,4045626,1843,290608,4152,16.41
18,1933415,63604,17958903,3570241,19,19488,13782,27301,4267438,1843,290608,4152,16.51
19,2049777,66216,17040358,3792445,19,19488,13782,28685,4487272,1843,290608,4152,16.67
20,2170692,68839,17740519,4015908,19,19488,13782,29988,4707452,1843,290608,4152,16.71
21,2290010,71469,18442141,4238537,19,19488,13782,31350,4928625,1843,290608,4152,16.22
22,2403897,74657,19134457,4455296,19,19488,13782,32854,5148545,1843,290608,4152,16.18
23,2523647,77219,19818728,4681761,19,19488,13782,34155,5377821,1843,290608,4152,16.61
24,2645636,80309,20526421,4904195,19,19488,13782,35446,5599408,1843,290608,4152,16.60
25,2770002,83420,21229856,5127221,19,19488,13782,36690,5820215,1843,290608,4152,16.65
26,2891596,86312,23907657,5351156,19,19488,13782,37928,6041978,1843,290608,4152,16.54
27,3010710,88922,22632006,5572468,19,19488,13782,39324,6259471,1843,290608,4152,16.41
28,3130383,92159,23338900,5791269,19,19488,13782,40623,6478005,1843,290608,4152,16.54
29,3250529,95191,24043669,6014309,19,19488,13782,41915,6697087,1843,290608,4152,16.52
30,3373936,98157,24738293,6239309,19,19488,13782,43246,6920744,1843,290608,4152,16.53
31,3490863,101562,25436251,6458488,19,19488,13782,44738,7138673,1843,290608,4152,16.41
32,3613147,104839,28364434,6685955,19,19488,13782,46156,7364949,1843,290608,4152,16.97
33,3735009,107529,26827864,6907490,19,19488,13782,47505,7583847,1843,290608,4152,16.20
34,3848897,110709,27531786,7124406,19,19488,13782,48934,7803916,1843,290608,4152,16.30
35,3970940,113429,30589014,7351527,19,19488,13782,50274,8028474,1843,290608,4152,16.90
36,4092527,116485,28926641,7571379,19,19488,13782,51600,8247013,1843,290608,4152,16.40
37,4208511,119668,29618152,7789862,19,19488,13782,53129,8464338,1843,290608,4152,16.17
38,4329101,122637,30301738,8015509,19,19488,13782,54521,8688265,1843,290608,4152,16.74
