period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
39,4446170,125314,30995831,8234533,19,19488,13782,55763,8905092,1843,290608,4152,16.30
40,4566922,127917,31678075,8459329,19,19488,13782,57104,9127715,1843,290608,4152,16.56
41,4697596,131100,32358991,8690905,19,19488,13782,58512,9350201,1843,290608,4152,16.56
42,4833767,133768,33042612,8929491,19,19488,13782,59842,9579317,1843,290608,4152,16.87
43,4963147,136826,33748943,9155131,19,19488,13782,61166,9797284,1843,290608,4152,16.17
44,5085756,140481,34442629,9378755,19,19488,13782,62596,10017591,1843,290608,4152,16.52
45,5210112,143712,35132240,9609331,19,19488,13782,63894,10243266,1843,290608,4152,16.85
46,5328760,146515,35830758,9829550,19,19488,13782,65207,10461429,1843,290608,4152,16.24
47,5449877,149688,36518256,10052451,19,19488,13782,66533,10681498,1843,290608,4152,16.61
48,5570747,152285,37210049,10276233,19,19488,13782,67955,10900266,1843,290608,4152,16.44
49,5693742,155112,37892341,10502484,19,19488,13782,69378,11122137,1843,290608,4152,16.54
50,5814259,158593,41744165,10725517,19,19488,13782,70690,11341858,1843,290608,4152,16.52
51,5937519,161612,39291835,10951647,19,19488,13782,72052,11564600,1843,290608,4152,16.59
52,6057305,164641,39996836,11172408,19,19488,13782,73368,11783539,1843,290608,4152,16.49
53,6174424,167830,40701280,11391095,19,19488,13782,74699,12000107,1843,290608,4152,16.36
54,6296019,170905,41394693,11614967,19,19488,13782,76009,12222434,1843,290608,4152,16.69
55,6417059,173670,42096355,11840930,19,19488,13782,77476,12444468,1843,290608,4152,16.52
56,6539786,177264,42787906,12064411,19,19488,13782,78907,12666384,1843,290608,4152,16.52
57,6660893,179874,46929839,12287459,19,19488,13782,80197,12886614,1843,290608,4152,16.56
58,6782878,182836,44167847,12511081,19,19488,13782,81645,13107757,1843,290608,4152,16.52
59,6901672,185509,44856104,12733709,19,19488,13782,83057,13326681,1843,290608,4152,16.17
60,7022989,188457,49178453,12958903,19,19488,13782,84351,13548288,1843,290608,4152,16.84
61,7145902,191313,46244011,13181977,19,19488,13782,85787,13766735,1843,290608,4152,16.53
62,7270030,193742,46936265,13407376,19,19488,13782,87156,13985689,1843,290608,4152,16.17
63,7404897,196918,47631024,13642773,19,19488,13782,88512,14211073,1843,290608,4152,16.69
64,7539049,199711,52092133,13873759,19,19488,13782,89770,14433561,1843,290608,4152,16.33
65,7663231,202761,49040575,14099005,19,19488,13782,91048,14653156,1843,290608,4152,16.40
66,7783322,205789,49734784,14322538,19,19488,13782,92514,14875562,1843,290608,4152,16.70
67,7904995,208971,50424849,14545787,19,19488,13782,93858,15098672,1843,290608,4152,16.68
68,8027022,211774,51128688,14768145,19,19488,13782,95214,15319522,1843,290608,4152,16.21
69,8149275,214947,55781776,14991584,19,19488,13782,96590,15540734,1843,290608,4152,16.65
70,8267919,217942,52518143,15214287,19,19488,13782,97877,15760216,1843,290608,4152,16.50
71,8387393,220955,53208965,15437587,19,19488,13782,99251,15981666,1843,290608,4152,16.45
72,8507332,224143,53906156,15658977,19,19488,13782,100569,16200000,1843,290608,4152,16.43
73,8629951,226882,54593908,15883413,19,19488,13782,101828,16423310,1843,290608,4152,16.68
74,8749732,230426,55292631,16104080,19,19488,13782,103091,16643105,1843,290608,4152,16.48
75,8865280,233413,60267316,16321816,19,19488,13782,104521,16861057,1843,290608,4152,16.34
76,8984853,236335,56676880,16547677,19,19488,13782,105781,17085992,1843,290608,4152,16.76
77,9107856,239140,57374230,16772906,19,19488,13782,107212,17308704,1843,290608,4152,16.50
78,9225342,242636,58073059,16991133,19,19488,13782,108588,17529887,1843,290608,4152,16.36
79,9344865,245567,58766148,17212325,19,19488,13782,109852,17748526,1843,290608,4152,16.52
80,9466161,248591,63982001,17438391,19,19488,13782,111111,17970129,1843,290608,4152,16.71
81,9583643,251346,60147185,17656606,19,19488,13782,112534,18187772,1843,290608,4152,16.21
82,9703049,254030,60834047,17880860,19,19488,13782,113929,18410042,1843,290608,4152,16.69
83,9818314,257302,61532091,18100612,19,19488,13782,115259,18631385,1843,290608,4152,16.52
84,9937229,259969,62231287,18323839,19,19488,13782,116674,18851596,1843,290608,4152,16.35
85,10057308,263394,62914340,18547610,19,19488,13782,118105,19072388,1843,290608,4152,16.65
86,10179259,266345,63602169,18773495,19,19488,13782,119336,19297463,1843,290608,4152,16.61
87,10297829,269010,64304055,18995209,19,19488,13782,120802,19514487,1843,290608,4152,16.34
88,10416335,272712,64995061,19216167,19,19488,13782,122071,19735961,1843,290608,4152,16.42
89,10542000,275595,65681821,19442555,19,19488,13782,123540,19960039,1843,290608,4152,16.46
90,10671226,278726,66364836,19673534,19,19488,13782,124884,20185661,1843,290608,4152,16.69
91,10793059,281619,67050993,19897400,19,19488,13782,126196,20409636,1843,290608,4152,16.34
92,10919891,284902,67744885,20123419,19,19488,13782,127534,20628882,1843,290608,4152,16.29
93,11059876,288118,68418899,20365547,19,19488,13782,129081,20856860,1843,290608,4152,16.97
94,11194562,290885,69099813,20597365,19,19488,13782,130504,21078115,1843,290608,4152,16.17
95,11331720,294187,69779688,20833767,19,19488,13782,131957,21302748,1843,290608,4152,16.74
96,11466719,297923,70455401,21067392,19,19488,13782,133317,21524049,1843,290608,4152,16.61
97,11604637,301271,76570003,21301860,19,19488,13782,134751,21745361,1843,290608,4152,16.40
98,11732820,304285,77309833,21531542,19,19488,13782,136022,21966664,1843,290608,4152,16.35
99,11861636,307910,78040580,21762602,19,19488,13782,137409,22189146,1843,290608,4152,16.86
100,11987545,310561,73217364,21989905,19,19488,13782,138825,22405971,1843,290608,4152,16.23
101,12115676,313871,73901645,22221046,19,19488,13782,140255,22630863,1843,290608,4152,16.59
102,12244903,317166,74580145,22451815,19,19488,13782,141766,22855119,1843,290608,4152,16.52
103,12390495,320263,75250796,22694226,19,19488,13782,143368,23078676,1843,290608,4152,16.48
104,12532726,323707,75918304,22933332,19,19488,13782,145138,23302590,1843,290608,4152,16.63
105,12669737,326519,82419236,23169897,19,19488,13782,146579,23527877,1843,290608,4152,16.47
106,12797830,329804,83154044,23397623,19,19488,13782,147783,23747062,1843,290608,4152,16.49
107,12931817,333177,83882689,23628578,19,19488,13782,149257,23966553,1843,290608,4152,16.35
108,13066472,335845,78655378,23865250,19,19488,13782,150670,24191971,1843,290608,4152,16.66
109,13198358,339561,79340598,24096672,19,19488,13782,152074,24412611,1843,290608,4152,16.58
110,13331973,342218,80024981,24330526,19,19488,13782,153604,24632883,1843,290608,4152,16.39
111,13468644,344912,80703477,24568721,19,19488,13782,155076,24856561,1843,290608,4152,16.70
112,13601795,348227,81383929,24800945,19,19488,13782,156441,25077820,1843,290608,4152,16.51
113,13739937,351201,82073759,25034235,19,19488,13782,157847,25298976,1843,290608,4152,16.42
114,13869600,354653,89002596,25259031,19,19488,13782,159148,25516565,1843,290608,4152,16.28
115,13993876,357271,83459467,25486548,19,19488,13782,160499,25738499,1843,290608,4152,16.87
116,14128852,360998,90451011,25719093,19,19488,13782,161729,25961837,1843,290608,4152,16.45
117,14260533,364156,91166930,25953207,19,19488,13782,163097,26185722,1843,290608,4152,16.44
118,14383995,367079,85561744,26178608,19,19488,13782,164404,26409733,1843,290608,4152,16.52
119,14500268,370048,86255212,26397581,19,19488,13782,165920,26629547,1843,290608,4152,16.53
120,14619300,372803,93397784,26619659,19,19488,13782,167222,26847370,1843,290608,4152,16.51
121,14737147,375594,87654056,26841933,19,19488,13782,168368,27063570,1843,290608,4152,16.46
122,14855990,378622,88348102,27062253,19,19488,13782,169740,27283518,1843,290608,4152,16.42
123,14977111,382075,95643971,27286785,19,19488,13782,171098,27505112,1843,290608,4152,16.67
124,15096858,385370,89727405,27508664,19,19488,13782,172570,27724308,1843,290608,4152,16.23
125,15218141,388603,90421807,27732266,19,19488,13782,173877,27946003,1843,290608,4152,16.69
126,15339737,392171,91128813,27956286,19,19488,13782,175154,28164208,1843,290608,4152,16.71
127,15457818,395159,91827691,28174315,19,19488,13782,176500,28383009,1843,290608,4152,16.17
128,15577622,398456,92515897,28399078,19,19488,13782,177765,28608123,1843,290608,4152,16.71
129,15697532,401897,93215804,28619146,19,19488,13782,179066,28826666,1843,290608,4152,16.37
130,15817161,404799,100848852,28841195,19,19488,13782,180352,29046091,1843,290608,4152,16.30
131,15934464,407908,94601165,29064417,19,19488,13782,181596,29270672,1843,290608,4152,16.70
132,16047226,411743,95295971,29282264,19,19488,13782,182965,29491981,1843,290608,4152,16.41
133,16166125,414645,95990869,29506100,19,19488,13782,184243,29715396,1843,290608,4152,16.57
134,16283350,417573,96687190,29726445,19,19488,13782,185646,29937848,1843,290608,4152,16.53
135,16403522,420142,97375557,29950038,19,19488,13782,186993,30158657,1843,290608,4152,16.43
136,16520964,423407,98073908,30169298,19,19488,13782,188275,30376778,1843,290608,4152,16.40
137,16642317,426037,98767737,30395663,19,19488,13782,189561,30603481,1843,290608,4152,16.76
138,16762801,429483,99474149,30616001,19,19488,13782,190848,30821149,1843,290608,4152,16.36
139,16885756,432703,100169988,30839908,19,19488,13782,192217,31042851,1843,290608,4152,16.52
140,17009805,436216,100864643,31067244,19,19488,13782,193544,31268602,1843,290608,4152,16.71
141,17126614,439560,101564298,31285350,19,19488,13782,194797,31482665,1843,290608,4152,16.17
142,17249025,442982,102252446,31508211,19,19488,13782,196164,31697589,1843,290608,4152,15.98
143,17385194,446509,110534409,31746933,19,19488,13782,197617,31924154,1843,290608,4152,17.01
144,17518784,449473,103595015,31981344,19,19488,13782,199108,32150340,1843,290608,4152,16.61
145,17649811,452914,104277701,32213701,19,19488,13782,200490,32373742,1843,290608,4152,16.45
146,17792676,456055,104947203,32453658,19,19488,13782,201946,32598874,1843,290608,4152,16.66
147,17935524,459510,105632498,32691527,19,19488,13782,203349,32821045,1843,290608,4152,16.49
148,18079301,463125,106323831,32930575,19,19488,13782,204818,33042799,1843,290608,4152,16.55
149,18221380,465805,107011181,33169869,19,19488,13782,206084,33265158,1843,290608,4152,16.52
150,18364718,468936,107699401,33409654,19,19488,13782,207494,33488864,1843,290608,4152,16.53
151,18501028,472248,108395495,33638884,19,19488,13782,208748,33703804,1843,290608,4152,16.04
152,18639757,475764,109072485,33878629,19,19488,13782,210326,33928840,1843,290608,4152,17.08
153,18778893,478751,109758547,34117724,19,19488,13782,211820,34156293,1843,290608,4152,16.48
154,18911602,482193,110449749,34349440,19,19488,13782,213279,34379078,1843,290608,4152,16.33
155,19045096,485123,111135955,34582966,19,19488,13782,214597,34602898,1843,290608,4152,16.56
156,19167225,487778,111832386,34808260,19,19488,13782,215890,34825593,1843,290608,4152,16.65
157,19279982,490233,112530322,35021335,19,19488,13782,217121,35044556,1843,290608,4152,15.88
158,19412548,493558,113211465,35257387,19,19488,13782,218531,35272589,1843,290608,4152,17.09
159,19543470,496869,113903229,35490315,19,19488,13782,220041,35498888,1843,290608,4152,16.53
160,19674121,499770,114607903,35720017,19,19488,13782,221420,35720887,1843,290608,4152,16.17
161,19794539,503564,115309112,35946359,19,19488,13782,222814,35944347,1843,290608,4152,16.90
162,19914988,506241,116019055,36169619,19,19488,13782,223927,36163247,1843,290608,4152,16.52
163,20032414,509093,116734494,36386632,19,19488,13782,225085,36377416,1843,290608,4152,16.17
164,20153692,512301,125781603,36609595,19,19488,13782,226402,36597242,1843,290608,4152,16.69
165,20273518,515766,118149177,36828907,19,19488,13782,227791,36812588,1843,290608,4152,16.39
166,20393554,518617,118853119,37050251,19,19488,13782,229095,37032115,1843,290608,4152,16.51
167,20514730,522126,127992411,37274169,19,19488,13782,230353,37253475,1843,290608,4152,16.71
168,20636891,525030,120257844,37496078,19,19488,13782,231630,37473055,1843,290608,4152,16.60
169,20756028,527840,120963995,37717243,19,19488,13782,232845,37691181,1843,290608,4152,16.29
170,20873374,531275,121663833,37937169,19,19488,13782,234297,37910599,1843,290608,4152,16.47
171,20996351,534486,122357373,38163333,19,19488,13782,235564,38134039,1843,290608,4152,16.80
172,21116815,537165,123061169,38385185,19,19488,13782,236796,38352847,1843,290608,4152,16.27
173,21235513,540775,123755397,38607365,19,19488,13782,238210,38574388,1843,290608,4152,16.62
174,21356872,544021,133180671,38834304,19,19488,13782,239441,38798956,1843,290608,4152,16.78
175,21361730,546780,125407948,38852253,19,19488,13782,241276,38834526,1843,290608,4152,0.97
176,21395536,550159,126303229,38915975,19,19488,13782,242913,38912864,1843,290608,4152,4.48
177,21550530,553230,126915308,39203546,19,19488,13782,244213,39192379,1843,290608,4152,21.40
178,21696235,556069,127553610,39470534,19,19488,13782,245640,39452380,1843,290608,4152,19.85
179,21833061,558829,128205675,39716041,19,19488,13782,247191,39686960,1843,290608,4152,17.78
