period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,esp_timer,wifi,sys_evt,ipc0,Heap,Stack,Mbps,main
0,509,520,4345960,9068,18,19494,3639,703439,24067,1837,290608,4152,0.01,99018
1,4166,11727,4522521,12365,18,19494,4941,715592,24067,1837,290608,4152,0.00,99018
2,4166,14323,5508799,13241,18,19494,6069,727768,24067,1837,290608,4152,0.00,99018
3,133635,17127,6207955,236255,18,19494,7300,952583,24067,1837,290608,4152,16.71,99018
4,253995,20342,6914359,455688,18,19494,8670,1172116,24067,1837,290608,4152,16.36,99018
5,376048,22729,7617476,680404,18,19494,9942,1398198,24067,1837,290608,4152,16.52,99018
6,496907,25665,8320671,900460,18,19494,11250,1616022,24067,1837,290608,4152,16.54,99018
7,620328,28277,9027226,1125635,18,19494,12433,1837516,24067,1837,290608,4152,16.85,99018
8,740683,31041,9736752,1346682,18,19494,13764,2054980,24067,1837,290608,4152,16.21,99018
9,860527,34144,10438151,1568387,18,19494,15081,2276540,24067,1837,290608,4152,16.41,99018
10,984678,36791,11141945,1793413,18,19494,16304,2497370,24067,1837,290608,4152,16.36,99018
11,1105717,39370,11842618,2017142,18,19494,17646,2720432,24067,1837,290608,4152,16.64,99018
12,1225686,42445,12550361,2235611,18,19494,18852,2935807,24067,1837,290608,4152,16.55,99018
13,1348943,45407,14441997,2463892,18,19494,20355,3159523,24067,1837,290608,4152,16.55,99018
14,1471796,48508,13960407,2687293,18,19494,21542,3380275,24067,1837,290608,4152,16.49,99018
15,1593985,51522,15903254,2909674,18,19494,22940,3599422,24067,1837,290608,4152,16.40,99018
16,1713574,54295,15370400,3132251,18,19494,24197,3819763,24067,1837,290608,4152,16.64,99018
17,1834774,57319,16073422,3356081,18,19494,25383,4040467,24067,1837,290608,4152,16.56,99018
18,1953730,60497,16785257,3572563,18,19494,26527,4256182,24067,1837,290608,4152,16.17,99018
19,2075892,63783,17484354,3798077,18,19494,27723,4481026,24067,1837,290608,4152,16.88,99018
