period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,wifi,esp_timer,ipc0,Heap,Stack,Mbps,main
30,1664624,98409,30746215,3169890,18,19470,24386,4172535,49440,1837,290608,4152,7.94,98937
31,1732228,101290,29967537,3294930,18,19470,24386,4305039,51039,1837,290608,4152,9.14,98937
32,1788127,104344,30815309,3400603,18,19470,24386,4422059,52525,1837,290608,4152,7.67,98937
33,1847775,107470,31648240,3517102,18,19470,24386,4551503,54102,1837,290608,4152,8.62,98937
34,1908189,110594,32484153,3632842,18,19470,24386,4677319,55509,1837,290608,4152,8.62,98937
35,1962847,113350,33335169,3739021,18,19470,24386,4792665,57039,1837,290608,4152,7.55,98937
36,2025786,116493,34167397,3856686,18,19470,24386,4920321,58603,1837,290608,4152,8.62,98937
37,2086832,119151,35004536,3974035,18,19470,24386,5046256,60016,1837,290608,4152,8.55,98937
38,2143220,122011,35852485,4078971,18,19470,24386,5162361,61606,1837,290608,4152,7.62,98937
39,2205165,125158,36685336,4195616,18,19470,24386,5288484,63213,1837,290608,4152,8.62,98937
40,2262158,128290,37526469,4306817,18,19470,24386,5409982,64963,1837,290608,4152,8.09,98937
41,2318371,131302,38366496,4416273,18,19470,24386,5529911,66598,1837,290608,4152,8.08,98937
42,2370905,134424,39215510,4519877,18,19470,24386,5646494,68153,1837,290608,4152,7.55,98937
43,2436465,137647,42024803,4648199,18,19470,24386,5785315,69634,1837,290608,4152,9.42,98937
44,2490317,140595,40889000,4752040,18,19470,24386,5898819,71241,1837,290608,4152,7.57,98937
45,2552699,143283,41721035,4872528,18,19470,24386,6030389,72872,1837,290608,4152,8.88,98937
46,2608397,146407,42568497,4975942,18,19470,24386,6143731,74549,1837,290608,4152,7.55,98937
47,2669494,149541,43403214,5093326,18,19470,24386,6271638,76093,1837,290608,4152,8.62,98937
48,2731295,152662,44232925,5212208,18,19470,24386,6401681,77679,1837,290608,4152,8.62,98937
49,2784350,155780,45085479,5315315,18,19470,24386,6515896,79334,1837,290608,4152,7.55,98937
50,2843289,158914,45915006,5433151,18,19470,24386,6644011,80947,1837,290608,4152,8.62,98937
51,2905416,162045,46749163,5550137,18,19470,24386,6769642,82488,1837,290608,4152,8.58,98937
52,2961284,164616,47596580,5653503,18,19470,24386,6883510,84078,1837,290608,4152,7.59,98937
53,3022202,167748,48430241,5771196,18,19470,24386,7012203,85622,1837,290608,4152,8.62,98937
54,3082777,170569,49259511,5888523,18,19470,24386,7141776,87102,1837,290608,4152,8.62,98937
55,3136033,173681,50111086,5992057,18,19470,24386,7255942,88609,1837,290608,4152,7.55,98937
56,3198002,176816,50941561,6109419,18,19470,24386,7385175,90164,1837,290608,4152,8.62,98937
57,3251294,179516,51791488,6212685,18,19470,24386,7499820,91660,1837,290608,4152,7.55,98937
58,3313418,182649,52627205,6330782,18,19470,24386,7628149,93167,1837,290608,4152,8.62,98937
59,3376847,185785,53462647,6447192,18,19470,24386,7754460,94659,1837,290608,4152,8.62,98937
60,3434110,189003,54300492,6559101,18,19470,24386,7877575,96301,1837,290608,4152,8.20,98937
61,3490242,192095,55140548,6670133,18,19470,24386,7998217,97945,1837,290608,4152,7.97,98937
62,3550659,194745,55977443,6788134,18,19470,24386,8125431,99358,1837,290608,4152,8.62,98937
63,3603741,197865,56828968,6888847,18,19470,24386,8237845,100948,1837,290608,4152,7.55,98937
64,3663743,201041,60301163,7005827,18,19470,24386,8367583,102605,1837,290608,4152,8.58,98937
65,3723844,204008,58488201,7125561,18,19470,24386,8498176,104243,1837,290608,4152,8.67,98937
66,3778699,207137,59340491,7227066,18,19470,24386,8609927,106001,1837,290608,4152,7.87,98937
67,3839233,210683,60178328,7343928,18,19470,24386,8739084,107609,1837,290608,4152,8.23,98937
68,3900164,213821,61010464,7461142,18,19470,24386,8868574,109216,1837,290608,4152,8.62,98937
69,3960914,216943,61842904,7578678,18,19470,24386,8996675,110800,1837,290608,4152,8.62,98937
70,4014455,220067,62689323,7682564,18,19470,24386,9112534,112666,1837,290608,4152,7.55,98937
71,4069985,223215,63537633,7789578,18,19470,24386,9231068,114198,1837,290608,4152,7.91,98937
72,4137440,225932,64361437,7916578,18,19470,24386,9366095,115547,1837,290608,4152,9.33,98937
73,4189490,228893,65216061,8019113,18,19470,24386,9480121,117147,1837,290608,4152,7.55,98937
74,4251650,232026,66048183,8136079,18,19470,24386,9609950,118735,1837,290608,4152,8.62,98937
75,4313174,235149,69848293,8252606,18,19470,24386,9736711,120315,1837,290608,4152,8.62,98937
76,4362464,237730,67740755,8352575,18,19470,24386,9846819,121991,1837,290608,4152,7.40,98937
77,4419522,240873,68587773,8459376,18,19470,24386,9965182,123516,1837,290608,4152,7.69,98937
78,4483625,244183,72458789,8582612,18,19470,24386,10097862,124886,1837,290608,4152,9.21,98937
79,4540916,247147,73332449,8689951,18,19470,24386,10216953,126704,1837,290608,4152,7.96,98937
80,4604044,250010,71093756,8807446,18,19470,24386,10344557,128348,1837,290608,4152,8.70,98937
81,4658971,253285,75072850,8916856,18,19470,24386,10465066,130054,1837,290608,4152,7.96,98937
82,4718629,255755,72776290,9029124,18,19470,24386,10586352,131606,1837,290608,4152,8.21,98937
83,4779226,258806,73611179,9146576,18,19470,24386,10715527,133182,1837,290608,4152,8.62,98937
84,4836015,262032,77671036,9257614,18,19470,24386,10837868,134839,1837,290608,4152,8.08,98937
85,4891948,264972,75299259,9367391,18,19470,24386,10955796,136439,1837,290608,4152,7.83,98937
86,4954999,267873,76126577,9488995,18,19470,24386,11089141,138075,1837,290608,4152,8.85,98937
87,5007572,271009,76979682,9590902,18,19470,24386,11201830,139707,1837,290608,4152,7.55,98937
88,5069925,274144,77807098,9710084,18,19470,24386,11331858,141403,1837,290608,4152,8.63,98937
89,5131014,277271,78638434,9826316,18,19470,24386,11459475,142923,1837,290608,4152,8.62,98937
90,5185399,280396,79486249,9929724,18,19470,24386,11575783,144541,1837,290608,4152,7.55,98937
91,5232825,283891,80351064,10024647,18,19470,24386,11681940,146044,1837,290608,4152,7.03,98937
92,5297660,286743,81178736,10152308,18,19470,24386,11816247,147718,1837,290608,4152,9.14,98937
93,5354147,289876,82022545,10259653,18,19470,24386,11936663,149381,1837,290608,4152,8.07,98937
94,5407859,292780,82871544,10363367,18,19470,24386,12051925,150872,1837,290608,4152,7.76,98937
95,5479060,295834,87229202,10500154,18,19470,24386,12198569,152439,1837,290608,4152,9.89,98937
96,5536757,298759,88099123,10610808,18,19470,24386,12322008,154015,1837,290608,4152,8.20,98937
97,5594076,301850,85366298,10723085,18,19470,24386,12443432,155661,1837,290608,4152,8.08,98937
98,5647351,305130,86216507,10826284,18,19470,24386,12555944,157297,1837,290608,4152,7.55,98937
99,5707702,308438,87047534,10944846,18,19470,24386,12685696,158911,1837,290608,4152,8.61,98937
100,5768133,311063,87884532,11064432,18,19470,24386,12814639,160631,1837,290608,4152,8.52,98937
101,5828582,314372,88710915,11182428,18,19470,24386,12944960,162384,1837,290608,4152,8.62,98937
102,5882778,317685,89562582,11283214,18,19470,24386,13057036,164015,1837,290608,4152,7.55,98937
103,5942857,320986,90389396,11399910,18,19470,24386,13185402,165539,1837,290608,4152,8.62,98937
104,5995339,324273,91236051,11504229,18,19470,24386,13302487,167188,1837,290608,4152,7.55,98937
105,6053609,327750,92071881,11618084,18,19470,24386,13428237,168683,1837,290608,4152,8.37,98937
106,6110659,330979,96808020,11728149,18,19470,24386,13550714,170336,1837,290608,4152,8.19,98937
107,6179099,333523,93744699,11854805,18,19470,24386,13685710,171709,1837,290608,4152,9.31,98937
108,6232707,336588,94598804,11956045,18,19470,24386,13798030,173379,1837,290608,4152,7.55,98937
109,6292132,339888,95429287,12072459,18,19470,24386,13927008,175025,1837,290608,4152,8.56,98937
110,6352202,343172,96265499,12186568,18,19470,24386,14051462,176663,1837,290608,4152,8.68,98937
111,6406746,345619,97117537,12291380,18,19470,24386,14168363,178400,1837,290608,4152,7.55,98937
112,6459273,348923,97967903,12394656,18,19470,24386,14283117,179930,1837,290608,4152,7.55,98937
113,6523547,351729,98794862,12515661,18,19470,24386,14414606,181414,1837,290608,4152,8.95,98937
114,6583357,354310,99636539,12627427,18,19470,24386,14535948,183092,1837,290608,4152,8.21,98937
115,6643620,357661,100469504,12745451,18,19470,24386,14663717,184699,1837,290608,4152,8.62,98937
116,6701285,361302,105492904,12856301,18,19470,24386,14786084,186201,1837,290608,4152,8.04,98937
117,6760113,363958,102158205,12965646,18,19470,24386,14907866,187840,1837,290608,4152,8.01,98937
118,6821435,367244,102983837,13086730,18,19470,24386,15038372,189575,1837,290608,4152,8.62,98937
119,6875326,370538,103832243,13188839,18,19470,24386,15153718,191153,1837,290608,4152,7.55,98937
120,6934586,373845,104665661,13304777,18,19470,24386,15279052,192756,1837,290608,4152,8.48,98937
121,6996978,376585,105495314,13425290,18,19470,24386,15408460,194325,1837,290608,4152,8.77,98937
122,7051477,379892,106349776,13527419,18,19470,24386,15519383,195720,1837,290608,4152,7.55,98937
123,7111922,382555,107179995,13646028,18,19470,24386,15650324,197199,1837,290608,4152,8.62,98937
124,7174128,385846,108010949,13760126,18,19470,24386,15779347,198775,1837,290608,4152,8.62,98937
125,7228390,389138,108862710,13860049,18,19470,24386,15894434,200533,1837,290608,4152,7.55,98937
126,7283953,392438,109705801,13966013,18,19470,24386,16014156,202190,1837,290608,4152,7.94,98937
127,7349689,395845,110527063,14091982,18,19470,24386,16151341,203656,1837,290608,4152,9.27,98937
128,7408007,398381,111359650,14206790,18,19470,24386,16280235,205410,1837,290608,4152,8.29,98937
129,7463985,401080,112203465,14316626,18,19470,24386,16402091,206972,1837,290608,4152,7.89,98937
130,7524677,404758,113040656,14432792,18,19470,24386,16529591,208710,1837,290608,4152,8.39,98937
131,7579109,407661,113886015,14538676,18,19470,24386,16647640,210356,1837,290608,4152,7.78,98937
132,7638984,410963,114720669,14655414,18,19470,24386,16775146,211934,1837,290608,4152,8.62,98937
133,7692627,413888,115573982,14760229,18,19470,24386,16889477,213464,1837,290608,4152,7.55,98937
134,7755704,417194,116406424,14877036,18,19470,24386,17018020,215094,1837,290608,4152,8.62,98937
135,7817197,420502,117235143,14997260,18,19470,24386,17147707,216704,1837,290608,4152,8.62,98937
136,7872212,423803,118078838,15106464,18,19470,24386,17267294,218258,1837,290608,4152,7.95,98937
137,7929992,426655,118921005,15218794,18,19470,24386,17388494,219832,1837,290608,4152,8.10,98937
138,7990738,429361,119755278,15336305,18,19470,24386,17517899,221426,1837,290608,4152,8.62,98937
139,8043262,432648,120608180,15439344,18,19470,24386,17632293,223311,1837,290608,4152,7.55,98937
140,8101322,435950,121448123,15552544,18,19470,24386,17756956,224804,1837,290608,4152,8.33,98937
141,8158517,438988,122286170,15662847,18,19470,24386,17879385,226412,1837,290608,4152,8.16,98937
142,8224106,442228,128064367,15788776,18,19470,24386,18015985,227928,1837,290608,4152,9.25,98937
143,8278310,444772,123962457,15891336,18,19470,24386,18129243,229567,1837,290608,4152,7.68,98937
144,8338787,448078,124792238,16007924,18,19470,24386,18257604,231123,1837,290608,4152,8.62,98937
145,8399466,451373,125624873,16124467,18,19470,24386,18383576,232759,1837,290608,4152,8.34,98937
146,8454677,454462,126467736,16231892,18,19470,24386,18501421,234398,1837,290608,4152,7.83,98937
147,8507036,457854,127311388,16336361,18,19470,24386,18618395,235922,1837,290608,4152,7.55,98937
148,8571867,461238,128129186,16462541,18,19470,24386,18756101,237564,1837,290608,4152,9.23,98937
149,8629567,464009,128973356,16575235,18,19470,24386,18878091,239109,1837,290608,4152,8.01,98937
150,8688761,467385,135028190,16686437,18,19470,24386,19000980,240723,1837,290608,4152,8.32,98937
151,8746644,470577,135900621,16799590,18,19470,24386,19125361,242457,1837,290608,4152,8.19,98937
152,8806783,473824,131487774,16912118,18,19470,24386,19246728,243984,1837,290608,4152,8.29,98937
153,8862050,476795,132340074,17014890,18,19470,24386,19360015,245482,1837,290608,4152,7.55,98937
154,8923542,480186,133172417,17132226,18,19470,24386,19487538,247150,1837,290608,4152,8.62,98937
155,8985451,483574,134004895,17250062,18,19470,24386,19615823,248669,1837,290608,4152,8.62,98937
156,9045775,486964,134833540,17367601,18,19470,24386,19745587,250216,1837,290608,4152,8.62,98937
157,9098864,490361,135684444,17470898,18,19470,24386,19858829,251769,1837,290608,4152,7.55,98937
158,9159281,493642,136515980,17588695,18,19470,24386,19987665,253490,1837,290608,4152,8.62,98937
159,9220405,497017,137346601,17706597,18,19470,24386,20118615,255004,1837,290608,4152,8.62,98937
160,9274569,500222,138193732,17810169,18,19470,24386,20235054,256892,1837,290608,4152,7.55,98937
161,9329475,503609,144592145,17915852,18,19470,24386,20352351,258459,1837,290608,4152,7.85,98937
162,9394576,506596,139862630,18040752,18,19470,24386,20489063,259838,1837,290608,4152,9.01,98937
163,9450571,509974,140704589,18149666,18,19470,24386,20609078,261516,1837,290608,4152,7.91,98937
164,9512474,513364,141536103,18266504,18,19470,24386,20736943,263106,1837,290608,4152,8.62,98937
165,9569648,516892,148054162,18375998,18,19470,24386,20859545,264848,1837,290608,4152,8.15,98937
166,9626367,520067,143218625,18487914,18,19470,24386,20982369,266473,1837,290608,4152,8.23,98937
167,9686397,522908,144058531,18603623,18,19470,24386,21109022,268035,1837,290608,4152,8.41,98937
168,9747470,526279,144892279,18716504,18,19470,24386,21234021,269704,1837,290608,4152,8.51,98937
169,9802506,528560,145737026,18823057,18,19470,24386,21351390,271455,1837,290608,4152,7.57,98937
170,9864040,531791,146571865,18941749,18,19470,24386,21480267,273084,1837,290608,4152,8.72,98937
171,9918121,535467,147419614,19048992,18,19470,24386,21599972,274722,1837,290608,4152,7.90,98937
172,9976157,538145,148259940,19160737,18,19470,24386,21722626,276287,1837,290608,4152,8.27,98937
173,10036751,541542,149093911,19277413,18,19470,24386,21850212,277864,1837,290608,4152,8.62,98937
174,10089422,544920,149942116,19380340,18,19470,24386,21965361,279509,1837,290608,4152,7.55,98937
175,10150740,548573,150771853,19499372,18,19470,24386,22094361,281054,1837,290608,4152,8.62,98937
176,10212699,551768,151605091,19614631,18,19470,24386,22220011,282568,1837,290608,4152,8.62,98937
177,10272537,555166,152439628,19729962,18,19470,24386,22346092,284131,1837,290608,4152,8.62,98937
178,10325167,558084,153287104,19835867,18,19470,24386,22464081,285886,1837,290608,4152,7.55,98937
179,10386711,561476,154116337,19953975,18,19470,24386,22594130,287477,1837,290608,4152,8.62,98937
