period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,wifi,esp_timer,ipc0,Heap,Stack,Mbps,main
0,489,1047,4449090,8734,19,19488,24100,704310,3777,1836,290608,4152,0.01,98680
1,6050,11836,4621677,11934,19,19488,24100,718919,5138,1836,290608,4152,0.00,98680
2,6050,14428,5607302,13046,19,19488,24100,731657,6368,1836,290608,4152,0.00,98680
3,23540,17014,6551915,42652,19,19488,24100,775145,7924,1836,290608,4152,1.96,98680
4,61198,20220,8343828,112753,19,19488,24100,855689,9324,1836,290608,4152,5.03,98680
5,188792,23560,8133561,350293,19,19488,24100,1092663,10777,1836,290608,4152,17.23,98680
6,190383,26044,9111185,355653,19,19488,24100,1111403,12246,1836,290608,4152,0.15,98680
7,306028,29082,9817565,577116,19,19488,24100,1332235,13400,1836,290608,4152,16.41,98680
8,307707,32414,10790650,583044,19,19488,24100,1353151,14894,1836,290608,4152,0.21,98680
9,429642,35465,11495111,805425,19,19488,24100,1574994,15984,1836,290608,4152,16.76,98680
10,456091,37994,12407246,863163,19,19488,24100,1644333,17456,1836,290608,4152,4.01,98680
11,460006,41391,13381263,871226,19,19488,24100,1665222,18928,1836,290608,4152,0.31,98680
12,609744,44122,14016654,1148011,19,19488,24100,1936423,20059,1836,290608,4152,20.78,98680
13,621078,47226,14962032,1177979,19,19488,24100,1980379,21648,1836,290608,4152,2.04,98680
14,720769,50264,15701604,1368874,19,19488,24100,2174238,23035,1836,290608,4152,14.27,98680
15,722223,53376,16676215,1374729,19,19488,24100,2194120,24653,1836,290608,4152,0.18,98680
16,845646,56418,17372706,1588998,19,19488,24100,2418549,26081,1836,290608,4152,16.63,98680
17,849925,59543,18333748,1604444,19,19488,24100,2450238,27575,1836,290608,4152,0.97,98680
18,934713,63011,19125731,1752594,19,19488,24100,2608112,28844,1836,290608,4152,11.44,98680
19,991981,66060,19967769,1867015,19,19488,24100,2734359,30257,1836,290608,4152,8.22,98680
20,1066480,69172,20763739,2013153,19,19488,24100,2887167,31686,1836,290608,4152,10.82,98680
21,1114967,72558,23038543,2103815,19,19488,24100,2986143,33145,1836,290608,4152,6.55,98680
22,1195773,75318,22421617,2261217,19,19488,24100,3146454,34361,1836,290608,4152,11.42,98680
23,1214630,78675,23351626,2302825,19,19488,24100,3201301,35852,1836,290608,4152,2.81,98680
