IDLE,Mbps,Stack,Timestamp,TmrSvc,esp_timer,experiment_runn,ipc0,ipc1,measurer,sys_evt,tiT,wifi
244024776,15.84,3956,359,18,604701,44249098,27228,44072,2162476,14533,87752682,88066233
4470705,0.01,4116,0,18,3923,564,27228,44082,4650,14357,7765,709678
5482569,0.00,4116,1,18,5197,5929,27228,44082,19069,14357,10360,722643
6481668,0.00,4116,2,18,6449,5929,27228,44082,25681,14357,11171,735261
6296984,16.42,4116,3,18,7951,146009,27228,44082,32052,14357,262773,983850
6960244,16.98,4116,4,18,9609,276641,27228,44082,37524,14357,513699,1228863
7617540,16.24,4116,5,18,11120,404376,27228,44082,41398,14357,770574,1488001
8287194,16.06,4116,6,18,12819,529660,27228,44082,47700,14357,1017716,1731706
8947102,16.27,4116,7,18,14511,657073,27228,44082,55032,14357,1264974,1974241
9601372,17.30,4116,8,18,16231,787815,27228,44082,61222,14357,1523029,2228459
11503953,16.70,4116,9,18,17717,909350,27228,44082,64783,14357,1773017,2475658
10931824,16.69,4116,10,18,19330,1043124,27228,44082,71960,14357,2026600,2725209
11597789,16.37,4116,11,18,21034,1164304,27228,44082,78997,14357,2269378,2967421
13651770,17.06,4116,12,18,22654,1296934,27228,44082,84905,14357,2530771,3221318
12922615,16.30,4116,13,18,24256,1418328,27228,44082,90249,14357,2775531,3462927
13605836,16.04,4116,14,18,25899,1533763,27228,44082,96173,14357,3011864,3699252
15841804,16.39,4116,15,18,27535,1659216,27228,44082,101166,14357,3260328,3945409
14948557,16.62,4116,16,18,29037,1783989,27228,44082,107310,14357,3506575,4188995
17295728,16.13,4116,17,18,30881,1902793,27228,44082,112052,14357,3747274,4429967
16273228,17.76,4116,18,18,32583,2035999,27228,44082,116179,14357,4014067,4689563
18715648,16.59,4116,19,18,34174,2160707,27228,44082,123447,14357,4260423,4935730
19424437,16.49,4116,20,18,35718,2292217,27228,44082,127226,14357,4513398,5183622
18282220,16.11,4116,21,18,37380,2420029,27228,44082,133450,14357,4758454,5426804
18948620,16.55,4116,22,18,38916,2543718,27228,44082,140435,14357,5005104,5669392
21591861,16.97,4116,23,18,40720,2672273,27228,44082,148085,14357,5258131,5918336
20267482,16.75,4116,24,18,42374,2805047,27228,44082,154012,14357,5513130,6169867
23019966,16.27,4116,25,18,44033,2934519,27228,44082,158226,14357,5763007,6417911
