period,experiment_runn,measurer,main,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
95,6328604,288834,96941,81543266,12648230,18,15788,15949,85735,13418284,1823,290608,4148,9.65
96,6393150,292114,96941,82381249,12769588,18,15788,15949,86625,13535525,1823,290608,4148,7.41
97,6477145,295450,96941,87117198,12936161,18,15788,15949,87532,13699383,1823,290608,4148,10.59
98,6540907,298386,96941,83976519,13069607,18,15788,15949,88282,13833502,1823,290608,4148,8.56
99,6606431,301802,96941,88823232,13200522,18,15788,15949,88981,13967292,1823,290608,4148,8.35
100,6672120,304778,96941,85610831,13338149,18,15788,15949,89794,14104902,1823,290608,4148,8.90
101,6739762,308060,96941,86425443,13472538,18,15788,15949,90657,14238845,1823,290608,4148,8.57
102,6787562,310774,96941,87285742,13571024,18,15788,15949,91720,14342476,1823,290608,4148,6.41
103,6873243,313533,96941,88047805,13747250,18,15788,15949,92431,14516260,1823,290608,4148,11.45
104,6940615,316884,96941,88861717,13881536,18,15788,15949,93341,14652696,1823,290608,4148,8.51
105,7002310,319887,96941,89689955,14008529,18,15788,15949,94162,14781342,1823,290608,4148,8.47
106,7073245,322974,96941,94772699,14147557,18,15788,15949,94916,14926321,1823,290608,4148,8.97
107,7136849,326082,96941,91327731,14278266,18,15788,15949,95633,15057922,1823,290608,4148,8.40
108,7195705,329251,96941,92156540,14406573,18,15788,15949,96359,15188553,1823,290608,4148,8.47
109,7244800,332535,96941,93008694,14511511,18,15788,15949,97239,15296938,1823,290608,4148,6.78
110,7322574,335717,96941,93788821,14671870,18,15788,15949,98014,15457114,1823,290608,4148,10.33
111,7396987,339088,96941,94582363,14822626,18,15788,15949,98925,15606026,1823,290608,4148,9.73
112,7454745,342405,96941,95414200,14942499,18,15788,15949,99945,15726661,1823,290608,4148,7.57
113,7519723,345108,96941,100751129,15075124,18,15788,15949,100698,15861901,1823,290608,4148,8.52
114,7578917,348271,96941,97068052,15195395,18,15788,15949,101478,15982819,1823,290608,4148,7.64
115,7644970,351399,96941,97888047,15331179,18,15788,15949,102235,16117359,1823,290608,4148,8.79
116,7656598,353770,96941,98846089,15356399,18,15788,15949,103171,16150001,1823,290608,4148,1.49
117,7684951,357068,96941,99756344,15416564,18,15788,15949,104136,16216053,1823,290608,4148,3.81
118,7763597,360352,96941,100526718,15584644,18,15788,15949,104800,16384062,1823,290608,4148,11.16
119,7842208,363899,96941,106014103,15753961,18,15788,15949,105720,16554290,1823,290608,4148,11.24
120,7924674,366563,96941,102090012,15908667,18,15788,15949,106643,16704185,1823,290608,4148,9.52
121,8027280,370016,96941,107613368,16097026,18,15788,15949,107358,16881139,1823,290608,4148,11.57
122,8109740,372956,96941,103615275,16264093,18,15788,15949,108142,17049780,1823,290608,4148,10.98
123,8166943,375740,96941,104464078,16375126,18,15788,15949,108838,17158916,1823,290608,4148,6.91
124,8232374,379024,96941,105294717,16498363,18,15788,15949,109850,17281992,1823,290608,4148,7.53
125,8296827,382308,96941,106102479,16633927,18,15788,15949,110602,17420129,1823,290608,4148,8.80
126,8381232,385600,96941,106856406,16812130,18,15788,15949,111334,17600467,1823,290608,4148,11.76
127,8468402,389049,96941,107618788,16989750,18,15788,15949,112168,17774832,1823,290608,4148,11.43
128,8520343,392464,96941,108467973,17098687,18,15788,15949,113025,17887751,1823,290608,4148,7.02
129,8590986,395941,96941,114345586,17244771,18,15788,15949,114043,18035805,1823,290608,4148,9.50
130,8667499,398665,96941,110061300,17395645,18,15788,15949,114892,18187747,1823,290608,4148,9.59
131,8720633,402047,96941,110913283,17503325,18,15788,15949,115697,18297296,1823,290608,4148,6.92
132,8798410,405442,96941,111693302,17662779,18,15788,15949,116558,18458423,1823,290608,4148,10.31
133,8861439,408834,96941,112513245,17792616,18,15788,15949,117333,18590202,1823,290608,4148,8.38
134,8927901,412041,96941,113317337,17930008,18,15788,15949,118225,18733105,1823,290608,4148,8.96
135,8997617,415500,96941,119436251,18071310,18,15788,15949,119133,18874945,1823,290608,4148,8.91
136,9047609,418226,96941,114983243,18174795,18,15788,15949,120081,18982343,1823,290608,4148,6.63
137,9139160,420587,96941,115763909,18345983,18,15788,15949,120871,19145164,1823,290608,4148,10.61
138,9215727,423552,96941,116579232,18486580,18,15788,15949,121622,19281061,1823,290608,4148,8.71
139,9280808,426936,96941,117394313,18620630,18,15788,15949,122478,19418243,1823,290608,4148,8.84
140,9342243,429595,96941,118213659,18752672,18,15788,15949,123543,19553025,1823,290608,4148,8.44
141,9413504,432975,96941,119016927,18896873,18,15788,15949,124449,19698521,1823,290608,4148,9.19
142,9478687,436254,96941,119837913,19027625,18,15788,15949,125629,19830420,1823,290608,4148,8.26
143,9540816,438972,96941,120669375,19150403,18,15788,15949,126353,19955625,1823,290608,4148,7.98
144,9613871,442470,96941,127048316,19294349,18,15788,15949,127216,20100161,1823,290608,4148,9.27
145,9679185,445317,96941,122283550,19431946,18,15788,15949,128095,20241965,1823,290608,4148,9.07
146,9744721,448908,96941,128749542,19565469,18,15788,15949,129094,20379437,1823,290608,4148,8.60
147,9820383,451936,96941,129579742,19712708,18,15788,15949,129884,20524728,1823,290608,4148,9.39
148,9887436,455003,96941,124720474,19848309,18,15788,15949,130842,20660833,1823,290608,4148,8.65
149,9949374,457796,96941,125539589,19978410,18,15788,15949,131728,20795643,1823,290608,4148,8.42
150,10013415,460694,96941,126382897,20094841,18,15788,15949,132650,20912518,1823,290608,4148,7.13
151,10077739,464094,96941,133012657,20216848,18,15788,15949,133445,21033090,1823,290608,4148,7.54
152,10168237,467097,96941,127970657,20399738,18,15788,15949,134247,21214167,1823,290608,4148,11.79
153,10225267,470550,96941,128812131,20513894,18,15788,15949,135100,21329480,1823,290608,4148,7.25
154,10298623,473824,96941,129610997,20661562,18,15788,15949,136259,21475652,1823,290608,4148,9.30
155,10365486,477155,96941,130420784,20799436,18,15788,15949,137061,21615952,1823,290608,4148,8.90
156,10434920,480956,96941,137211442,20935905,18,15788,15949,137767,21754073,1823,290608,4148,8.59
157,10489395,484091,96941,132084349,21047054,18,15788,15949,138670,21868979,1823,290608,4148,7.03
158,10548438,487174,96941,132898173,21182666,18,15788,15949,139448,22013484,1823,290608,4148,9.19
159,10616889,490532,96941,139774915,21318591,18,15788,15949,140195,22151877,1823,290608,4148,8.69
160,10697015,493755,96941,134507897,21479376,18,15788,15949,140949,22311379,1823,290608,4148,10.24
161,10764837,497515,96941,135322529,21617264,18,15788,15949,141783,22451393,1823,290608,4148,8.75
162,10827259,500696,96941,136151842,21742535,18,15788,15949,142673,22579958,1823,290608,4148,7.96
163,10902588,504416,96941,136939458,21899239,18,15788,15949,143429,22738695,1823,290608,4148,10.34
164,10947095,506906,96941,137806833,21996090,18,15788,15949,144423,22841216,1823,290608,4148,6.25
165,11024073,510264,96941,138598990,22149127,18,15788,15949,145520,22995087,1823,290608,4148,9.78
166,11104405,513646,96941,139380360,22310287,18,15788,15949,146194,23154573,1823,290608,4148,10.28
167,11147203,517123,96941,140260436,22397939,18,15788,15949,146949,23244285,1823,290608,4148,5.53
168,11243190,520375,96941,141015175,22586603,18,15788,15949,147709,23426818,1823,290608,4148,12.06
169,11311122,523315,96941,141834560,22722202,18,15788,15949,148667,23561357,1823,290608,4148,8.46
170,11381023,526691,96941,142642108,22861645,18,15788,15949,149566,23700688,1823,290608,4148,8.76
171,11431414,529465,96941,143508278,22960871,18,15788,15949,150421,23801625,1823,290608,4148,6.14
172,11511402,533087,96941,144298363,23118623,18,15788,15949,151294,23958524,1823,290608,4148,9.99
173,11580619,536627,96941,145112064,23259823,18,15788,15949,151904,24100059,1823,290608,4148,9.05
174,11646103,539322,96941,145942915,23388947,18,15788,15949,152754,24231713,1823,290608,4148,8.25
175,11719208,542701,96941,146743826,23534575,18,15788,15949,153482,24379287,1823,290608,4148,9.21
176,11788651,546392,96941,147557279,23672448,18,15788,15949,154273,24518132,1823,290608,4148,8.79
177,11863929,549130,96941,148356753,23822489,18,15788,15949,155210,24667490,1823,290608,4148,9.62
178,11928249,552516,96941,149182081,23949745,18,15788,15949,156083,24797304,1823,290608,4148,8.06
179,11990571,556222,96941,156648892,24079046,18,15788,15949,156940,24927320,1823,290608,4148,8.18
