IDLE,Mbps,Stack,Timestamp,TmrSvc,esp_timer,experiment_runn,ipc0,ipc1,measurer,sys_evt,tiT,wifi
252372756,15.28,4116,358,18,636294,30033000,27228,44092,2001344,14428,247822241,88882473
4467506,0.01,4116,0,18,3953,572,27228,44082,4651,14130,7636,710194
4636027,0.00,4116,1,18,5222,5938,27228,44082,19046,14130,10043,723582
6480936,0.00,4116,2,18,6437,5938,27228,44082,25752,14130,11128,736737
6789296,15.62,4116,3,18,8183,100129,27228,44082,32527,14130,685387,982048
7017573,17.66,4116,4,18,9995,196924,27228,44082,36976,14130,1441973,1250229
7665749,16.21,4116,5,18,11717,286422,27228,44082,40377,14130,2159065,1502972
8341070,16.84,4116,6,18,13484,376702,27228,44082,46041,14130,2892390,1766700
9013021,16.66,4116,7,18,15291,468663,27228,44082,50324,14130,3626616,2030832
8045220,16.70,4116,8,18,17112,559855,27228,44082,56558,14130,4357869,2289560
8306466,16.68,4116,9,18,19033,649618,27228,44082,61516,14130,5085352,2549608
8558420,16.72,4116,10,18,20675,737581,27228,44082,66783,14130,5816788,2813485
8811423,16.60,4116,11,18,22311,828947,27228,44082,73031,14130,6550231,3077678
12401133,16.53,4116,12,18,24136,917601,27228,44082,77417,14130,7274269,3338526
9329857,16.56,4116,13,18,25969,1007703,27228,44082,82358,14130,8004664,3601796
9581909,16.67,4116,14,18,27856,1098262,27228,44082,87844,14130,8737219,3865890
9836895,16.76,4116,15,18,29687,1187631,27228,44082,94243,14130,9469049,4126529
10126841,15.84,4116,16,18,31534,1276124,27228,44082,99132,14130,10165665,4379137
10368048,17.20,4116,17,18,33437,1365638,27228,44082,104162,14130,10917165,4645125
10614502,17.08,4116,18,18,35236,1454949,27228,44082,109097,14130,11662539,4908630
10878695,16.39,4116,19,18,37123,1542770,27228,44082,114115,14130,12381630,5166430
11131448,16.72,4116,20,18,38854,1635803,27228,44082,118091,14130,13117140,5430413
18503615,16.60,4116,21,18,40658,1725063,27228,44082,122978,14130,13843518,5693424
11640250,16.84,4116,22,18,42351,1817538,27228,44082,127625,14130,14584376,5961135
11910400,16.18,4116,23,18,44058,1906148,27228,44082,134131,14130,15294934,6216398
12154243,16.83,4116,24,18,45823,1997565,27228,44082,139473,14130,16031650,6481102
12407741,16.70,4116,25,18,47720,2089793,27228,44082,145109,14130,16763996,6742237
12681102,16.34,4116,26,18,49536,2179173,27228,44082,149214,14130,17482738,7001766
12933441,16.82,4116,27,18,51321,2269064,27228,44082,155091,14130,18215979,7265113
13186831,16.84,4116,28,18,53183,2361001,27228,44082,159417,14130,18955156,7527335
13442223,16.61,4116,29,18,54885,2452051,27228,44082,164803,14130,19688085,7790329
13721212,16.05,4116,30,18,56654,2543677,27228,44082,170657,14130,20392936,8042488
13960911,17.09,4116,31,18,58355,2637067,27228,44082,175550,14130,21140348,8305528
25935118,16.71,4116,32,18,60232,2728236,27228,44082,182761,14130,21872220,8567353
14477511,16.58,4116,33,18,61972,2818675,27228,44082,187311,14130,22601618,8824472
14753667,16.26,4116,34,18,63703,2910576,27228,44082,191649,14130,23315495,9078477
14987084,17.24,4116,35,18,65638,3003633,27228,44082,197434,14130,24073365,9343017
15254560,16.38,4116,36,18,67334,3091654,27228,44082,202802,14130,24792485,9597748
29331528,16.36,4116,37,18,69009,3182963,27228,44082,208864,14130,25510644,9848986
15809156,15.86,4116,38,18,70869,3271939,27228,44082,214843,14130,26209685,10096258
16065840,16.66,4116,39,18,72671,3362562,27228,44082,221195,14130,26932106,10350704
31363764,17.28,4116,40,18,74459,3456474,27228,44082,226799,14130,27688735,10616651
16535723,17.17,4116,41,18,76354,3547149,27228,44082,231827,14130,28439283,10880618
16802955,16.56,4116,42,18,78087,3638071,27228,44082,237477,14130,29162100,11135413
17058238,16.70,4116,43,18,79831,3727773,27228,44082,241494,14130,29896084,11397269
17314270,16.65,4116,44,18,81605,3816199,27228,44082,245884,14130,30629409,11661589
34750300,16.10,4116,45,18,83472,3907613,27228,44082,250073,14130,31337564,11914589
35436389,16.03,4116,46,18,85150,3997058,27228,44082,256645,14130,32040136,12162673
