period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,418,657,4350528,7505,19,19480,24078,3602,699184,1836,290608,4152,0.01,99097
1,1469,11465,4522654,13002,19,19480,24078,5021,715309,1836,290608,4152,0.00,99097
2,1469,14067,5508683,13871,19,19480,24078,6185,727711,1836,290608,4152,0.00,99097
3,136956,16882,7095189,245282,19,19480,24078,7662,955656,1836,290608,4152,16.34,99097
4,266507,20329,6872182,484625,19,19480,24078,8974,1179520,1836,290608,4152,16.51,99097
5,397129,22988,7562266,723028,19,19480,24078,10350,1397861,1836,290608,4152,16.37,99097
6,532084,25965,8247336,965489,19,19480,24078,11762,1615564,1836,290608,4152,16.22,99097
7,673178,28563,8917924,1218711,19,19480,24078,12972,1845063,1836,290608,4152,16.85,99097
8,811221,31843,9595247,1465727,19,19480,24078,14343,2070952,1836,290608,4152,16.71,99097
9,946626,34780,10277632,1705594,19,19480,24078,15938,2286755,1836,290608,4152,15.93,99097
10,1087345,37424,10950730,1957267,19,19480,24078,17354,2512582,1836,290608,4152,16.88,99097
11,1227849,39905,12832671,2207769,19,19480,24078,18676,2735166,1836,290608,4152,16.66,99097
12,1363224,42941,12323810,2449836,19,19480,24078,20066,2955486,1836,290608,4152,16.28,99097
13,1496804,46429,13004718,2693698,19,19480,24078,21529,3179798,1836,290608,4152,16.65,99097
14,1627032,48868,13687745,2935360,19,19480,24078,23005,3403624,1836,290608,4152,16.47,99097
15,1705604,51538,14488896,3081858,19,19480,24078,24521,3548062,1836,290608,4152,10.05,99097
16,1766033,54238,15316520,3204126,19,19480,24078,26170,3673476,1836,290608,4152,8.30,99097
17,1892879,57359,16022082,3426513,19,19480,24078,27502,3877236,1836,290608,4152,14.94,99097
18,2031014,60462,16704648,3672790,19,19480,24078,29011,4101731,1836,290608,4152,16.69,99097
19,2170151,63562,17380957,3924308,19,19480,24078,30612,4328941,1836,290608,4152,17.07,99097
20,2312774,66552,18043928,4183262,19,19480,24078,32179,4561006,1836,290608,4152,17.58,99097
21,2464018,69178,20248043,4450187,19,19480,24078,33795,4798651,1836,290608,4152,17.66,99097
22,2610927,72158,19365612,4712264,19,19480,24078,35156,5034213,1836,290608,4152,17.51,99097
23,2754319,75524,21650530,4977992,19,19480,24078,36538,5274394,1836,290608,4152,18.19,99097
24,2887933,78322,20694360,5230145,19,19480,24078,37992,5504021,1836,290608,4152,17.32,99097
25,3028010,80856,21370976,5480975,19,19480,24078,39359,5728889,1836,290608,4152,16.96,99097
26,3180213,83526,22032331,5748291,19,19480,24078,40863,5960925,1836,290608,4152,17.61,99097
27,3324048,86606,22700893,6003639,19,19480,24078,42277,6188890,1836,290608,4152,17.25,99097
28,3475946,89476,23358779,6274543,19,19480,24078,43773,6425131,1836,290608,4152,17.93,99097
29,3613902,92112,24025985,6531871,19,19480,24078,45142,6662614,1836,290608,4152,17.89,99097
30,3754196,94914,24696624,6782053,19,19480,24078,46597,6888881,1836,290608,4152,16.93,99097
