period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,409,0,4439686,7802,18,19472,13768,3430,702499,1837,290608,4152,0.01,99045
1,4437,11674,4622863,12645,18,19472,13768,4707,716911,1837,290608,4152,0.00,99045
2,4437,14278,5607491,14889,18,19472,13768,5934,730643,1837,290608,4152,0.00,99045
3,83911,16875,6628546,817441,18,19472,13768,6952,960823,1837,290608,4152,16.24,99045
4,160142,20662,6782001,1651486,18,19472,13768,8027,1194918,1837,290608,4152,16.74,99045
5,235423,24000,6946627,2469042,18,19472,13768,9100,1425814,1837,290608,4152,16.33,99045
6,311337,27879,7097157,3314963,18,19472,13768,10292,1662393,1837,290608,4152,16.84,99045
7,385737,31078,9176168,4145229,18,19472,13768,11391,1894765,1837,290608,4152,16.53,99045
8,458987,34505,7418929,4972692,18,19472,13768,12424,2132424,1837,290608,4152,16.57,99045
9,534831,37816,7567494,5815136,18,19472,13768,13530,2372264,1837,290608,4152,16.79,99045
10,610083,41061,7730677,6642123,18,19472,13768,14596,2602371,1837,290608,4152,16.48,99045
11,684538,44907,7888478,7468781,18,19472,13768,15746,2835103,1837,290608,4152,16.49,99045
12,760289,48632,8042453,8313897,18,19472,13768,16771,3072029,1837,290608,4152,16.79,99045
13,835661,52493,8200659,9148262,18,19472,13768,17814,3308506,1837,290608,4152,16.50,99045
14,910242,55803,8356286,9986081,18,19472,13768,18937,3543636,1837,290608,4152,16.69,99045
15,984927,59033,8513976,10818417,18,19472,13768,19895,3776041,1837,290608,4152,16.58,99045
16,1060008,63064,8661528,11655820,18,19472,13768,21039,4011217,1837,290608,4152,16.67,99045
17,1136005,66296,8814025,12491806,18,19472,13768,22233,4245090,1837,290608,4152,16.66,99045
18,1208806,69576,8972963,13308756,18,19472,13768,23253,4476892,1837,290608,4152,16.39,99045
19,1284768,72975,9127595,14154610,18,19472,13768,24387,4711066,1837,290608,4152,16.76,99045
20,1360907,75735,9285183,14979516,18,19472,13768,25511,4941082,1837,290608,4152,16.48,99045
21,1436852,79518,9434581,15831549,18,19472,13768,26647,5175693,1837,290608,4152,16.91,99045
22,1512930,83219,9587240,16676529,18,19472,13768,27749,5409986,1837,290608,4152,16.74,99045
23,1587900,87096,9743826,17516401,18,19472,13768,28854,5642117,1837,290608,4152,16.61,99045
24,1662629,90217,9889837,18361208,18,19472,13768,29882,5875938,1837,290608,4152,16.74,99045
25,1738387,93907,10039824,19203150,18,19472,13768,30987,6109100,1837,290608,4152,16.57,99045
26,1813680,97498,10192746,20033648,18,19472,13768,32176,6339143,1837,290608,4152,16.57,99045
27,1887214,100606,10349198,20861507,18,19472,13768,33236,6568306,1837,290608,4152,16.54,99045
28,1962825,104311,10504491,21690491,18,19472,13768,34422,6799270,1837,290608,4152,16.52,99045
29,2038351,108016,10658687,22530813,18,19472,13768,35576,7034998,1837,290608,4152,16.68,99045
30,2113234,111033,10817503,23370365,18,19472,13768,36689,7271521,1837,290608,4152,16.65,99045
31,2188694,114643,10969971,24212868,18,19472,13768,37776,7506073,1837,290608,4152,16.71,99045
32,2266144,118084,11118801,25053502,18,19472,13768,38855,7741567,1837,290608,4152,16.69,99045
33,2341051,122087,11278635,25885334,18,19472,13768,39951,7974815,1837,290608,4152,16.54,99045
34,2416288,125413,11422724,26740786,18,19472,13768,41159,8215485,1837,290608,4152,17.00,99045
35,2489928,129012,11584450,27558380,18,19472,13768,42132,8448854,1837,290608,4152,16.40,99045
36,2564601,132651,11742573,28392601,18,19472,13768,43236,8683697,1837,290608,4152,16.62,99045
37,2642283,135760,30757060,29234155,18,19472,13768,44380,8919593,1837,290608,4152,16.68,99045
38,2716534,138914,12042274,30061270,18,19472,13768,45516,9152840,1837,290608,4152,16.54,99045
39,2792246,142964,12198065,30896456,18,19472,13768,46663,9389742,1837,290608,4152,16.57,99045
40,2866308,146041,12354711,31731838,18,19472,13768,47826,9623334,1837,290608,4152,16.63,99045
41,2941229,149045,12501511,32568430,18,19472,13768,48793,9857891,1837,290608,4152,16.73,99045
42,3017400,152609,12657341,33402595,18,19472,13768,49895,10090810,1837,290608,4152,16.52,99045
43,3092979,156188,12806640,34233844,18,19472,13768,50945,10324310,1837,290608,4152,16.50,99045
44,3168655,160025,12960685,35076240,18,19472,13768,52026,10561841,1837,290608,4152,16.79,99045
45,3243604,163319,13116797,35908275,18,19472,13768,53053,10796433,1837,290608,4152,16.51,99045
46,3319189,167348,13261591,36755617,18,19472,13768,54142,11030485,1837,290608,4152,16.80,99045
47,3394235,170587,13422315,37591827,18,19472,13768,55288,11263057,1837,290608,4152,16.57,99045
48,3469147,174614,13577867,38431743,18,19472,13768,56361,11500461,1837,290608,4152,16.64,99045
49,3543978,177712,39371418,39264247,18,19472,13768,57389,11732047,1837,290608,4152,16.52,99045
50,3618103,180581,13875081,40097870,18,19472,13768,58543,11966353,1837,290608,4152,16.66,99045
51,3693675,183699,14036559,40929636,18,19472,13768,59622,12198006,1837,290608,4152,16.53,99045
52,3768941,187630,14179141,41779152,18,19472,13768,60753,12437384,1837,290608,4152,16.86,99045
53,3844174,190819,14336688,42611863,18,19472,13768,61846,12672551,1837,290608,4152,16.47,99045
54,3919119,194411,14490960,43449598,18,19472,13768,62886,12909119,1837,290608,4152,16.59,99045
55,3995380,198124,14637009,44294683,18,19472,13768,63995,13145012,1837,290608,4152,16.72,99045
56,4070323,201391,44399935,45127580,18,19472,13768,65073,13375995,1837,290608,4152,16.50,99045
57,4144111,204540,14938170,45959917,18,19472,13768,65977,13610384,1837,290608,4152,16.59,99045
58,4220633,208062,45832126,46798442,18,19472,13768,67021,13845449,1837,290608,4152,16.62,99045
59,4294351,211320,15240771,47638738,18,19472,13768,67990,14083802,1837,290608,4152,16.67,99045
60,4370616,215352,15395703,48478900,18,19472,13768,69088,14319309,1837,290608,4152,16.68,99045
61,4444143,218649,15552717,49314754,18,19472,13768,70120,14553956,1837,290608,4152,16.56,99045
62,4520295,222185,15695492,50152254,18,19472,13768,71078,14790526,1837,290608,4152,16.64,99045
63,4595287,225277,15850228,50980765,18,19472,13768,72163,15023952,1837,290608,4152,16.40,99045
64,4669650,229231,16001095,51819997,18,19472,13768,73045,15261735,1837,290608,4152,16.66,99045
65,4744143,232628,16156179,52655835,18,19472,13768,74040,15496719,1837,290608,4152,16.61,99045
66,4819227,235700,16308249,53498349,18,19472,13768,75176,15733215,1837,290608,4152,16.69,99045
67,4894277,239329,16464216,54340477,18,19472,13768,76202,15968107,1837,290608,4152,16.79,99045
68,4971073,242925,16616975,55182264,18,19472,13768,77321,16206338,1837,290608,4152,16.63,99045
69,5046629,246481,53743193,56027754,18,19472,13768,78425,16442956,1837,290608,4152,16.72,99045
70,5121024,249874,16913156,56862903,18,19472,13768,79500,16676574,1837,290608,4152,16.56,99045
71,5197877,253480,17059489,57715706,18,19472,13768,80625,16913056,1837,290608,4152,16.82,99045
72,5273461,257247,17207768,58567392,18,19472,13768,81787,17149516,1837,290608,4152,16.78,99045
