period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,491,550,4343899,7989,18,19474,24093,3516,701235,1836,290608,4152,0.01,98718
1,1603,11682,4515616,12902,18,19474,24093,4885,716684,1836,290608,4152,0.00,98718
2,1603,14301,5500545,14229,18,19474,24093,6117,730119,1836,290608,4152,0.00,98718
3,135478,16884,7097693,234689,18,19474,24093,7488,949753,1836,290608,4152,16.06,98718
4,269302,20182,7838440,461875,18,19474,24093,8976,1158242,1836,290608,4152,15.40,98718
5,420166,22987,7543199,717351,18,19474,24093,10524,1388666,1836,290608,4152,17.46,98718
6,557869,25724,8213704,964040,18,19474,24093,11929,1615350,1836,290608,4152,16.85,98718
7,690773,28740,9996217,1202429,18,19474,24093,13237,1837057,1836,290608,4152,16.49,98718
8,823927,31702,9576989,1442020,18,19474,24093,14738,2060014,1836,290608,4152,16.74,98718
9,961432,34179,10257380,1681409,18,19474,24093,16141,2282784,1836,290608,4152,16.37,98718
10,1094065,36636,10938620,1922159,18,19474,24093,17649,2509424,1836,290608,4152,16.51,98718
11,1220033,39814,11621486,2154032,18,19474,24093,19058,2728500,1836,290608,4152,16.41,98718
12,1357150,42938,12299155,2394665,18,19474,24093,20319,2951621,1836,290608,4152,16.48,98718
13,1499677,46128,12980396,2639295,18,19474,24093,21701,3175191,1836,290608,4152,16.69,98718
14,1631881,48559,13664989,2873984,18,19474,24093,23013,3395673,1836,290608,4152,16.46,98718
15,1765202,51511,14350943,3111592,18,19474,24093,24349,3617207,1836,290608,4152,16.24,98718
16,1904407,54463,15025511,3352791,18,19474,24093,25792,3840664,1836,290608,4152,16.51,98718
17,2038178,57522,17236576,3594228,18,19474,24093,27061,4068012,1836,290608,4152,16.87,98718
18,2165136,60485,16409212,3825059,18,19474,24093,28434,4288986,1836,290608,4152,16.43,98718
19,2290960,64048,18700959,4055706,18,19474,24093,29620,4515062,1836,290608,4152,16.48,98718
20,2420505,67001,19427631,4292383,18,19474,24093,30965,4741373,1836,290608,4152,16.63,98718
21,2551797,70172,20153671,4527770,18,19474,24093,32220,4966188,1836,290608,4152,16.49,98718
22,2677970,72935,19161051,4759583,18,19474,24093,33435,5187527,1836,290608,4152,16.35,98718
23,2804497,75978,21616754,4992593,18,19474,24093,34871,5412434,1836,290608,4152,16.63,98718
24,2928807,79096,22350458,5223433,18,19474,24093,36245,5635950,1836,290608,4152,16.57,98718
25,3055220,82107,21233233,5455371,18,19474,24093,37673,5855053,1836,290608,4152,16.35,98718
26,3185359,85118,23810211,5692257,18,19474,24093,39156,6080034,1836,290608,4152,16.59,98718
27,3310612,88384,24546571,5924329,18,19474,24093,40432,6303232,1836,290608,4152,16.57,98718
28,3433698,90946,23304665,6153159,18,19474,24093,41856,6525728,1836,290608,4152,16.56,98718
29,3553714,93957,26016324,6380532,18,19474,24093,43134,6745720,1836,290608,4152,16.66,98718
30,3673715,96716,24705982,6607306,18,19474,24093,44450,6964276,1836,290608,4152,16.42,98718
31,3791498,99154,25405456,6830501,18,19474,24093,45807,7185217,1836,290608,4152,16.24,98718
32,3911389,102290,26099169,7058016,18,19474,24093,47163,7407073,1836,290608,4152,16.60,98718
33,4034493,105471,26786845,7288042,18,19474,24093,48491,7632508,1836,290608,4152,16.79,98718
34,4157115,108442,27484430,7514748,18,19474,24093,49946,7853084,1836,290608,4152,16.36,98718
35,4279594,111061,28175666,7743566,18,19474,24093,51267,8075580,1836,290608,4152,16.71,98718
36,4402383,114052,28876876,7966817,18,19474,24093,52714,8292148,1836,290608,4152,16.18,98718
37,4524825,116366,29573536,8196580,18,19474,24093,53983,8513390,1836,290608,4152,16.52,98718
38,4650942,119539,30264824,8430620,18,19474,24093,55341,8736036,1836,290608,4152,16.69,98718
39,4773832,123082,30956652,8660626,18,19474,24093,56636,8958844,1836,290608,4152,16.74,98718
40,4891784,125712,31654723,8884136,18,19474,24093,58136,9173969,1836,290608,4152,16.17,98718
41,5014339,128890,32349125,9111996,18,19474,24093,59554,9393960,1836,290608,4152,16.49,98718
42,5138068,131556,35603125,9341819,18,19474,24093,60852,9615443,1836,290608,4152,16.53,98718
43,5259534,134564,33731900,9571431,18,19474,24093,62103,9835660,1836,290608,4152,16.42,98718
44,5383487,137679,34423081,9801501,18,19474,24093,63512,10059117,1836,290608,4152,16.53,98718
45,5506873,140871,35114060,10028980,18,19474,24093,64836,10278131,1836,290608,4152,16.48,98718
46,5631513,144203,35804873,10259320,18,19474,24093,66352,10497634,1836,290608,4152,16.37,98718
