period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,wifi,esp_timer,ipc0,Heap,Stack,Mbps,main
0,461,332,9265036,11477,18,19515,30000,728313,6153,1881,206992,4152,0.02,99757
1,4552,11717,9403968,15168,18,19515,30000,741969,7584,1881,206992,4152,0.00,99757
2,4552,14519,10391521,15979,18,19515,30000,754001,8845,1881,206992,4152,0.00,99757
3,23249,17279,11330243,74865,18,19515,30000,802846,10546,1881,206992,4152,2.06,99757
4,130372,20214,12036455,287256,18,19515,30000,1016102,11986,1881,206992,4152,14.89,99757
5,134568,23176,13748912,508743,18,19515,30000,1056357,13671,1881,206992,4152,1.02,99757
6,139747,31044,14338472,917725,18,19515,30000,1104356,15606,1881,206992,4152,1.15,99757
7,175875,41820,14863758,1588047,18,19515,30000,1209629,17298,1881,206992,4152,5.42,99757
8,331813,44681,15457441,1896419,18,19515,30000,1517780,18612,1881,206992,4152,22.06,99757
9,382146,47564,16308501,2001708,18,19515,30000,1633526,20274,1881,206992,4152,7.41,99757
10,463812,50621,17083725,2166112,18,19515,30000,1805330,21838,1881,206992,4152,11.69,99757
11,488581,53313,17995681,2222871,18,19515,30000,1877368,23527,1881,206992,4152,3.81,99757
12,511314,56389,18918143,2270003,18,19515,30000,1938812,25090,1881,206992,4152,3.18,99757
13,645075,58973,19572342,2533770,18,19515,30000,2204935,26219,1881,206992,4152,18.94,99757
14,656227,61597,20517398,2564500,18,19515,30000,2249653,28152,1881,206992,4152,2.02,99757
15,747881,64187,21370325,2745337,18,19515,30000,2436312,29496,1881,206992,4152,12.88,99757
16,783078,67121,22285382,2822456,18,19515,30000,2525953,31186,1881,206992,4152,5.31,99757
17,852084,69605,22959170,2968219,18,19515,30000,2680704,32743,1881,206992,4152,10.26,99757
18,929474,72836,23744521,3123458,18,19515,30000,2841974,34219,1881,206992,4152,10.93,99757
19,988047,76074,24573966,3247651,18,19515,30000,2972674,35623,1881,206992,4152,8.63,99757
20,1038268,79047,25417599,3354675,18,19515,30000,3095563,37478,1881,206992,4152,7.55,99757
21,1096418,82192,26243008,3477739,18,19515,30000,3231722,39189,1881,206992,4152,8.63,99757
22,1154761,85332,27077338,3594141,18,19515,30000,3359136,40848,1881,206992,4152,8.14,99757
23,1204452,88040,27926448,3698674,18,19515,30000,3477344,42568,1881,206992,4152,7.36,99757
24,1267725,91102,28743541,3830135,18,19515,30000,3620711,43988,1881,206992,4152,9.30,99757
25,1321615,94168,29582361,3945788,18,19515,30000,3746831,45748,1881,206992,4152,8.02,99757
26,1376284,97108,30869863,4060231,18,19515,30000,3874881,47278,1881,206992,4152,8.15,99757
27,1435239,100090,31247914,4182866,18,19515,30000,4005975,48674,1881,206992,4152,8.63,99757
28,1490111,103220,32083918,4299627,18,19515,30000,4133246,50592,1881,206992,4152,8.08,99757
29,1538371,106348,32942095,4400918,18,19515,30000,4244292,52024,1881,206992,4152,7.11,99757
30,1597049,109479,33771265,4520428,18,19515,30000,4374952,53694,1881,206992,4152,8.53,99757
31,1655994,112626,34598052,4643889,18,19515,30000,4513149,55581,1881,206992,4152,8.63,99757
32,1715073,115765,35424154,4767461,18,19515,30000,4647550,57274,1881,206992,4152,8.63,99757
33,1773629,118905,36252306,4890046,18,19515,30000,4780239,58755,1881,206992,4152,8.63,99757
34,1825441,122993,37095997,4998516,18,19515,30000,4900309,60505,1881,206992,4152,7.55,99757
35,1884316,126132,37924096,5121169,18,19515,30000,5034865,62218,1881,206992,4152,8.63,99757
36,1936432,129257,38771229,5228318,18,19515,30000,5154547,63761,1881,206992,4152,7.55,99757
37,1996663,132400,39601891,5351981,18,19515,30000,5287839,65157,1881,206992,4152,8.63,99757
38,2052040,135549,40444410,5463679,18,19515,30000,5410995,66840,1881,206992,4152,7.98,99757
39,2116154,138176,41260441,5595993,18,19515,30000,5553527,68454,1881,206992,4152,9.26,99757
40,2167597,141153,42110204,5703820,18,19515,30000,5670916,70074,1881,206992,4152,7.55,99757
41,2226187,144300,42938057,5826457,18,19515,30000,5805758,71843,1881,206992,4152,8.63,99757
42,2285687,147621,43764855,5949058,18,19515,30000,5938655,73326,1881,206992,4152,8.63,99757
43,2336844,150579,44609559,6057180,18,19515,30000,6061490,75195,1881,206992,4152,7.55,99757
44,2387416,153711,45459982,6163715,18,19515,30000,6178120,76720,1881,206992,4152,7.55,99757
45,2444907,156642,46293481,6285387,18,19515,30000,6312066,78494,1881,206992,4152,8.63,99757
46,2503166,159797,48171023,6407895,18,19515,30000,6448100,80241,1881,206992,4152,8.59,99757
47,2561867,162788,47950931,6528143,18,19515,30000,6579254,81792,1881,206992,4152,8.63,99757
48,2621578,165686,48785237,6649522,18,19515,30000,6711574,83341,1881,206992,4152,8.63,99757
49,2673482,168453,49629530,6759676,18,19515,30000,6832862,85123,1881,206992,4152,7.55,99757
50,2733382,171583,50452342,6881969,18,19515,30000,6966604,86911,1881,206992,4152,8.63,99757
51,2785375,174722,51300047,6990780,18,19515,30000,7085686,88624,1881,206992,4152,7.55,99757
52,2845546,177870,52129197,7116128,18,19515,30000,7219204,90392,1881,206992,4152,8.63,99757
53,2900919,181010,54226070,7229306,18,19515,30000,7345608,92093,1881,206992,4152,8.15,99757
54,2955532,184411,53806136,7344824,18,19515,30000,7474537,93957,1881,206992,4152,8.02,99757
55,3013739,187016,54635935,7469965,18,19515,30000,7607460,95588,1881,206992,4152,8.63,99757
56,3072734,190166,55461914,7592143,18,19515,30000,7744020,97444,1881,206992,4152,8.63,99757
57,3129919,193303,56289916,7711187,18,19515,30000,7875360,99094,1881,206992,4152,8.46,99757
58,3182952,196177,57133572,7822155,18,19515,30000,7999185,100867,1881,206992,4152,7.72,99757
59,3233580,199323,57979970,7927921,18,19515,30000,8117312,102613,1881,206992,4152,7.55,99757
60,3294469,202458,60283617,8055683,18,19515,30000,8257613,104210,1881,206992,4152,9.10,99757
61,3351889,205160,59628980,8173416,18,19515,30000,8388443,106156,1881,206992,4152,8.15,99757
62,3411049,208477,60457643,8294614,18,19515,30000,8523220,107741,1881,206992,4152,8.62,99757
63,3468737,210820,61292401,8412184,18,19515,30000,8652820,109275,1881,206992,4152,8.14,99757
64,3523026,213950,62126374,8527417,18,19515,30000,8779287,111020,1881,206992,4152,8.05,99757
65,3574245,217084,62973568,8635981,18,19515,30000,8898411,112683,1881,206992,4152,7.55,99757
66,3634415,220225,63797381,8759133,18,19515,30000,9034831,114246,1881,206992,4152,8.69,99757
67,3692391,223331,66340404,8881743,18,19515,30000,9167813,115723,1881,206992,4152,8.57,99757
68,3747455,226348,65468337,8994552,18,19515,30000,9291961,117317,1881,206992,4152,8.08,99757
69,3804356,229120,66306117,9111952,18,19515,30000,9419502,118973,1881,206992,4152,8.09,99757
70,3863701,232057,67126995,9236543,18,19515,30000,9556844,120663,1881,206992,4152,8.63,99757
71,3915961,235185,67975338,9343214,18,19515,30000,9673702,122264,1881,206992,4152,7.55,99757
72,3974709,238332,68800944,9465920,18,19515,30000,9808508,124031,1881,206992,4152,8.63,99757
73,4029665,241632,69635410,9582040,18,19515,30000,9935279,125681,1881,206992,4152,8.09,99757
74,4092990,244284,70451347,9712671,18,19515,30000,10077540,127320,1881,206992,4152,9.16,99757
75,4143758,247674,71299423,9819380,18,19515,30000,10196511,128913,1881,206992,4152,7.55,99757
76,4202627,250810,72121410,9943731,18,19515,30000,10333681,130577,1881,206992,4152,8.63,99757
77,4261258,253945,72949001,10065945,18,19515,30000,10467916,132222,1881,206992,4152,8.63,99757
78,4313972,257337,75858866,10176366,18,19515,30000,10589723,133781,1881,206992,4152,7.79,99757
79,4366141,260144,74645670,10281289,18,19515,30000,10708281,135408,1881,206992,4152,7.31,99757
80,4427162,262673,75465381,10408600,18,19515,30000,10846753,137023,1881,206992,4152,8.97,99757
81,4485945,265659,76299515,10526718,18,19515,30000,10975048,138523,1881,206992,4152,8.46,99757
82,4545294,267926,77123173,10650347,18,19515,30000,11113636,140365,1881,206992,4152,8.45,99757
83,4603823,271375,77954290,10771430,18,19515,30000,11245640,141888,1881,206992,4152,8.49,99757
84,4658023,274272,78801589,10880652,18,19515,30000,11363817,143588,1881,206992,4152,7.69,99757
85,4708884,276850,79646114,10988728,18,19515,30000,11484384,145522,1881,206992,4152,7.55,99757
86,4772972,279997,82774435,11122007,18,19515,30000,11628035,147035,1881,206992,4152,9.39,99757
87,4819403,283455,81316566,11222339,18,19515,30000,11741862,148684,1881,206992,4152,6.87,99757
88,4881534,286490,82132975,11351792,18,19515,30000,11883555,150308,1881,206992,4152,9.11,99757
89,4936645,289443,82975364,11465268,18,19515,30000,12008906,152037,1881,206992,4152,8.31,99757
90,4995630,292367,83811094,11587975,18,19515,30000,12139448,153407,1881,206992,4152,8.30,99757
91,5052810,295679,84636450,11710579,18,19515,30000,12275815,155335,1881,206992,4152,8.63,99757
92,5112409,298981,85464961,11831623,18,19515,30000,12407069,156855,1881,206992,4152,8.63,99757
93,5164791,301622,86310550,11939221,18,19515,30000,12528147,158534,1881,206992,4152,7.55,99757
94,5224092,304933,87137951,12062918,18,19515,30000,12662484,160299,1881,206992,4152,8.63,99757
95,5282184,308600,90563472,12185588,18,19515,30000,12795407,161921,1881,206992,4152,8.63,99757
96,5333627,311572,88815574,12293679,18,19515,30000,12914780,163697,1881,206992,4152,7.55,99757
97,5391929,314877,89639257,12416334,18,19515,30000,13051671,165365,1881,206992,4152,8.63,99757
98,5447890,318200,93162034,12535461,18,19515,30000,13182954,167001,1881,206992,4152,8.35,99757
99,5503140,321109,91313987,12647150,18,19515,30000,13306797,168704,1881,206992,4152,7.82,99757
100,5554233,324299,92158397,12756150,18,19515,30000,13425293,170381,1881,206992,4152,7.55,99757
101,5618006,327616,92971435,12886954,18,19515,30000,13568000,172142,1881,206992,4152,9.18,99757
102,5674453,330783,93807978,13003123,18,19515,30000,13693559,173735,1881,206992,4152,8.07,99757
103,5730410,334089,94639808,13119183,18,19515,30000,13822456,175363,1881,206992,4152,8.25,99757
104,5789755,336680,95470691,13239461,18,19515,30000,13953503,176968,1881,206992,4152,8.30,99757
105,5845874,339397,96308738,13356997,18,19515,30000,14083560,178592,1881,206992,4152,8.25,99757
106,5896276,342696,97151549,13464607,18,19515,30000,14206030,180337,1881,206992,4152,7.55,99757
107,5955695,346015,97974466,13589024,18,19515,30000,14342733,182082,1881,206992,4152,8.63,99757
108,6011395,349616,101827208,13705312,18,19515,30000,14470686,183903,1881,206992,4152,8.15,99757
109,6073184,352687,99633111,13834102,18,19515,30000,14610135,185683,1881,206992,4152,9.10,99757
110,6125377,356966,100479323,13940296,18,19515,30000,14727264,187378,1881,206992,4152,7.55,99757
111,6182802,360279,101303252,14062725,18,19515,30000,14863196,189141,1881,206992,4152,8.63,99757
