period,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,7851,419,0,99285,4346885,18,19487,24060,3719,704209,1837,290608,4152,0.01
1,12750,4461,11675,99285,4517857,18,19487,24060,5223,719331,1837,290608,4152,0.00
2,14027,4461,14303,99285,5502983,18,19487,24060,6565,732463,1837,290608,4152,0.00
3,840173,91306,17424,99285,6512645,18,19487,24060,7774,955635,1837,290608,4152,16.46
4,1638972,170269,20637,99285,6698975,18,19487,24060,9001,1166685,1837,290608,4152,15.95
5,2383462,246083,23818,99285,6948467,18,19487,24060,10245,1363003,1837,290608,4152,14.55
6,3172850,326162,27458,99285,7151072,18,19487,24060,11468,1573717,1837,290608,4152,15.50
7,4025993,405690,30772,99285,7292202,18,19487,24060,12706,1797636,1837,290608,4152,16.85
8,4884027,483546,34192,99285,7424513,18,19487,24060,13803,2025575,1837,290608,4152,16.93
9,5669097,561912,37590,99285,7623501,18,19487,24060,15017,2233576,1837,290608,4152,15.48
10,6505577,639965,41611,99285,7782241,18,19487,24060,16190,2456957,1837,290608,4152,16.33
11,7366092,719704,44519,99285,7908739,18,19487,24060,17429,2682968,1837,290608,4152,16.88
12,8210265,800139,48069,99285,8059990,18,19487,24060,18732,2904827,1837,290608,4152,16.50
13,8934570,873711,51999,99285,13505382,18,19487,24060,19972,3094934,1837,290608,4152,13.91
14,9723030,949713,55625,99285,8537394,18,19487,24060,21177,3305037,1837,290608,4152,15.38
15,10579448,1027296,59029,99285,8674322,18,19487,24060,22328,3531474,1837,290608,4152,16.74
16,11431702,1106115,62372,99285,8811655,18,19487,24060,23658,3754272,1837,290608,4152,16.59
17,12243181,1186013,65884,99285,8991663,18,19487,24060,24891,3967762,1837,290608,4152,15.79
18,13103653,1268226,69187,99285,9118042,18,19487,24060,26073,4193079,1837,290608,4152,16.76
19,13961803,1347619,72644,99285,9251218,18,19487,24060,27394,4418535,1837,290608,4152,16.63
20,14828290,1426177,76003,99285,9370961,18,19487,24060,28699,4648880,1837,290608,4152,16.97
21,15633424,1502353,79843,99285,9562838,18,19487,24060,29890,4866319,1837,290608,4152,15.66
22,16402711,1578479,83544,99285,20027603,18,19487,24060,31131,5072371,1837,290608,4152,14.80
23,17187759,1655924,87167,99285,9991333,18,19487,24060,32348,5279206,1837,290608,4152,15.38
24,18042137,1735043,90719,99285,10133753,18,19487,24060,33507,5504569,1837,290608,4152,16.65
25,18903984,1814995,94361,99285,22200447,18,19487,24060,34758,5728368,1837,290608,4152,16.82
26,19748372,1893431,97785,99285,10411024,18,19487,24060,35991,5952814,1837,290608,4152,16.48
27,20618602,1972327,101474,99285,10537056,18,19487,24060,37286,6180397,1837,290608,4152,16.95
28,21485889,2051394,104421,99285,10657531,18,19487,24060,38469,6409654,1837,290608,4152,17.13
29,22255171,2125303,107658,99285,10884016,18,19487,24060,39818,6613334,1837,290608,4152,15.05
