period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,wifi,esp_timer,ipc0,Heap,Stack,Mbps,main
0,347,543,9206884,11598,18,19531,29974,730204,6159,1881,206992,4152,0.02,99781
1,2289,11771,9341410,15301,18,19531,29974,744300,7598,1881,206992,4152,0.00,99781
2,2289,14528,10325902,16880,18,19531,29974,757954,8969,1881,206992,4152,0.00,99781
3,21602,17283,11266341,74761,18,19531,29974,804724,10496,1881,206992,4152,2.02,99781
4,125865,20424,12885903,302831,18,19531,29974,1013541,11913,1881,206992,4152,14.61,99781
5,134384,28453,13631926,558244,18,19531,29974,1064388,13703,1881,206992,4152,1.77,99781
6,135247,39481,14009967,1120070,18,19531,29974,1095108,15780,1881,206992,4152,0.15,99781
7,180780,42539,14872141,1384483,18,19531,29974,1202447,17608,1881,206992,4152,6.37,99781
8,296525,45168,15558845,1783934,18,19531,29974,1447402,19088,1881,206992,4152,16.99,99781
9,296931,48314,16533354,1998780,18,19531,29974,1470077,20861,1881,206992,4152,0.06,99781
10,370940,51585,16893966,2329762,18,19531,29974,1632714,22679,1881,206992,4152,10.48,99781
11,524631,54551,17929270,2626759,18,19531,29974,1936820,23773,1881,206992,4152,21.90,99781
12,566009,57552,18805187,2712161,18,19531,29974,2035114,25308,1881,206992,4152,5.98,99781
13,631920,60449,19286375,2844960,18,19531,29974,2180149,26794,1881,206992,4152,9.49,99781
14,668030,63115,20500784,2924185,18,19531,29974,2271724,28487,1881,206992,4152,5.43,99781
15,757538,66180,21266335,3097067,18,19531,29974,2452176,29878,1881,206992,4152,12.32,99781
16,785242,69310,22170874,3158351,18,19531,29974,2527336,31669,1881,206992,4152,4.25,99781
17,881202,72450,22924080,3332546,18,19531,29974,2716757,33180,1881,206992,4152,13.01,99781
18,904510,77388,23845430,3382344,18,19531,29974,2784173,34845,1881,206992,4152,3.61,99781
19,1002951,80750,24590081,3560490,18,19531,29974,2979674,36464,1881,206992,4152,13.48,99781
20,1014292,83852,25534134,3591001,18,19531,29974,3027100,38269,1881,206992,4152,2.00,99781
21,1075120,86994,26363525,3711193,18,19531,29974,3156113,39592,1881,206992,4152,8.41,99781
22,1158812,90114,27127149,3880847,18,19531,29974,3337642,41229,1881,206992,4152,12.43,99781
23,1221296,93500,27948852,4004002,18,19531,29974,3472927,42826,1881,206992,4152,8.72,99781
