period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,421,679,4350483,8578,19,19463,24418,3556,702127,1836,290608,4120,0.01,99019
1,806,8065,4523689,13361,19,19463,24418,4857,716444,1836,290608,4120,0.00,99019
2,806,10685,5509730,13950,19,19463,24418,6012,729664,1836,290608,4120,0.00,99019
3,79423,13713,6257114,711348,19,19463,24418,7260,920173,1836,290608,4120,13.97,99019
4,159005,17315,6832071,1516007,19,19463,24418,8505,1134451,1836,290608,4120,16.09,99019
5,238503,20764,6972658,2365317,19,19463,24418,9702,1363382,1836,290608,4120,17.04,99019
6,317504,24045,8428984,3198247,19,19463,24418,10824,1586033,1836,290608,4120,16.48,99019
7,393090,27132,7380948,3935136,19,19463,24418,12025,1779240,1836,290608,4120,14.63,99019
8,470908,30794,7563949,4740690,19,19463,24418,13219,1994961,1836,290608,4120,16.04,99019
9,552073,34489,7708791,5589315,19,19463,24418,14391,2219425,1836,290608,4120,16.86,99019
10,631774,37657,7879454,6408498,19,19463,24418,15496,2436088,1836,290608,4120,16.26,99019
11,708972,41237,8099081,7179781,19,19463,24418,16703,2640212,1836,290608,4120,15.33,99019
12,786285,44514,12833186,7947672,19,19463,24418,17877,2842771,1836,290608,4120,15.20,99019
13,869511,47653,8485126,8779837,19,19463,24418,19025,3061117,1836,290608,4120,16.53,99019
14,948252,50986,8659936,9591888,19,19463,24418,20218,3276375,1836,290608,4120,16.16,99019
15,1025161,54964,8870894,10371978,19,19463,24418,21388,3483056,1836,290608,4120,15.47,99019
16,1103361,58271,9090856,11142403,19,19463,24418,22648,3685089,1836,290608,4120,15.26,99019
17,1179377,62101,9315854,11908732,19,19463,24418,23770,3885549,1836,290608,4120,15.22,99019
18,1257987,65038,9502011,12710571,19,19463,24418,24873,4096531,1836,290608,4120,15.93,99019
19,1338404,68730,9700216,13507134,19,19463,24418,26111,4306100,1836,290608,4120,15.74,99019
20,1418912,72197,18701739,14325120,19,19463,24418,27282,4515864,1836,290608,4120,16.22,99019
21,1494405,75171,10081325,15101125,19,19463,24418,28373,4720130,1836,290608,4120,15.48,99019
22,1573492,78477,10279261,15893853,19,19463,24418,29515,4929615,1836,290608,4120,15.68,99019
23,1653214,81981,10462780,16697986,19,19463,24418,30663,5143439,1836,290608,4120,15.87,99019
24,1732457,85435,10637244,17515985,19,19463,24418,31934,5356282,1836,290608,4120,16.15,99019
25,1814357,88928,10778177,18366872,19,19463,24418,33104,5576991,1836,290608,4120,16.80,99019
26,1898323,92434,10923598,19209510,19,19463,24418,34305,5794243,1836,290608,4120,16.62,99019
27,1975054,95675,11119303,20003286,19,19463,24418,35448,6000930,1836,290608,4120,15.64,99019
28,2051360,99395,11313507,20799054,19,19463,24418,36766,6208691,1836,290608,4120,15.73,99019
29,2132266,102706,25280191,21622519,19,19463,24418,37986,6422139,1836,290608,4120,16.23,99019
30,2210352,105976,11641953,22448503,19,19463,24418,39162,6638395,1836,290608,4120,16.39,99019
31,2288511,109876,11829487,23258379,19,19463,24418,40300,6854496,1836,290608,4120,15.96,99019
32,2369346,112906,11984684,24096827,19,19463,24418,41498,7076630,1836,290608,4120,16.57,99019
33,2447774,116822,12172462,24901309,19,19463,24418,42653,7287939,1836,290608,4120,15.89,99019
34,2525943,120245,12331991,25732545,19,19463,24418,43861,7507782,1836,290608,4120,16.45,99019
35,2605633,123614,12488719,26568869,19,19463,24418,45102,7728385,1836,290608,4120,16.56,99019
36,2682099,127138,12663023,27389834,19,19463,24418,46311,7946121,1836,290608,4120,16.24,99019
37,2762417,130778,12826687,28217509,19,19463,24418,47496,8164602,1836,290608,4120,16.40,99019
38,2841751,134427,12985983,29057601,19,19463,24418,48731,8384796,1836,290608,4120,16.64,99019
39,2916814,137621,13182551,29852982,19,19463,24418,49906,8595301,1836,290608,4120,15.74,99019
40,2996168,141460,13366215,30667093,19,19463,24418,51073,8811042,1836,290608,4120,16.05,99019
41,3074111,144906,34013888,31491124,19,19463,24418,52202,9028504,1836,290608,4120,16.27,99019
42,3151645,148087,13704530,32313064,19,19463,24418,53283,9245503,1836,290608,4120,16.35,99019
43,3228260,151406,13850423,33154679,19,19463,24418,54548,9470689,1836,290608,4120,16.70,99019
44,3307415,155282,13990917,34010181,19,19463,24418,55686,9704069,1836,290608,4120,16.89,99019
45,3384639,159035,14140587,34855014,19,19463,24418,56862,9937186,1836,290608,4120,16.67,99019
