period,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,9353,413,616,99876,4445606,18,19437,24232,3359,702861,1811,290608,4152,0.02
1,12733,2115,11694,99876,4619069,18,19437,24232,4679,716702,1811,290608,4152,0.00
2,14737,2115,14288,99876,5603913,18,19437,24232,5956,730202,1811,290608,4152,0.00
3,152214,77704,17196,99876,6420377,18,19437,24232,7287,873647,1811,290608,4152,8.98
4,290287,147152,20708,99876,8129331,18,19437,24232,8833,1020056,1811,290608,4152,8.74
5,681044,221133,23514,99876,7776760,18,19437,24232,10130,1435985,1811,290608,4152,9.79
6,879401,286412,26545,99876,9497605,18,19437,24232,11518,1645742,1811,290608,4152,8.11
7,1139304,365852,29869,99876,9203472,18,19437,24232,12536,1922485,1811,290608,4152,10.07
8,1411348,430257,32669,99876,10922971,18,19437,24232,13478,2226445,1811,290608,4152,8.96
9,1818865,496941,35711,99876,10381480,18,19437,24232,14505,2673449,1811,290608,4152,9.72
10,2232355,560458,38466,99876,10893244,18,19437,24232,15548,3123511,1811,290608,4152,9.43
11,2561901,623670,41406,99876,11485527,18,19437,24232,16648,3485281,1811,290608,4152,9.32
12,2988917,687361,43773,99876,11987295,18,19437,24232,17796,3940691,1811,290608,4152,9.62
13,3438593,750966,46868,99876,13808235,18,19437,24232,18902,4417684,1811,290608,4152,9.61
14,3787041,810504,49829,99876,13060273,18,19437,24232,20238,4787292,1811,290608,4152,8.52
15,4142115,881061,52949,99876,13632699,18,19437,24232,21348,5167522,1811,290608,4152,9.99
16,4502981,942213,56061,99876,14200099,18,19437,24232,22547,5556805,1811,290608,4152,9.51
17,4855371,1009917,58567,99876,14781521,18,19437,24232,23743,5936281,1811,290608,4152,9.45
18,5310317,1075119,61354,99876,16845891,18,19437,24232,24954,6425904,1811,290608,4152,9.62
19,5750829,1135010,64494,99876,15745218,18,19437,24232,26051,6892255,1811,290608,4152,9.40
20,6115693,1199755,67333,99876,16312541,18,19437,24232,27221,7283311,1811,290608,4152,9.47
21,6541452,1261649,70515,99876,18560280,18,19437,24232,28491,7736996,1811,290608,4152,9.49
22,6904664,1327404,73216,99876,17387477,18,19437,24232,29572,8129184,1811,290608,4152,9.36
23,7212937,1392019,76192,99876,18019414,18,19437,24232,30625,8456764,1811,290608,4152,9.17
24,7585216,1455612,78392,99876,18588433,18,19437,24232,31681,8854078,1811,290608,4152,9.34
25,7958059,1520073,81669,99876,21067323,18,19437,24232,32872,9257631,1811,290608,4152,9.35
26,8369467,1583376,84681,99876,19664706,18,19437,24232,34003,9694151,1811,290608,4152,9.45
27,8628705,1642555,87790,99876,22367309,18,19437,24232,35225,9977175,1811,290608,4152,8.75
28,8917069,1713774,90267,99876,20991361,18,19437,24232,36376,10279307,1811,290608,4152,9.39
29,9254121,1784278,93383,99876,23697459,18,19437,24232,37479,10637303,1811,290608,4152,9.24
30,9606716,1856125,96187,99876,22174226,18,19437,24232,38639,11008296,1811,290608,4152,9.26
31,9913595,1928394,99761,99876,24986836,18,19437,24232,39915,11329736,1811,290608,4152,9.14
32,10324158,1996692,102217,99876,23348956,18,19437,24232,41080,11756977,1811,290608,4152,9.55
33,10610387,2055777,104744,99876,24000014,18,19437,24232,42251,12063436,1811,290608,4152,9.00
34,11041289,2118867,108002,99876,24499771,18,19437,24232,43458,12520795,1811,290608,4152,9.88
35,11411630,2180338,111252,99876,25068699,18,19437,24232,44594,12912524,1811,290608,4152,9.20
36,11620730,2247783,113736,99876,25795282,18,19437,24232,45744,13136124,1811,290608,4152,8.97
37,11960754,2316535,116138,99876,28845004,18,19437,24232,46999,13500929,1811,290608,4152,9.32
38,12260220,2390038,119053,99876,27021081,18,19437,24232,48318,13814939,1811,290608,4152,9.18
39,12640844,2464726,121801,99876,27574198,18,19437,24232,49512,14218479,1811,290608,4152,9.72
