period,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,9194,500,755,99725,4451558,19,19431,24121,3382,701505,1814,290608,4152,0.02
1,10806,2233,9027,99725,4625654,19,19431,24121,4571,714771,1814,290608,4152,0.00
2,11958,2233,11637,99725,5613031,19,19431,24121,5688,726091,1814,290608,4152,0.00
3,94814,43208,14217,99725,7376004,19,19431,24121,6725,820298,1814,290608,4152,6.46
4,234446,121060,17479,99725,7290690,19,19431,24121,8208,959975,1814,290608,4152,9.72
5,330997,175827,20344,99725,8156069,19,19431,24121,9683,1059160,1814,290608,4152,6.54
6,495924,271562,23391,99725,8920672,19,19431,24121,11124,1224638,1814,290608,4152,11.79
7,602220,332451,26518,99725,9768524,19,19431,24121,12481,1336966,1814,290608,4152,7.55
8,736977,408964,29571,99725,10568525,19,19431,24121,14076,1477240,1814,290608,4152,9.70
9,861910,482059,32610,99725,11396160,19,19431,24121,15314,1604287,1814,290608,4152,8.63
10,982283,550836,35453,99725,12215153,19,19431,24121,16893,1729826,1814,290608,4152,8.62
11,1092079,613805,38497,99725,13056102,19,19431,24121,18572,1841180,1814,290608,4152,7.55
12,1231814,696219,41270,99725,15076610,19,19431,24121,19645,1975508,1814,290608,4152,9.70
13,1369977,789712,44113,99725,14670678,19,19431,24121,20777,2093345,1814,290608,4152,8.63
14,1502352,878618,47122,99725,15483238,19,19431,24121,22020,2211931,1814,290608,4152,8.63
15,1636879,970170,50340,99725,16292479,19,19431,24121,23388,2330414,1814,290608,4152,8.49
16,1756257,1052278,52948,99725,17126974,19,19431,24121,24612,2435158,1814,290608,4152,7.68
17,1884563,1131948,55857,99725,19320287,19,19431,24121,26223,2553849,1814,290608,4152,8.07
18,2025822,1219620,58827,99725,18754405,19,19431,24121,27607,2684231,1814,290608,4152,9.19
19,2170277,1310925,61946,99725,19550363,19,19431,24121,29048,2817416,1814,290608,4152,9.70
20,2285975,1384432,64753,99725,20376812,19,19431,24121,30749,2927291,1814,290608,4152,7.55
21,2431108,1477378,67875,99725,21173741,19,19431,24121,31988,3059296,1814,290608,4152,9.40
22,2570817,1567265,70469,99725,23550758,19,19431,24121,33424,3187710,1814,290608,4152,9.26
23,2698575,1642653,73320,99725,22799853,19,19431,24121,35109,3316549,1814,290608,4152,8.29
24,2834306,1720787,76446,99725,23619328,19,19431,24121,36592,3450700,1814,290608,4152,9.13
25,2964313,1797897,79873,99725,24442231,19,19431,24121,38046,3581798,1814,290608,4152,8.92
26,3097987,1879281,83030,99725,25264768,19,19431,24121,39548,3715350,1814,290608,4152,8.85
27,3220205,1950526,85744,99725,26102226,19,19431,24121,41145,3835691,1814,290608,4152,8.10
28,3352285,2024387,88862,99725,28603596,19,19431,24121,42526,3969286,1814,290608,4152,9.22
29,3483374,2100956,91861,99725,27749831,19,19431,24121,43918,4101051,1814,290608,4152,9.10
30,3588159,2159258,94470,99725,30324127,19,19431,24121,45506,4213695,1814,290608,4152,7.58
31,3730562,2240903,97055,99725,29400980,19,19431,24121,46924,4356864,1814,290608,4152,9.85
32,3858999,2317313,99653,99725,30230872,19,19431,24121,48412,4487437,1814,290608,4152,8.85
33,3991365,2392903,102342,99725,31051878,19,19431,24121,49803,4618575,1814,290608,4152,8.92
34,4117227,2468638,105456,99725,31885105,19,19431,24121,51366,4744283,1814,290608,4152,8.46
35,4246740,2543745,108664,99725,32706598,19,19431,24121,52964,4876028,1814,290608,4152,8.79
36,4365042,2609542,111705,99725,33537499,19,19431,24121,54660,4998724,1814,290608,4152,8.34
37,4476273,2670720,114886,99725,36258591,19,19431,24121,55897,5111462,1814,290608,4152,7.51
38,4606374,2746221,117546,99725,35205405,19,19431,24121,57459,5243475,1814,290608,4152,8.96
39,4744565,2824099,120663,99725,36014656,19,19431,24121,59155,5382959,1814,290608,4152,9.49
40,4868162,2893975,123689,99725,36846173,19,19431,24121,60624,5506618,1814,290608,4152,8.28
41,4992884,2964847,127104,99725,37675348,19,19431,24121,62140,5632448,1814,290608,4152,8.54
42,5117993,3035604,130602,99725,38503168,19,19431,24121,63741,5758565,1814,290608,4152,8.59
43,5255012,3113300,133515,99725,39315369,19,19431,24121,65355,5895769,1814,290608,4152,9.27
44,5383120,3186538,136623,99725,40139495,19,19431,24121,66772,6023350,1814,290608,4152,8.66
45,5500773,3251874,140022,99725,40977218,19,19431,24121,68394,6144828,1814,290608,4152,8.33
46,5634476,3327263,142591,99725,41798764,19,19431,24121,69755,6275882,1814,290608,4152,8.94
47,5722702,3376729,145716,99725,42667948,19,19431,24121,71413,6370589,1814,290608,4152,5.92
48,5889151,3470907,148836,99725,43442028,19,19431,24121,72881,6532950,1814,290608,4152,11.34
49,6016641,3543609,152034,99725,44265125,19,19431,24121,74325,6661633,1814,290608,4152,8.63
50,6143680,3615660,155148,99725,45091853,19,19431,24121,75902,6789558,1814,290608,4152,8.63
51,6267198,3682780,158264,99725,45916786,19,19431,24121,77504,6916550,1814,290608,4152,8.63
52,6378569,3741541,161385,99725,46753076,19,19431,24121,78969,7035926,1814,290608,4152,8.07
