period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,wifi,esp_timer,ipc0,Heap,Stack,Mbps,main
0,443,744,4346829,8261,19,19480,24337,704132,3716,1836,290608,4152,0.01,98532
1,5823,11653,4520817,11128,19,19480,24337,717433,4949,1836,290608,4152,0.00,98532
2,5823,14243,5506466,12220,19,19480,24337,730166,6179,1836,290608,4152,0.00,98532
3,57657,16825,6365922,104552,19,19480,24337,836539,7733,1836,290608,4152,6.63,98532
4,94757,19608,7260654,175831,19,19480,24337,920088,9310,1836,290608,4152,5.14,98532
5,168521,22991,8075636,307766,19,19480,24337,1061543,10762,1836,290608,4152,9.69,98532
6,258750,25629,8849810,466536,19,19480,24337,1230546,12105,1836,290608,4152,11.96,98532
7,317414,28914,9690126,575522,19,19480,24337,1352797,13687,1836,290608,4152,8.17,98532
8,374215,31369,10529240,687171,19,19480,24337,1474742,15407,1836,290608,4152,8.00,98532
9,432358,34669,12423477,799089,19,19480,24337,1597125,16940,1836,290608,4152,8.28,98532
10,491815,37554,12209504,913013,19,19480,24337,1720337,18509,1836,290608,4152,8.39,98532
11,549608,39985,13051845,1025789,19,19480,24337,1841866,20156,1836,290608,4152,8.13,98532
12,603317,43030,13906108,1127104,19,19480,24337,1953294,21711,1836,290608,4152,7.55,98532
13,664145,46089,14738990,1245141,19,19480,24337,2083006,23245,1836,290608,4152,8.62,98532
14,724909,49145,15572084,1363328,19,19480,24337,2209582,24767,1836,290608,4152,8.62,98532
15,780393,52209,16417124,1472061,19,19480,24337,2329302,26395,1836,290608,4152,7.95,98532
16,842017,54821,17249474,1591569,19,19480,24337,2458510,28005,1836,290608,4152,8.51,98532
17,900852,57609,18090954,1704187,19,19480,24337,2582556,29556,1836,290608,4152,8.20,98532
18,953530,60726,18943935,1807273,19,19480,24337,2695549,31208,1836,290608,4152,7.55,98532
19,1013321,64273,21112281,1921894,19,19480,24337,2822360,32822,1836,290608,4152,8.48,98532
20,1070086,66998,20623719,2033391,19,19480,24337,2941888,34339,1836,290608,4152,8.10,98532
21,1134690,69770,21444209,2159590,19,19480,24337,3077412,35900,1836,290608,4152,9.28,98532
22,1188950,72858,22296727,2261757,19,19480,24337,3190959,37492,1836,290608,4152,7.55,98532
23,1249790,75989,23125696,2379754,19,19480,24337,3319910,39254,1836,290608,4152,8.63,98532
24,1311003,79142,23955482,2497796,19,19480,24337,3447608,40920,1836,290608,4152,8.57,98532
25,1365245,82086,24807989,2603964,19,19480,24337,3561977,42600,1836,290608,4152,7.55,98532
26,1418310,85222,25660452,2708682,19,19480,24337,3675629,44195,1836,290608,4152,7.62,98532
