period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,497,514,4345341,9798,19,19466,24060,3769,703039,1836,290608,4088,0.01,98940
1,4202,11703,4522602,13165,19,19466,24060,4989,715400,1836,290608,4088,0.00,98940
2,4202,14302,5508031,14413,19,19466,24060,6174,728342,1836,290608,4088,0.00,98940
3,126435,16884,6192377,235472,19,19466,24060,7573,953103,1836,290608,4088,16.17,98940
4,254996,19811,6882916,466332,19,19466,24060,8928,1178975,1836,290608,4088,16.72,98940
5,380976,23014,7563391,706695,19,19466,24060,10370,1402831,1836,290608,4088,16.44,98940
6,508242,25648,8256302,943744,19,19466,24060,11575,1623103,1836,290608,4088,16.43,98940
7,648305,28932,9997373,1192857,19,19466,24060,13103,1848980,1836,290608,4088,16.71,98940
8,783734,31602,10699641,1439227,19,19466,24060,14426,2074311,1836,290608,4088,16.64,98940
9,911667,34618,10328008,1675506,19,19466,24060,15746,2294841,1836,290608,4088,16.18,98940
10,1033283,38074,12152464,1907164,19,19466,24060,17061,2513851,1836,290608,4088,16.69,98940
11,1152971,41058,11712905,2143608,19,19466,24060,18349,2736981,1836,290608,4088,16.58,98940
12,1272667,43848,12405765,2371880,19,19466,24060,19694,2952092,1836,290608,4088,15.99,98940
13,1410107,47015,13085196,2620677,19,19466,24060,21151,3176026,1836,290608,4088,16.90,98940
14,1537270,49949,13778759,2852497,19,19466,24060,22574,3387060,1836,290608,4088,15.61,98940
15,1677161,53522,15833712,3074575,19,19466,24060,23997,3571135,1836,290608,4088,13.88,98940
16,1839941,56256,15170433,3327618,19,19466,24060,25454,3777635,1836,290608,4088,15.64,98940
17,1985884,59672,15860710,3569773,19,19466,24060,26813,3986737,1836,290608,4088,15.58,98940
18,2121401,62586,16547299,3805666,19,19466,24060,28235,4198630,1836,290608,4088,15.77,98940
19,2259515,65872,17236114,4047840,19,19466,24060,29720,4416299,1836,290608,4088,16.16,98940
20,2397141,69047,19433404,4292149,19,19466,24060,31220,4634210,1836,290608,4088,16.19,98940
21,2527069,71771,18606701,4523443,19,19466,24060,32597,4842980,1836,290608,4088,15.37,98940
22,2557080,74871,19516466,4583187,19,19466,24060,34364,4910324,1836,290608,4088,3.94,98940
23,2627706,78129,20336496,4711228,19,19466,24060,35846,5034243,1836,290608,4088,8.38,98940
24,2774695,81051,21009057,4964531,19,19466,24060,37239,5258208,1836,290608,4088,16.83,98940
25,2930595,84239,21652994,5236650,19,19466,24060,38787,5501528,1836,290608,4088,18.31,98940
26,3101214,87370,22280730,5532969,19,19466,24060,40321,5765029,1836,290608,4088,19.61,98940
27,3248287,90375,22919241,5812637,19,19466,24060,41513,6023846,1836,290608,4088,19.70,98940
28,3391654,92979,23553914,6089800,19,19466,24060,42982,6283285,1836,290608,4088,19.58,98940
29,3529527,96162,24202412,6354477,19,19466,24060,44330,6533361,1836,290608,4088,18.87,98940
30,3680284,99023,26744149,6646546,19,19466,24060,45731,6805973,1836,290608,4088,20.87,98940
31,3834842,101356,25441918,6944323,19,19466,24060,47111,7080651,1836,290608,4088,21.40,98940
