period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
1,422,0,4398950,7669,19,19502,24478,3605,699330,1836,290608,4152,0.01,100188
2,4264,11657,5404912,11759,19,19502,24478,5036,713305,1836,290608,4152,0.00,100188
3,4264,14152,5561386,13319,19,19502,24478,6273,726606,1836,290608,4152,0.00,100188
4,13955,16749,6506239,143350,19,19502,24478,7711,772363,1836,290608,4152,1.98,100188
5,35431,20016,8056377,355417,19,19502,24478,9086,845131,1836,290608,4152,4.28,100188
6,103737,23434,8160955,1218994,19,19502,24478,10267,1061803,1836,290608,4152,15.11,100188
7,161781,37778,8960506,1908863,19,19502,24478,11475,1235155,1836,290608,4152,11.97,100188
8,169517,40899,9911376,2084522,19,19502,24478,13017,1278047,1836,290608,4152,1.79,100188
9,171129,43437,10886855,2207994,19,19502,24478,14373,1300234,1836,290608,4152,0.20,100188
10,194296,48063,10888482,2519423,19,19502,24478,15895,1378534,1836,290608,4152,4.57,100188
11,245950,51398,12588518,3167024,19,19502,24478,17244,1547151,1836,290608,4152,11.26,100188
12,249703,54511,12092103,3304523,19,19502,24478,18934,1574537,1836,290608,4152,0.52,100188
13,321541,58197,14297568,4155058,19,19502,24478,20196,1784552,1836,290608,4152,15.20,100188
14,392186,61096,12340349,5036539,19,19502,24478,21252,2011236,1836,290608,4152,15.98,100188
15,451498,64589,12624240,5744743,19,19502,24478,22460,2185455,1836,290608,4152,12.41,100188
16,505582,68238,16615208,6392946,19,19502,24478,23628,2343559,1836,290608,4152,11.50,100188
17,545104,71325,17468287,6847451,19,19502,24478,24833,2458914,1836,290608,4152,7.81,100188
18,589804,74128,18301887,7374579,19,19502,24478,26003,2590701,1836,290608,4152,9.03,100188
19,633566,77128,19137133,7908643,19,19502,24478,27145,2725417,1836,290608,4152,9.12,100188
20,663735,80225,20013535,8290099,19,19502,24478,28456,2823973,1836,290608,4152,6.39,100188
21,706949,83437,15507471,8822052,19,19502,24478,29656,2948661,1836,290608,4152,8.65,100188
22,755225,87197,21690159,9400303,19,19502,24478,30785,3085902,1836,290608,4152,9.79,100188
23,768759,90273,22621011,9636431,19,19502,24478,32405,3143062,1836,290608,4152,3.04,100188
24,777263,93408,23572929,9825524,19,19502,24478,33957,3182952,1836,290608,4152,1.42,100188
25,846975,96740,17636052,10692085,19,19502,24478,35075,3403953,1836,290608,4152,15.79,100188
26,904569,104822,17915152,11409488,19,19502,24478,36269,3589943,1836,290608,4152,12.39,100188
27,948640,113786,25943341,11917645,19,19502,24478,37521,3718043,1836,290608,4152,8.76,100188
28,990271,116915,26778274,12421647,19,19502,24478,38773,3849048,1836,290608,4152,8.64,100188
29,1026442,120039,19398641,12900320,19,19502,24478,40137,3979282,1836,290608,4152,8.02,100188
30,1066456,123848,28466989,13355022,19,19502,24478,41691,4109948,1836,290608,4152,8.15,100188
31,1101759,127512,20486418,13805474,19,19502,24478,43194,4232853,1836,290608,4152,7.66,100188
32,1143578,131026,20971807,14326487,19,19502,24478,44749,4374124,1836,290608,4152,8.92,100188
33,1183894,134929,31009596,14829024,19,19502,24478,46166,4504422,1836,290608,4152,8.20,100188
34,1224968,138045,31842264,15324492,19,19502,24478,47642,4641387,1836,290608,4152,8.63,100188
35,1263773,141398,22438866,15841875,19,19502,24478,48982,4771872,1836,290608,4152,8.40,100188
36,1299334,145667,23009212,16271042,19,19502,24478,50397,4890397,1836,290608,4152,7.31,100188
37,1337945,148800,23524500,16752892,19,19502,24478,51957,5024118,1836,290608,4152,8.38,100188
38,1383150,152565,35218513,17340896,19,19502,24478,53214,5166303,1836,290608,4152,9.32,100188
39,1416517,156115,24513068,17755487,19,19502,24478,54440,5274429,1836,290608,4152,7.21,100188
40,1458272,159474,36929859,18296493,19,19502,24478,55661,5405363,1836,290608,4152,8.79,100188
41,1502149,175638,37774275,18835831,19,19502,24478,57114,5544794,1836,290608,4152,8.80,100188
42,1538352,179218,25952238,19326700,19,19502,24478,58523,5675206,1836,290608,4152,8.10,100188
43,1575025,183078,26499655,19778158,19,19502,24478,60018,5799496,1836,290608,4152,7.76,100188
44,1615112,186262,26969316,20306670,19,19502,24478,61643,5940460,1836,290608,4152,8.74,100188
45,1657882,190132,41129279,20805265,19,19502,24478,62982,6079719,1836,290608,4152,8.72,100188
46,1693012,193411,41984633,21277579,19,19502,24478,64320,6199782,1836,290608,4152,7.63,100188
47,1733662,195947,42817261,21771873,19,19502,24478,65719,6336886,1836,290608,4152,8.64,100188
48,1771521,199408,28994021,22260380,19,19502,24478,66930,6462396,1836,290608,4152,8.08,100188
49,1807671,202559,44528743,22711131,19,19502,24478,68307,6572691,1836,290608,4152,7.26,100188
50,1851634,205673,30031640,23205862,19,19502,24478,69691,6712998,1836,290608,4152,9.28,100188
51,1888208,209067,46209951,23686516,19,19502,24478,71030,6836699,1836,290608,4152,7.75,100188
52,1928753,211877,31033539,24189796,19,19502,24478,72489,6973122,1836,290608,4152,8.62,100188
53,1967186,215296,47900324,24623750,19,19502,24478,74053,7098060,1836,290608,4152,7.96,100188
54,2008415,218623,32078660,25136564,19,19502,24478,75437,7227402,1836,290608,4152,8.57,100188
55,2048408,221884,32523650,25684475,19,19502,24478,76738,7363001,1836,290608,4152,8.58,100188
56,2087808,225687,50424887,26194864,19,19502,24478,78041,7493559,1836,290608,4152,8.34,100188
57,2123987,228812,51276983,26660232,19,19502,24478,79447,7612314,1836,290608,4152,7.56,100188
58,2166024,231755,33994914,27195634,19,19502,24478,80861,7749757,1836,290608,4152,8.95,100188
59,2206608,235298,52955770,27704232,19,19502,24478,82310,7883886,1836,290608,4152,8.28,100188
60,2237674,238409,53829980,28109776,19,19502,24478,83641,7986270,1836,290608,4152,6.41,100188
61,2279897,241522,35510487,28662381,19,19502,24478,84972,8119178,1836,290608,4152,9.28,100188
62,2317507,244541,36030191,29133026,19,19502,24478,86168,8232483,1836,290608,4152,7.71,100188
63,2358392,248100,36509040,29641364,19,19502,24478,87351,8361427,1836,290608,4152,8.45,100188
64,2384338,251253,57265980,30045328,19,19502,24478,88666,8452843,1836,290608,4152,5.75,100188
65,2412674,254403,37709558,30437926,19,19502,24478,90275,8554093,1836,290608,4152,6.15,100188
66,2477851,258276,37872522,31257882,19,19502,24478,91409,8758291,1836,290608,4152,14.12,100188
67,2486132,261463,59854423,31431621,19,19502,24478,92944,8801043,1836,290608,4152,1.68,100188
68,2531895,264599,60676774,31986424,19,19502,24478,94335,8944946,1836,290608,4152,9.59,100188
69,2593820,267793,61436354,32756930,19,19502,24478,95487,9142187,1836,290608,4152,13.59,100188
70,2635989,270977,62266144,33252795,19,19502,24478,96896,9281288,1836,290608,4152,8.64,100188
71,2672245,274682,40389661,33708261,19,19502,24478,98374,9407766,1836,290608,4152,7.96,100188
72,2708090,278258,40938982,34162627,19,19502,24478,99881,9530362,1836,290608,4152,7.59,100188
73,2749595,282162,41451620,34649922,19,19502,24478,101400,9672567,1836,290608,4152,8.89,100188
74,2787827,286449,41971057,35140325,19,19502,24478,102795,9806198,1836,290608,4152,7.99,100188
75,2829321,290067,42425127,35689351,19,19502,24478,104119,9936190,1836,290608,4152,8.58,100188
76,2872262,292936,67352777,36173771,19,19502,24478,105320,10066047,1836,290608,4152,8.54,100188
77,2909846,300815,43421155,36678733,19,19502,24478,106666,10197175,1836,290608,4152,8.38,100188
78,2946453,312012,43997887,37128390,19,19502,24478,108178,10320627,1836,290608,4152,7.75,100188
79,2988595,315818,69905799,37629880,19,19502,24478,109737,10457224,1836,290608,4152,8.73,100188
80,3023676,321794,44981074,38148565,19,19502,24478,111243,10588916,1836,290608,4152,7.95,100188
81,3068725,329097,71577460,38688416,19,19502,24478,112642,10734672,1836,290608,4152,9.22,100188
82,3103674,332091,72431158,39130943,19,19502,24478,114089,10856804,1836,290608,4152,7.56,100188
83,3143222,335540,73263958,39680720,19,19502,24478,115515,10995933,1836,290608,4152,8.64,100188
84,3183041,338080,74098788,40202614,19,19502,24478,116986,11133388,1836,290608,4152,8.64,100188
85,3218195,341181,74950642,40642753,19,19502,24478,118427,11255715,1836,290608,4152,7.56,100188
