period,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,9619,360,103,95875,5243709,18,15702,13848,4087,708774,1823,290608,4144,0.01
1,10824,5690,11726,95875,5424026,18,15702,13848,5023,716882,1823,290608,4144,0.00
2,11723,5690,14327,95875,6413696,18,15702,13848,5995,725008,1823,290608,4144,0.00
3,425008,48231,16907,95875,7251205,18,15702,13848,6773,855706,1823,290608,4144,7.57
4,871271,92781,19652,95875,8082800,18,15702,13848,7645,991537,1823,290608,4144,8.24
5,1290204,130620,22500,95875,8947210,18,15702,13848,8429,1119878,1823,290608,4144,7.79
6,1850932,186178,26332,95875,9724345,18,15702,13848,9188,1282259,1823,290608,4144,10.31
7,2323306,233104,29420,95875,10549056,18,15702,13848,9813,1423190,1823,290608,4144,8.65
8,2793344,278149,32410,95875,11375416,18,15702,13848,10542,1562172,1823,290608,4144,8.65
9,3261849,324376,35458,95875,12204247,18,15702,13848,11328,1700654,1823,290608,4144,8.65
10,3734265,370363,38535,95875,13030603,18,15702,13848,11970,1841784,1823,290608,4144,8.65
11,4114628,407604,41526,95875,13888175,18,15702,13848,12806,1957434,1823,290608,4144,7.00
12,4602977,455193,44089,95875,14704638,18,15702,13848,13641,2105742,1823,290608,4144,9.04
13,5136461,506417,46686,95875,15510234,18,15702,13848,14455,2265455,1823,290608,4144,9.91
14,5604736,552197,49707,95875,16334065,18,15702,13848,15108,2407657,1823,290608,4144,8.65
15,6076952,599221,52210,95875,14060714,18,15702,13848,15993,2551567,1823,290608,4144,8.75
16,6570775,645955,56437,95875,14564938,18,15702,13848,16717,2702011,1823,290608,4144,9.06
17,7042178,691685,60132,95875,18813744,18,15702,13848,17438,2844848,1823,290608,4144,8.69
18,7521112,737784,63543,95875,15607518,18,15702,13848,18241,2986553,1823,290608,4144,8.81
19,8002266,783746,67319,95875,16120968,18,15702,13848,19036,3134237,1823,290608,4144,8.82
20,8482392,830576,70783,95875,21287508,18,15702,13848,19818,3280584,1823,290608,4144,8.79
21,8936237,874403,74137,95875,22126996,18,15702,13848,20701,3420604,1823,290608,4144,8.25
22,9421759,920945,77613,95875,17685501,18,15702,13848,21439,3570373,1823,290608,4144,8.97
23,9862068,962643,81164,95875,23792982,18,15702,13848,22370,3704051,1823,290608,4144,8.03
24,10347121,1007516,84609,95875,18771595,18,15702,13848,23237,3849819,1823,290608,4144,8.98
25,10812745,1051855,88719,95875,19310435,18,15702,13848,24005,3990269,1823,290608,4144,8.52
26,11317818,1099783,92105,95875,26294134,18,15702,13848,24714,4143114,1823,290608,4144,9.26
27,11807135,1147149,95938,95875,20306922,18,15702,13848,25404,4291780,1823,290608,4144,8.95
28,12196321,1184491,98929,95875,20907842,18,15702,13848,26298,4415228,1823,290608,4144,7.18
29,12758896,1238178,102779,95875,28775308,18,15702,13848,26980,4579075,1823,290608,4144,10.29
30,13198969,1280239,106002,95875,21893031,18,15702,13848,27690,4709209,1823,290608,4144,8.10
31,13701297,1328161,109570,95875,30437512,18,15702,13848,28535,4855998,1823,290608,4144,9.17
32,14172599,1373981,112226,95875,31263162,18,15702,13848,29282,4998725,1823,290608,4144,8.62
33,14644743,1417760,115335,95875,23415167,18,15702,13848,30093,5142505,1823,290608,4144,8.68
34,15029475,1455349,118712,95875,32948435,18,15702,13848,30984,5259388,1823,290608,4144,6.99
35,15594056,1510685,122298,95875,33744174,18,15702,13848,31756,5422551,1823,290608,4144,10.42
36,16088059,1556638,125735,95875,24959950,18,15702,13848,32574,5572238,1823,290608,4144,9.00
