period,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,10470,443,742,99307,5163998,19,19461,24179,4811,711326,1836,290608,4152,0.02
1,12997,5978,11676,99307,5335352,19,19461,24179,6198,724905,1836,290608,4152,0.00
2,13639,5978,14249,99307,6323447,19,19461,24179,7343,737907,1836,290608,4152,0.00
3,840948,84728,16976,99307,7317521,19,19461,24179,8610,971351,1836,290608,4152,16.49
4,1605407,154049,20735,99307,7546378,19,19461,24179,9924,1183818,1836,290608,4152,15.07
5,2394015,229080,24292,99307,7754234,19,19461,24179,11201,1394398,1836,290608,4152,15.29
6,3196843,302936,27238,99307,7935784,19,19461,24179,12524,1615135,1836,290608,4152,15.76
7,4090272,382431,31084,99307,8029576,19,19461,24179,13807,1859488,1836,290608,4152,17.64
8,4985330,462033,34614,99307,8128746,19,19461,24179,14967,2107135,1836,290608,4152,17.56
9,5858825,538161,37944,99307,8248168,19,19461,24179,16283,2350124,1836,290608,4152,17.19
10,6734098,616293,40934,99307,8361678,19,19461,24179,17536,2591337,1836,290608,4152,17.31
11,7623647,693896,44244,99307,8465371,19,19461,24179,18832,2838635,1836,290608,4152,17.52
12,8493856,771743,48356,99307,8587687,19,19461,24179,20119,3081599,1836,290608,4152,17.07
13,9370860,849902,51704,99307,8702436,19,19461,24179,21408,3321442,1836,290608,4152,17.29
14,10180478,924069,54977,99307,14884132,19,19461,24179,22661,3543934,1836,290608,4152,15.80
15,10971186,997602,58580,99307,9084613,19,19461,24179,23785,3759276,1836,290608,4152,15.64
16,11808293,1073207,62284,99307,9238693,19,19461,24179,24985,3988078,1836,290608,4152,16.56
17,12641299,1148416,65821,99307,9399270,19,19461,24179,26196,4217142,1836,290608,4152,16.47
18,13492292,1224036,68889,99307,9548059,19,19461,24179,27463,4449496,1836,290608,4152,16.78
19,14377938,1303093,72883,99307,9647069,19,19461,24179,28748,4690535,1836,290608,4152,17.47
20,15235414,1381096,75916,99307,9779442,19,19461,24179,30000,4923846,1836,290608,4152,16.90
21,16027924,1456017,79534,99307,9981199,19,19461,24179,31225,5141831,1836,290608,4152,15.50
22,16841311,1529576,82985,99307,10159592,19,19461,24179,32483,5360342,1836,290608,4152,15.93
23,17721918,1611466,86790,99307,10267250,19,19461,24179,33719,5595422,1836,290608,4152,17.33
24,18472657,1681340,89922,99307,10512286,19,19461,24179,34970,5802272,1836,290608,4152,14.71
25,19186565,1749401,93661,99307,22864009,19,19461,24179,36281,5995845,1836,290608,4152,13.81
26,19841683,1816114,96538,99307,11127559,19,19461,24179,37435,6170887,1836,290608,4152,12.71
27,20477928,1881134,100129,99307,24430040,19,19461,24179,38542,6335886,1836,290608,4152,12.26
28,21144460,1949219,103060,99307,25210953,19,19461,24179,39791,6508345,1836,290608,4152,12.84
29,21791785,2012782,106677,99307,12159032,19,19461,24179,41047,6677915,1836,290608,4152,12.64
30,22543210,2084637,109447,99307,12399061,19,19461,24179,42260,6878084,1836,290608,4152,14.64
31,23395853,2161407,113561,99307,12543871,19,19461,24179,43569,7110722,1836,290608,4152,16.56
32,24179798,2232732,116548,99307,28207086,19,19461,24179,44816,7326662,1836,290608,4152,15.25
33,24960551,2303555,119798,99307,12961430,19,19461,24179,46085,7541512,1836,290608,4152,15.28
34,25757920,2380405,123358,99307,13160336,19,19461,24179,47340,7753919,1836,290608,4152,15.47
35,26418576,2448618,126799,99307,13496003,19,19461,24179,48533,7932158,1836,290608,4152,12.72
36,27083283,2514636,130052,99307,13824430,19,19461,24179,49698,8111723,1836,290608,4152,12.82
37,27883334,2588826,133715,99307,14013281,19,19461,24179,50779,8321116,1836,290608,4152,15.63
38,28723027,2668939,137083,99307,14166023,19,19461,24179,52034,8538685,1836,290608,4152,16.40
39,29540768,2745766,140713,99307,33421198,19,19461,24179,53298,8752412,1836,290608,4152,15.84
40,30381582,2824659,143719,99307,14488148,19,19461,24179,54563,8978848,1836,290608,4152,16.51
41,31201600,2899966,147366,99307,14662555,19,19461,24179,55910,9199192,1836,290608,4152,15.98
42,31924702,2969859,151507,99307,14927323,19,19461,24179,57096,9394745,1836,290608,4152,14.11
43,32564465,3035411,155187,99307,36400562,19,19461,24179,58301,9571751,1836,290608,4152,12.37
44,33257681,3103443,158316,99307,15590182,19,19461,24179,59536,9757931,1836,290608,4152,13.51
45,33976316,3173273,162124,99307,15866375,19,19461,24179,60662,9951648,1836,290608,4152,13.97
46,34792791,3249539,165567,99307,38656649,19,19461,24179,61942,10168549,1836,290608,4152,16.05
47,35475050,3314767,169222,99307,16369215,19,19461,24179,63196,10352958,1836,290608,4152,13.19
48,35907814,3365308,172018,99307,40272924,19,19461,24179,64339,10470186,1836,290608,4152,8.31
49,36294215,3418460,175030,99307,41129175,19,19461,24179,65446,10572920,1836,290608,4152,7.24
50,36711774,3475630,177734,99307,18111981,19,19461,24179,66516,10683004,1836,290608,4152,7.80
51,37162635,3535590,181013,99307,42809995,19,19461,24179,67509,10801400,1836,290608,4152,8.42
