period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,esp_timer,wifi,sys_evt,ipc0,Heap,Stack,Mbps,main
88,11394524,267799,69277404,19883234,19,19480,125891,19876613,24389,1836,290608,4072,14.77,98663
89,11537162,270668,70035751,20098482,19,19480,127360,20065930,24389,1836,290608,4072,14.18,98663
90,11695481,273894,66050673,20329954,19,19480,128646,20264071,24389,1836,290608,4072,15.55,98663
91,11856065,276824,66715920,20573181,19,19480,130146,20478187,24389,1836,290608,4072,16.17,98663
92,11980942,279873,67408240,20793043,19,19480,131602,20691813,24389,1836,290608,4072,15.85,98663
93,12149050,282717,68046526,21071543,19,19480,132978,20948028,24389,1836,290608,4072,19.34,98663
94,12307386,286042,73577830,21336805,19,19480,134333,21195361,24389,1836,290608,4072,18.51,98663
95,12441781,289070,69378762,21577207,19,19480,135599,21427791,24389,1836,290608,4072,17.74,98663
96,12566580,291659,70071601,21799293,19,19480,136972,21644656,24389,1836,290608,4072,16.21,98663
97,12698818,295142,70755126,22030902,19,19480,138220,21870665,24389,1836,290608,4072,16.67,98663
98,12826684,298429,76515297,22258677,19,19480,139409,22093455,24389,1836,290608,4072,16.74,98663
99,12957169,301367,72127452,22487150,19,19480,140839,22317673,24389,1836,290608,4072,16.34,98663
100,13091996,304692,72804146,22720465,19,19480,142317,22540567,24389,1836,290608,4072,16.37,98663
101,13226221,307855,73491641,22952382,19,19480,143870,22762096,24389,1836,290608,4072,16.58,98663
102,13363159,310601,79439299,23188269,19,19480,145443,22985459,24389,1836,290608,4072,16.66,98663
103,13501317,313877,74867148,23423957,19,19480,146824,23209605,24389,1836,290608,4072,16.49,98663
104,13635136,317453,75564112,23656746,19,19480,148176,23433572,24389,1836,290608,4072,16.71,98663
105,13767544,320576,81589516,23887910,19,19480,149523,23654909,24389,1836,290608,4072,16.56,98663
106,13896638,323402,76961920,24118569,19,19480,150841,23879827,24389,1836,290608,4072,16.33,98663
107,14019357,326921,83048295,24340831,19,19480,152214,24097393,24389,1836,290608,4072,16.46,98663
108,14153324,330112,78334717,24574814,19,19480,153624,24319683,24389,1836,290608,4072,16.67,98663
109,14291810,332698,79012732,24811637,19,19480,155102,24541766,24389,1836,290608,4072,16.47,98663
110,14421248,336141,79694677,25039599,19,19480,156589,24761381,24389,1836,290608,4072,16.23,98663
111,14559865,339080,80377813,25274893,19,19480,157950,24987151,24389,1836,290608,4072,16.66,98663
112,14691204,341853,86697743,25505812,19,19480,159268,25210300,24389,1836,290608,4072,16.48,98663
113,14826761,344953,81772008,25734197,19,19480,160415,25429131,24389,1836,290608,4072,16.34,98663
114,14954922,348393,82460209,25959120,19,19480,161844,25649583,24389,1836,290608,4072,16.30,98663
115,15093536,351178,88874304,26196831,19,19480,163160,25873442,24389,1836,290608,4072,16.93,98663
116,15225111,354270,83831739,26425317,19,19480,164620,26093962,24389,1836,290608,4072,16.06,98663
117,15360807,357196,90333749,26661126,19,19480,165978,26319730,24389,1836,290608,4072,16.69,98663
118,15498095,360619,85207936,26900383,19,19480,167468,26545651,24389,1836,290608,4072,16.68,98663
119,15640429,363170,85901812,27136814,19,19480,168804,26762415,24389,1836,290608,4072,16.24,98663
120,15781468,366628,86582622,27375723,19,19480,170245,26985197,24389,1836,290608,4072,16.77,98663
121,15918779,369537,87274573,27609213,19,19480,171637,27209664,24389,1836,290608,4072,16.30,98663
122,16046383,372538,87965213,27832884,19,19480,172999,27427837,24389,1836,290608,4072,16.27,98663
123,16166237,375362,88655652,28051972,19,19480,174352,27641005,24389,1836,290608,4072,16.14,98663
124,16314845,378700,89352363,28280313,19,19480,175745,27837881,24389,1836,290608,4072,14.97,98663
125,16475136,381632,90011223,28528074,19,19480,177271,28056096,24389,1836,290608,4072,16.44,98663
126,16624467,384658,90664188,28775020,19,19480,178731,28283025,24389,1836,290608,4072,16.82,98663
127,16773171,387639,97591833,29032448,19,19480,180225,28524918,24389,1836,290608,4072,17.91,98663
128,16925166,391097,91990559,29284166,19,19480,181774,28755225,24389,1836,290608,4072,17.09,98663
129,17069128,393812,92681063,29522269,19,19480,183060,28979731,24389,1836,290608,4072,16.47,98663
130,17190889,396156,93383874,29738523,19,19480,184427,29189843,24389,1836,290608,4072,15.50,98663
131,17322863,398729,94066776,29967257,19,19480,186008,29410081,24389,1836,290608,4072,16.35,98663
132,17458088,402476,101198115,30203456,19,19480,187306,29635160,24389,1836,290608,4072,17.07,98663
133,17610331,405870,95422511,30453831,19,19480,188727,29867595,24389,1836,290608,4072,17.26,98663
134,17745458,408688,96111717,30686604,19,19480,189917,30092932,24389,1836,290608,4072,16.54,98663
135,17878248,411953,96788503,30916681,19,19480,191480,30313617,24389,1836,290608,4072,16.27,98663
136,18003004,415564,104098894,31139716,19,19480,192810,30531833,24389,1836,290608,4072,16.02,98663
137,18124610,418615,98173445,31355667,19,19480,194357,30741074,24389,1836,290608,4072,15.55,98663
138,18255157,422059,98840838,31590551,19,19480,195751,30966291,24389,1836,290608,4072,17.01,98663
139,18385287,424867,106341918,31821773,19,19480,197133,31187159,24389,1836,290608,4072,16.47,98663
140,18532226,428004,107049395,32075702,19,19480,198620,31425126,24389,1836,290608,4072,17.85,98663
141,18664763,431344,100867274,32303671,19,19480,200076,31642094,24389,1836,290608,4072,16.17,98663
142,18797491,433987,101543692,32539196,19,19480,201709,31865030,24389,1836,290608,4072,16.60,98663
143,18924266,436865,102234339,32765588,19,19480,203067,32085006,24389,1836,290608,4072,16.39,98663
144,19046633,439671,102920325,32988963,19,19480,204376,32307543,24389,1836,290608,4072,16.49,98663
145,19181772,443121,103598904,33220523,19,19480,205835,32524775,24389,1836,290608,4072,16.20,98663
146,19315976,446745,111498431,33452698,19,19480,207357,32744598,24389,1836,290608,4072,16.29,98663
147,19466494,449349,104955271,33692160,19,19480,208633,32959957,24389,1836,290608,4072,16.32,98663
148,19627796,452337,105615175,33934251,19,19480,209955,33170417,24389,1836,290608,4072,16.30,98663
149,19797960,455412,106275205,34189537,19,19480,211281,33387412,24389,1836,290608,4072,16.84,98663
150,19954623,458528,106928447,34442779,19,19480,212773,33619667,24389,1836,290608,4072,17.23,98663
151,20094000,461970,107610754,34674940,19,19480,214310,33839384,24389,1836,290608,4072,16.30,98663
152,20236327,465250,108289144,34913695,19,19480,215771,34065260,24389,1836,290608,4072,16.58,98663
153,20368706,468626,108976696,35144076,19,19480,217215,34285141,24389,1836,290608,4072,16.42,98663
154,20509609,471042,109668337,35378104,19,19480,218380,34509419,24389,1836,290608,4072,16.47,98663
155,20651823,474279,110352409,35616137,19,19480,219698,34734400,24389,1836,290608,4072,16.71,98663
156,20794675,477594,111037394,35852778,19,19480,221099,34955562,24389,1836,290608,4072,16.57,98663
157,20934408,480652,111723635,36091662,19,19480,222530,35179567,24389,1836,290608,4072,16.19,98663
158,21066709,484423,112398648,36325669,19,19480,224024,35402904,24389,1836,290608,4072,16.69,98663
159,21206681,487115,113077324,36563680,19,19480,225265,35622409,24389,1836,290608,4072,16.33,98663
160,21350329,489780,113750484,36805050,19,19480,226718,35847673,24389,1836,290608,4072,16.62,98663
161,21486511,492808,114436582,37038132,19,19480,228153,36066860,24389,1836,290608,4072,16.24,98663
162,21633977,496019,123015896,37284917,19,19480,229673,36297359,24389,1836,290608,4072,17.03,98663
163,21770343,498436,115811660,37518786,19,19480,231025,36516577,24389,1836,290608,4072,16.17,98663
164,21906277,501877,116486776,37753398,19,19480,232334,36739449,24389,1836,290608,4072,16.73,98663
165,22039997,505076,117175573,37987748,19,19480,233625,36965110,24389,1836,290608,4072,16.69,98663
166,22167299,508039,117881271,38203491,19,19480,234936,37171884,24389,1836,290608,4072,15.24,98663
167,22328672,510997,126656773,38451290,19,19480,236522,37389362,24389,1836,290608,4072,16.37,98663
168,22500038,514273,119181013,38711686,19,19480,237978,37614139,24389,1836,290608,4072,17.33,98663
169,22662490,517535,128058344,38964056,19,19480,239477,37833581,24389,1836,290608,4072,16.63,98663
170,22816298,520806,128788930,39202186,19,19480,241000,38043712,24389,1836,290608,4072,15.83,98663
171,22987069,523830,121184376,39465177,19,19480,242547,38274815,24389,1836,290608,4072,17.13,98663
172,23122545,526675,121863945,39702365,19,19480,243936,38501673,24389,1836,290608,4072,16.53,98663
173,23256544,530462,130924019,39934764,19,19480,245398,38724174,24389,1836,290608,4072,16.62,98663
174,23391686,533253,123233482,40168925,19,19480,246869,38946493,24389,1836,290608,4072,16.49,98663
175,23524386,535871,123913501,40401533,19,19480,248273,39168282,24389,1836,290608,4072,16.49,98663
176,23662014,538958,133116822,40637192,19,19480,249708,39389339,24389,1836,290608,4072,16.59,98663
177,23799429,541697,125281570,40873512,19,19480,251171,39610256,24389,1836,290608,4072,16.54,98663
178,23934302,544334,125962247,41106113,19,19480,252577,39833995,24389,1836,290608,4072,16.47,98663
179,24064093,546817,126652185,41333485,19,19480,253995,40057371,24389,1836,290608,4072,16.27,98663
