period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,esp_timer,wifi,sys_evt,ipc0,Heap,Stack,Mbps,main
0,421,229,4443734,7335,19,19480,3720,703981,24389,1836,290608,4072,0.01,98663
1,3856,11684,4616971,11604,19,19480,5055,717947,24389,1836,290608,4072,0.00,98663
2,3856,14264,5602025,12948,19,19480,6336,731216,24389,1836,290608,4072,0.00,98663
3,123207,16883,6294841,219184,19,19480,7746,946264,24389,1836,290608,4072,15.79,98663
4,261475,20456,6975951,449110,19,19480,9081,1175723,24389,1836,290608,4072,17.01,98663
5,396657,23447,7659833,683854,19,19480,10338,1402985,24389,1836,290608,4072,16.75,98663
6,527481,26151,8344317,910634,19,19480,11731,1621946,24389,1836,290608,4072,16.17,98663
7,657516,28930,10161612,1140465,19,19480,13086,1842178,24389,1836,290608,4072,16.28,98663
8,803175,31679,10867275,1386194,19,19480,14501,2074944,24389,1836,290608,4072,17.13,98663
9,936324,34636,10385904,1613295,19,19480,15903,2295590,24389,1836,290608,4072,16.30,98663
10,1062289,37678,11083066,1838410,19,19480,17211,2514459,24389,1836,290608,4072,15.98,98663
11,1192955,40874,11759438,2070382,19,19480,18646,2740007,24389,1836,290608,4072,16.96,98663
12,1320143,43227,12453885,2298141,19,19480,19854,2960136,24389,1836,290608,4072,16.46,98663
13,1440648,46098,13147065,2516164,19,19480,21378,3176427,24389,1836,290608,4072,15.82,98663
14,1567118,49287,13825183,2744180,19,19480,22845,3395872,24389,1836,290608,4072,16.70,98663
15,1705751,52104,14508119,2977256,19,19480,24512,3613352,24389,1836,290608,4072,15.95,98663
16,1856753,55284,16724965,3226623,19,19480,25909,3844793,24389,1836,290608,4072,17.29,98663
17,1994447,57550,15881249,3464431,19,19480,27161,4073828,24389,1836,290608,4072,16.92,98663
18,2111589,60300,16571979,3683290,19,19480,28453,4294718,24389,1836,290608,4072,16.47,98663
19,2236327,62899,17252476,3910630,19,19480,29892,4521413,24389,1836,290608,4072,16.43,98663
20,2369077,65844,17937939,4144420,19,19480,31218,4748154,24389,1836,290608,4072,16.56,98663
21,2505206,68069,18631590,4379878,19,19480,32553,4973874,24389,1836,290608,4072,16.55,98663
22,2626940,70642,19325130,4603185,19,19480,33906,5192704,24389,1836,290608,4072,16.37,98663
23,2744622,73276,21868876,4827260,19,19480,35297,5420836,24389,1836,290608,4072,16.66,98663
24,2863020,76579,22619013,5045755,19,19480,36633,5640915,24389,1836,290608,4072,16.42,98663
25,2993108,79433,21401719,5277451,19,19480,38077,5862598,24389,1836,290608,4072,16.48,98663
26,3123870,81974,22092458,5508766,19,19480,39403,6082830,24389,1836,290608,4072,16.55,98663
27,3251532,84715,22789492,5738792,19,19480,40746,6306714,24389,1836,290608,4072,16.60,98663
28,3377297,87699,25537768,5966524,19,19480,42183,6531684,24389,1836,290608,4072,16.34,98663
29,3510194,90641,24175433,6198339,19,19480,43585,6756339,24389,1836,290608,4072,16.51,98663
30,3633142,93828,24863802,6421599,19,19480,44917,6980180,24389,1836,290608,4072,16.40,98663
31,3758888,97305,25541438,6649556,19,19480,46393,7202671,24389,1836,290608,4072,16.52,98663
32,3894370,100046,26224022,6884953,19,19480,47844,7425543,24389,1836,290608,4072,16.87,98663
33,4029925,103285,26917049,7119567,19,19480,49191,7650769,24389,1836,290608,4072,16.56,98663
34,4152508,105482,27616781,7341570,19,19480,50411,7872517,24389,1836,290608,4072,16.17,98663
35,4281179,108666,30669735,7570708,19,19480,51755,8094057,24389,1836,290608,4072,16.59,98663
36,4411154,111455,31406188,7796270,19,19480,52982,8310446,24389,1836,290608,4072,16.08,98663
37,4550671,114136,29684630,8032434,19,19480,54318,8532061,24389,1836,290608,4072,16.66,98663
38,4698537,117126,32829659,8278233,19,19480,55947,8761312,24389,1836,290608,4072,16.93,98663
39,4829609,120265,33569645,8504664,19,19480,57298,8975209,24389,1836,290608,4072,15.72,98663
40,4977804,123180,31723772,8756498,19,19480,58908,9208027,24389,1836,290608,4072,17.13,98663
41,5126173,126392,32425801,8995562,19,19480,60203,9429730,24389,1836,290608,4072,16.50,98663
42,5268547,129516,33113023,9232263,19,19480,61515,9653344,24389,1836,290608,4072,16.49,98663
43,5402835,132176,33788233,9466578,19,19480,63004,9875952,24389,1836,290608,4072,16.48,98663
44,5541316,135647,37144021,9704618,19,19480,64527,10102507,24389,1836,290608,4072,16.69,98663
45,5674266,138167,35160636,9930537,19,19480,65923,10315865,24389,1836,290608,4072,15.83,98663
46,5815467,141281,35824889,10174286,19,19480,67511,10546996,24389,1836,290608,4072,17.07,98663
47,5952578,144190,36508706,10406023,19,19480,68945,10766214,24389,1836,290608,4072,16.38,98663
48,6087239,146995,40061022,10640546,19,19480,70526,10989470,24389,1836,290608,4072,16.89,98663
49,6224670,150328,37875430,10877720,19,19480,72025,11212936,24389,1836,290608,4072,16.27,98663
50,6356212,153510,38559730,11104397,19,19480,73548,11430844,24389,1836,290608,4072,16.28,98663
51,6488723,156504,42261255,11337981,19,19480,75040,11656007,24389,1836,290608,4072,16.74,98663
52,6622305,159511,39921478,11571116,19,19480,76652,11879457,24389,1836,290608,4072,16.47,98663
53,6747685,162930,43735451,11795527,19,19480,77987,12096836,24389,1836,290608,4072,16.51,98663
54,6883296,165784,41304512,12032447,19,19480,79385,12323428,24389,1836,290608,4072,16.70,98663
55,7022475,168967,41989946,12267127,19,19480,80779,12546520,24389,1836,290608,4072,16.32,98663
56,7152993,172001,45910766,12496474,19,19480,82251,12766328,24389,1836,290608,4072,16.44,98663
57,7286259,175186,43372178,12726002,19,19480,83462,12985304,24389,1836,290608,4072,16.53,98663
58,7421333,178239,44058936,12957687,19,19480,84684,13208448,24389,1836,290608,4072,16.50,98663
59,7559806,180999,44737428,13193886,19,19480,86142,13431173,24389,1836,290608,4072,16.48,98663
60,7691731,184098,45427255,13421790,19,19480,87579,13653421,24389,1836,290608,4072,16.33,98663
61,7818373,186607,46116709,13648321,19,19480,88848,13876681,24389,1836,290608,4072,16.46,98663
62,7944671,189683,46801116,13875502,19,19480,90247,14098723,24389,1836,290608,4072,16.66,98663
63,8079368,192242,47492399,14106034,19,19480,91604,14318326,24389,1836,290608,4072,16.40,98663
64,8225289,195216,48189917,14349278,19,19480,92987,14543980,24389,1836,290608,4072,16.76,98663
65,8364419,198937,48884830,14587092,19,19480,94335,14770171,24389,1836,290608,4072,16.25,98663
66,8484228,201843,53180225,14808870,19,19480,95633,14991894,24389,1836,290608,4072,16.52,98663
67,8607454,204929,50277825,15026777,19,19480,97025,15201762,24389,1836,290608,4072,15.70,98663
68,8750419,207415,54624547,15270286,19,19480,98281,15435207,24389,1836,290608,4072,17.38,98663
69,8885383,210434,51652156,15500480,19,19480,99709,15658066,24389,1836,290608,4072,16.34,98663
70,9013272,212963,52330419,15729860,19,19480,101163,15877051,24389,1836,290608,4072,16.31,98663
71,9147995,215779,52993192,15968407,19,19480,102693,16103487,24389,1836,290608,4072,16.70,98663
72,9275546,218633,53675894,16194944,19,19480,104089,16323491,24389,1836,290608,4072,16.24,98663
73,9401643,221240,58323038,16423296,19,19480,105235,16549496,24389,1836,290608,4072,16.70,98663
74,9535415,224274,55045927,16655727,19,19480,106537,16775771,24389,1836,290608,4072,16.76,98663
75,9659302,227346,59786526,16877614,19,19480,107919,16995748,24389,1836,290608,4072,16.29,98663
76,9792635,229981,56429461,17110680,19,19480,109268,17220222,24389,1836,290608,4072,16.41,98663
77,9924803,233382,57112377,17340221,19,19480,110528,17439746,24389,1836,290608,4072,16.39,98663
78,10052678,236309,61996738,17566642,19,19480,111981,17657765,24389,1836,290608,4072,16.37,98663
79,10203968,239666,58465573,17815662,19,19480,113335,17889578,24389,1836,290608,4072,17.00,98663
80,10347940,242440,63412830,18052810,19,19480,114607,18112128,24389,1836,290608,4072,16.60,98663
81,10476154,245462,59845859,18279879,19,19480,115981,18336003,24389,1836,290608,4072,16.28,98663
82,10588535,248872,60552079,18489327,19,19480,117400,18547726,24389,1836,290608,4072,15.61,98663
83,10722899,251851,61242565,18723654,19,19480,118808,18768382,24389,1836,290608,4072,16.43,98663
84,10871561,255127,61908619,18974268,19,19480,120309,19004484,24389,1836,290608,4072,17.50,98663
85,11007837,258399,62596390,19209063,19,19480,121787,19228276,24389,1836,290608,4072,16.26,98663
86,11146895,261052,63271748,19447453,19,19480,123177,19454791,24389,1836,290608,4072,16.80,98663
87,11276594,264321,63960377,19676769,19,19480,124601,19679516,24389,1836,290608,4072,16.50,98663
