period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,536,4159,4208639,7104,18,19510,24329,3422,697193,1888,206992,4152,0.01
1,6098,14476,4388988,10379,18,19510,24329,4959,713202,1888,206992,4152,0.00
2,6098,17064,5373557,11408,18,19510,24329,6249,726151,1888,206992,4152,0.00
3,130618,19644,6076924,245626,18,19510,24329,7424,958064,1888,206992,4152,16.37
4,248519,22993,6779648,488410,18,19510,24329,8586,1194784,1888,206992,4152,16.74
5,363696,25855,7484013,805870,18,19510,24329,9756,1429286,1888,206992,4152,16.22
6,473056,28988,8196135,1115715,18,19510,24329,10973,1655001,1888,206992,4152,15.95
7,593935,31503,8883435,1446870,18,19510,24329,12246,1899618,1888,206992,4152,17.42
8,703498,33960,9589614,1760560,18,19510,24329,13322,2128177,1888,206992,4152,16.21
9,819519,37458,10818914,2080021,18,19510,24329,14497,2360724,1888,206992,4152,16.74
10,933254,40199,11001616,2400978,18,19510,24329,15733,2594605,1888,206992,4152,16.47
11,1046375,43404,11704536,2717310,18,19510,24329,16934,2824601,1888,206992,4152,16.44
12,1160579,46883,12404991,3037388,18,19510,24329,18094,3059858,1888,206992,4152,16.71
13,1274015,50141,13106094,3357338,18,19510,24329,19337,3293873,1888,206992,4152,16.75
14,1384932,52702,13814961,3671961,18,19510,24329,20665,3524696,1888,206992,4152,16.19
15,1496171,55896,14522305,3988643,18,19510,24329,21831,3755094,1888,206992,4152,16.41
16,1610614,58649,15228618,4310723,18,19510,24329,23009,3991643,1888,206992,4152,16.43
17,1725150,61835,15936898,4628553,18,19510,24329,24042,4222788,1888,206992,4152,16.49
18,1840810,65014,16538082,4947188,18,19510,24329,25513,4455963,1888,206992,4152,16.73
19,1957092,76526,17368000,5298901,18,19510,24329,26797,4697878,1888,206992,4152,17.15
20,2073574,79386,18075670,5618886,18,19510,24329,27910,4931726,1888,206992,4152,16.62
21,2187144,82113,18783937,5934485,18,19510,24329,29040,5161724,1888,206992,4152,16.24
22,2300667,85244,19076371,6253400,18,19510,24329,30333,5395939,1888,206992,4152,16.79
23,2417459,88403,20195471,6576411,18,19510,24329,31453,5633992,1888,206992,4152,16.48
24,2530340,91273,20898306,6894159,18,19510,24329,32667,5866319,1888,206992,4152,16.45
25,2643781,94791,21599766,7212899,18,19510,24329,33943,6100384,1888,206992,4152,16.71
26,2759292,97526,22303425,7535560,18,19510,24329,35120,6337645,1888,206992,4152,16.61
