period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
27,2871413,100133,23007512,7850677,18,19510,24329,36464,6567906,1888,206992,4152,16.30
28,2984639,103411,23709220,8167164,18,19510,24329,37592,6799456,1888,206992,4152,16.43
29,3099123,106467,23517922,8489520,18,19510,24329,38869,7037271,1888,206992,4152,16.74
30,3214977,109177,25117960,8807099,18,19510,24329,39991,7269136,1888,206992,4152,16.48
31,3328244,112518,25816979,9122440,18,19510,24329,41109,7500745,1888,206992,4152,16.38
32,3442495,115650,26514094,9442605,18,19510,24329,42391,7736286,1888,206992,4152,16.76
33,3558670,118656,27209849,9762348,18,19510,24329,43605,7971065,1888,206992,4152,16.50
34,3671590,121562,27917478,10076311,18,19510,24329,44831,8200098,1888,206992,4152,16.39
35,3787803,124333,28616946,10398223,18,19510,24329,46027,8437358,1888,206992,4152,16.61
36,3901218,127437,27981160,10717630,18,19510,24329,47218,8671627,1888,206992,4152,16.53
37,4015278,130518,30028477,11041160,18,19510,24329,48324,8901264,1888,206992,4152,16.19
38,4131189,138889,30737258,11380613,18,19510,24329,49589,9140680,1888,206992,4152,16.73
39,4250142,146510,31446479,11717533,18,19510,24329,50715,9378502,1888,206992,4152,17.27
40,4366050,148958,30492056,12038050,18,19510,24329,51936,9611475,1888,206992,4152,16.58
41,4476268,151989,32864653,12352073,18,19510,24329,53046,9839358,1888,206992,4152,16.34
42,4587837,154494,33566728,12672170,18,19510,24329,54353,10072156,1888,206992,4152,16.49
43,4704718,157317,34263633,12996032,18,19510,24329,55606,10309169,1888,206992,4152,16.66
44,4817914,160297,34970674,13313919,18,19510,24329,56870,10540753,1888,206992,4152,16.45
45,4931056,163446,33669951,13630955,18,19510,24329,57999,10767629,1888,206992,4152,16.19
46,5047010,166520,36383290,13953365,18,19510,24329,59100,11003467,1888,206992,4152,16.96
47,5160844,169538,37086785,14271695,18,19510,24329,60357,11234993,1888,206992,4152,16.49
48,5274753,172800,37789589,14586092,18,19510,24329,61682,11468987,1888,206992,4152,16.38
49,5390484,175831,38492438,14905224,18,19510,24329,62821,11703441,1888,206992,4152,16.54
50,5505813,179021,39198408,15225756,18,19510,24329,64035,11936106,1888,206992,4152,16.64
51,5619650,181816,39903345,15539859,18,19510,24329,65169,12168765,1888,206992,4152,16.27
52,5736228,185016,40605055,15860571,18,19510,24329,66524,12403723,1888,206992,4152,16.71
53,5851975,188191,41308443,16181230,18,19510,24329,67694,12639368,1888,206992,4152,16.75
54,5961187,191070,42014565,16494312,18,19510,24329,69015,12868248,1888,206992,4152,16.19
55,6077769,194405,39995186,16815277,18,19510,24329,70211,13102659,1888,206992,4152,16.73
56,6194235,197102,43424752,17136012,18,19510,24329,71300,13335623,1888,206992,4152,16.63
57,6306521,199705,44127403,17453188,18,19510,24329,72511,13568126,1888,206992,4152,16.28
58,6422022,203080,44827360,17776489,18,19510,24329,73768,13802108,1888,206992,4152,16.73
59,6537605,205875,45526395,18101194,18,19510,24329,74985,14035293,1888,206992,4152,16.64
60,6647955,213601,46244445,18446583,18,19510,24329,76242,14268499,1888,206992,4152,16.39
61,6772264,220812,43825036,18775657,18,19510,24329,77502,14508709,1888,206992,4152,17.11
62,6889303,223808,44456608,19097551,18,19510,24329,78877,14742183,1888,206992,4152,16.62
63,7005017,226661,48337347,19419666,18,19510,24329,80114,14977096,1888,206992,4152,16.68
64,7107792,229798,49067324,19715991,18,19510,24329,81204,15183812,1888,206992,4152,14.47
65,7236102,232832,49739544,20057403,18,19510,24329,82453,15435172,1888,206992,4152,18.19
66,7352377,236230,50437472,20376790,18,19510,24329,83735,15664478,1888,206992,4152,16.22
67,7472776,239380,47634656,20704959,18,19510,24329,85192,15900989,1888,206992,4152,16.84
68,7590107,242332,51829689,21025005,18,19510,24329,86407,16129296,1888,206992,4152,16.30
69,7701900,245605,52532776,21339407,18,19510,24329,87639,16355243,1888,206992,4152,15.93
70,7826964,248443,49529723,21674471,18,19510,24329,88917,16602550,1888,206992,4152,17.69
71,7938178,251266,53921547,21988342,18,19510,24329,90168,16829374,1888,206992,4152,16.57
72,8054072,253928,54623688,22310919,18,19510,24329,91314,17067145,1888,206992,4152,16.40
73,8169249,257156,55324080,22630550,18,19510,24329,92453,17302600,1888,206992,4152,16.68
74,8280005,260452,56033685,22944836,18,19510,24329,93573,17528143,1888,206992,4152,16.31
75,8395207,262987,52716820,23267320,18,19510,24329,94763,17765367,1888,206992,4152,16.77
76,8510503,266073,57434518,23587791,18,19510,24329,95934,18000308,1888,206992,4152,16.57
77,8621743,269360,58140956,23903556,18,19510,24329,97220,18228520,1888,206992,4152,16.40
78,8736170,272114,58841964,24225263,18,19510,24329,98417,18462322,1888,206992,4152,16.51
79,8855654,283216,55242697,24585186,18,19510,24329,99639,18708935,1888,206992,4152,17.40
80,8971409,286158,55875620,24907005,18,19510,24329,100700,18942506,1888,206992,4152,16.58
81,9086237,289244,60986026,25224172,18,19510,24329,101827,19171561,1888,206992,4152,16.19
82,9200969,292507,61688888,25545014,18,19510,24329,103012,19405826,1888,206992,4152,16.73
83,9315582,295775,62388509,25866152,18,19510,24329,104221,19640072,1888,206992,4152,16.73
84,9428652,298857,63095145,26181310,18,19510,24329,105515,19868505,1888,206992,4152,16.19
85,9544610,302155,59047504,26502474,18,19510,24329,106655,20105115,1888,206992,4152,16.73
86,9659149,304931,64500030,26823177,18,19510,24329,107722,20338246,1888,206992,4152,16.69
87,9771901,307798,65209965,27139477,18,19510,24329,108876,20569932,1888,206992,4152,16.23
88,9886292,311090,65910225,27459570,18,19510,24329,110080,20803155,1888,206992,4152,16.73
89,9999982,313585,61572443,27779764,18,19510,24329,111186,21038318,1888,206992,4152,16.48
90,10116150,316598,62205327,28097865,18,19510,24329,112510,21269573,1888,206992,4152,16.40
91,10232160,319828,62837204,28420285,18,19510,24329,113530,21504052,1888,206992,4152,16.58
92,10346473,322932,68721010,28740081,18,19510,24329,114667,21737715,1888,206992,4152,16.69
93,10462419,325419,69426176,29059176,18,19510,24329,115738,21974245,1888,206992,4152,16.38
94,10467978,328703,70383764,29187881,18,19510,24329,117351,22008623,1888,206992,4152,1.00
95,10469846,331930,71353973,29299682,18,19510,24329,118945,22032574,1888,206992,4152,0.25
96,10511873,338764,72262757,29502000,18,19510,24329,120429,22134593,1888,206992,4152,6.18
97,10659639,344919,72890994,29854406,18,19510,24329,121614,22427795,1888,206992,4152,20.79
98,10815911,348620,73498026,30213807,18,19510,24329,122766,22741264,1888,206992,4152,22.81
99,10965592,351561,68426361,30586735,18,19510,24329,123785,23041339,1888,206992,4152,21.42
100,11114773,354582,74719669,30951871,18,19510,24329,125100,23348132,1888,206992,4152,21.92
101,11257762,357383,75340036,31308285,18,19510,24329,126475,23643464,1888,206992,4152,21.03
102,11404177,360636,75953654,31662187,18,19510,24329,127747,23942623,1888,206992,4152,21.45
103,11550451,364100,76570869,32025696,18,19510,24329,129076,24241106,1888,206992,4152,21.43
104,11694789,367896,71352488,32377350,18,19510,24329,130318,24536554,1888,206992,4152,21.42
105,11828608,370592,77843193,32724261,18,19510,24329,131464,24814011,1888,206992,4152,19.55
106,11942213,374122,78546760,33032410,18,19510,24329,132661,25049040,1888,206992,4152,16.66
107,12058952,376930,79249614,33341526,18,19510,24329,133773,25283313,1888,206992,4152,16.52
108,12172687,379495,79958103,33647618,18,19510,24329,134945,25514652,1888,206992,4152,16.38
109,12286367,383035,80668704,33953370,18,19510,24329,136017,25744595,1888,206992,4152,16.38
110,12405413,386058,81365776,34266715,18,19510,24329,137177,25984103,1888,206992,4152,16.78
111,12521045,388612,82065069,34576818,18,19510,24329,138376,26220537,1888,206992,4152,16.49
112,12633225,392250,82772566,34880129,18,19510,24329,139472,26451361,1888,206992,4152,16.19
113,12748581,394944,77093310,35191873,18,19510,24329,140702,26687122,1888,206992,4152,16.92
114,12861875,403027,84187247,35508739,18,19510,24329,141808,26922251,1888,206992,4152,16.47
115,12975637,412602,84906622,35830866,18,19510,24329,142945,27156096,1888,206992,4152,16.97
116,13089976,415618,85612991,36139895,18,19510,24329,144276,27389855,1888,206992,4152,16.31
117,13207890,418804,86317745,36450889,18,19510,24329,145330,27625711,1888,206992,4152,16.73
118,13321532,421567,87023466,36756656,18,19510,24329,146456,27857146,1888,206992,4152,16.55
119,13434242,424260,80965788,37061670,18,19510,24329,147706,28087988,1888,206992,4152,16.24
120,13548072,427029,88433443,37371841,18,19510,24329,148855,28322595,1888,206992,4152,16.70
121,13663507,430689,89133081,37683595,18,19510,24329,149968,28559640,1888,206992,4152,16.83
122,13775849,433354,89837239,37988588,18,19510,24329,151157,28788636,1888,206992,4152,16.25
123,13891207,437243,90534693,38299516,18,19510,24329,152267,29023645,1888,206992,4152,16.69
124,14002939,439932,91248464,38605620,18,19510,24329,153422,29252442,1888,206992,4152,16.54
125,14118691,442327,91954702,38914330,18,19510,24329,154454,29485445,1888,206992,4152,16.42
126,14233669,445773,92652754,39222419,18,19510,24329,155572,29717264,1888,206992,4152,16.33
127,14349907,449504,93348567,39533416,18,19510,24329,156675,29955611,1888,206992,4152,17.08
128,14463206,452130,94049402,39840278,18,19510,24329,157993,30189336,1888,206992,4152,16.23
129,14576465,455945,87429130,40147515,18,19510,24329,159168,30421764,1888,206992,4152,16.71
130,14693071,458914,95453489,40460312,18,19510,24329,160308,30661097,1888,206992,4152,16.62
131,14808558,461797,96159624,40767457,18,19510,24329,161452,30889999,1888,206992,4152,16.32
132,14835390,465263,97061556,40922910,18,19510,24329,163048,30969190,1888,206992,4152,4.43
133,14838413,468404,98032444,41022491,18,19510,24329,164586,30992604,1888,206992,4152,0.19
134,14979663,471619,98660863,41390428,18,19510,24329,165659,31282924,1888,206992,4152,21.02
135,15130253,483085,99294183,41780239,18,19510,24329,166786,31594905,1888,206992,4152,22.38
136,15277962,486559,99907656,42137092,18,19510,24329,167961,31896916,1888,206992,4152,21.72
137,15413005,490021,100552159,42481190,18,19510,24329,169118,32175523,1888,206992,4152,19.98
138,15561389,492835,93368117,42844940,18,19510,24329,170438,32478377,1888,206992,4152,21.72
139,15707918,496113,101794569,43209207,18,19510,24329,171601,32772239,1888,206992,4152,21.30
140,15820964,499574,102494234,43516049,18,19510,24329,172834,33005095,1888,206992,4152,16.69
141,15940081,502415,103190504,43831408,18,19510,24329,173978,33247008,1888,206992,4152,16.77
142,16051081,504951,103899130,44134456,18,19510,24329,175159,33476938,1888,206992,4152,16.19
143,16165790,508405,104598661,44440818,18,19510,24329,176460,33708947,1888,206992,4152,16.40
144,16282415,511049,105302724,44752614,18,19510,24329,177446,33946893,1888,206992,4152,16.69
145,16398461,514136,106008061,45060101,18,19510,24329,178679,34177134,1888,206992,4152,16.32
146,16512148,517686,98452897,45368279,18,19510,24329,179911,34408560,1888,206992,4152,16.71
147,16625238,522533,99100531,45678790,18,19510,24329,180964,34647959,1888,206992,4152,16.75
148,16737487,527500,108129134,45984401,18,19510,24329,182132,34877390,1888,206992,4152,16.19
149,16850715,531116,108836705,46291488,18,19510,24329,183246,35109897,1888,206992,4152,16.71
150,16955962,533683,109556860,46586445,18,19510,24329,184443,35330091,1888,206992,4152,15.37
151,17079566,537269,101673763,46949403,18,19510,24329,185849,35588388,1888,206992,4152,18.28
152,17193131,540254,110970141,47259201,18,19510,24329,187077,35821261,1888,206992,4152,16.56
153,17303212,542967,111679040,47562089,18,19510,24329,188274,36051101,1888,206992,4152,16.38
154,17419138,545459,112383032,47874357,18,19510,24329,189418,36288738,1888,206992,4152,16.80
155,17532280,548904,113085635,48181121,18,19510,24329,190675,36521560,1888,206992,4152,16.47
156,17646160,552461,113790577,48486378,18,19510,24329,191766,36751998,1888,206992,4152,16.31
157,17761035,555997,114485139,48798846,18,19510,24329,192965,36990638,1888,206992,4152,16.85
158,17874950,559324,115188558,49105473,18,19510,24329,194133,37222639,1888,206992,4152,16.49
159,17988405,562776,115894266,49410633,18,19510,24329,195271,37454119,1888,206992,4152,16.45
160,18103614,565937,116597786,49721533,18,19510,24329,196429,37691903,1888,206992,4152,16.64
161,18216870,568972,108132739,50025167,18,19510,24329,197567,37921137,1888,206992,4152,16.27
162,18331488,572245,118012084,50334505,18,19510,24329,198763,38154279,1888,206992,4152,16.47
163,18449050,575245,118714300,50645115,18,19510,24329,199986,38390333,1888,206992,4152,17.02
164,18564005,578353,119415490,50957574,18,19510,24329,201196,38626663,1888,206992,4152,16.37
165,18680345,584890,120121718,51266072,18,19510,24329,202346,38860275,1888,206992,4152,16.57
166,18798354,588114,120830360,51576782,18,19510,24329,203450,39096320,1888,206992,4152,16.59
167,18910436,591314,121531340,51885703,18,19510,24329,204751,39330925,1888,206992,4152,16.48
168,19021251,594782,122234328,52191006,18,19510,24329,205985,39563508,1888,206992,4152,16.48
169,19135016,602617,113281883,52513879,18,19510,24329,207099,39800837,1888,206992,4152,16.66
170,19252477,613942,123651628,52843832,18,19510,24329,208240,40039549,1888,206992,4152,17.23
171,19368531,616637,114573594,53154508,18,19510,24329,209369,40278132,1888,206992,4152,16.55
172,19479994,619945,125056557,53457734,18,19510,24329,210486,40508425,1888,206992,4152,16.19
173,19594437,623635,115864523,53766233,18,19510,24329,211713,40742502,1888,206992,4152,16.72
174,19711012,626445,126461368,54077545,18,19510,24329,212794,40978130,1888,206992,4152,16.70
175,19825775,629680,127167630,54385790,18,19510,24329,213881,41209212,1888,206992,4152,16.23
176,19939551,633600,127868009,54692971,18,19510,24329,215024,41443979,1888,206992,4152,16.73
177,20056040,636338,118439320,55003158,18,19510,24329,216235,41680354,1888,206992,4152,16.54
178,20171382,639028,129276590,55311948,18,19510,24329,217348,41913768,1888,206992,4152,16.38
179,20286274,642474,129978440,55619325,18,19510,24329,218487,42146409,1888,206992,4152,16.57
