period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,424,226,4348546,9611,18,19455,24068,3814,704756,1836,290608,4152,0.01,99386
1,1102,11179,4522420,12605,18,19455,24068,5062,716340,1836,290608,4152,0.00,99386
2,1102,13777,5509258,13426,18,19455,24068,6203,728115,1836,290608,4152,0.00,99386
3,14982,16366,6444395,150061,18,19455,24068,7858,779086,1836,290608,4152,2.08,99386
4,83239,19350,7477336,875212,18,19455,24068,9187,987528,1836,290608,4152,14.58,99386
5,119704,23223,8039313,1377744,18,19455,24068,10606,1115241,1836,290608,4152,7.95,99386
6,134526,39190,8985582,1611990,18,19455,24068,12508,1180428,1836,290608,4152,3.28,99386
7,193056,42224,9763174,2313481,18,19455,24068,13725,1361172,1836,290608,4152,12.46,99386
8,240322,45490,10588198,2917491,18,19455,24068,15096,1509289,1836,290608,4152,9.77,99386
9,280175,48082,11420096,3417844,18,19455,24068,16496,1648088,1836,290608,4152,8.64,99386
10,315232,51107,12271385,3870098,18,19455,24068,17855,1769718,1836,290608,4152,7.56,99386
11,353858,54332,10979155,4362291,18,19455,24068,19377,1901673,1836,290608,4152,8.24,99386
12,391604,57630,11498330,4834802,18,19455,24068,20846,2033519,1836,290608,4152,8.28,99386
13,431500,61495,11995727,5344519,18,19455,24068,22123,2169213,1836,290608,4152,8.44,99386
14,472676,64822,15644298,5858860,18,19455,24068,23648,2303593,1836,290608,4152,8.46,99386
15,496510,67833,16537770,6203905,18,19455,24068,25054,2392906,1836,290608,4152,5.19,99386
16,551636,71314,13460481,6867577,18,19455,24068,26278,2566303,1836,290608,4152,11.68,99386
17,586223,74600,18168850,7337057,18,19455,24068,27675,2690901,1836,290608,4152,7.56,99386
18,630163,77684,18996765,7877901,18,19455,24068,28919,2831774,1836,290608,4152,9.04,99386
19,666797,81081,14961962,8348075,18,19455,24068,30364,2964392,1836,290608,4152,8.33,99386
20,704425,84637,20684744,8835574,18,19455,24068,31682,3092036,1836,290608,4152,7.86,99386
21,743778,87748,21516127,9330391,18,19455,24068,33173,3231736,1836,290608,4152,8.64,99386
22,778685,90858,22369015,9796832,18,19455,24068,34589,3354058,1836,290608,4152,7.56,99386
23,814716,93957,23211223,10283729,18,19455,24068,36124,3484574,1836,290608,4152,7.88,99386
24,858753,108935,24048410,10852691,18,19455,24068,37389,3629834,1836,290608,4152,9.40,99386
25,894180,112566,17987206,11299674,18,19455,24068,38899,3752405,1836,290608,4152,7.71,99386
26,935057,116204,18490938,11800292,18,19455,24068,40238,3893433,1836,290608,4152,8.87,99386
27,975329,119242,26592831,12274344,18,19455,24068,41633,4025733,1836,290608,4152,8.20,99386
28,1013152,122878,19468214,12812567,18,19455,24068,42992,4161292,1836,290608,4152,8.44,99386
29,1052395,126692,19957011,13319091,18,19455,24068,44393,4293134,1836,290608,4152,8.37,99386
30,1085935,130434,29131100,13716066,18,19455,24068,46140,4409288,1836,290608,4152,6.69,99386
31,1129722,133743,21005706,14259703,18,19455,24068,47499,4551764,1836,290608,4152,9.17,99386
32,1172233,137908,30797926,14788062,18,19455,24068,48975,4693981,1836,290608,4152,8.96,99386
33,1211381,141431,22009542,15262393,18,19455,24068,50492,4820054,1836,290608,4152,8.22,99386
34,1251539,145341,32501358,15805355,18,19455,24068,51816,4954284,1836,290608,4152,8.35,99386
35,1292456,148873,22990931,16273036,18,19455,24068,53336,5095356,1836,290608,4152,8.63,99386
36,1325883,151748,23533411,16720839,18,19455,24068,54812,5213497,1836,290608,4152,7.24,99386
37,1365886,155411,35029642,17234339,18,19455,24068,56301,5347701,1836,290608,4152,8.43,99386
38,1405065,158752,24504158,17748522,18,19455,24068,57747,5483465,1836,290608,4152,8.47,99386
39,1443504,162864,24997399,18249543,18,19455,24068,59333,5615542,1836,290608,4152,8.32,99386
40,1483823,166313,37565043,18718326,18,19455,24068,60767,5751312,1836,290608,4152,8.52,99386
41,1522920,169686,26040471,19207661,18,19455,24068,62324,5888100,1836,290608,4152,8.54,99386
42,1560766,177324,26516671,19732165,18,19455,24068,63700,6021831,1836,290608,4152,8.08,99386
43,1597241,182972,27050796,20209032,18,19455,24068,65119,6146494,1836,290608,4152,7.63,99386
44,1639946,185623,40941566,20742197,18,19455,24068,66401,6288529,1836,290608,4152,9.02,99386
45,1680043,188429,27989358,21256382,18,19455,24068,67922,6427247,1836,290608,4152,8.52,99386
46,1717057,192488,28515439,21727482,18,19455,24068,69317,6558271,1836,290608,4152,8.16,99386
47,1756998,196043,43473291,22210820,18,19455,24068,70919,6690631,1836,290608,4152,8.27,99386
48,1791713,199160,44326998,22675842,18,19455,24068,72366,6810503,1836,290608,4152,7.56,99386
49,1834631,202293,45157669,23182956,18,19455,24068,73679,6949303,1836,290608,4152,8.64,99386
50,1873092,205426,30558947,23656152,18,19455,24068,74958,7082172,1836,290608,4152,8.23,99386
51,1914813,208834,31033037,24173128,18,19455,24068,76428,7220686,1836,290608,4152,8.62,99386
52,1955743,212554,31545988,24655676,18,19455,24068,77978,7351732,1836,290608,4152,8.24,99386
53,1995839,216010,48524368,25167475,18,19455,24068,79426,7487527,1836,290608,4152,8.33,99386
54,2028633,219532,32563069,25637826,18,19455,24068,80803,7602754,1836,290608,4152,7.21,99386
55,2072720,222911,50216593,26150126,18,19455,24068,82172,7742338,1836,290608,4152,8.97,99386
56,2110630,230882,33567183,26625881,18,19455,24068,83559,7876827,1836,290608,4152,8.23,99386
57,2153435,241587,51919318,27161662,18,19455,24068,85109,8016273,1836,290608,4152,9.04,99386
58,2194953,244714,52749956,27636765,18,19455,24068,86540,8154635,1836,290608,4152,8.63,99386
59,2231737,248367,35110391,28102052,18,19455,24068,87941,8284719,1836,290608,4152,8.16,99386
60,2270601,251931,54448597,28553437,18,19455,24068,89504,8413543,1836,290608,4152,7.98,99386
61,2310922,255065,55281726,29045049,18,19455,24068,90890,8551732,1836,290608,4152,8.64,99386
62,2350609,258614,36612358,29589553,18,19455,24068,92201,8687207,1836,290608,4152,8.58,99386
63,2387334,262352,37148691,30050638,18,19455,24068,93740,8816651,1836,290608,4152,8.01,99386
64,2427294,265757,57802957,30554679,18,19455,24068,95322,8952590,1836,290608,4152,8.19,99386
65,2467426,275960,58665370,31079586,18,19455,24068,97033,9090879,1836,290608,4152,8.64,99386
66,2506371,279068,38659761,31561980,18,19455,24068,98470,9226006,1836,290608,4152,8.49,99386
67,2544803,282869,60348536,32039379,18,19455,24068,99841,9351241,1836,290608,4152,7.68,99386
68,2585682,285997,61174579,32583717,18,19455,24068,101450,9492899,1836,290608,4152,8.64,99386
69,2623372,289377,40172779,33030767,18,19455,24068,103085,9623468,1836,290608,4152,8.34,99386
70,2660730,292801,40644824,33552806,18,19455,24068,104558,9755796,1836,290608,4152,8.02,99386
71,2701407,296546,63701852,34063192,18,19455,24068,105969,9889779,1836,290608,4152,8.44,99386
72,2740485,299850,41615447,34566927,18,19455,24068,107271,10023640,1836,290608,4152,8.34,99386
73,2779009,303332,42080947,35098516,18,19455,24068,108535,10155740,1836,290608,4152,8.28,99386
74,2818634,307072,66227588,35573940,18,19455,24068,110137,10290270,1836,290608,4152,8.19,99386
75,2855022,310191,67077788,36039945,18,19455,24068,111612,10411657,1836,290608,4152,7.56,99386
76,2893191,312898,43614759,36550813,18,19455,24068,112950,10549830,1836,290608,4152,8.47,99386
77,2935099,316652,68753534,37084099,18,19455,24068,114492,10690440,1836,290608,4152,8.76,99386
78,2975034,320253,44619703,37542243,18,19455,24068,115981,10824820,1836,290608,4152,8.55,99386
79,3013180,324112,45111371,38048382,18,19455,24068,117274,10957945,1836,290608,4152,8.37,99386
80,3051682,327173,71279898,38520275,18,19455,24068,118796,11085825,1836,290608,4152,7.89,99386
81,3087290,330482,72128948,38988481,18,19455,24068,120276,11210903,1836,290608,4152,7.62,99386
82,3132550,334065,72963796,39554649,18,19455,24068,121826,11361864,1836,290608,4152,9.43,99386
83,3171323,337230,47113688,40037847,18,19455,24068,122891,11489757,1836,290608,4152,7.88,99386
