period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,410,0,4448096,7718,18,19472,24377,3708,701747,1837,290608,4152,0.01,99339
1,5885,11724,4626984,10953,18,19472,24377,5043,715725,1837,290608,4152,0.00,99339
2,5885,14227,5613075,11955,18,19472,24377,6294,729695,1837,290608,4152,0.00,99339
3,85196,17099,6616452,825533,18,19472,24377,7391,961985,1837,290608,4152,16.34,99339
4,162341,20872,7042211,1663717,18,19472,24377,8493,1196349,1837,290608,4152,16.69,99339
5,236339,24319,6925302,2490549,18,19472,24377,9569,1427841,1837,290608,4152,16.55,99339
6,311632,27577,7077917,3328773,18,19472,24377,10672,1665600,1837,290608,4152,16.59,99339
7,388284,31661,7234847,4163101,18,19472,24377,11801,1894424,1837,290608,4152,16.56,99339
8,463408,34840,7388342,5005500,18,19472,24377,12819,2128060,1837,290608,4152,16.69,99339
9,540924,38872,7530117,5853919,18,19472,24377,13991,2363997,1837,290608,4152,16.81,99339
10,615116,42062,7692214,6679713,18,19472,24377,15065,2591428,1837,290608,4152,16.40,99339
11,690189,45413,12083972,7507336,18,19472,24377,16140,2817838,1837,290608,4152,16.39,99339
12,765674,48014,7996191,8349182,18,19472,24377,17145,3044971,1837,290608,4152,16.85,99339
13,840693,52290,8145112,9180711,18,19472,24377,18244,3279175,1837,290608,4152,16.48,99339
14,915967,55231,14234735,10014086,18,19472,24377,19250,3512538,1837,290608,4152,16.53,99339
15,990073,58239,14948031,10845001,18,19472,24377,20274,3746302,1837,290608,4152,16.58,99339
16,1064001,61709,15661419,11665106,18,19472,24377,21342,3976353,1837,290608,4152,16.40,99339
17,1139685,65083,8759469,12517115,18,19472,24377,22467,4209909,1837,290608,4152,16.91,99339
18,1214508,68628,8915816,13351468,18,19472,24377,23523,4442745,1837,290608,4152,16.58,99339
19,1288913,72196,9068253,14191750,18,19472,24377,24614,4676782,1837,290608,4152,16.72,99339
20,1364746,76480,9224947,15027372,18,19472,24377,25725,4911254,1837,290608,4152,16.58,99339
21,1438757,79404,9388503,15860884,18,19472,24377,26788,5145123,1837,290608,4152,16.51,99339
22,1513855,82997,9528102,16711562,18,19472,24377,27880,5383224,1837,290608,4152,16.89,99339
23,1589712,86416,9676884,17555907,18,19472,24377,28992,5617859,1837,290608,4152,16.73,99339
24,1662778,90179,9830238,18386389,18,19472,24377,30008,5850563,1837,290608,4152,16.45,99339
25,1737819,93528,9980518,19223368,18,19472,24377,31099,6086106,1837,290608,4152,16.64,99339
26,1814456,97519,10139174,20060546,18,19472,24377,32205,6318319,1837,290608,4152,16.58,99339
27,1890101,100879,10285676,20901463,18,19472,24377,33275,6554916,1837,290608,4152,16.66,99339
28,1965399,104286,10437336,21744467,18,19472,24377,34265,6791663,1837,290608,4152,16.67,99339
29,2041149,108147,10591523,22572876,18,19472,24377,35304,7024472,1837,290608,4152,16.49,99339
30,2115236,111329,10739394,23410377,18,19472,24377,36430,7256921,1837,290608,4152,16.66,99339
31,2189206,114965,10899322,24238924,18,19472,24377,37484,7487292,1837,290608,4152,16.47,99339
32,2263771,118487,11050263,25073939,18,19472,24377,38506,7724551,1837,290608,4152,16.50,99339
33,2339777,122194,11197025,25914093,18,19472,24377,39533,7960875,1837,290608,4152,16.63,99339
34,2413951,125193,28598694,26752651,18,19472,24377,40711,8195680,1837,290608,4152,16.59,99339
35,2488817,128134,11499495,27588823,18,19472,24377,41789,8428489,1837,290608,4152,16.67,99339
36,2564237,131617,11657338,28425343,18,19472,24377,42853,8663218,1837,290608,4152,16.61,99339
37,2638566,135182,11805901,29263889,18,19472,24377,43937,8897991,1837,290608,4152,16.67,99339
38,2715051,138089,31468607,30104086,18,19472,24377,44933,9134767,1837,290608,4152,16.62,99339
39,2788057,141032,12123314,30928236,18,19472,24377,46050,9364526,1837,290608,4152,16.34,99339
40,2865255,144734,12270555,31774103,18,19472,24377,47082,9600025,1837,290608,4152,16.81,99339
41,2939644,147696,33631913,32612533,18,19472,24377,48211,9832379,1837,290608,4152,16.62,99339
42,3013483,151070,12562935,33446407,18,19472,24377,49227,10068600,1837,290608,4152,16.59,99339
43,3091275,154382,35059253,34274358,18,19472,24377,50250,10299217,1837,290608,4152,16.52,99339
44,3165793,157545,35782174,35110400,18,19472,24377,51306,10534711,1837,290608,4152,16.54,99339
45,3242907,161068,36509650,35958595,18,19472,24377,52446,10771054,1837,290608,4152,16.81,99339
46,3317557,164259,13169368,36802299,18,19472,24377,53470,11007758,1837,290608,4152,16.79,99339
47,3393959,167998,13318510,37649490,18,19472,24377,54547,11245439,1837,290608,4152,16.80,99339
48,3469370,171388,13475398,38478551,18,19472,24377,55588,11477330,1837,290608,4152,16.44,99339
49,3544194,175491,13639153,39309657,18,19472,24377,56762,11710505,1837,290608,4152,16.51,99339
50,3619831,178585,40100554,40156166,18,19472,24377,57808,11946511,1837,290608,4152,16.79,99339
51,3693258,182112,13940205,40995777,18,19472,24377,58990,12181307,1837,290608,4152,16.66,99339
52,3768838,185117,14090560,41825567,18,19472,24377,60015,12415360,1837,290608,4152,16.49,99339
53,3845081,188899,14243211,42667665,18,19472,24377,61112,12651094,1837,290608,4152,16.65,99339
54,3917883,192271,14394220,43498301,18,19472,24377,62169,12882329,1837,290608,4152,16.57,99339
55,3992433,195245,14544229,44332391,18,19472,24377,63192,13113147,1837,290608,4152,16.58,99339
56,4061879,198529,44418380,45097208,18,19472,24377,64436,13328833,1837,290608,4152,15.09,99339
57,4083736,201725,45314376,45358994,18,19472,24377,65834,13415232,1837,290608,4152,5.15,99339
58,4127310,204845,16027091,45823579,18,19472,24377,67319,13555102,1837,290608,4152,9.24,99339
59,4204809,208480,16133798,46698279,18,19472,24377,68277,13795375,1837,290608,4152,17.59,99339
60,4283793,211916,16249834,47568511,18,19472,24377,69440,14035295,1837,290608,4152,17.38,99339
61,4361141,215259,16375984,48438392,18,19472,24377,70508,14278813,1837,290608,4152,17.33,99339
62,4437226,218560,16503984,49302737,18,19472,24377,71650,14517861,1837,290608,4152,17.15,99339
63,4513965,221478,16634705,50149989,18,19472,24377,72661,14750131,1837,290608,4152,16.92,99339
64,4591182,225427,16764983,51014635,18,19472,24377,73815,14986117,1837,290608,4152,17.25,99339
65,4669572,228741,16888379,51892090,18,19472,24377,74987,15228952,1837,290608,4152,17.42,99339
66,4746800,232122,17034436,52735727,18,19472,24377,76040,15465960,1837,290608,4152,16.74,99339
67,4825721,235504,17144340,53611683,18,19472,24377,77098,15705727,1837,290608,4152,17.39,99339
68,4900636,238860,17278264,54458636,18,19472,24377,78202,15939450,1837,290608,4152,17.00,99339
69,4975588,242372,17427583,55309177,18,19472,24377,79295,16176720,1837,290608,4152,16.88,99339
70,5052778,246235,17552537,56179674,18,19472,24377,80435,16417760,1837,290608,4152,17.25,99339
71,5128976,250009,17693991,57033210,18,19472,24377,81480,16653693,1837,290608,4152,16.88,99339
72,5206479,253761,17820046,57901648,18,19472,24377,82537,16897263,1837,290608,4152,17.21,99339
73,5282568,256987,17922948,58781276,18,19472,24377,83645,17140594,1837,290608,4152,17.48,99339
