period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,wifi,esp_timer,ipc0,Heap,Stack,Mbps,main
0,332,0,4442811,7613,18,19526,24537,702121,3701,1881,206992,4152,0.01,99265
1,5745,11825,4620222,11394,18,19526,24537,717672,5224,1881,206992,4152,0.00,99265
2,5745,14511,5604876,13054,18,19526,24537,731220,6537,1881,206992,4152,0.00,99265
3,24151,17100,6540456,71691,18,19526,24537,780343,8266,1881,206992,4152,2.04,99265
4,129164,19909,7274115,267194,18,19526,24537,985512,9666,1881,206992,4152,14.32,99265
5,181895,22931,8112537,457711,18,19526,24537,1114763,11285,1881,206992,4152,8.26,99265
6,221135,25369,8987102,621132,18,19526,24537,1212502,12811,1881,206992,4152,5.84,99265
7,297185,28058,9769595,830072,18,19526,24537,1383689,14366,1881,206992,4152,11.03,99265
8,354523,31288,10597568,1056448,18,19526,24537,1517656,15768,1881,206992,4152,8.45,99265
9,411546,45115,12091454,1248945,18,19526,24537,1653852,17460,1881,206992,4152,8.64,99265
10,435832,47983,12335775,1518295,18,19526,24537,1727945,19308,1881,206992,4152,3.88,99265
11,436755,56156,13363771,1977551,18,19526,24537,1758264,20972,1881,206992,4152,0.13,99265
12,540101,66721,14145548,2403990,18,19526,24537,1972315,22778,1881,206992,4152,14.63,99265
13,627491,69522,14901244,2580063,18,19526,24537,2160957,24384,1881,206992,4152,12.86,99265
14,650130,72667,15761506,2628294,18,19526,24537,2220449,25926,1881,206992,4152,3.06,99265
15,750344,75526,16551902,2827724,18,19526,24537,2428248,27341,1881,206992,4152,14.52,99265
16,751910,78675,17522447,2834956,18,19526,24537,2452589,29433,1881,206992,4152,0.18,99265
17,792995,82150,18437131,2915801,18,19526,24537,2545960,31028,1881,206992,4152,5.59,99265
18,897863,84810,19125144,3121441,18,19526,24537,2759822,32361,1881,206992,4152,15.03,99265
19,985939,88024,19870378,3302364,18,19526,24537,2950790,33757,1881,206992,4152,13.09,99265
20,987537,91245,20842986,3308858,18,19526,24537,2972373,35604,1881,206992,4152,0.20,99265
21,1090610,94394,21587482,3499969,18,19526,24537,3168322,37091,1881,206992,4152,13.39,99265
22,1140357,97145,22441054,3604086,18,19526,24537,3286481,38943,1881,206992,4152,7.25,99265
23,1170037,100298,23349526,3663257,18,19526,24537,3356506,40555,1881,206992,4152,3.88,99265
24,1280525,103435,24050281,3885981,18,19526,24537,3586842,42197,1881,206992,4152,16.16,99265
25,1340174,106842,25166203,4008585,18,19526,24537,3723564,43761,1881,206992,4152,8.70,99265
26,1398731,109788,25703981,4132267,18,19526,24537,3857990,45331,1881,206992,4152,8.56,99265
27,1451865,112903,26896172,4244827,18,19526,24537,3981742,46954,1881,206992,4152,7.88,99265
28,1509199,115888,27380074,4365247,18,19526,24537,4111285,48602,1881,206992,4152,8.55,99265
