period,experiment_runn,measurer,main,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,372,0,96142,5181414,9453,18,15770,13913,3983,712110,1823,290608,4148,0.01
1,760,9369,96142,5358344,12112,18,15770,13913,4971,720757,1823,290608,4148,0.00
2,760,11968,96142,6348099,13191,18,15770,13913,5856,728796,1823,290608,4148,0.00
3,55638,14542,96142,8068241,124873,18,15770,13913,6740,851567,1823,290608,4148,7.57
4,121706,17572,96142,8001116,259068,18,15770,13913,7593,987864,1823,290608,4148,8.66
5,185289,20106,96142,8826258,386675,18,15770,13913,8455,1117348,1823,290608,4148,8.17
6,244063,22909,96142,9662654,509062,18,15770,13913,9124,1241723,1823,290608,4148,7.85
7,320502,25960,96142,10450399,663853,18,15770,13913,10000,1395929,1823,290608,4148,9.94
8,368305,29133,96142,12355269,764728,18,15770,13913,10902,1502302,1823,290608,4148,6.41
9,449794,31722,96142,12079927,934303,18,15770,13913,11682,1671509,1823,290608,4148,11.06
10,514622,34801,96142,12893206,1067913,18,15770,13913,12556,1807601,1823,290608,4148,8.65
11,581179,37839,96142,13708120,1202863,18,15770,13913,13510,1942527,1823,290608,4148,8.65
12,642446,40899,96142,14538220,1326275,18,15770,13913,14209,2067857,1823,290608,4148,7.87
13,714649,43934,96142,15339983,1472215,18,15770,13913,14953,2215891,1823,290608,4148,9.43
14,780101,46792,96142,16152797,1608462,18,15770,13913,15939,2354964,1823,290608,4148,8.70
15,849491,49835,96142,16963492,1747025,18,15770,13913,17045,2494438,1823,290608,4148,8.83
16,912843,52965,96142,17781411,1879718,18,15770,13913,17833,2628854,1823,290608,4148,8.66
17,977364,55945,96142,18601758,2012988,18,15770,13913,18571,2761700,1823,290608,4148,8.53
18,1046187,58598,96142,19409931,2153432,18,15770,13913,19527,2905052,1823,290608,4148,8.90
19,1110544,62091,96142,21668114,2283082,18,15770,13913,20410,3034546,1823,290608,4148,8.33
20,1182621,64634,96142,22502425,2429462,18,15770,13913,21221,3180744,1823,290608,4148,9.45
21,1249048,67703,96142,23354672,2565543,18,15770,13913,22020,3315509,1823,290608,4148,8.65
22,1313311,70301,96142,22685403,2694922,18,15770,13913,22943,3447573,1823,290608,4148,8.17
23,1387519,73409,96142,23495815,2835949,18,15770,13913,23778,3587095,1823,290608,4148,8.74
24,1450670,76996,96142,24339204,2951887,18,15770,13913,24446,3700631,1823,290608,4148,7.07
25,1546599,79795,96142,26713589,3127116,18,15770,13913,25215,3867748,1823,290608,4148,10.84
26,1615182,82789,96142,25935973,3258108,18,15770,13913,25992,3996417,1823,290608,4148,8.33
27,1698423,85911,96142,26727356,3414581,18,15770,13913,26832,4146182,1823,290608,4148,9.63
