IDLE,Mbps,Stack,Timestamp,TmrSvc,esp_timer,experiment_runn,ipc0,ipc1,measurer,sys_evt,tiT,wifi
280409567,16.81,4116,359,18,575803,38148422,27228,44088,2278341,14428,75183710,75789469
4364954,0.01,4116,0,18,3945,571,27228,44090,4651,14115,7680,711037
4533101,0.00,4116,1,18,5476,5939,27228,44090,19055,14115,10408,725924
5519129,0.00,4116,2,18,6701,5939,27228,44090,25808,14115,11243,738229
6171237,16.54,4116,3,18,8296,140425,27228,44090,31719,14115,258862,992024
6838866,16.65,4116,4,18,10055,261636,27228,44090,37767,14115,505184,1241990
8570107,15.47,4116,5,18,11586,374678,27228,44090,42029,14115,734438,1473534
8238167,14.51,4116,6,18,13199,481066,27228,44090,47566,14115,950392,1690647
8907341,16.65,4116,7,18,14993,598488,27228,44090,53865,14115,1193011,1935836
9614972,14.85,4116,8,18,16572,706212,27228,44090,58523,14115,1409258,2153040
11543781,17.65,4116,9,18,17957,828236,27228,44090,64273,14115,1662155,2406310
12239472,18.22,4116,10,18,19578,964077,27228,44090,70085,14115,1927916,2672794
11561550,18.50,4116,11,18,21428,1099439,27228,44090,75629,14115,2197328,2938880
13702667,14.17,4116,12,18,23011,1206792,27228,44090,79161,14115,2410609,3150859
13131636,6.50,4116,13,18,24460,1257903,27228,44090,85595,14115,2510236,3260072
13954166,8.38,4116,14,18,25950,1323844,27228,44090,92515,14115,2636631,3390923
14762274,8.85,4116,15,18,27325,1393429,27228,44090,96939,14115,2771521,3527182
15549676,10.09,4116,16,18,28768,1471342,27228,44090,103719,14115,2923840,3682957
17898920,15.39,4116,17,18,30444,1583800,27228,44090,110742,14115,3148529,3906522
16901510,17.22,4116,18,18,32208,1709883,27228,44090,116088,14115,3402445,4162323
17541841,18.10,4116,19,18,33943,1845922,27228,44090,121464,14115,3670562,4424739
18189443,17.97,4116,20,18,35652,1978190,27228,44090,126563,14115,3932478,4683786
18827026,18.62,4116,21,18,37181,2115405,27228,44090,130683,14115,4206149,4953243
21400306,18.70,4116,22,18,39086,2252133,27228,44090,137628,14115,4480255,5221787
20112927,18.06,4116,23,18,40544,2379787,27228,44090,144773,14115,4741165,5479242
20773368,17.66,4116,24,18,42096,2508896,27228,44090,151052,14115,4999797,5736435
21415575,18.14,4116,25,18,43924,2641953,27228,44090,157172,14115,5265171,6001145
22074758,17.41,4116,26,18,45635,2770452,27228,44090,164589,14115,5520841,6253633
22778213,15.04,4116,27,18,47310,2881991,27228,44090,170131,14115,5744062,6473092
23584234,9.35,4116,28,18,48886,2951808,27228,44090,175275,14115,5883158,6618231
24393731,8.92,4116,29,18,50625,3019051,27228,44090,183102,14115,6017007,6754190
25256528,6.59,4116,30,18,52045,3069629,27228,44090,189586,14115,6116144,6858631
26047883,9.91,4116,31,18,53566,3143451,27228,44090,197121,14115,6263637,7011671
29233265,11.30,4116,32,18,55251,3228774,27228,44090,203714,14115,6432921,7183884
27605360,10.36,4116,33,18,56835,3304201,27228,44090,209020,14115,6581487,7339090
28377980,11.06,4116,34,18,58266,3388589,27228,44090,214979,14115,6750137,7508949
29163530,10.16,4116,35,18,59879,3465129,27228,44090,222086,14115,6901926,7666014
29992719,7.77,4116,36,18,61420,3524144,27228,44090,229563,14115,7018920,7787936
33455012,9.46,4116,37,18,62947,3594860,27228,44090,235858,14115,7158757,7933590
31582153,9.73,4116,38,18,64505,3669560,27228,44090,241181,14115,7307026,8087444
32323708,12.79,4116,39,18,65927,3764660,27228,44090,248575,14115,7494341,8272627
33121622,9.70,4116,40,18,67511,3840747,27228,44090,253435,14115,7642509,8422967
