IDLE,Mbps,Stack,Timestamp,TmrSvc,esp_timer,experiment_runn,ipc0,ipc1,measurer,sys_evt,tiT,wifi
298011694,8.65,4036,358,18,562546,17015435,27228,44083,2288161,14122,137646679,52240338
4417492,0.01,4116,0,18,3781,1352,27228,44081,4477,13351,7634,710644
4585697,0.00,4116,1,18,4880,5872,27228,44081,18676,13351,10012,722652
5574451,0.00,4116,2,18,6162,5872,27228,44081,25216,13351,10806,735151
6403590,7.55,4116,3,18,8214,53395,27228,44081,31901,13351,337919,869027
7214187,8.63,4116,4,18,10323,103182,27228,44081,38795,13351,710656,1019169
8024072,8.68,4116,5,18,11761,154211,27228,44081,45780,13351,1118426,1171412
8920916,8.06,4116,6,18,13436,196227,27228,44081,53391,13351,1494597,1321503
9508579,8.69,4116,7,18,14999,245661,27228,44081,58949,13351,1902588,1469359
10482381,8.16,4116,8,18,16830,291522,27228,44081,63270,13351,2290619,1612650
11296729,8.37,4116,9,18,18458,339030,27228,44081,70205,13351,2682534,1762173
12130441,7.91,4116,10,18,20075,386797,27228,44081,74599,13351,3053726,1899798
12938859,8.68,4116,11,18,21642,433823,27228,44081,81905,13351,3459087,2056750
13751816,8.68,4116,12,18,23259,482828,27228,44081,88382,13351,3862822,2207740
14583563,7.64,4116,13,18,25096,525235,27228,44081,95662,13351,4219400,2345256
13741473,8.88,4116,14,18,26564,574720,27228,44081,99528,13351,4635308,2504034
16226641,8.40,4116,15,18,28098,623010,27228,44081,104146,13351,5032963,2651083
17049582,7.35,4116,16,18,29879,664435,27228,44081,111533,13351,5381065,2795127
17859524,9.10,4116,17,18,31519,716757,27228,44081,115659,13351,5806470,2951470
18653532,8.87,4116,18,18,33342,765111,27228,44081,123039,13351,6219482,3119210
16745017,8.62,4116,19,18,34993,810991,27228,44081,130690,13351,6617548,3269330
20297321,7.67,4116,20,18,36543,857662,27228,44081,135222,13351,6984836,3406569
17959711,9.07,4116,21,18,38151,907266,27228,44081,138924,13351,7411988,3563685
21944182,8.50,4116,22,18,39628,956433,27228,44081,143598,13351,7814568,3708967
22758127,8.55,4116,23,18,41405,1003615,27228,44081,151206,13351,8209802,3859217
23583953,7.98,4116,24,18,42970,1051158,27228,44081,155197,13351,8590365,4003746
20390030,8.05,4116,25,18,44581,1096810,27228,44081,160716,13351,8968323,4149589
25221092,9.01,4116,26,18,46299,1146689,27228,44081,168084,13351,9387231,4305915
21585319,7.98,4116,27,18,47865,1192394,27228,44081,175483,13351,9760181,4442219
26865889,8.23,4116,28,18,49669,1240101,27228,44081,179357,13351,10154267,4590548
27695021,7.60,4116,29,18,51397,1282997,27228,44081,186759,13351,10511490,4728899
23386201,9.29,4116,30,18,52898,1337633,27228,44081,194694,13351,10943490,4890939
29312888,8.05,4116,31,18,54623,1382297,27228,44081,200629,13351,11325281,5036994
30129926,8.68,4116,32,18,56230,1431556,27228,44081,207825,13351,11729789,5186637
25187240,8.42,4116,33,18,57825,1477858,27228,44081,215532,13351,12118495,5331936
31772195,8.01,4116,34,18,59526,1522122,27228,44081,219309,13351,12500452,5477303
32594214,8.50,4116,35,18,61136,1568918,27228,44081,224090,13351,12897736,5624638
27024521,8.05,4116,36,18,62870,1613650,27228,44081,231788,13351,13273212,5771933
34234633,8.56,4116,37,18,64369,1662307,27228,44081,237683,13351,13676025,5914793
35058604,8.32,4116,38,18,65897,1708665,27228,44081,242484,13351,14067250,6060640
28822859,8.52,4116,39,18,67661,1754662,27228,44081,250046,13351,14461235,6208320
29420049,8.51,4116,40,18,69204,1802810,27228,44081,255801,13351,14860777,6351327
37527588,7.90,4116,41,18,70866,1848713,27228,44081,261068,13351,15237647,6493666
38337286,8.68,4116,42,18,72669,1898006,27228,44081,266718,13351,15644139,6647239
31247343,8.14,4116,43,18,74178,1941417,27228,44081,274021,13351,16022793,6799067
31849466,8.48,4116,44,18,75840,1990394,27228,44081,278151,13351,16425543,6950383
40799420,8.45,4116,45,18,77296,2038411,27228,44081,285010,13351,16822713,7094223
41607303,8.68,4116,46,18,79059,2088927,27228,44081,291995,13351,17229233,7248654
33648680,8.10,4116,47,18,80714,2134443,27228,44081,299820,13351,17606943,7391869
43247389,8.16,4116,48,18,82456,2179576,27228,44081,305560,13351,17993357,7537959
34850229,8.64,4116,49,18,84115,2227587,27228,44081,312577,13351,18392714,7690245
44912611,6.56,4116,50,18,85869,2263383,27228,44081,317793,13351,18712092,7814506
45707823,9.38,4116,51,18,87506,2315599,27228,44081,324407,13351,19151060,7980700
46503373,9.34,4116,52,18,89126,2368426,27228,44081,331672,13351,19584715,8143985
47326262,8.14,4116,53,18,90849,2413167,27228,44081,339063,13351,19964923,8287788
48148906,8.15,4116,54,18,92669,2459307,27228,44081,344887,13351,20347360,8432667
48962034,8.96,4116,55,18,94222,2509799,27228,44081,351283,13351,20764720,8588011
39067290,8.09,4116,56,18,95915,2556168,27228,44081,359020,13351,21141905,8730497
39679437,8.18,4116,57,18,97525,2603755,27228,44081,364531,13351,21529950,8874192
51442610,8.08,4116,58,18,99120,2647248,27228,44081,371668,13351,21910497,9023288
41094422,4.03,4116,59,18,100624,2671908,27228,44081,377208,13351,22119767,9123151
53109921,10.32,4116,60,18,102465,2729682,27228,44081,383018,13351,22590419,9302276
53852899,11.64,4116,61,18,104066,2797586,27228,44081,389975,13351,23129644,9506206
54661195,8.68,4116,62,18,105858,2848179,27228,44081,397179,13351,23536255,9662091
43282132,7.70,4116,63,18,107381,2890249,27228,44081,404432,13351,23896052,9800372
43870824,8.74,4116,64,18,109113,2938015,27228,44081,410749,13351,24304496,9953842
57126410,8.51,4116,65,18,110697,2987296,27228,44081,415348,13351,24706972,10103730
45098794,7.94,4116,66,18,112248,3028056,27228,44081,423068,13351,25076429,10252372
45662954,9.21,4116,67,18,113705,3081468,27228,44081,428463,13351,25504815,10408825
59580080,8.22,4116,68,18,115289,3129119,27228,44081,432867,13351,25895461,10554345
60396425,8.68,4116,69,18,117121,3177197,27228,44081,440286,13351,26299059,10705573
47517561,7.11,4116,70,18,118606,3216807,27228,44081,446208,13351,26635606,10842498
62030145,9.41,4116,71,18,120408,3269007,27228,44081,450649,13351,27073779,11006672
62843874,8.42,4116,72,18,122175,3316066,27228,44081,457669,13351,27465866,11156129
63664933,8.71,4116,73,18,123634,3364487,27228,44081,464467,13351,27870182,11302117
64504847,7.55,4116,74,18,125443,3405130,27228,44081,469093,13351,28222661,11435845
65310944,8.97,4116,75,18,126961,3456661,27228,44081,476340,13351,28640241,11589913
51100692,8.49,4116,76,18,128732,3504493,27228,44081,483724,13351,29033303,11736431
51714070,8.09,4116,77,18,130433,3550166,27228,44081,489451,13351,29415940,11874689
67778967,8.32,4116,78,18,132082,3600345,27228,44081,493983,13351,29812836,12027332
68590665,8.68,4116,79,18,133792,3648846,27228,44081,501377,13351,30217152,12177272
53517609,8.15,4116,80,18,135160,3695077,27228,44081,508770,13351,30599468,12321695
70228415,8.13,4116,81,18,136818,3745623,27228,44081,515846,13351,30981101,12465220
71039406,8.68,4116,82,18,138471,3794186,27228,44081,523234,13351,31385809,12614875
71871284,7.60,4116,83,18,140063,3836814,27228,44081,530600,13351,31742417,12749423
72680397,8.68,4116,84,18,141737,3886347,27228,44081,538004,13351,32149872,12899468
56554072,8.37,4116,85,18,143298,3932491,27228,44081,544064,13351,32537918,13041163
74306788,8.74,4116,86,18,144890,3984167,27228,44081,550211,13351,32950237,13199729
75137860,7.84,4116,87,18,146412,4028854,27228,44081,556668,13351,33320146,13338837
75958437,8.68,4116,88,18,148178,4076299,27228,44081,560547,13351,33724124,13492154
58959440,8.45,4116,89,18,149805,4124222,27228,44081,568123,13351,34115479,13635859
59581712,7.82,4116,90,18,151614,4168017,27228,44081,572925,13351,34486277,13778339
78422046,8.63,4116,91,18,153358,4218000,27228,44081,577942,13351,34895316,13930609
60749825,8.91,4116,92,18,154916,4264728,27228,44081,585359,13351,35311335,14091818
61354431,8.33,4116,93,18,156525,4308969,27228,44081,592874,13351,35694637,14240582
80878952,8.13,4116,94,18,158017,4355157,27228,44081,597727,13351,36083846,14382325
62606344,7.87,4116,95,18,159978,4399403,27228,44081,605389,13351,36445803,14523750
63203214,8.63,4116,96,18,161502,4448310,27228,44081,609366,13351,36858863,14687158
83345024,8.40,4116,97,18,163141,4496284,27228,44081,614395,13351,37256758,14835881
84162709,8.68,4116,98,18,164618,4545825,27228,44081,620576,13351,37663310,14989827
84970728,8.68,4116,99,18,166143,4596381,27228,44081,628235,13351,38068734,15141638
85802192,7.60,4116,100,18,168054,4639204,27228,44081,635893,13351,38425918,15276459
86608624,8.68,4116,101,18,169793,4687577,27228,44081,643647,13351,38833222,15429511
87422598,8.34,4116,102,18,171686,4734864,27228,44081,651388,13351,39221538,15576929
67402002,8.93,4116,103,18,173406,4782680,27228,44081,658885,13351,39633811,15734997
68035606,7.66,4116,104,18,174912,4826469,27228,44081,664718,13351,39999121,15868654
89884034,8.68,4116,105,18,176802,4879199,27228,44081,670903,13351,40411484,16019527
69220358,8.35,4116,106,18,178389,4927654,27228,44081,678886,13351,40798906,16164194
91529663,8.20,4116,107,18,179977,4974856,27228,44081,683815,13351,41185791,16309780
70430881,8.41,4116,108,18,181524,5022761,27228,44081,691157,13351,41581215,16456484
71020958,8.68,4116,109,18,183138,5072826,27228,44081,699107,13351,41983762,16608202
71633404,8.22,4116,110,18,184756,5121709,27228,44081,705011,13351,42370811,16753150
94801599,8.05,4116,111,18,186482,5167122,27228,44081,709991,13351,42752921,16895648
95642194,6.74,4116,112,18,188339,5204081,27228,44081,717236,13351,43074980,17030438
96430483,10.52,4116,113,18,190016,5260721,27228,44081,722530,13351,43551194,17205264
97265734,7.91,4116,114,18,191839,5307070,27228,44081,726118,13351,43930454,17344157
98074082,8.68,4116,115,18,193519,5355220,27228,44081,733863,13351,44334984,17497797
75256013,8.55,4116,116,18,194986,5403088,27228,44081,741028,13351,44731811,17645877
75867985,8.31,4116,117,18,196660,5448223,27228,44081,745906,13351,45123545,17793931
100539593,8.09,4116,118,18,198097,5497013,27228,44081,750885,13351,45508978,17934997
101352713,8.68,4116,119,18,199940,5548744,27228,44081,758515,13351,45914189,18085984
102182777,7.59,4116,120,18,201530,5591767,27228,44081,766346,13351,46267225,18218656
78308617,8.36,4116,121,18,203190,5638240,27228,44081,774496,13351,46661447,18372503
78903913,8.61,4116,122,18,204681,5688109,27228,44081,781235,13351,47065029,18524347
79510655,8.46,4116,123,18,206281,5734733,27228,44081,788692,13351,47456804,18667924
105450336,8.30,4116,124,18,208131,5783176,27228,44081,792451,13351,47851903,18818107
106266357,8.54,4116,125,18,209831,5829412,27228,44081,799706,13351,48250956,18966444
81305706,8.68,4116,126,18,211340,5878951,27228,44081,807261,13351,48654096,19118951
81933427,7.89,4116,127,18,212950,5924843,27228,44081,814802,13351,49021113,19256810
108734898,8.36,4116,128,18,214477,5973186,27228,44081,818920,13351,49424386,19403703
109553402,8.67,4116,129,18,216008,6023508,27228,44081,824558,13351,49830766,19554627
83730910,8.61,4116,130,18,217614,6071825,27228,44081,832205,13351,50227760,19700962
111199360,7.63,4116,131,18,219516,6116049,27228,44081,836379,13351,50595527,19841879
111994523,8.83,4116,132,18,221005,6164265,27228,44081,844223,13351,51008779,20007907
85538594,8.56,4116,133,18,222431,6213528,27228,44081,852237,13351,51406429,20151813
113645445,7.70,4116,134,18,224297,6257636,27228,44081,858347,13351,51771802,20286073
114449946,8.68,4116,135,18,225910,6305216,27228,44081,866188,13351,52180106,20443340
115267215,8.19,4116,136,18,227589,6352923,27228,44081,874016,13351,52564590,20589702
87970102,8.34,4116,137,18,229309,6400346,27228,44081,881014,13351,52955742,20740494
116909533,8.35,4116,138,18,230877,6447694,27228,44081,885604,13351,53356364,20890113
117729191,8.11,4116,139,18,232662,6493549,27228,44081,892800,13351,53734172,21034815
89775222,8.93,4116,140,18,234097,6542822,27228,44081,900634,13351,54147136,21194027
90377283,8.22,4116,141,18,235725,6592311,27228,44081,906061,13351,54542465,21342971
120175320,8.56,4116,142,18,237253,6640565,27228,44081,912231,13351,54945696,21487230
120992076,8.68,4116,143,18,238630,6688387,27228,44081,920102,13351,55345337,21635133
92181034,8.06,4116,144,18,240400,6733982,27228,44081,928081,13351,55725624,21779184
122633910,8.19,4116,145,18,241911,6781325,27228,44081,933283,13351,56117243,21926494
93407238,8.11,4116,146,18,243616,6826195,27228,44081,941446,13351,56493117,22066461
93998541,8.64,4116,147,18,245229,6872288,27228,44081,946112,13351,56901292,22221844
125100477,8.16,4116,148,18,246892,6919324,27228,44081,951614,13351,57288239,22366519
125910517,8.66,4116,149,18,248575,6970247,27228,44081,958786,13351,57694254,22520068
95801903,8.33,4116,150,18,250271,7015340,27228,44081,966818,13351,58080854,22659633
96413463,8.19,4116,151,18,252125,7063032,27228,44081,972082,13351,58464409,22806509
128378349,8.43,4116,152,18,253827,7111349,27228,44081,980155,13351,58861555,22954256
97619416,8.25,4116,153,18,255595,7157668,27228,44081,987282,13351,59246932,23100634
130015961,8.16,4116,154,18,257260,7203780,27228,44081,990846,13351,59635698,23248881
130840502,8.50,4116,155,18,258664,7250995,27228,44081,997995,13351,60032686,23394151
131647532,8.67,4116,156,18,260502,7300555,27228,44081,1005933,13351,60439485,23548185
132471711,8.02,4116,157,18,262045,7346527,27228,44081,1012689,13351,60816044,23690972
133302194,8.27,4116,158,18,263837,7394214,27228,44081,1018851,13351,61205190,23832295
101233996,8.63,4116,159,18,265580,7445403,27228,44081,1024188,13351,61611604,23990264
134929790,8.46,4116,160,18,267155,7490837,27228,44081,1032152,13351,62000855,24132833
102466389,7.98,4116,161,18,268972,7536764,27228,44081,1036234,13351,62377158,24277466
103080932,8.33,4116,162,18,270496,7583999,27228,44081,1040646,13351,62769174,24423100
103679754,8.50,4116,163,18,272195,7632267,27228,44081,1044916,13351,63171710,24574342
104281555,8.38,4116,164,18,273730,7678596,27228,44081,1052364,13351,63563413,24718569
139048059,8.19,4116,165,18,275412,7724229,27228,44081,1059358,13351,63949660,24866042
139864529,8.06,4116,166,18,277114,7769322,27228,44081,1067027,13351,64328322,25014052
140676983,8.93,4116,167,18,278600,7820550,27228,44081,1072533,13351,64743707,25166705
141500949,7.95,4116,168,18,280232,7867874,27228,44081,1077710,13351,65123704,25312481
142315912,8.68,4116,169,18,281828,7917445,27228,44081,1084927,13351,65528826,25461743
143132558,8.51,4116,170,18,283421,7963788,27228,44081,1092195,13351,65921452,25611003
