period,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,8282,465,0,99198,4338459,19,19489,24526,3562,701140,1881,206992,4152,0.01
1,12311,1178,11053,99198,4519511,19,19489,24526,4792,714658,1881,206992,4152,0.00
2,13076,1178,13679,99198,5505983,19,19489,24526,5976,726762,1881,206992,4152,0.00
3,69002,19313,16267,99198,6446612,19,19489,24526,7728,775152,1881,206992,4152,1.97
4,210279,98675,19070,99198,7245598,19,19489,24526,9147,932218,1881,206992,4152,10.57
5,394261,167993,21899,99198,8886581,19,19489,24526,10440,1084983,1881,206992,4152,10.39
6,639771,245801,33364,99198,8874667,19,19489,24526,11727,1250124,1881,206992,4152,10.95
7,817618,293735,36487,99198,9721880,19,19489,24526,13386,1371442,1881,206992,4152,7.44
8,986418,331288,39802,99198,11278198,19,19489,24526,14636,1458359,1881,206992,4152,5.31
9,1159464,376845,42617,99198,11469166,19,19489,24526,16464,1574215,1881,206992,4152,7.10
10,1395806,461309,45674,99198,12233178,19,19489,24526,18131,1757488,1881,206992,4152,12.19
11,1579829,508763,48813,99198,13623222,19,19489,24526,19660,1863663,1881,206992,4152,6.68
12,1733911,545795,51694,99198,13979528,19,19489,24526,21215,1957934,1881,206992,4152,5.72
13,1966087,632551,54759,99198,14749490,19,19489,24526,22614,2138473,1881,206992,4152,12.35
14,2095520,642544,58151,99198,15692779,19,19489,24526,24509,2183921,1881,206992,4152,1.55
15,2341967,734547,60955,99198,16438824,19,19489,24526,26029,2385921,1881,206992,4152,13.77
16,2510905,785509,64084,99198,17284857,19,19489,24526,27548,2505337,1881,206992,4152,7.55
17,2618978,786895,67228,99198,18257540,19,19489,24526,29137,2527925,1881,206992,4152,0.20
18,2909145,911516,70520,99198,19162753,19,19489,24526,30427,2780952,1881,206992,4152,17.92
19,3017238,937724,73475,99198,19841831,19,19489,24526,31996,2854136,1881,206992,4152,3.89
20,3199769,985332,76241,99198,20703552,19,19489,24526,33547,2960610,1881,206992,4152,6.59
21,3448783,1083893,78848,99198,21561787,19,19489,24526,35136,3170346,1881,206992,4152,14.41
22,3551610,1105316,81665,99198,22360321,19,19489,24526,36718,3236272,1881,206992,4152,3.25
23,3793441,1195114,89472,99198,23145070,19,19489,24526,38253,3419980,1881,206992,4152,12.43
24,3922026,1228998,92499,99198,24063371,19,19489,24526,39715,3509548,1881,206992,4152,5.30
25,4144436,1314480,95481,99198,24812108,19,19489,24526,41170,3689929,1881,206992,4152,12.14
26,4251116,1326968,103928,99198,25759075,19,19489,24526,42892,3731585,1881,206992,4152,1.49
27,4509753,1441680,107033,99198,26463066,19,19489,24526,44180,3964093,1881,206992,4152,16.41
28,4604296,1451822,110259,99198,27404325,19,19489,24526,45687,4012870,1881,206992,4152,2.03
29,4837971,1547696,113726,99198,28034314,19,19489,24526,47195,4213168,1881,206992,4152,13.90
30,4949959,1573958,116742,99198,29063513,19,19489,24526,48992,4285422,1881,206992,4152,3.70
31,5049208,1592636,119872,99198,29992279,19,19489,24526,50493,4341442,1881,206992,4152,2.59
32,5329853,1716311,122584,99198,30666008,19,19489,24526,51868,4595492,1881,206992,4152,18.17
33,5459893,1768597,126239,99198,31508028,19,19489,24526,53505,4718891,1881,206992,4152,7.43
34,5580387,1798948,128832,99198,32406359,19,19489,24526,54901,4802795,1881,206992,4152,4.96
35,5784057,1876734,131978,99198,33183537,19,19489,24526,56371,4979553,1881,206992,4152,11.81
36,5955748,1943767,135220,99198,33993020,19,19489,24526,57766,5129773,1881,206992,4152,9.67
37,6123138,2006292,138348,99198,34812258,19,19489,24526,59237,5269128,1881,206992,4152,8.82
38,6235363,2059889,141470,99198,35662863,19,19489,24526,60871,5387401,1881,206992,4152,7.55
39,6390893,2119489,144609,99198,36496492,19,19489,24526,62410,5521875,1881,206992,4152,8.63
40,6527947,2176497,147840,99198,37327114,19,19489,24526,63821,5653737,1881,206992,4152,8.53
41,6686682,2228006,150521,99198,38170253,19,19489,24526,65679,5781152,1881,206992,4152,7.66
42,6831066,2287129,153966,99198,38789635,19,19489,24526,67258,5916839,1881,206992,4152,8.63
43,6979435,2345584,156978,99198,39826639,19,19489,24526,68828,6052824,1881,206992,4152,8.64
44,7104785,2397619,159701,99198,40675980,19,19489,24526,70387,6171195,1881,206992,4152,7.56
45,7252505,2455388,162835,99198,41511120,19,19489,24526,71896,6305708,1881,206992,4152,8.63
46,7425475,2514863,168541,99198,42340753,19,19489,24526,73398,6441151,1881,206992,4152,8.64
47,7557256,2567724,171535,99198,43192212,19,19489,24526,75115,6559151,1881,206992,4152,7.55
48,7722357,2627339,174673,99198,44022132,19,19489,24526,76547,6694603,1881,206992,4152,8.63
49,7914424,2684082,177806,99198,44853472,19,19489,24526,78270,6826919,1881,206992,4152,8.58
50,8068585,2735961,180431,99198,45697776,19,19489,24526,79905,6949196,1881,206992,4152,7.62
51,8232098,2796130,183536,99198,46527774,19,19489,24526,81441,7083838,1881,206992,4152,8.64
52,8395709,2848139,186689,99198,47384668,19,19489,24526,83147,7205837,1881,206992,4152,7.56
53,8546906,2908273,189831,99198,48217557,19,19489,24526,84618,7338548,1881,206992,4152,8.63
54,8729860,2966766,198104,99198,49048657,19,19489,24526,86124,7473709,1881,206992,4152,8.64
55,8903875,3021755,208733,99198,49898421,19,19489,24526,87784,7598076,1881,206992,4152,7.98
56,9029423,3079361,211202,99198,50737762,19,19489,24526,89294,7724207,1881,206992,4152,8.20
57,9226525,3137586,214332,99198,51564631,19,19489,24526,90872,7861069,1881,206992,4152,8.64
58,9401768,3196141,217456,99198,52389574,19,19489,24526,92456,7998065,1881,206992,4152,8.64
59,9538047,3246269,220597,99198,53233006,19,19489,24526,94067,8119851,1881,206992,4152,7.56
60,9699819,3298383,228520,99198,53595861,19,19489,24526,95654,8246811,1881,206992,4152,7.84
61,9872991,3364303,239380,99198,54925057,19,19489,24526,97348,8389783,1881,206992,4152,9.43
62,10012969,3418218,242526,99198,55264180,19,19489,24526,98934,8512050,1881,206992,4152,7.85
63,10200747,3477206,248454,99198,56605093,19,19489,24526,100395,8642758,1881,206992,4152,8.34
64,10376522,3534178,251581,99198,57435962,19,19489,24526,101984,8778606,1881,206992,4152,8.63
65,10536694,3584156,254713,99198,58277879,19,19489,24526,103515,8901061,1881,206992,4152,7.56
66,10702181,3640543,257824,99198,58499954,19,19489,24526,105212,9031942,1881,206992,4152,8.11
67,10873063,3699621,262954,99198,59943606,19,19489,24526,106789,9168018,1881,206992,4152,8.80
68,11022715,3760286,269371,99198,60772473,19,19489,24526,108438,9309532,1881,206992,4152,8.87
69,11172107,3818997,280484,99198,61620088,19,19489,24526,110266,9439976,1881,206992,4152,8.30
70,11323205,3871494,283276,99198,62462753,19,19489,24526,111794,9563296,1881,206992,4152,7.89
71,11477818,3923354,286409,99198,63312384,19,19489,24526,113264,9681999,1881,206992,4152,7.56
72,11633260,3981582,289551,99198,64141209,19,19489,24526,114981,9818298,1881,206992,4152,8.63
73,11770840,4036509,292694,99198,64982511,19,19489,24526,116582,9946352,1881,206992,4152,8.22
74,11940072,4100174,295354,99198,65134615,19,19489,24526,118156,10089880,1881,206992,4152,9.05
75,12072944,4153642,298324,99198,66657062,19,19489,24526,119825,10209035,1881,206992,4152,7.56
76,12218508,4213355,301469,99198,67483974,19,19489,24526,121385,10344462,1881,206992,4152,8.63
77,12373172,4271947,304606,99198,68314515,19,19489,24526,123040,10478978,1881,206992,4152,8.63
78,12504673,4323460,307735,99198,69161220,19,19489,24526,124856,10600899,1881,206992,4152,7.56
79,12654950,4362359,311154,99198,69326562,19,19489,24526,126390,10703816,1881,206992,4152,6.13
80,12891682,4440387,314020,99198,70821281,19,19489,24526,127832,10872072,1881,206992,4152,11.14
81,13010510,4492249,317221,99198,71666956,19,19489,24526,129619,10993349,1881,206992,4152,7.55
82,13161843,4549244,320373,99198,72497849,19,19489,24526,131344,11126416,1881,206992,4152,8.49
83,13314145,4613620,323347,99198,73326746,19,19489,24526,132767,11263447,1881,206992,4152,8.78
84,13440215,4665243,326315,99198,74176202,19,19489,24526,134517,11383287,1881,206992,4152,7.56
85,13593989,4724420,328797,99198,75011668,19,19489,24526,136107,11518405,1881,206992,4152,8.64
86,13749044,4783845,332901,99198,75839302,19,19489,24526,137561,11654219,1881,206992,4152,8.64
87,13875319,4836417,335726,99198,76686279,19,19489,24526,139260,11774905,1881,206992,4152,7.56
88,14026176,4891653,338921,99198,76759596,19,19489,24526,140836,11903740,1881,206992,4152,8.21
89,14184857,4953171,341628,99198,78351030,19,19489,24526,142189,12044749,1881,206992,4152,9.04
90,14322302,5005017,344766,99198,79200075,19,19489,24526,143790,12164023,1881,206992,4152,7.56
91,14467201,5063239,348005,99198,80029114,19,19489,24526,145403,12302078,1881,206992,4152,8.64
92,14593258,5112372,361978,99198,80883547,19,19489,24526,147113,12419670,1881,206992,4152,7.41
93,14732940,5172518,365211,99198,80960455,19,19489,24526,148988,12555448,1881,206992,4152,8.46
94,14873894,5232877,368147,99198,82548439,19,19489,24526,150553,12686912,1881,206992,4152,8.46
95,15031657,5297378,370821,99198,83369902,19,19489,24526,152174,12828862,1881,206992,4152,9.10
96,15158163,5350960,374153,99198,84211946,19,19489,24526,153821,12953481,1881,206992,4152,7.86
97,15320454,5407627,376973,99198,85050787,19,19489,24526,155340,13084843,1881,206992,4152,8.33
98,15472375,5466727,391111,99198,85880911,19,19489,24526,156889,13219219,1881,206992,4152,8.63
99,15590309,5517211,394415,99198,86728478,19,19489,24526,158678,13339999,1881,206992,4152,7.55
100,15730956,5570983,402931,99198,86831575,19,19489,24526,160145,13466077,1881,206992,4152,7.85
101,15885774,5636253,414209,99198,88415475,19,19489,24526,161588,13609065,1881,206992,4152,9.41
102,16005228,5687600,417531,99198,89261554,19,19489,24526,163270,13729665,1881,206992,4152,7.55
103,16165625,5744287,420322,99198,90090266,19,19489,24526,164884,13865156,1881,206992,4152,8.64
104,16325254,5801128,423614,99198,90919238,19,19489,24526,166426,14001866,1881,206992,4152,8.63
105,16452260,5853967,426911,99198,91768281,19,19489,24526,168260,14120832,1881,206992,4152,7.56
106,16590192,5908265,430228,99198,92604397,19,19489,24526,169882,14249336,1881,206992,4152,8.07
107,16717548,5964395,433106,99198,93445874,19,19489,24526,171589,14375819,1881,206992,4152,8.13
108,16861373,6029362,436440,99198,94260092,19,19489,24526,172978,14522082,1881,206992,4152,9.51
109,16994990,6084178,443224,99198,95103831,19,19489,24526,174716,14651376,1881,206992,4152,7.76
110,17120250,6144164,446520,99198,95929970,19,19489,24526,176332,14787669,1881,206992,4152,8.63
111,17259862,6201697,449822,99198,96762467,19,19489,24526,178067,14918941,1881,206992,4152,8.27
112,17409404,6256402,459412,99198,97613129,19,19489,24526,179742,15047376,1881,206992,4152,7.85
113,17546059,6306696,461979,99198,98469539,19,19489,24526,181246,15161405,1881,206992,4152,7.38
114,17707574,6374600,465127,99198,99282998,19,19489,24526,182708,15314816,1881,206992,4152,9.38
115,17833968,6430039,478982,99198,99476588,19,19489,24526,184324,15443383,1881,206992,4152,8.18
116,17960160,6487211,481922,99198,100960582,19,19489,24526,185925,15575808,1881,206992,4152,8.01
117,18099788,6547964,485224,99198,101787712,19,19489,24526,187528,15712080,1881,206992,4152,8.64
118,18216941,6598971,488525,99198,102635142,19,19489,24526,189114,15833661,1881,206992,4152,7.56
119,18328045,6652307,491846,99198,103484122,19,19489,24526,190669,15951807,1881,206992,4152,7.55
120,18489131,6720304,495032,99198,104294550,19,19489,24526,192090,16102392,1881,206992,4152,9.72
121,18604469,6771574,498336,99198,105142628,19,19489,24526,193621,16221889,1881,206992,4152,7.56
122,18742472,6831347,501652,99198,105970744,19,19489,24526,195251,16358892,1881,206992,4152,8.63
123,18879508,6891910,504963,99198,106798858,19,19489,24526,196969,16494129,1881,206992,4152,8.64
124,19012579,6943897,508272,99198,107644893,19,19489,24526,198644,16615577,1881,206992,4152,7.56
125,19140688,7004346,511590,99198,108470280,19,19489,24526,200056,16751876,1881,206992,4152,8.64
126,19276960,7063698,515971,99198,109297397,19,19489,24526,201637,16890279,1881,206992,4152,8.64
127,19414536,7115284,519273,99198,110144500,19,19489,24526,203244,17010920,1881,206992,4152,7.56
128,19525044,7169976,522598,99198,110984568,19,19489,24526,204808,17137096,1881,206992,4152,7.92
129,19664909,7234144,525912,99198,111803817,19,19489,24526,206215,17282582,1881,206992,4152,9.35
130,19781135,7285813,529064,99198,112648960,19,19489,24526,207807,17404458,1881,206992,4152,7.56
131,19909237,7347521,532330,99198,113475797,19,19489,24526,209362,17538584,1881,206992,4152,8.63
132,20024021,7405817,535631,99198,114307485,19,19489,24526,210907,17668799,1881,206992,4152,8.37
133,20141129,7460603,538931,99198,115153313,19,19489,24526,212594,17792136,1881,206992,4152,7.81
134,20244441,7514121,542408,99198,116002181,19,19489,24526,214119,17909590,1881,206992,4152,7.56
135,20381826,7579331,545561,99198,116817808,19,19489,24526,215554,18053876,1881,206992,4152,9.25
136,20505775,7633675,548504,99198,117660596,19,19489,24526,217189,18181497,1881,206992,4152,8.02
137,20635939,7693711,551807,99198,118488179,19,19489,24526,218694,18316635,1881,206992,4152,8.63
138,20793104,7752498,557138,99198,119049061,19,19489,24526,220194,18450472,1881,206992,4152,8.49
139,20902481,7808574,559968,99198,120166005,19,19489,24526,221823,18575331,1881,206992,4152,7.70
140,21033371,7859047,563371,99198,121010244,19,19489,24526,223397,18696496,1881,206992,4152,7.56
141,21207013,7918662,566966,99198,121836847,19,19489,24526,224952,18834376,1881,206992,4152,8.81
142,21330286,7979037,569840,99198,122429475,19,19489,24526,226667,18968204,1881,206992,4152,8.45
143,21469569,8039747,573125,99198,123503156,19,19489,24526,228046,19102947,1881,206992,4152,8.64
144,21597955,8096294,588449,99198,124354955,19,19489,24526,229731,19231636,1881,206992,4152,8.29
145,21746681,8155560,591209,99198,124961572,19,19489,24526,231153,19360659,1881,206992,4152,8.15
146,21849726,8206637,594414,99198,126047848,19,19489,24526,232545,19477612,1881,206992,4152,7.31
147,21979025,8266517,597814,99198,126874722,19,19489,24526,233997,19613192,1881,206992,4152,8.64
148,22100690,8327191,601220,99198,127703721,19,19489,24526,235375,19747828,1881,206992,4152,8.63
149,22233802,8386876,604615,99198,128527857,19,19489,24526,236915,19884672,1881,206992,4152,8.64
150,22348321,8439876,608069,99198,129375253,19,19489,24526,238662,20004746,1881,206992,4152,7.56
151,22477011,8499464,611026,99198,130206861,19,19489,24526,240226,20140518,1881,206992,4152,8.63
152,22624853,8559084,614413,99198,131032782,19,19489,24526,241929,20276081,1881,206992,4152,8.64
153,22755003,8611320,617807,99198,131880986,19,19489,24526,243371,20396315,1881,206992,4152,7.56
154,22882257,8667566,621212,99198,132716872,19,19489,24526,244790,20526428,1881,206992,4152,8.17
155,23030286,8731529,623962,99198,133536842,19,19489,24526,246367,20670219,1881,206992,4152,9.10
156,23150217,8784735,626976,99198,134382080,19,19489,24526,247898,20790553,1881,206992,4152,7.56
157,23283984,8844992,630380,99198,135207728,19,19489,24526,249442,20927376,1881,206992,4152,8.63
158,23403002,8894633,637392,99198,136061735,19,19489,24526,250920,21044490,1881,206992,4152,7.40
