period,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,10075,405,615,100562,5189951,19,19468,13071,4103,709441,1822,290608,4152,0.01
1,13418,3739,11657,100562,5367103,19,19468,13071,5379,722363,1822,290608,4152,0.00
2,14339,3739,14253,100562,6352548,19,19468,13071,6520,734407,1822,290608,4152,0.00
3,62484,32569,16840,100562,7268178,19,19468,13071,7695,788597,1822,290608,4152,3.18
4,227451,130055,19590,100562,8039182,19,19468,13071,8853,937035,1822,290608,4152,10.30
5,373024,148896,22511,100562,8869059,19,19468,13071,10210,1090479,1822,290608,4152,2.82
6,381187,148896,25566,100562,9842295,19,19468,13071,11645,1115716,1822,290608,4152,0.02
7,432553,149129,28611,100562,10765747,19,19468,13071,13200,1189417,1822,290608,4152,0.15
8,610787,256912,31660,100562,11514544,19,19468,13071,14472,1344974,1822,290608,4152,10.04
9,799636,369641,34742,100562,12253204,19,19468,13071,15646,1510383,1822,290608,4152,10.81
10,1002793,493841,37838,100562,12975751,19,19468,13071,17025,1687552,1822,290608,4152,11.77
11,1215215,622993,41301,100562,14940433,19,19468,13071,18312,1870344,1822,290608,4152,12.40
12,1423432,748919,43913,100562,14393084,19,19468,13071,19623,2050180,1822,290608,4152,11.80
13,1620543,867606,47081,100562,16505241,19,19468,13071,20947,2221767,1822,290608,4152,11.35
14,1811543,979141,50049,100562,17298434,19,19468,13071,22172,2391639,1822,290608,4152,11.15
15,2000768,1086633,53012,100562,16591040,19,19468,13071,23534,2560949,1822,290608,4152,10.52
16,2188618,1195623,56062,100562,17334832,19,19468,13071,24777,2727378,1822,290608,4152,10.10
17,2413221,1331316,59041,100562,18027061,19,19468,13071,26015,2920301,1822,290608,4152,12.53
18,2601998,1435291,62226,100562,18749475,19,19468,13071,27316,3099860,1822,290608,4152,10.75
19,2766189,1523380,64921,100562,19521558,19,19468,13071,28485,3260728,1822,290608,4152,8.80
20,2925207,1609723,67705,100562,20296114,19,19468,13071,29861,3415609,1822,290608,4152,8.63
21,3079156,1694674,70664,100562,22929669,19,19468,13071,31140,3563148,1822,290608,4152,8.22
22,3245900,1781856,73408,100562,21859765,19,19468,13071,32472,3725947,1822,290608,4152,9.23
23,3407579,1869152,76340,100562,22633756,19,19468,13071,33804,3880982,1822,290608,4152,8.71
24,3566281,1955479,78932,100562,23410798,19,19468,13071,34884,4034722,1822,290608,4152,8.70
25,3726889,2041549,81594,100562,26220703,19,19468,13071,36087,4190963,1822,290608,4152,8.69
26,3883030,2120856,84605,100562,27054087,19,19468,13071,37409,4347945,1822,290608,4152,8.66
27,4041458,2208977,87540,100562,25729077,19,19468,13071,38597,4502954,1822,290608,4152,8.69
28,4198316,2294358,90727,100562,26500887,19,19468,13071,39801,4656301,1822,290608,4152,8.70
29,4359919,2379062,93401,100562,27268941,19,19468,13071,40968,4813215,1822,290608,4152,8.69
30,4517567,2459413,96483,100562,28053274,19,19468,13071,42123,4971982,1822,290608,4152,8.70
31,4665025,2527910,99650,100562,28843187,19,19468,13071,43524,5130678,1822,290608,4152,8.69
32,4812664,2595006,102568,100562,32054740,19,19468,13071,44736,5290896,1822,290608,4152,8.70
33,4958722,2662606,105490,100562,30423187,19,19468,13071,45893,5446073,1822,290608,4152,8.69
34,5107534,2732012,108296,100562,31205904,19,19468,13071,46938,5605369,1822,290608,4152,8.70
35,5255828,2801175,111132,100562,31987943,19,19468,13071,48164,5766943,1822,290608,4152,8.69
36,5406422,2871737,114226,100562,32769986,19,19468,13071,49451,5929694,1822,290608,4152,8.70
37,5549850,2934563,117100,100562,33560488,19,19468,13071,50663,6087618,1822,290608,4152,8.69
38,5693645,2999691,119910,100562,34354388,19,19468,13071,51804,6244807,1822,290608,4152,8.69
