period,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,7181,362,149,96158,4105498,18,15711,24393,2790,695274,1823,290608,4144,0.02
1,10773,2354,11633,96158,4288505,18,15711,24393,3857,705262,1823,290608,4144,0.00
2,12430,2354,14258,96158,5276080,18,15711,24393,4902,715307,1823,290608,4144,0.00
3,323282,35601,16923,96158,6794330,18,15711,24393,5614,815400,1823,290608,4144,5.76
4,780313,80007,20485,96158,6990272,18,15711,24393,6468,956109,1823,290608,4144,8.38
5,1268095,127328,23341,96158,7833635,18,15711,24393,7202,1107937,1823,290608,4144,9.11
6,1667253,165131,26918,96158,8658775,18,15711,24393,8190,1230380,1823,290608,4144,7.37
7,1681027,166360,29474,96158,9646165,18,15711,24393,9035,1241857,1823,290608,4144,0.24
8,1694401,167614,32513,96158,10630937,18,15711,24393,10088,1255284,1823,290608,4144,0.24
9,2055532,201215,35543,96158,11035946,18,15711,24393,10915,1369272,1823,290608,4144,6.75
10,2672230,261073,39663,96158,11411101,18,15711,24393,11762,1555958,1823,290608,4144,11.42
11,3298022,321069,42966,96158,11778069,18,15711,24393,12507,1741993,1823,290608,4144,11.56
12,3916646,378907,46078,96158,13841523,18,15711,24393,13190,1926761,1823,290608,4144,11.50
13,4513307,436347,48708,96158,14622255,18,15711,24393,13899,2105511,1823,290608,4144,11.10
14,5058897,488441,51793,96158,15417356,18,15711,24393,14666,2270672,1823,290608,4144,10.14
15,5654007,545330,55327,96158,13360813,18,15711,24393,15356,2451093,1823,290608,4144,11.17
16,6301912,606588,58839,96158,13718453,18,15711,24393,16061,2642588,1823,290608,4144,11.97
17,6903382,663072,62759,96158,14118178,18,15711,24393,16827,2820190,1823,290608,4144,11.15
18,7373383,709053,66235,96158,14647181,18,15711,24393,17643,2967217,1823,290608,4144,8.60
19,7820496,751786,69720,96158,15203409,18,15711,24393,18526,3102280,1823,290608,4144,8.26
20,8271560,795308,73505,96158,20291587,18,15711,24393,19359,3236932,1823,290608,4144,8.27
21,8797378,844976,76093,96158,21095749,18,15711,24393,20049,3400317,1823,290608,4144,9.73
22,9305193,890285,79073,96158,21906999,18,15711,24393,20866,3556321,1823,290608,4144,9.43
23,9759554,933214,82668,96158,17235182,18,15711,24393,21542,3698746,1823,290608,4144,8.42
24,10181863,972943,86060,96158,17814154,18,15711,24393,22489,3828116,1823,290608,4144,7.80
25,10723383,1024850,89859,96158,24390607,18,15711,24393,23217,3990200,1823,290608,4144,9.95
26,11049823,1054530,92868,96158,25265517,18,15711,24393,23862,4094409,1823,290608,4144,6.02
27,11421065,1089663,95945,96158,26125458,18,15711,24393,24643,4208633,1823,290608,4144,6.90
28,12060914,1148267,99239,96158,19907138,18,15711,24393,25467,4399026,1823,290608,4144,11.96
29,12621405,1201712,102838,96158,20334514,18,15711,24393,26217,4570013,1823,290608,4144,10.37
30,13081916,1247402,106599,96158,20868610,18,15711,24393,27071,4713496,1823,290608,4144,8.44
31,13568464,1293818,110255,96158,21379314,18,15711,24393,27869,4862815,1823,290608,4144,8.90
32,13839559,1320006,113227,96158,30249294,18,15711,24393,28661,4948549,1823,290608,4144,4.99
33,13898163,1325369,116326,96158,31219192,18,15711,24393,29640,4974874,1823,290608,4144,1.08
34,14434893,1374645,119624,96158,23488967,18,15711,24393,30426,5138306,1823,290608,4144,10.03
35,15062461,1434911,123444,96158,23845358,18,15711,24393,31168,5326354,1823,290608,4144,11.64
36,15465350,1471880,127102,96158,24451358,18,15711,24393,32078,5451315,1823,290608,4144,7.40
37,16118226,1533930,130524,96158,34428380,18,15711,24393,32876,5644276,1823,290608,4144,12.05
38,16739211,1591249,133251,96158,25160232,18,15711,24393,33611,5829178,1823,290608,4144,11.58
39,17327937,1646722,136318,96158,25558027,18,15711,24393,34302,6004782,1823,290608,4144,10.93
40,17805610,1693356,139716,96158,26075460,18,15711,24393,35100,6149107,1823,290608,4144,8.69
41,18174758,1727656,142709,96158,26700317,18,15711,24393,35731,6261474,1823,290608,4144,6.80
42,18748776,1781020,146511,96158,27119059,18,15711,24393,36681,6433920,1823,290608,4144,10.52
43,19101181,1816508,150139,96158,39354437,18,15711,24393,37644,6544451,1823,290608,4144,6.37
44,19634037,1866385,153269,96158,40162437,18,15711,24393,38456,6703934,1823,290608,4144,9.84
45,20132128,1913868,156512,96158,40990305,18,15711,24393,39309,6853766,1823,290608,4144,9.10
46,20654099,1963327,159655,96158,29195631,18,15711,24393,39926,7014051,1823,290608,4144,9.61
47,20930128,1991100,163151,96158,42690653,18,15711,24393,40800,7099322,1823,290608,4144,4.98
48,20998736,1994513,166384,96158,30848179,18,15711,24393,41736,7132536,1823,290608,4144,1.24
49,21010737,1995680,169366,96158,44637469,18,15711,24393,42966,7147031,1823,290608,4144,0.12
50,21588458,2053235,172496,96158,32243781,18,15711,24393,43702,7321304,1823,290608,4144,10.77
51,21967298,2089714,175713,96158,46282901,18,15711,24393,44618,7437078,1823,290608,4144,7.03
52,22120255,2105033,178836,96158,47218500,18,15711,24393,45433,7488855,1823,290608,4144,2.83
53,22384103,2128677,182106,96158,34433010,18,15711,24393,46287,7577322,1823,290608,4144,4.92
54,22858212,2173068,185405,96158,34948482,18,15711,24393,47041,7720454,1823,290608,4144,8.82
55,23496568,2233450,189273,96158,35298948,18,15711,24393,47785,7910095,1823,290608,4144,11.82
56,24158299,2296727,192387,96158,50464353,18,15711,24393,48555,8105358,1823,290608,4144,12.32
57,24815025,2359097,195566,96158,35947731,18,15711,24393,49374,8299258,1823,290608,4144,12.33
58,25447472,2419874,199512,96158,51998474,18,15711,24393,50224,8488690,1823,290608,4144,11.72
59,26103064,2480457,203198,96158,36645356,18,15711,24393,51046,8685389,1823,290608,4144,12.20
60,26747403,2542180,206272,96158,53538243,18,15711,24393,51865,8877098,1823,290608,4144,11.96
61,27362716,2599420,209448,96158,37365161,18,15711,24393,52731,9060810,1823,290608,4144,11.49
62,27993555,2660025,212900,96158,55087757,18,15711,24393,53466,9247296,1823,290608,4144,11.73
63,28504121,2707872,215916,96158,55906634,18,15711,24393,54305,9400759,1823,290608,4144,9.43
64,28988702,2753087,219031,96158,38708972,18,15711,24393,55036,9547386,1823,290608,4144,9.02
65,29340331,2789444,222201,96158,57590593,18,15711,24393,55870,9655792,1823,290608,4144,6.47
66,29972736,2844433,225324,96158,58362740,18,15711,24393,56548,9845709,1823,290608,4144,11.70
67,30547218,2899885,228415,96158,40115092,18,15711,24393,57268,10015405,1823,290608,4144,10.61
68,31048879,2945935,231831,96158,40604609,18,15711,24393,58008,10168420,1823,290608,4144,9.18
69,31521807,2991129,236026,96158,41125815,18,15711,24393,58927,10314746,1823,290608,4144,8.67
70,31946295,3032353,239615,96158,61641589,18,15711,24393,59611,10445373,1823,290608,4144,7.67
71,32466061,3082408,242721,96158,62448737,18,15711,24393,60447,10600993,1823,290608,4144,9.58
72,32832151,3116169,246033,96158,42801899,18,15711,24393,61338,10713468,1823,290608,4144,6.79
73,33424409,3171415,249696,96158,43200560,18,15711,24393,62056,10889919,1823,290608,4144,10.88
74,33914649,3218522,253156,96158,64927059,18,15711,24393,62778,11034865,1823,290608,4144,8.93
75,34209832,3245416,256385,96158,44409515,18,15711,24393,63663,11127982,1823,290608,4144,5.50
76,34682609,3291232,259914,96158,44928895,18,15711,24393,64456,11272141,1823,290608,4144,8.69
77,35204000,3340986,263765,96158,45409426,18,15711,24393,65205,11430775,1823,290608,4144,9.52
78,35728498,3391152,267311,96158,68265064,18,15711,24393,65976,11588719,1823,290608,4144,9.59
79,36224419,3440008,269905,96158,69079744,18,15711,24393,66778,11739394,1823,290608,4144,9.11
80,36736953,3488914,272994,96158,69885948,18,15711,24393,67368,11897099,1823,290608,4144,9.43
81,37091184,3523416,276078,96158,70751131,18,15711,24393,68146,12005717,1823,290608,4144,6.49
82,37661922,3576418,279194,96158,71538799,18,15711,24393,68952,12181307,1823,290608,4144,10.57
83,38165767,3624445,282490,96158,72358319,18,15711,24393,69617,12333792,1823,290608,4144,9.18
84,38637482,3669455,285573,96158,73185336,18,15711,24393,70379,12476773,1823,290608,4144,8.65
85,39101161,3712142,288222,96158,74014465,18,15711,24393,71141,12619894,1823,290608,4144,8.56
86,39487206,3746446,291552,96158,50036359,18,15711,24393,72082,12743833,1823,290608,4144,7.10
87,40060160,3800744,295489,96158,50452284,18,15711,24393,72859,12917936,1823,290608,4144,10.49
88,40435160,3835034,298774,96158,76525726,18,15711,24393,73529,13034179,1823,290608,4144,6.85
89,41019767,3889822,302039,96158,77312607,18,15711,24393,74396,13211522,1823,290608,4144,10.81
90,41499656,3934370,305213,96158,78141585,18,15711,24393,75118,13357768,1823,290608,4144,8.73
91,41932459,3974988,308111,96158,78977028,18,15711,24393,76096,13493595,1823,290608,4144,7.97
92,42432743,4021880,311357,96158,53037434,18,15711,24393,76787,13646609,1823,290608,4144,9.24
