period,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,8618,332,0,99315,4373207,18,19524,24513,3748,703217,1881,206992,4152,0.02
1,11498,5680,11815,99315,4554733,18,19524,24513,5025,715804,1881,206992,4152,0.00
2,12830,5680,14423,99315,5539072,18,19524,24513,6349,728316,1881,206992,4152,0.00
3,71295,24974,17007,99315,6479167,18,19524,24513,7848,776138,1881,206992,4152,2.03
4,287478,131237,19810,99315,8054033,18,19524,24513,9276,982017,1881,206992,4152,14.31
5,496803,169330,22550,99315,8829893,18,19524,24513,11122,1081687,1881,206992,4152,5.80
6,669878,205997,30614,99315,9648715,18,19524,24513,12912,1185989,1881,206992,4152,5.99
7,964555,285015,41731,99315,10344008,18,19524,24513,14598,1353623,1881,206992,4152,11.33
8,1176242,320982,44373,99315,10644943,18,19524,24513,16264,1452434,1881,206992,4152,5.84
9,1432101,386555,47454,99315,11457272,18,19524,24513,17700,1596100,1881,206992,4152,9.42
10,1643198,438593,50368,99315,12301529,18,19524,24513,19314,1721601,1881,206992,4152,7.98
11,1918195,510117,53426,99315,13091703,18,19524,24513,21138,1886165,1881,206992,4152,10.73
12,2181412,579935,56556,99315,13896762,18,19524,24513,22868,2036544,1881,206992,4152,9.88
13,2360217,625440,59642,99315,14744971,18,19524,24513,24680,2156714,1881,206992,4152,7.32
14,2502102,627007,62722,99315,15714475,18,19524,24513,26340,2181229,1881,206992,4152,0.23
15,2847038,740380,65783,99315,16414446,18,19524,24513,27742,2416944,1881,206992,4152,16.83
16,3022912,757375,68545,99315,17344177,18,19524,24513,29397,2478903,1881,206992,4152,2.66
17,3341898,857370,71615,99315,18074826,18,19524,24513,30770,2683099,1881,206992,4152,14.24
18,3507012,869183,74845,99315,19014975,18,19524,24513,32478,2732616,1881,206992,4152,2.05
19,3816669,961065,77987,99315,19762312,18,19524,24513,33891,2929630,1881,206992,4152,13.78
20,3957523,962546,81193,99315,20732930,18,19524,24513,35610,2953797,1881,206992,4152,0.21
21,4099232,963972,84304,99315,21702059,18,19524,24513,37354,2979281,1881,206992,4152,0.21
22,4448990,1080526,87427,99315,21606607,18,19524,24513,38733,3216793,1881,206992,4152,16.86
23,4752704,1182274,90188,99315,23114164,18,19524,24513,40142,3436304,1881,206992,4152,15.30
24,5001898,1244322,93424,99315,23939940,18,19524,24513,41868,3572102,1881,206992,4152,8.78
25,5153431,1263859,96560,99315,24860380,18,19524,24513,43617,3636260,1881,206992,4152,3.11
26,5432477,1341165,99660,99315,25642305,18,19524,24513,45214,3803968,1881,206992,4152,11.14
27,5674226,1395146,102886,99315,26478072,18,19524,24513,47068,3934996,1881,206992,4152,8.23
28,5896359,1437874,105607,99315,27348685,18,19524,24513,48650,4041708,1881,206992,4152,6.47
29,6111893,1481232,108904,99315,26804554,18,19524,24513,50281,4141993,1881,206992,4152,6.03
30,6408445,1578002,111902,99315,28950525,18,19524,24513,51585,4353519,1881,206992,4152,14.49
31,6627702,1623222,115323,99315,29819108,18,19524,24513,53231,4457335,1881,206992,4152,6.40
32,6877609,1694627,118218,99315,30609712,18,19524,24513,54838,4623602,1881,206992,4152,10.90
33,7097927,1752022,121438,99315,31436221,18,19524,24513,56454,4759609,1881,206992,4152,8.64
34,7320451,1802186,124440,99315,32284948,18,19524,24513,57927,4882652,1881,206992,4152,7.56
35,7536734,1841789,127559,99315,33158747,18,19524,24513,59560,4986815,1881,206992,4152,6.22
36,7812727,1918988,130162,99315,33948864,18,19524,24513,61145,5150329,1881,206992,4152,11.02
37,7999341,1970793,132804,99315,34797446,18,19524,24513,62604,5273245,1881,206992,4152,7.60
