period,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,7882,482,485,96938,4806182,19,15755,13613,3584,710306,1830,290608,4148,0.01
1,11621,1023,8320,96938,4983124,19,15755,13613,4680,720566,1830,290608,4148,0.00
2,12203,1023,10910,96938,5974435,19,15755,13613,5550,727549,1830,290608,4148,0.00
3,119557,54402,13487,96938,6812274,19,15755,13613,6333,845724,1830,290608,4148,7.32
4,256747,122137,16769,96938,7631630,19,15755,13613,7154,983800,1830,290608,4148,8.78
5,386773,187750,19809,96938,8454998,19,15755,13613,8188,1117863,1830,290608,4148,8.14
6,534801,265774,22558,96938,9258629,19,15755,13613,8861,1262314,1830,290608,4148,9.16
7,663624,334690,25676,96938,10085976,19,15755,13613,9769,1388688,1830,290608,4148,7.96
8,798118,406379,28396,96938,10906817,19,15755,13613,10616,1519129,1830,290608,4148,8.39
9,951240,482975,31081,96938,11698642,19,15755,13613,11436,1671679,1830,290608,4148,9.56
10,1086725,553907,34100,96938,12516194,19,15755,13613,12377,1805753,1830,290608,4148,8.32
11,1203005,614635,37151,96938,13359191,19,15755,13613,13082,1920398,1830,290608,4148,7.12
12,1375172,706403,40188,96938,14132171,19,15755,13613,13854,2087901,1830,290608,4148,10.73
13,1493613,765015,43272,96938,14970719,19,15755,13613,14671,2207220,1830,290608,4148,7.56
14,1642494,836008,46313,96938,15764682,19,15755,13613,15386,2360316,1830,290608,4148,9.73
15,1767576,897958,49354,96938,16591509,19,15755,13613,16356,2488960,1830,290608,4148,8.05
16,1912491,968378,51804,96938,18670969,19,15755,13613,17241,2634324,1830,290608,4148,9.37
17,2049686,1036612,54693,96938,18208215,19,15755,13613,17950,2770894,1830,290608,4148,8.87
18,2181065,1101148,57219,96938,19026177,19,15755,13613,18930,2906638,1830,290608,4148,8.30
19,2309823,1162485,60333,96938,21229158,19,15755,13613,19896,3040197,1830,290608,4148,8.43
20,2456868,1240010,63292,96938,20652822,19,15755,13613,20620,3182300,1830,290608,4148,8.99
21,2604981,1318863,66726,96938,21456191,19,15755,13613,21348,3324831,1830,290608,4148,9.04
22,2747532,1393548,69551,96938,23726392,19,15755,13613,22342,3464387,1830,290608,4148,8.72
23,2888012,1470426,72354,96938,23081408,19,15755,13613,23057,3599319,1830,290608,4148,8.66
24,2988811,1519712,75304,96938,23940375,19,15755,13613,23902,3703853,1830,290608,4148,6.38
25,3158510,1602346,78553,96938,24710429,19,15755,13613,24615,3872792,1830,290608,4148,11.07
26,3294328,1669098,81213,96938,25521887,19,15755,13613,25458,4011358,1830,290608,4148,8.41
27,3430584,1734249,84030,96938,26337363,19,15755,13613,26196,4149328,1830,290608,4148,8.65
28,3531003,1779173,86705,96938,27197192,19,15755,13613,26886,4255809,1830,290608,4148,6.36
29,3699821,1870847,90099,96938,27974201,19,15755,13613,27675,4418395,1830,290608,4148,10.59
30,3854506,1952777,92809,96938,28773703,19,15755,13613,28510,4566112,1830,290608,4148,9.42
31,3983635,2015760,95924,96938,29595418,19,15755,13613,29341,4697784,1830,290608,4148,8.19
32,4112410,2079032,98647,96938,30417401,19,15755,13613,30285,4828009,1830,290608,4148,8.16
33,4204448,2123437,101763,96938,31287895,19,15755,13613,31291,4924528,1830,290608,4148,5.92
34,4367531,2202378,105002,96938,32064951,19,15755,13613,32073,5090736,1830,290608,4148,10.67
35,4506732,2268472,108193,96938,34767970,19,15755,13613,32897,5233049,1830,290608,4148,9.15
36,4663458,2345864,110867,96938,33664444,19,15755,13613,33751,5387973,1830,290608,4148,9.98
37,4797302,2411112,113961,96938,34478654,19,15755,13613,34625,5522757,1830,290608,4148,8.60
38,4882733,2452654,116724,96938,35356529,19,15755,13613,35866,5613023,1830,290608,4148,5.44
39,4908032,2463829,119838,96938,36315467,19,15755,13613,36891,5646595,1830,290608,4148,1.62
40,5053862,2533445,122946,96938,37115511,19,15755,13613,37602,5795406,1830,290608,4148,9.65
41,5220819,2612836,126092,96938,37883669,19,15755,13613,38489,5961067,1830,290608,4148,10.83
42,5393750,2694001,129471,96938,38650501,19,15755,13613,39350,6133770,1830,290608,4148,11.42
43,5526863,2766526,132206,96938,39477620,19,15755,13613,40279,6260311,1830,290608,4148,8.21
44,5631539,2820727,135266,96938,40335414,19,15755,13613,41047,6367836,1830,290608,4148,6.50
45,5806606,2913831,138875,96938,43318878,19,15755,13613,41860,6537384,1830,290608,4148,11.02
46,5971505,3002781,141504,96938,41894377,19,15755,13613,42584,6695440,1830,290608,4148,10.24
47,6161940,3105472,144743,96938,42646966,19,15755,13613,43242,6875838,1830,290608,4148,11.89
48,6301914,3182248,147986,96938,43463449,19,15755,13613,44111,7009393,1830,290608,4148,8.77
49,6441369,3256765,150289,96938,44273768,19,15755,13613,44950,7151180,1830,290608,4148,8.65
50,6557203,3318446,152827,96938,45122361,19,15755,13613,45753,7264917,1830,290608,4148,7.07
