period,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,10677,332,53,99319,6196800,18,19524,23989,5812,724958,1881,206992,4152,0.01
1,13291,3819,11429,99319,6349185,18,19524,23989,7068,737167,1881,206992,4152,0.00
2,14454,3819,14021,99319,7335414,18,19524,23989,8219,748669,1881,206992,4152,0.00
3,72008,24064,16598,99319,8276133,18,19524,23989,9757,797159,1881,206992,4152,2.07
4,233387,115706,19412,99319,9041270,18,19524,23989,11134,979929,1881,206992,4152,12.44
5,403858,150196,22334,99319,9935025,18,19524,23989,12801,1065328,1881,206992,4152,4.70
6,625852,227547,26430,99319,10722681,18,19524,23989,14286,1233970,1881,206992,4152,11.43
7,770728,270447,29237,99319,12349466,18,19524,23989,15572,1329699,1881,206992,4152,5.96
8,969980,330747,37237,99319,12425636,18,19524,23989,17143,1472149,1881,206992,4152,9.24
9,1073307,339840,47713,99319,14064735,18,19524,23989,18794,1507812,1881,206992,4152,1.06
10,1385003,472737,50207,99319,14042991,18,19524,23989,20145,1781360,1881,206992,4152,19.61
11,1586607,533460,53403,99319,15472797,18,19524,23989,21535,1917038,1881,206992,4152,8.64
12,1674820,540110,56539,99319,15821404,18,19524,23989,23319,1957673,1881,206992,4152,1.30
13,1941185,644414,59905,99319,16544959,18,19524,23989,24565,2169408,1881,206992,4152,14.89
14,2059986,653014,62684,99319,17489301,18,19524,23989,26303,2216148,1881,206992,4152,1.77
15,2296706,757475,65753,99319,18222212,18,19524,23989,27816,2423203,1881,206992,4152,14.49
16,2485310,811870,68895,99319,19055773,18,19524,23989,29236,2555943,1881,206992,4152,8.46
17,2607262,813467,75548,99319,20046958,18,19524,23989,30970,2580455,1881,206992,4152,0.19
18,2885365,930030,78868,99319,20741566,18,19524,23989,32361,2819921,1881,206992,4152,16.69
19,2998401,941655,86894,99319,21688001,18,19524,23989,33918,2866606,1881,206992,4152,2.02
20,3145216,977051,97368,99319,22584806,18,19524,23989,35645,2954441,1881,206992,4152,5.10
21,3433965,1103508,100495,99319,23261539,18,19524,23989,36845,3207006,1881,206992,4152,18.15
22,3558480,1137050,103710,99319,24151134,18,19524,23989,38411,3294961,1881,206992,4152,5.00
23,3720839,1179996,106843,99319,25012117,18,19524,23989,40221,3404848,1881,206992,4152,6.76
24,3875966,1233083,110294,99319,25857646,18,19524,23989,41779,3523585,1881,206992,4152,7.38
25,4067624,1302167,112790,99319,26661931,18,19524,23989,43111,3680212,1881,206992,4152,10.22
26,4277537,1383199,116032,99319,27440765,18,19524,23989,44687,3849973,1881,206992,4152,11.33
27,4381076,1412283,119284,99319,28339619,18,19524,23989,46416,3930380,1881,206992,4152,4.23
28,4550088,1469755,122243,99319,29168976,18,19524,23989,47885,4064543,1881,206992,4152,8.63
29,4732891,1544710,125392,99319,29958837,18,19524,23989,49340,4227893,1881,206992,4152,10.79
30,4798198,1546239,128630,99319,30931574,18,19524,23989,51122,4250909,1881,206992,4152,0.20
31,5087650,1671430,131765,99319,31607672,18,19524,23989,52338,4501416,1881,206992,4152,17.75
32,5176798,1682475,134974,99319,32546808,18,19524,23989,54248,4551177,1881,206992,4152,2.02
33,5401141,1779557,138129,99319,33294279,18,19524,23989,55642,4746515,1881,206992,4152,13.48
34,5543686,1815832,140920,99319,34176052,18,19524,23989,57326,4843488,1881,206992,4152,5.63
35,5709980,1863070,143791,99319,35029895,18,19524,23989,59047,4959136,1881,206992,4152,7.22
36,5794496,1883096,146933,99319,35953567,18,19524,23989,60854,5017187,1881,206992,4152,2.66
37,6065166,2007212,149900,99319,36622992,18,19524,23989,62283,5276142,1881,206992,4152,18.20
38,6229915,2061655,153037,99319,37471399,18,19524,23989,64056,5396157,1881,206992,4152,7.69
