period,experiment_runn,measurer,main,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
142,9052818,443610,95304,121555070,17752255,18,15778,24317,122647,18288955,1823,290608,4148,8.52
143,9113036,446997,95304,122397241,17867782,18,15778,24317,123576,18403833,1823,290608,4148,7.22
144,9198939,450384,95304,123189038,18025983,18,15778,24317,124435,18554051,1823,290608,4148,9.82
145,9275324,453746,95304,123998683,18169831,18,15778,24317,125258,18691903,1823,290608,4148,8.93
146,9339701,457027,95304,124815290,18302485,18,15778,24317,126179,18825097,1823,290608,4148,8.61
147,9408674,460396,95304,125646370,18429154,18,15778,24317,126953,18948853,1823,290608,4148,7.89
148,9491046,463520,95304,126438190,18585339,18,15778,24317,127763,19099504,1823,290608,4148,9.75
149,9508063,466629,95304,132865196,18617064,18,15778,24317,128947,19139143,1823,290608,4148,1.86
150,9573557,469612,95304,128222648,18741182,18,15778,24317,129946,19259917,1823,290608,4148,7.65
151,9608741,473013,95304,129129274,18806911,18,15778,24317,130910,19327707,1823,290608,4148,3.99
152,9673853,476407,95304,129955987,18933573,18,15778,24317,131808,19452532,1823,290608,4148,8.03
153,9703935,479784,95304,130857789,18998840,18,15778,24317,132928,19523164,1823,290608,4148,4.25
154,9716526,483158,95304,131810011,19027455,18,15778,24317,134053,19559486,1823,290608,4148,1.83
155,9752686,485938,95304,132699671,19103744,18,15778,24317,135242,19645077,1823,290608,4148,4.73
156,9756608,489332,95304,133678924,19112890,18,15778,24317,136190,19660848,1823,290608,4148,0.51
157,9828817,492717,95304,134472528,19263244,18,15778,24317,136935,19812103,1823,290608,4148,9.93
158,9855544,496094,95304,135384256,19321321,18,15778,24317,138116,19877375,1823,290608,4148,3.74
159,9910273,499472,95304,136226560,19435782,18,15778,24317,139122,19993483,1823,290608,4148,7.36
160,9918473,502867,95304,137192437,19453654,18,15778,24317,140087,20020418,1823,290608,4148,1.08
161,9946945,506253,95304,138095760,19515084,18,15778,24317,141344,20091571,1823,290608,4148,3.91
162,10005770,509638,95304,138936188,19631196,18,15778,24317,142083,20207370,1823,290608,4148,7.37
163,10048969,513018,95304,139827710,19710966,18,15778,24317,143047,20286660,1823,290608,4148,4.88
164,10075750,516397,95304,140743364,19767028,18,15778,24317,143942,20349255,1823,290608,4148,3.54
165,10130189,519585,95304,141589572,19877474,18,15778,24317,145043,20462076,1823,290608,4148,7.30
166,10182529,522329,95304,142436079,19988990,18,15778,24317,146148,20576948,1823,290608,4148,7.14
167,10226235,525723,95304,143315546,20074239,18,15778,24317,147061,20664797,1823,290608,4148,5.38
168,10283857,529101,95304,144162573,20185171,18,15778,24317,148042,20776285,1823,290608,4148,7.01
169,10316792,531820,95304,145067193,20250752,18,15778,24317,149241,20846838,1823,290608,4148,4.00
170,10405073,534693,95304,151885067,20417398,18,15778,24317,149981,21003600,1823,290608,4148,10.32
171,10460264,537972,95304,146708059,20523260,18,15778,24317,150880,21110169,1823,290608,4148,6.57
172,10542651,541342,95304,153582712,20676369,18,15778,24317,151769,21257127,1823,290608,4148,9.70
173,10592210,544543,95304,148376127,20772081,18,15778,24317,152949,21358992,1823,290608,4148,5.97
174,10654422,547053,95304,149195194,20902817,18,15778,24317,153820,21493155,1823,290608,4148,8.33
175,10692570,550434,95304,150079462,20982586,18,15778,24317,154778,21576807,1823,290608,4148,5.12
176,10756656,553816,95304,150907287,21106795,18,15778,24317,155860,21701083,1823,290608,4148,7.74
177,10841842,556963,95304,151700975,21265535,18,15778,24317,156575,21852490,1823,290608,4148,9.96
178,10902369,559403,95304,152548251,21380344,18,15778,24317,157379,21964507,1823,290608,4148,7.05
179,10947575,562781,95304,153413923,21473194,18,15778,24317,158295,22063572,1823,290608,4148,6.00
