period,experiment_runn,measurer,main,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
22,1233918,73649,96694,22139177,2597780,18,15788,14118,23476,3401729,1823,290608,4148,7.25
23,1302563,76246,96694,22931329,2747439,18,15788,14118,24426,3557317,1823,290608,4148,9.90
24,1371454,79745,96694,25442649,2890184,18,15788,14118,25368,3701390,1823,290608,4148,9.13
25,1425396,82398,96694,24586486,3002659,18,15788,14118,25943,3818143,1823,290608,4148,7.22
26,1507257,84851,96694,25366944,3168963,18,15788,14118,26841,3982607,1823,290608,4148,10.56
27,1566903,87844,96694,27993530,3289763,18,15788,14118,27765,4103821,1823,290608,4148,7.71
28,1644442,90669,96694,26997786,3443669,18,15788,14118,28752,4254969,1823,290608,4148,9.74
29,1713665,93261,96694,27811639,3582668,18,15788,14118,29672,4394841,1823,290608,4148,8.65
30,1783052,96350,96694,28625650,3719847,18,15788,14118,30694,4534795,1823,290608,4148,8.64
31,1855133,99276,96694,31346800,3862707,18,15788,14118,31384,4677940,1823,290608,4148,9.06
32,1908594,102249,96694,30287941,3969434,18,15788,14118,32251,4783590,1823,290608,4148,6.49
33,1977493,105102,96694,31108824,4104902,18,15788,14118,32924,4917239,1823,290608,4148,8.66
34,2044150,108213,96694,31927898,4239890,18,15788,14118,33821,5054910,1823,290608,4148,8.71
35,2105493,111324,96694,32740890,4372129,18,15788,14118,34892,5192095,1823,290608,4148,8.68
36,2162502,114443,96694,33563578,4498020,18,15788,14118,35869,5322173,1823,290608,4148,8.30
37,2221850,117562,96694,34388044,4626257,18,15788,14118,36754,5452969,1823,290608,4148,8.53
38,2301743,120680,96694,35147435,4800465,18,15788,14118,37626,5630095,1823,290608,4148,11.59
39,2349165,123870,96694,36003540,4900733,18,15788,14118,38780,5736671,1823,290608,4148,6.49
40,2423050,126990,96694,36798322,5054257,18,15788,14118,39425,5890845,1823,290608,4148,9.94
41,2496410,129910,96694,37598841,5201940,18,15788,14118,40344,6039256,1823,290608,4148,9.35
42,2552616,133138,96694,38441528,5314703,18,15788,14118,40997,6155181,1823,290608,4148,7.05
43,2636488,136443,96694,39222682,5480236,18,15788,14118,41983,6319656,1823,290608,4148,10.44
44,2701466,139239,96694,40036141,5618789,18,15788,14118,42788,6460471,1823,290608,4148,8.95
45,2751552,142334,96694,40879842,5727941,18,15788,14118,43932,6575852,1823,290608,4148,7.03
46,2824106,145447,96694,41665278,5883444,18,15788,14118,44756,6734311,1823,290608,4148,10.15
47,2887961,148644,96694,42474224,6018608,18,15788,14118,45785,6876856,1823,290608,4148,8.77
48,2951010,151606,96694,43289713,6152405,18,15788,14118,46660,7010456,1823,290608,4148,8.66
49,3014156,154325,96694,44105951,6283360,18,15788,14118,47726,7147248,1823,290608,4148,8.51
50,3078087,156938,96694,44916838,6419856,18,15788,14118,48504,7287797,1823,290608,4148,8.94
51,3125595,160088,96694,45777238,6522341,18,15788,14118,49312,7395101,1823,290608,4148,6.30
52,3202719,162832,96694,46555624,6685703,18,15788,14118,50319,7560188,1823,290608,4148,10.72
53,3262372,165657,96694,50100278,6812823,18,15788,14118,51151,7690879,1823,290608,4148,8.44
54,3321026,168570,96694,48213889,6935302,18,15788,14118,51943,7816496,1823,290608,4148,7.75
55,3390841,171962,96694,51799334,7091874,18,15788,14118,52905,7982466,1823,290608,4148,10.30
56,3455887,174950,96694,52637862,7235126,18,15788,14118,54021,8131812,1823,290608,4148,9.33
57,3518592,178028,96694,50617118,7370454,18,15788,14118,54832,8269958,1823,290608,4148,8.86
58,3557331,181069,96694,51496715,7454482,18,15788,14118,55643,8357725,1823,290608,4148,5.39
59,3637861,184196,96694,52255380,7630835,18,15788,14118,56643,8536294,1823,290608,4148,11.54
60,3676349,187408,96694,53131859,7715247,18,15788,14118,57636,8627002,1823,290608,4148,5.41
61,3752125,190521,96694,53900376,7884739,18,15788,14118,58389,8798995,1823,290608,4148,11.21
62,3810546,193720,96694,54725384,8009295,18,15788,14118,59427,8927624,1823,290608,4148,8.10
63,3881867,196336,96694,55515886,8164059,18,15788,14118,60284,9085317,1823,290608,4148,10.27
64,3942666,199543,96694,56329646,8295758,18,15788,14118,61234,9222407,1823,290608,4148,8.65
65,3981095,202533,96694,57208199,8381049,18,15788,14118,62387,9314992,1823,290608,4148,5.55
66,4073650,205645,96694,57945668,8577137,18,15788,14118,62932,9512960,1823,290608,4148,12.90
67,4136414,208339,96694,62029345,8712227,18,15788,14118,64059,9655764,1823,290608,4148,8.56
68,4192916,211293,96694,59594253,8832473,18,15788,14118,64850,9781617,1823,290608,4148,7.71
69,4255248,214422,96694,60407528,8965681,18,15788,14118,65744,9923416,1823,290608,4148,8.64
70,4285479,217435,96694,61309670,9030976,18,15788,14118,66627,9995977,1823,290608,4148,4.17
71,4322968,220566,96694,62194862,9110485,18,15788,14118,67739,10083116,1823,290608,4148,5.11
72,4415742,223703,96694,62924295,9307320,18,15788,14118,68502,10280441,1823,290608,4148,12.91
73,4467806,226888,96694,63766235,9419383,18,15788,14118,69398,10399499,1823,290608,4148,7.35
74,4564661,230009,96694,64486741,9625310,18,15788,14118,70100,10607859,1823,290608,4148,13.55
75,4628222,232953,96694,65292436,9764105,18,15788,14118,71137,10751716,1823,290608,4148,9.23
76,4696250,235633,96694,66094570,9909368,18,15788,14118,72102,10902488,1823,290608,4148,9.31
77,4743256,238770,96694,70609163,10012509,18,15788,14118,72805,11010656,1823,290608,4148,6.61
78,4816328,241914,96694,71440409,10162943,18,15788,14118,73571,11163291,1823,290608,4148,9.68
79,4876938,245153,96694,68566792,10292263,18,15788,14118,74371,11298377,1823,290608,4148,8.40
80,4922526,248064,96694,73193525,10389186,18,15788,14118,75477,11402615,1823,290608,4148,6.12
81,5004962,250909,96694,70194171,10563919,18,15788,14118,76396,11577940,1823,290608,4148,11.35
82,5063955,254114,96694,71013592,10694020,18,15788,14118,77334,11714898,1823,290608,4148,8.47
83,5121632,257249,96694,71839896,10816980,18,15788,14118,78321,11842674,1823,290608,4148,7.98
84,5200602,260380,96694,72607506,10984467,18,15788,14118,79227,12014903,1823,290608,4148,10.99
85,5262912,263072,96694,77400162,11118440,18,15788,14118,80252,12155514,1823,290608,4148,8.59
86,5315957,265777,96694,74269781,11231579,18,15788,14118,81271,12273579,1823,290608,4148,7.33
87,5374484,268559,96694,75091367,11358575,18,15788,14118,81994,12405933,1823,290608,4148,8.22
88,5447833,271693,96694,75874414,11516559,18,15788,14118,82799,12566319,1823,290608,4148,10.39
89,5517120,274097,96694,76677827,11661927,18,15788,14118,83609,12716144,1823,290608,4148,9.42
90,5578742,276529,96694,77490269,11797717,18,15788,14118,84433,12854710,1823,290608,4148,8.64
91,5624587,279650,96694,78348817,11897243,18,15788,14118,85279,12961695,1823,290608,4148,6.41
92,5703568,282461,96694,79112294,12066810,18,15788,14118,86247,13136234,1823,290608,4148,11.06
93,5765205,285679,96694,84219458,12197669,18,15788,14118,87045,13271254,1823,290608,4148,8.42
94,5818309,288403,96694,80769586,12316418,18,15788,14118,87782,13392677,1823,290608,4148,7.56
95,5873359,291515,96694,81609560,12433706,18,15788,14118,88670,13514505,1823,290608,4148,7.65
96,5955193,294512,96694,82371012,12607665,18,15788,14118,89306,13693877,1823,290608,4148,11.35
97,6019265,297794,96694,83181481,12742196,18,15788,14118,90408,13833452,1823,290608,4148,8.66
98,6084967,301108,96694,83988008,12883378,18,15788,14118,91285,13978056,1823,290608,4148,9.11
99,6128620,304399,96694,84850323,12979592,18,15788,14118,92147,14082121,1823,290608,4148,6.29
100,6207880,307440,96694,85626050,13146493,18,15788,14118,93013,14251839,1823,290608,4148,10.98
101,6271069,309939,96694,86438914,13280821,18,15788,14118,94136,14390852,1823,290608,4148,8.58
102,6330153,312723,96694,87267955,13403578,18,15788,14118,95118,14516815,1823,290608,4148,7.87
103,6398147,315854,96694,88065828,13548570,18,15788,14118,96079,14664347,1823,290608,4148,9.36
104,6444524,318816,96694,88928697,13647368,18,15788,14118,97012,14769034,1823,290608,4148,6.37
105,6526633,322112,96694,89690095,13821212,18,15788,14118,97955,14945154,1823,290608,4148,11.30
106,6584540,325487,96694,90510550,13946319,18,15788,14118,98808,15079819,1823,290608,4148,8.31
107,6635034,328237,96694,91362398,14054023,18,15788,14118,99703,15192996,1823,290608,4148,6.84
108,6705147,331516,96694,92152458,14204186,18,15788,14118,100527,15347757,1823,290608,4148,9.73
109,6775636,334809,96694,92946636,14353482,18,15788,14118,101402,15502284,1823,290608,4148,9.73
110,6785885,338092,96694,93899746,14379286,18,15788,14118,102538,15538276,1823,290608,4148,1.61
111,6836848,341094,96694,94741165,14487873,18,15788,14118,103284,15654671,1823,290608,4148,7.13
112,6907647,344382,96694,95548150,14631212,18,15788,14118,104295,15798533,1823,290608,4148,9.23
113,7013584,348173,96694,96265115,14843389,18,15788,14118,105081,16004797,1823,290608,4148,13.44
114,7104719,351168,96694,102100455,15025888,18,15788,14118,105797,16187432,1823,290608,4148,11.91
115,7175235,353863,96694,97844343,15162105,18,15788,14118,106400,16327732,1823,290608,4148,8.62
116,7247019,356894,96694,98652550,15302515,18,15788,14118,107359,16471614,1823,290608,4148,8.96
117,7315530,360183,96694,99466323,15439209,18,15788,14118,108121,16608839,1823,290608,4148,8.65
118,7383477,363480,96694,100281725,15575079,18,15788,14118,109090,16745791,1823,290608,4148,8.59
119,7452479,366193,96694,101092054,15713975,18,15788,14118,109829,16886704,1823,290608,4148,8.70
120,7515039,369481,96694,101918446,15839402,18,15788,14118,110818,17015989,1823,290608,4148,7.92
121,7580674,372158,96694,102739874,15974161,18,15788,14118,111452,17151057,1823,290608,4148,8.57
122,7654404,375444,96694,103536861,16122856,18,15788,14118,112491,17301611,1823,290608,4148,9.45
123,7711490,378747,96694,104371363,16244663,18,15788,14118,113380,17425540,1823,290608,4148,7.74
124,7790964,382039,96694,105157528,16402178,18,15788,14118,114184,17583504,1823,290608,4148,9.96
125,7849835,385276,96694,111408137,16520093,18,15788,14118,115013,17702471,1823,290608,4148,7.43
126,7924754,388696,96694,106801054,16671626,18,15788,14118,115860,17852458,1823,290608,4148,9.69
127,7982272,391659,96694,107644469,16788012,18,15788,14118,116723,17969402,1823,290608,4148,7.31
128,8062581,395043,96694,108421109,16953242,18,15788,14118,117477,18132867,1823,290608,4148,10.41
129,8080306,397679,96694,109348257,16996764,18,15788,14118,118295,18193286,1823,290608,4148,2.68
130,8149816,400986,96694,110163117,17133524,18,15788,14118,119345,18333248,1823,290608,4148,8.78
131,8217498,404364,96694,110976892,17269723,18,15788,14118,120245,18470393,1823,290608,4148,8.71
132,8330557,407649,96694,111684505,17494399,18,15788,14118,120861,18686871,1823,290608,4148,14.32
133,8396693,410599,96694,112498030,17632947,18,15788,14118,121594,18827089,1823,290608,4148,8.88
134,8461744,413898,96694,119002474,17773848,18,15788,14118,122530,18974756,1823,290608,4148,9.04
135,8523825,417075,96694,114110380,17910385,18,15788,14118,123320,19118512,1823,290608,4148,8.95
136,8582335,420439,96694,114934933,18035572,18,15788,14118,124206,19248959,1823,290608,4148,8.03
137,8643144,423810,96694,115759937,18161370,18,15788,14118,125000,19377566,1823,290608,4148,8.12
138,8714716,427215,96694,116553696,18310427,18,15788,14118,125828,19531635,1823,290608,4148,9.65
139,8781338,430623,96694,117352028,18452790,18,15788,14118,126632,19680743,1823,290608,4148,9.27
140,8838664,433254,96694,118173621,18577522,18,15788,14118,127517,19813066,1823,290608,4148,8.19
141,8883379,436054,96694,125007893,18680388,18,15788,14118,128291,19923285,1823,290608,4148,6.78
142,8953104,439593,96694,119820811,18835331,18,15788,14118,129413,20083130,1823,290608,4148,10.34
143,9022369,442011,96694,120618701,18984196,18,15788,14118,130229,20236840,1823,290608,4148,9.71
144,9084866,445737,96694,121431560,19119186,18,15788,14118,131087,20376155,1823,290608,4148,8.83
145,9149012,448482,96694,122243560,19256247,18,15788,14118,131878,20516243,1823,290608,4148,8.66
146,9204484,451697,96694,123069243,19381390,18,15788,14118,132789,20646333,1823,290608,4148,8.17
147,9270055,455075,96694,123880238,19517605,18,15788,14118,133837,20788394,1823,290608,4148,8.86
148,9337284,458458,96694,124680155,19662270,18,15788,14118,134576,20939052,1823,290608,4148,9.54
149,9379040,461536,96694,131827724,19756793,18,15788,14118,135658,21040668,1823,290608,4148,5.93
150,9447039,464057,96694,126341257,19907290,18,15788,14118,136507,21198423,1823,290608,4148,9.90
151,9526335,467432,96694,127118429,20069058,18,15788,14118,137262,21361927,1823,290608,4148,10.48
152,9578894,470880,96694,127972237,20173929,18,15788,14118,138228,21471005,1823,290608,4148,6.59
153,9665482,474559,96694,135176170,20343629,18,15788,14118,139002,21636005,1823,290608,4148,10.79
154,9720301,477623,96694,129584235,20463541,18,15788,14118,139962,21761255,1823,290608,4148,7.76
155,9785775,481036,96694,130381887,20606312,18,15788,14118,140861,21909899,1823,290608,4148,9.25
156,9847291,484223,96694,131196671,20737099,18,15788,14118,141812,22043957,1823,290608,4148,8.47
157,9917744,487571,96694,132006621,20879000,18,15788,14118,142649,22187661,1823,290608,4148,9.17
158,9985559,489994,96694,132822756,21017523,18,15788,14118,143523,22327289,1823,290608,4148,8.74
159,10054559,493353,96694,133639491,21154054,18,15788,14118,144261,22463150,1823,290608,4148,8.65
160,10099051,496711,96694,134513508,21245337,18,15788,14118,145039,22557416,1823,290608,4148,5.78
161,10168738,500089,96694,135321055,21387203,18,15788,14118,146043,22698738,1823,290608,4148,9.14
162,10253017,503460,96694,136086326,21559075,18,15788,14118,146955,22871975,1823,290608,4148,11.03
163,10321237,506929,96694,136901938,21694777,18,15788,14118,147676,23008470,1823,290608,4148,8.65
164,10388616,510279,96694,137716192,21831250,18,15788,14118,148461,23143356,1823,290608,4148,8.65
165,10454811,513654,96694,138532022,21966300,18,15788,14118,149398,23278292,1823,290608,4148,8.65
166,10510346,517041,96694,139357704,22092257,18,15788,14118,150191,23409729,1823,290608,4148,8.28
167,10575886,520411,96694,140159927,22235862,18,15788,14118,150963,23557756,1823,290608,4148,9.50
168,10624784,523705,96694,147959883,22340525,18,15788,14118,151847,23668816,1823,290608,4148,6.83
169,10704559,526602,96694,141792466,22507156,18,15788,14118,152646,23835076,1823,290608,4148,10.69
170,10752813,529807,96694,142639995,22615543,18,15788,14118,153356,23951186,1823,290608,4148,7.10
171,10817829,533189,96694,143442624,22757930,18,15788,14118,154471,24098038,1823,290608,4148,9.32
172,10852943,536575,96694,144332170,22833076,18,15788,14118,155404,24180533,1823,290608,4148,4.87
173,10951486,540189,96694,152192654,23041898,18,15788,14118,156208,24386776,1823,290608,4148,13.76
174,11003612,543039,96694,145886791,23160431,18,15788,14118,156939,24511374,1823,290608,4148,7.96
175,11075016,545707,96694,146689270,23306058,18,15788,14118,157779,24657576,1823,290608,4148,9.28
176,11135039,549082,96694,147521203,23427901,18,15788,14118,158727,24781247,1823,290608,4148,7.78
177,11196096,552512,96694,148354931,23554014,18,15788,14118,159422,24907955,1823,290608,4148,8.07
178,11277774,555330,96694,149135779,23717572,18,15788,14118,160285,25069436,1823,290608,4148,10.44
179,11349832,558620,96694,149943395,23862197,18,15788,14118,161121,25213510,1823,290608,4148,9.12
