period,experiment_runn,measurer,IDLE,tiT,ipc0,TmrSvc,esp_timer,wifi,ipc1,sys_evt,Heap,Stack,Mbps,main
26,3072473,86383,23941188,5592089,1814,18,33905,6084240,19424,24199,290608,4152,16.52,100259
27,3174157,89150,22763425,5781691,1814,18,35184,6267676,19424,24199,290608,4152,13.15,100259
28,3315470,92422,23404414,6047177,1814,18,36383,6523559,19424,24199,290608,4152,19.04,100259
29,3441643,95062,24091751,6284047,1814,18,37580,6750922,19424,24199,290608,4152,17.08,100259
30,3570349,98252,24777607,6518957,1814,18,38601,6977148,19424,24199,290608,4152,16.71,100259
31,3694990,101444,25474805,6749828,1814,18,39835,7198893,19424,24199,290608,4152,16.29,100259
32,3819260,104496,28345254,6979897,1814,18,41099,7422928,19424,24199,290608,4152,16.51,100259
33,3948475,107544,26844392,7216263,1814,18,42084,7649848,19424,24199,290608,4152,16.80,100259
34,4068370,110529,27542108,7439552,1814,18,43212,7869700,19424,24199,290608,4152,16.17,100259
35,4185438,113724,28237356,7661273,1814,18,44443,8089678,19424,24199,290608,4152,16.39,100259
36,4311886,116592,28922688,7896935,1814,18,45677,8316880,19424,24199,290608,4152,16.73,100259
37,4436259,119598,29612507,8127545,1814,18,46842,8539538,19424,24199,290608,4152,16.47,100259
38,4565878,122796,30303670,8361731,1814,18,47947,8763921,19424,24199,290608,4152,16.57,100259
39,4689933,126249,33492287,8594262,1814,18,49157,8990417,19424,24199,290608,4152,16.70,100259
40,4818832,128937,31682199,8825509,1814,18,50173,9211396,19424,24199,290608,4152,16.33,100259
41,4945422,132538,34954001,9057754,1814,18,51377,9437095,19424,24199,290608,4152,16.72,100259
42,5064722,135632,35699975,9280465,1814,18,52574,9655419,19424,24199,290608,4152,16.16,100259
43,5188322,138121,33751267,9511581,1814,18,53695,9881628,19424,24199,290608,4152,16.65,100259
44,5313140,140920,37180954,9738856,1814,18,54885,10106980,19424,24199,290608,4152,16.75,100259
45,5434228,143662,35134471,9962207,1814,18,55886,10327054,19424,24199,290608,4152,16.18,100259
46,5558670,146376,35819613,10196194,1814,18,57164,10555410,19424,24199,290608,4152,16.57,100259
47,5680042,149573,36519299,10417438,1814,18,58408,10772682,19424,24199,290608,4152,15.85,100259
48,5810528,152580,40131767,10655389,1814,18,59490,11002720,19424,24199,290608,4152,17.17,100259
49,5937458,155635,37884626,10889610,1814,18,61968,11227621,19424,24199,290608,4152,16.58,100259
50,6074133,159189,41585598,11129164,1814,18,63220,11450957,19424,24199,290608,4152,16.61,100259
51,6212207,162040,39247841,11369373,1814,18,64333,11674940,19424,24199,290608,4152,16.53,100259
52,6349880,165218,39923666,11609434,1814,18,65459,11898175,19424,24199,290608,4152,16.45,100259
53,6415059,168399,40746747,11730101,1814,18,66818,12028189,19424,24199,290608,4152,8.24,100259
54,6571338,171238,41379422,12005506,1814,18,68100,12283295,19424,24199,290608,4152,19.23,100259
55,6733855,174418,42006503,12291063,1814,18,69494,12544314,19424,24199,290608,4152,19.33,100259
56,6890617,177541,42646894,12567724,1814,18,70692,12801393,19424,24199,290608,4152,19.05,100259
57,7019460,180381,46653798,12797762,1814,18,72089,13016234,19424,24199,290608,4152,15.78,100259
58,7153242,183554,44017703,13039834,1814,18,73283,13249826,19424,24199,290608,4152,17.19,100259
59,7277193,186887,44702290,13270205,1814,18,74282,13477218,19424,24199,290608,4152,16.74,100259
60,7404996,189621,45395774,13497776,1814,18,75474,13694255,19424,24199,290608,4152,16.32,100259
61,7543759,192241,46075886,13740319,1814,18,76736,13920384,19424,24199,290608,4152,16.51,100259
62,7681297,195413,46760117,13975913,1814,18,77990,14141517,19424,24199,290608,4152,16.31,100259
63,7823738,197976,47434562,14223663,1814,18,79228,14369434,19424,24199,290608,4152,16.75,100259
64,7957737,200959,48119478,14459205,1814,18,80223,14591379,19424,24199,290608,4152,16.54,100259
65,8080357,203947,52480222,14687775,1814,18,81466,14811709,19424,24199,290608,4152,16.31,100259
66,8209266,207442,53205431,14921616,1814,18,82848,15035994,19424,24199,290608,4152,16.70,100259
67,8315204,210499,50237000,15120312,1814,18,84138,15232104,19424,24199,290608,4152,14.01,100259
68,8453433,213798,50887416,15381533,1814,18,85386,15483872,19424,24199,290608,4152,19.01,100259
69,8583085,216822,51582008,15618783,1814,18,86591,15709327,19424,24199,290608,4152,16.53,100259
70,8712394,219750,52273844,15850179,1814,18,87618,15933220,19424,24199,290608,4152,16.56,100259
71,8839784,222919,52968067,16080797,1814,18,88709,16153512,19424,24199,290608,4152,16.34,100259
72,8971862,226344,57592796,16318255,1814,18,89982,16379406,19424,24199,290608,4152,16.83,100259
73,9097855,229349,54348407,16548768,1814,18,91230,16600228,19424,24199,290608,4152,16.43,100259
74,9222400,232347,55048682,16776852,1814,18,92418,16818256,19424,24199,290608,4152,16.24,100259
75,9350568,235474,55745133,17008071,1814,18,93558,17039895,19424,24199,290608,4152,16.64,100259
76,9478760,239472,56435445,17240791,1814,18,94686,17264013,19424,24199,290608,4152,16.49,100259
77,9608298,242875,57127514,17476056,1814,18,95745,17489181,19424,24199,290608,4152,16.91,100259
78,9737318,247261,57820375,17708127,1814,18,96810,17710674,19424,24199,290608,4152,16.58,100259
79,9857644,250418,62726088,17927150,1814,18,98043,17923521,19424,24199,290608,4152,15.37,100259
80,9990244,253508,59201233,18171241,1814,18,99388,18157235,19424,24199,290608,4152,17.54,100259
81,10099004,256307,59928948,18373722,1814,18,100771,18357187,19424,24199,290608,4152,14.50,100259
82,10239462,259532,60580373,18631498,1814,18,101960,18605798,19424,24199,290608,4152,18.42,100259
83,10364608,262807,61280520,18857898,1814,18,103184,18824765,19424,24199,290608,4152,16.18,100259
84,10491623,266136,61961416,19092487,1814,18,104394,19051974,19424,24199,290608,4152,16.70,100259
85,10619519,269369,62655504,19327296,1814,18,105381,19276932,19424,24199,290608,4152,16.72,100259
86,10740151,272803,63350809,19552417,1814,18,106685,19496590,19424,24199,290608,4152,16.41,100259
87,10866461,275717,64037944,19785749,1814,18,107832,19721152,19424,24199,290608,4152,16.62,100259
88,10991194,278484,64728941,20015449,1814,18,109088,19946240,19424,24199,290608,4152,16.47,100259
89,11116525,281065,70050047,20243312,1814,18,110244,20166099,19424,24199,290608,4152,16.68,100259
90,11244851,284130,66113910,20476659,1814,18,111479,20392241,19424,24199,290608,4152,16.50,100259
91,11368686,286691,66803475,20705899,1814,18,112706,20615711,19424,24199,290608,4152,16.40,100259
92,11491877,289987,67504281,20930073,1814,18,113854,20835377,19424,24199,290608,4152,16.34,100259
93,11618909,292590,68188584,21166073,1814,18,114944,21064253,19424,24199,290608,4152,16.68,100259
94,11743944,295624,68875848,21397980,1814,18,116202,21287149,19424,24199,290608,4152,16.57,100259
95,11861454,298557,69571850,21618892,1814,18,117305,21506530,19424,24199,290608,4152,16.18,100259
96,11993971,301932,70250625,21859201,1814,18,118456,21732836,19424,24199,290608,4152,16.71,100259
97,12132479,305481,70938451,22097946,1814,18,119617,21955137,19424,24199,290608,4152,16.30,100259
98,12272115,308436,71619228,22342624,1814,18,120838,22183701,19424,24199,290608,4152,16.58,100259
99,12407000,311863,72298132,22581902,1814,18,122112,22408137,19424,24199,290608,4152,16.66,100259
100,12524955,314675,73002836,22798954,1814,18,123355,22619206,19424,24199,290608,4152,15.27,100259
101,12653267,317749,73669180,23040764,1814,18,124431,22853939,19424,24199,290608,4152,17.67,100259
102,12780181,321639,74356976,23272898,1814,18,125670,23079186,19424,24199,290608,4152,16.62,100259
103,12911533,324227,80277911,23510205,1814,18,126809,23304559,19424,24199,290608,4152,16.76,100259
104,13037472,327546,75741368,23740438,1814,18,127872,23523517,19424,24199,290608,4152,16.21,100259
105,13164161,331141,81740652,23971726,1814,18,129025,23747266,19424,24199,290608,4152,16.62,100259
106,13277402,334642,77148765,24182417,1814,18,130320,23953153,19424,24199,290608,4152,14.80,100259
107,13416551,337792,77812393,24435165,1814,18,131380,24198846,19424,24199,290608,4152,18.17,100259
108,13541671,341441,78507819,24662644,1814,18,132513,24418110,19424,24199,290608,4152,16.36,100259
109,13652953,344208,79218531,24871865,1814,18,134022,24624222,19424,24199,290608,4152,15.23,100259
110,13783773,346940,79884243,25114237,1814,18,135367,24859532,19424,24199,290608,4152,17.44,100259
111,13911470,350412,80571698,25346507,1814,18,136443,25084652,19424,24199,290608,4152,16.88,100259
112,14037735,353431,81260878,25579098,1814,18,137570,25309229,19424,24199,290608,4152,16.68,100259
113,14160102,356670,81972254,25798766,1814,18,138851,25523111,19424,24199,290608,4152,15.46,100259
114,14295001,359354,82652342,26042293,1814,18,140093,25757163,19424,24199,290608,4152,17.31,100259
115,14425029,362798,89072421,26278441,1814,18,141198,25982498,19424,24199,290608,4152,16.78,100259
116,14552853,366220,84042511,26507858,1814,18,142252,26201651,19424,24199,290608,4152,16.35,100259
117,14675347,369213,84738006,26733707,1814,18,143418,26420597,19424,24199,290608,4152,16.30,100259
118,14799274,372604,85426407,26964675,1814,18,144629,26646343,19424,24199,290608,4152,16.55,100259
119,14918535,375478,86135178,27183755,1814,18,145921,26858177,19424,24199,290608,4152,15.37,100259
120,15047328,378656,86816166,27422781,1814,18,147181,27088691,19424,24199,290608,4152,17.21,100259
121,15171219,382188,93475033,27655067,1814,18,148368,27312633,19424,24199,290608,4152,16.65,100259
122,15295732,385349,94211707,27887865,1814,18,149613,27539648,19424,24199,290608,4152,16.88,100259
123,15420769,388268,88889088,28118595,1814,18,150751,27758823,19424,24199,290608,4152,16.37,100259
124,15543081,391698,89580775,28346891,1814,18,151951,27976460,19424,24199,290608,4152,16.12,100259
125,15673046,394712,90264239,28586672,1814,18,153203,28206261,19424,24199,290608,4152,17.17,100259
126,15801954,397683,90958786,28815722,1814,18,154318,28427121,19424,24199,290608,4152,16.22,100259
127,15927796,401173,97873123,29046388,1814,18,155448,28650509,19424,24199,290608,4152,16.62,100259
128,16049217,404456,92348745,29270382,1814,18,156636,28866334,19424,24199,290608,4152,15.94,100259
129,16181468,407594,93026681,29509085,1814,18,157894,29099669,19424,24199,290608,4152,17.04,100259
130,16307272,411136,100064136,29739650,1814,18,158948,29322079,19424,24199,290608,4152,16.69,100259
131,16433011,414027,94410085,29971327,1814,18,160091,29545948,19424,24199,290608,4152,16.34,100259
132,16559837,416553,95095253,30204560,1814,18,161260,29771508,19424,24199,290608,4152,16.56,100259
133,16683863,420178,95781148,30433252,1814,18,162784,29995544,19424,24199,290608,4152,16.29,100259
134,16808762,422866,103002175,30665471,1814,18,163915,30219956,19424,24199,290608,4152,16.57,100259
135,16932739,425677,97167320,30892625,1814,18,165145,30442958,19424,24199,290608,4152,16.26,100259
136,17045421,428864,97881187,31103672,1814,18,166453,30647356,19424,24199,290608,4152,14.94,100259
137,17183773,431418,105206961,31348793,1814,18,167703,30894132,19424,24199,290608,4152,18.36,100259
138,17311173,434342,105928945,31582797,1814,18,168956,31122864,19424,24199,290608,4152,16.71,100259
139,17435402,437590,99940707,31810072,1814,18,170036,31341816,19424,24199,290608,4152,16.17,100259
140,17566353,440294,100626444,32047942,1814,18,171205,31570094,19424,24199,290608,4152,16.92,100259
141,17689646,442969,108122548,32274680,1814,18,172436,31790717,19424,24199,290608,4152,16.05,100259
142,17816314,446744,102014717,32508148,1814,18,173477,32014573,19424,24199,290608,4152,17.04,100259
143,17947678,449913,102705299,32745052,1814,18,174476,32243000,19424,24199,290608,4152,16.48,100259
144,18055303,453145,103441948,32942057,1814,18,175728,32436260,19424,24199,290608,4152,14.06,100259
145,18196027,456019,104089496,33202810,1814,18,176894,32688507,19424,24199,290608,4152,18.91,100259
146,18322990,459187,104783532,33436593,1814,18,177976,32913909,19424,24199,290608,4152,16.63,100259
147,18451059,461977,105473328,33668885,1814,18,179270,33137217,19424,24199,290608,4152,16.43,100259
148,18545684,464408,106235726,33841934,1814,18,180310,33307195,19424,24199,290608,4152,12.32,100259
149,18664192,467822,114058826,34058361,1814,18,181469,33517272,19424,24199,290608,4152,15.50,100259
150,18804630,471389,107597623,34317323,1814,18,182663,33770126,19424,24199,290608,4152,18.53,100259
151,18947566,474070,115443558,34577014,1814,18,183739,34022680,19424,24199,290608,4152,18.57,100259
152,19086070,477203,108926504,34826350,1814,18,184791,34260119,19424,24199,290608,4152,17.69,100259
153,19208263,479940,109621786,35051363,1814,18,185984,34480254,19424,24199,290608,4152,16.10,100259
154,19338654,483386,110307355,35285433,1814,18,187102,34706559,19424,24199,290608,4152,16.66,100259
155,19467145,486831,111002629,35515961,1814,18,188257,34926780,19424,24199,290608,4152,16.60,100259
156,19588814,489981,119095934,35736523,1814,18,189588,35142116,19424,24199,290608,4152,15.61,100259
157,19717772,493219,112387097,35979423,1814,18,190947,35376985,19424,24199,290608,4152,17.30,100259
158,19849538,496613,120525809,36219720,1814,18,191910,35606499,19424,24199,290608,4152,17.14,100259
159,19979168,499791,113757373,36454881,1814,18,193073,35831459,19424,24199,290608,4152,16.63,100259
160,20104934,502921,114453925,36682820,1814,18,194225,36051941,19424,24199,290608,4152,16.30,100259
161,20231541,506751,122716979,36916873,1814,18,195401,36278210,19424,24199,290608,4152,16.71,100259
162,20357550,509476,115837243,37147280,1814,18,196667,36499946,19424,24199,290608,4152,16.33,100259
163,20482997,512482,124172581,37379136,1814,18,197686,36722109,19424,24199,290608,4152,16.46,100259
164,20608300,515476,117227790,37607831,1814,18,198916,36941843,19424,24199,290608,4152,16.44,100259
165,20741125,518276,117918785,37845797,1814,18,199998,37168180,19424,24199,290608,4152,16.75,100259
166,20869357,521374,118612194,38079075,1814,18,201208,37390322,19424,24199,290608,4152,16.30,100259
167,20995635,525180,119299555,38308531,1814,18,202430,37613326,19424,24199,290608,4152,16.45,100259
168,21120712,527670,119995545,38537936,1814,18,203541,37833541,19424,24199,290608,4152,16.27,100259
169,21250496,530647,120684416,38771156,1814,18,204708,38059310,19424,24199,290608,4152,16.72,100259
170,21378047,534493,121376100,39002315,1814,18,205896,38280811,19424,24199,290608,4152,16.62,100259
171,21484108,536816,122114082,39198785,1814,18,207269,38472645,19424,24199,290608,4152,13.74,100259
172,21625076,539728,122766292,39459550,1814,18,208571,38724280,19424,24199,290608,4152,18.86,100259
173,21747327,542905,131507779,39684123,1814,18,209630,38939640,19424,24199,290608,4152,16.29,100259
174,21879086,545760,124149838,39927826,1814,18,210722,39173774,19424,24199,290608,4152,17.27,100259
175,22010758,548670,124840537,40161642,1814,18,211895,39397103,19424,24199,290608,4152,16.25,100259
176,22136553,552133,125524700,40393521,1814,18,213162,39620388,19424,24199,290608,4152,16.49,100259
177,22260991,555406,134429937,40620068,1814,18,214350,39841394,19424,24199,290608,4152,16.28,100259
178,22392579,558777,126902856,40857320,1814,18,215505,40068783,19424,24199,290608,4152,16.83,100259
179,22520425,562210,135879034,41087422,1814,18,216555,40291390,19424,24199,290608,4152,16.31,100259
