period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
81,9838648,252516,59866730,18585992,18,19475,24088,111689,18162155,1844,290608,4152,15.16
82,9974383,255187,64600346,18826018,18,19475,24088,113075,18380346,1844,290608,4152,16.30
83,10106428,258350,61224095,19064763,18,19475,24088,114456,18598932,1844,290608,4152,16.33
84,10245678,260819,61901330,19310605,18,19475,24088,116129,18821662,1844,290608,4152,16.27
85,10382678,264363,66784972,19549480,18,19475,24088,117700,19035535,1844,290608,4152,16.16
86,10520055,267128,63270573,19789567,18,19475,24088,119185,19249840,1844,290608,4152,15.81
87,10657836,270094,63944911,20029793,18,19475,24088,120604,19466688,1844,290608,4152,16.00
88,10771901,272570,64684486,20226560,18,19475,24088,121934,19641291,1844,290608,4152,12.97
89,10917630,275833,65375152,20458289,18,19475,24088,123348,19834310,1844,290608,4152,14.59
90,11061089,278824,66079756,20685674,18,19475,24088,124822,20024469,1844,290608,4152,14.60
91,11191524,281787,66790555,20907331,18,19475,24088,126174,20215508,1844,290608,4152,14.16
92,11302422,285022,67518307,21108447,18,19475,24088,127567,20399844,1844,290608,4152,13.50
93,11424611,287606,72788966,21327359,18,19475,24088,128889,20601043,1844,290608,4152,14.58
94,11550404,290722,68921221,21551374,18,19475,24088,130417,20804134,1844,290608,4152,14.91
95,11676428,293809,74295748,21771570,18,19475,24088,131811,21002915,1844,290608,4152,14.80
96,11796886,297083,75056261,21989879,18,19475,24088,133220,21199750,1844,290608,4152,14.36
97,11926635,300352,75824118,22196703,18,19475,24088,134503,21375301,1844,290608,4152,13.26
98,12092004,303392,71722112,22445645,18,19475,24088,135761,21578498,1844,290608,4152,15.55
99,12225035,306408,72436418,22657335,18,19475,24088,137048,21758675,1844,290608,4152,13.46
100,12379173,308664,73119132,22901488,18,19475,24088,138443,21961529,1844,290608,4152,15.08
101,12525561,311987,78766843,23127824,18,19475,24088,139785,22150313,1844,290608,4152,14.30
102,12664203,314622,74522805,23357499,18,19475,24088,141271,22348693,1844,290608,4152,14.62
103,12814774,317935,75163663,23638171,18,19475,24088,142701,22608070,1844,290608,4152,19.54
104,12967316,321380,75779236,23934593,18,19475,24088,144102,22884246,1844,290608,4152,21.04
105,13108077,324667,76428451,24205874,18,19475,24088,145516,23140772,1844,290608,4152,19.45
106,13258797,327293,77053042,24498247,18,19475,24088,147013,23414256,1844,290608,4152,20.81
107,13365082,329762,82957470,24693429,18,19475,24088,148292,23594903,1844,290608,4152,13.30
108,13483767,333048,78519867,24901470,18,19475,24088,149583,23781050,1844,290608,4152,13.88
109,13619649,336338,79233617,25120353,18,19475,24088,151166,23966929,1844,290608,4152,14.04
110,13749731,339226,79953952,25332087,18,19475,24088,152613,24147920,1844,290608,4152,13.38
111,13881584,342030,80675486,25541718,18,19475,24088,153974,24327509,1844,290608,4152,13.27
112,14031493,344998,86704094,25791864,18,19475,24088,155452,24545762,1844,290608,4152,16.43
113,14187914,347490,81959217,26092663,18,19475,24088,156887,24827587,1844,290608,4152,21.11
114,14334406,350742,88038497,26376158,18,19475,24088,158305,25093714,1844,290608,4152,20.24
115,14462118,353772,88763403,26617075,18,19475,24088,159602,25313857,1844,290608,4152,16.52
116,14602818,357349,83960302,26863663,18,19475,24088,161148,25537399,1844,290608,4152,16.52
117,14760362,360513,84620890,27139600,18,19475,24088,162669,25785593,1844,290608,4152,18.26
118,14915715,363673,90810190,27416989,18,19475,24088,164131,26032047,1844,290608,4152,18.41
119,15053420,367094,91534705,27660177,18,19475,24088,165639,26252456,1844,290608,4152,16.21
120,15195098,369832,86624616,27906028,18,19475,24088,167071,26471524,1844,290608,4152,16.28
121,15350985,372941,87288031,28174353,18,19475,24088,168450,26708948,1844,290608,4152,17.45
122,15486389,376224,87975013,28414657,18,19475,24088,169936,26927595,1844,290608,4152,16.09
123,15629207,379315,94354190,28670453,18,19475,24088,171259,27157413,1844,290608,4152,17.34
124,15773549,382115,89308610,28928140,18,19475,24088,172656,27391636,1844,290608,4152,17.23
125,15916873,385543,89974752,29180199,18,19475,24088,174196,27619946,1844,290608,4152,16.86
126,16063261,388987,90645813,29432297,18,19475,24088,175589,27847353,1844,290608,4152,16.75
127,16207570,392234,91332092,29678704,18,19475,24088,177038,28067169,1844,290608,4152,16.42
128,16342328,395137,92010013,29918274,18,19475,24088,178471,28281752,1844,290608,4152,16.01
129,16482132,398567,92698155,30163844,18,19475,24088,179942,28500472,1844,290608,4152,16.01
130,16625357,401989,93375855,30409850,18,19475,24088,181396,28720804,1844,290608,4152,16.35
131,16699061,405333,100205505,30542724,18,19475,24088,183082,28851920,1844,290608,4152,8.76
132,16757040,408096,95037917,30653380,18,19475,24088,184824,28963853,1844,290608,4152,7.01
133,16890459,411308,95732160,30884420,18,19475,24088,186132,29174048,1844,290608,4152,15.43
134,17039741,414246,96404047,31137259,18,19475,24088,187576,29407092,1844,290608,4152,16.99
135,17182876,417361,97080411,31385627,18,19475,24088,189050,29630532,1844,290608,4152,16.80
136,17343976,420425,97724888,31663399,18,19475,24088,190546,29880506,1844,290608,4152,18.24
137,17487250,423516,98401879,31911752,18,19475,24088,191944,30108593,1844,290608,4152,16.52
138,17635498,426013,99063273,32171420,18,19475,24088,193553,30340862,1844,290608,4152,17.12
139,17770184,429441,106028639,32416872,18,19475,24088,195003,30562697,1844,290608,4152,16.26
140,17904811,432953,100434548,32650778,18,19475,24088,196480,30773185,1844,290608,4152,15.43
141,18028486,436143,101159819,32862373,18,19475,24088,198071,30961945,1844,290608,4152,14.10
142,18151968,439076,101874119,33080947,18,19475,24088,199442,31161642,1844,290608,4152,14.42
143,18282580,442300,102571134,33315817,18,19475,24088,200834,31373130,1844,290608,4152,15.89
144,18411419,445528,103277992,33540220,18,19475,24088,202156,31572942,1844,290608,4152,14.72
145,18534285,448973,103994162,33752477,18,19475,24088,203603,31764116,1844,290608,4152,14.01
146,18653319,452408,104713625,33962324,18,19475,24088,205067,31954985,1844,290608,4152,14.02
147,18759760,455998,105454205,34154377,18,19475,24088,206560,32134798,1844,290608,4152,12.96
148,18895420,459148,106134236,34394673,18,19475,24088,208027,32353978,1844,290608,4152,16.14
149,19032667,462651,106823352,34635067,18,19475,24088,209413,32574772,1844,290608,4152,15.99
150,19182322,465888,107485970,34895449,18,19475,24088,210940,32808343,1844,290608,4152,17.28
151,19340410,469222,108136519,35166725,18,19475,24088,212414,33049725,1844,290608,4152,17.91
152,19486494,472332,108801730,35424721,18,19475,24088,213867,33279391,1844,290608,4152,17.02
153,19649246,475137,109433923,35710997,18,19475,24088,215256,33536363,1844,290608,4152,19.24
154,19806315,478013,110056502,36006645,18,19475,24088,216522,33811612,1844,290608,4152,20.94
155,19951752,481029,110694354,36285526,18,19475,24088,217849,34073368,1844,290608,4152,19.85
156,20085844,483694,118257434,36545477,18,19475,24088,219289,34318066,1844,290608,4152,18.41
157,20232113,486981,111994318,36829956,18,19475,24088,220697,34586877,1844,290608,4152,20.55
158,20384963,489479,112608637,37123763,18,19475,24088,222108,34866105,1844,290608,4152,21.07
159,20531829,492608,120265731,37411382,18,19475,24088,223402,35136459,1844,290608,4152,20.50
160,20682303,495716,120936287,37705838,18,19475,24088,225109,35414134,1844,290608,4152,21.18
161,20823712,499059,121634106,37978825,18,19475,24088,226660,35665958,1844,290608,4152,18.80
162,20976482,501546,115144561,38249443,18,19475,24088,227995,35905561,1844,290608,4152,17.94
163,21126808,504582,115787111,38524214,18,19475,24088,229619,36149289,1844,290608,4152,17.96
164,21261260,508050,116468497,38771213,18,19475,24088,231032,36372362,1844,290608,4152,16.73
165,21401551,511399,124446816,39016052,18,19475,24088,232639,36593036,1844,290608,4152,16.16
166,21556718,514669,117789652,39290208,18,19475,24088,234035,36840265,1844,290608,4152,18.56
167,21712768,518050,118433480,39573482,18,19475,24088,235529,37097774,1844,290608,4152,19.35
168,21860630,521277,119080209,39844248,18,19475,24088,236887,37344670,1844,290608,4152,18.50
169,22015407,524715,119708831,40133915,18,19475,24088,238147,37606401,1844,290608,4152,20.20
170,22156191,528150,120363314,40398277,18,19475,24088,239575,37849730,1844,290608,4152,18.24
171,22300652,530804,121008665,40667808,18,19475,24088,241104,38096498,1844,290608,4152,18.60
172,22450564,534450,129230454,40942904,18,19475,24088,242586,38345777,1844,290608,4152,18.93
173,22600013,537447,122284608,41226531,18,19475,24088,244083,38601473,1844,290608,4152,19.46
174,22753845,540581,122930210,41503317,18,19475,24088,245369,38855150,1844,290608,4152,18.85
175,22907232,544013,123571483,41782976,18,19475,24088,246820,39108412,1844,290608,4152,19.05
176,23035388,547454,124262739,42019180,18,19475,24088,248193,39327610,1844,290608,4152,16.09
177,23165318,551262,124941058,42262326,18,19475,24088,249581,39554327,1844,290608,4152,16.93
178,23293002,554881,125628815,42500349,18,19475,24088,250959,39776526,1844,290608,4152,16.53
179,23417763,557369,126321448,42737134,18,19475,24088,252279,39995687,1844,290608,4152,16.17
