period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps,main
0,420,0,4362831,7599,18,19467,24174,3574,699224,1837,290608,4136,0.01,99022
1,1057,11080,4536846,13507,18,19467,24174,4791,713648,1837,290608,4136,0.00,99022
2,1057,13728,5521203,14836,18,19467,24174,5986,727498,1837,290608,4136,0.00,99022
3,78783,16565,6551768,812639,18,19467,24174,7120,952590,1837,290608,4136,15.92,99022
4,157171,20415,6686054,1665502,18,19467,24174,8372,1191993,1837,290608,4136,17.02,99022
5,234255,23931,6845363,2490557,18,19467,24174,9530,1422949,1837,290608,4136,16.45,99022
6,310628,27280,6996068,3331961,18,19467,24174,10788,1660831,1837,290608,4136,16.69,99022
7,386961,31145,7166853,4152930,18,19467,24174,12027,1886325,1837,290608,4136,16.34,99022
8,463583,34756,9824687,4991485,18,19467,24174,13088,2116716,1837,290608,4136,16.69,99022
9,537202,38302,7500630,5802221,18,19467,24174,14383,2337101,1837,290608,4136,16.20,99022
10,613045,41760,7695093,6597674,18,19467,24174,15577,2555657,1837,290608,4136,15.83,99022
11,690190,44936,7826939,7453735,18,19467,24174,16817,2789433,1837,290608,4136,17.08,99022
12,766182,48637,7992070,8277428,18,19467,24174,18001,3018668,1837,290608,4136,16.37,99022
13,838070,51968,13458525,9037031,18,19467,24174,19191,3224860,1837,290608,4136,15.03,99022
14,911326,55123,8428445,9819931,18,19467,24174,20387,3442646,1837,290608,4136,15.56,99022
15,987485,58212,8637891,10594768,18,19467,24174,21567,3653098,1837,290608,4136,15.33,99022
16,1066321,61788,8797557,11419968,18,19467,24174,22642,3872061,1837,290608,4136,16.56,99022
17,1142349,65173,8944804,12266747,18,19467,24174,23772,4100164,1837,290608,4136,16.90,99022
18,1220598,68527,9124789,13074145,18,19467,24174,24968,4317108,1837,290608,4136,16.11,99022
19,1298338,71688,9318834,13878276,18,19467,24174,26066,4531259,1837,290608,4136,15.99,99022
20,1376000,75733,9490978,14704442,18,19467,24174,27247,4751019,1837,290608,4136,16.43,99022
21,1454208,79183,19289856,15464271,18,19467,24174,28293,4951761,1837,290608,4136,15.02,99022
22,1530195,82401,9916427,16256339,18,19467,24174,29463,5162343,1837,290608,4136,15.84,99022
23,1606787,85912,20745426,17044437,18,19467,24174,30556,5372082,1837,290608,4136,15.65,99022
24,1674827,89161,10481985,17681855,18,19467,24174,31693,5539860,1837,290608,4136,12.60,99022
25,1748078,92764,22291556,18400275,18,19467,24174,32874,5725368,1837,290608,4136,14.24,99022
26,1820456,96467,11014151,19138007,18,19467,24174,34012,5918967,1837,290608,4136,14.59,99022
27,1896790,99974,11247194,19900213,18,19467,24174,35197,6118932,1837,290608,4136,15.08,99022
28,1971104,103417,24549898,20648370,18,19467,24174,36342,6313398,1837,290608,4136,14.71,99022
