period,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,9922,385,0,101384,5500031,18,19455,13529,4736,715816,1821,290608,4152,0.01
1,12583,2701,11666,101384,5670513,18,19455,13529,5963,727791,1821,290608,4152,0.00
2,13804,2701,14250,101384,6656165,18,19455,13529,7085,739643,1821,290608,4152,0.00
3,226154,120680,16827,101384,7367842,18,19455,13529,8165,952683,1821,290608,4152,15.29
4,463002,252976,19661,101384,8049879,18,19455,13529,9279,1184014,1821,290608,4152,17.06
5,718850,378796,22773,101384,8711696,18,19455,13529,10449,1434481,1821,290608,4152,16.80
6,975362,508805,25905,101384,9384069,18,19455,13529,11620,1679704,1821,290608,4152,16.68
7,1313197,623097,28805,101384,9964562,18,19455,13529,12631,2016157,1821,290608,4152,16.06
8,1664864,730865,31656,101384,10535755,18,19455,13529,13708,2366869,1821,290608,4152,15.47
9,2004376,845463,34486,101384,11117271,18,19455,13529,15073,2709442,1821,290608,4152,16.32
10,2359549,968026,37724,101384,12870710,18,19455,13529,16021,3064996,1821,290608,4152,16.26
11,2682278,1074083,40928,101384,13514427,18,19455,13529,17072,3398014,1821,290608,4152,14.90
12,3068435,1185363,43236,101384,12820670,18,19455,13529,18086,3790797,1821,290608,4152,16.08
13,3444625,1293396,46051,101384,13361041,18,19455,13529,19326,4177195,1821,290608,4152,15.76
14,3733335,1398496,48617,101384,13989488,18,19455,13529,20407,4475274,1821,290608,4152,14.67
15,4095242,1515007,51434,101384,15981939,18,19455,13529,21575,4845040,1821,290608,4152,16.16
16,4433930,1617831,54070,101384,15131116,18,19455,13529,22612,5193594,1821,290608,4152,14.84
17,4784248,1723059,57259,101384,15698435,18,19455,13529,23763,5554830,1821,290608,4152,15.49
18,5139358,1832853,59848,101384,16268151,18,19455,13529,24734,5917152,1821,290608,4152,15.38
19,5495029,1934832,62797,101384,16838009,18,19455,13529,25850,6282171,1821,290608,4152,14.90
20,5865770,2041758,65739,101384,19049670,18,19455,13529,26811,6663357,1821,290608,4152,15.22
21,6250166,2154727,68668,101384,17923295,18,19455,13529,28033,7056879,1821,290608,4152,16.10
22,6577719,2271812,71898,101384,18506874,18,19455,13529,29284,7391035,1821,290608,4152,16.27
23,6910458,2382995,74934,101384,19091073,18,19455,13529,30450,7730386,1821,290608,4152,15.72
24,7292363,2491877,78118,101384,21498744,18,19455,13529,31642,8116810,1821,290608,4152,16.04
25,7651365,2597689,81312,101384,20189151,18,19455,13529,32830,8484815,1821,290608,4152,15.19
26,8000774,2708195,84041,101384,20758766,18,19455,13529,33890,8844599,1821,290608,4152,15.24
27,8372123,2804387,87221,101384,21301042,18,19455,13529,35000,9228932,1821,290608,4152,14.07
28,8687349,2901245,90405,101384,21906541,18,19455,13529,36174,9555587,1821,290608,4152,14.06
29,9066629,3007471,93917,101384,22440378,18,19455,13529,37321,9949927,1821,290608,4152,15.11
30,9426172,3118548,96532,101384,23002411,18,19455,13529,38542,10318219,1821,290608,4152,15.54
31,9743615,3211882,99721,101384,23607229,18,19455,13529,39801,10646025,1821,290608,4152,13.47
32,10044064,3311025,102395,101384,24227621,18,19455,13529,41010,10957993,1821,290608,4152,14.11
33,10418174,3414986,105579,101384,24766241,18,19455,13529,41990,11346644,1821,290608,4152,14.71
34,10815737,3519543,108401,101384,25278842,18,19455,13529,43273,11760109,1821,290608,4152,15.09
35,11139339,3625680,111344,101384,25870627,18,19455,13529,44558,12093764,1821,290608,4152,14.92
36,11458184,3734354,114252,101384,26472083,18,19455,13529,45608,12420332,1821,290608,4152,14.91
37,11800172,3839639,116981,101384,29602067,18,19455,13529,46831,12776001,1821,290608,4152,15.07
38,12127374,3934835,120321,101384,27640220,18,19455,13529,47959,13120488,1821,290608,4152,13.09
39,12484243,4039402,123067,101384,28202162,18,19455,13529,49103,13489725,1821,290608,4152,14.36
40,12824930,4147240,126246,101384,28773879,18,19455,13529,50271,13843018,1821,290608,4152,15.53
41,13199718,4258863,128995,101384,29313722,18,19455,13529,51514,14227570,1821,290608,4152,15.83
42,13547531,4363889,131953,101384,29882440,18,19455,13529,52745,14587094,1821,290608,4152,15.31
43,13904207,4480729,135113,101384,30448827,18,19455,13529,53810,14949075,1821,290608,4152,16.28
44,14250303,4585322,137850,101384,31021628,18,19455,13529,54897,15305851,1821,290608,4152,15.01
45,14626368,4697187,140439,101384,31568897,18,19455,13529,56054,15690447,1821,290608,4152,15.74
46,14955941,4810361,143247,101384,32156686,18,19455,13529,57058,16030434,1821,290608,4152,15.58
47,15292845,4912925,146733,101384,32739761,18,19455,13529,58254,16377357,1821,290608,4152,14.90
48,15983841,5113307,152115,101384,33905667,18,19455,13529,60367,17081924,1821,290608,4152,15.52
49,16310848,5212546,154979,101384,34499357,18,19455,13529,61531,17424134,1821,290608,4152,14.46
50,16652140,5306692,157616,101384,35079415,18,19455,13529,62647,17783366,1821,290608,4152,13.74
51,16973005,5394794,160820,101384,35683677,18,19455,13529,63623,18120591,1821,290608,4152,12.71
52,17284018,5489042,164257,101384,36292773,18,19455,13529,64752,18445092,1821,290608,4152,13.09
53,17522145,5570767,167342,101384,36985640,18,19455,13529,65949,18697787,1821,290608,4152,11.37
54,17875005,5673099,170633,101384,37544035,18,19455,13529,67112,19065451,1821,290608,4152,14.91
55,18250473,5793149,173952,101384,38080413,18,19455,13529,68322,19445473,1821,290608,4152,17.01
56,18610227,5912318,177005,101384,42183865,18,19455,13529,69671,19812410,1821,290608,4152,16.99
57,19037564,6023614,180178,101384,42724439,18,19455,13529,70833,20246699,1821,290608,4152,16.75
58,19430808,6146876,183088,101384,39662307,18,19455,13529,71816,20640708,1821,290608,4152,16.88
59,19748788,6243665,185653,101384,40269644,18,19455,13529,73065,20967808,1821,290608,4152,13.99
60,20099707,6359969,188305,101384,40839075,18,19455,13529,74312,21318060,1821,290608,4152,16.55
61,20337431,6489501,191252,101384,41526901,18,19455,13529,75495,21545509,1821,290608,4152,16.89
62,20605193,6635722,194071,101384,45969536,18,19455,13529,76660,21801074,1821,290608,4152,19.01
63,20846902,6765358,197398,101384,46687201,18,19455,13529,77589,22033110,1821,290608,4152,17.92
64,21077477,6891416,200331,101384,43557345,18,19455,13529,78848,22254638,1821,290608,4152,16.14
65,21327540,7030505,203592,101384,44225844,18,19455,13529,79971,22493923,1821,290608,4152,18.04
66,21543988,7149483,206139,101384,44942436,18,19455,13529,81103,22699720,1821,290608,4152,15.26
67,21781603,7278888,209432,101384,45626035,18,19455,13529,82410,22925856,1821,290608,4152,17.06
68,22057779,7429713,212644,101384,46272890,18,19455,13529,83569,23185655,1821,290608,4152,19.66
69,22326790,7573224,214991,101384,46910401,18,19455,13529,84714,23443596,1821,290608,4152,19.50
70,22583201,7714311,218642,101384,47575918,18,19455,13529,85937,23687621,1821,290608,4152,18.33
71,22833519,7850186,221422,101384,48247854,18,19455,13529,87142,23925800,1821,290608,4152,17.75
72,23065209,7977178,224859,101384,53121380,18,19455,13529,88309,24151336,1821,290608,4152,16.51
73,23331979,8122564,227944,101384,49570907,18,19455,13529,89446,24406757,1821,290608,4152,19.25
74,23582587,8256200,231488,101384,50241292,18,19455,13529,90576,24646437,1821,290608,4152,17.98
75,23847066,8399287,234194,101384,55222280,18,19455,13529,91763,24897020,1821,290608,4152,18.69
76,24104046,8537744,237330,101384,51555154,18,19455,13529,93007,25140331,1821,290608,4152,18.32
77,24352599,8672498,240602,101384,56631492,18,19455,13529,94206,25377807,1821,290608,4152,17.79
78,24606160,8810304,244061,101384,52889820,18,19455,13529,95256,25622963,1821,290608,4152,18.17
79,24848266,8940307,247094,101384,53571897,18,19455,13529,96275,25857273,1821,290608,4152,17.42
80,25106627,9080980,250350,101384,54227694,18,19455,13529,97555,26101872,1821,290608,4152,18.40
81,25370401,9223573,253412,101384,54878127,18,19455,13529,98817,26355104,1821,290608,4152,18.90
82,25628966,9362464,256877,101384,55528865,18,19455,13529,100059,26600626,1821,290608,4152,18.50
83,25878628,9497479,259930,101384,56194238,18,19455,13529,101312,26839134,1821,290608,4152,17.84
84,26156483,9648730,263468,101384,61543583,18,19455,13529,102441,27101420,1821,290608,4152,19.84
85,26423799,9791090,266905,101384,62238606,18,19455,13529,103611,27357630,1821,290608,4152,19.04
86,26692833,9938174,269880,101384,62926226,18,19455,13529,104937,27611630,1821,290608,4152,19.17
87,26951212,10078048,272887,101384,63627222,18,19455,13529,106059,27853424,1821,290608,4152,18.19
88,27210194,10218670,275958,101384,59439159,18,19455,13529,107113,28101826,1821,290608,4152,18.69
89,27466403,10357930,279631,101384,60096417,18,19455,13529,108240,28344854,1821,290608,4152,18.19
90,27734783,10504193,282242,101384,60741395,18,19455,13529,109378,28600073,1821,290608,4152,19.03
91,27996177,10645031,285715,101384,61391944,18,19455,13529,110468,28850774,1821,290608,4152,18.78
92,28262949,10787522,288025,101384,62037491,18,19455,13529,111756,29105405,1821,290608,4152,19.18
93,28539189,10936682,291194,101384,62669069,18,19455,13529,113066,29367143,1821,290608,4152,19.62
94,28780020,11066577,294654,101384,63352029,18,19455,13529,114140,29595365,1821,290608,4152,17.25
95,29055952,11217200,298074,101384,63985372,18,19455,13529,115403,29856023,1821,290608,4152,19.83
96,29326647,11366555,300872,101384,64632266,18,19455,13529,116601,30111515,1821,290608,4152,18.99
97,29594063,11511464,304599,101384,70576116,18,19455,13529,117720,30364980,1821,290608,4152,19.04
98,29865112,11657699,307256,101384,65924579,18,19455,13529,118863,30623226,1821,290608,4152,18.88
99,30132688,11803652,310681,101384,66562752,18,19455,13529,120027,30875974,1821,290608,4152,19.30
100,30402846,11952430,313463,101384,67205807,18,19455,13529,121276,31134758,1821,290608,4152,19.07
101,30685176,12104832,316901,101384,67828371,18,19455,13529,122513,31403679,1821,290608,4152,20.06
102,30943896,12245263,319555,101384,68482197,18,19455,13529,123741,31652731,1821,290608,4152,18.49
103,31213698,12396462,323136,101384,69127698,18,19455,13529,124835,31908592,1821,290608,4152,19.31
104,31486196,12543978,325860,101384,69766645,18,19455,13529,125905,32170441,1821,290608,4152,19.59
105,31751918,12688288,329006,101384,70418048,18,19455,13529,127069,32422038,1821,290608,4152,19.00
106,32022170,12833162,332455,101384,76775190,18,19455,13529,128389,32681776,1821,290608,4152,19.47
107,32279080,12968563,335764,101384,71706108,18,19455,13529,129634,32928622,1821,290608,4152,18.74
108,32506303,13090784,338309,101384,72401559,18,19455,13529,130949,33144641,1821,290608,4152,16.06
109,32773114,13236546,341778,101384,73054187,18,19455,13529,132120,33396110,1821,290608,4152,19.27
110,33052341,13391757,344951,101384,73684433,18,19455,13529,133369,33662268,1821,290608,4152,19.96
111,33291434,13522636,347837,101384,74364292,18,19455,13529,134535,33893361,1821,290608,4152,16.95
112,33528513,13653589,351290,101384,75047715,18,19455,13529,135736,34119824,1821,290608,4152,16.69
113,33754597,13776257,355047,101384,75740920,18,19455,13529,137129,34337903,1821,290608,4152,16.25
114,33949434,13885790,358097,101384,76480569,18,19455,13529,138381,34525975,1821,290608,4152,13.89
115,34206481,14021978,361012,101384,83258699,18,19455,13529,139522,34771695,1821,290608,4152,18.57
116,34448586,14153603,364094,101384,83981409,18,19455,13529,140724,35002861,1821,290608,4152,17.37
117,34681689,14281284,366794,101384,78518235,18,19455,13529,141915,35225173,1821,290608,4152,16.43
118,34916820,14407940,370228,101384,85438450,18,19455,13529,143115,35450351,1821,290608,4152,16.69
119,35144357,14530985,373181,101384,79901996,18,19455,13529,144213,35666158,1821,290608,4152,16.43
120,35376854,14656515,375952,101384,80594863,18,19455,13529,145280,35887894,1821,290608,4152,16.47
121,35606365,14780534,379391,101384,81288950,18,19455,13529,146368,36108139,1821,290608,4152,16.47
122,35840296,14908775,382141,101384,81981981,18,19455,13529,147454,36330461,1821,290608,4152,16.51
123,36069506,15033279,385159,101384,89105087,18,19455,13529,148564,36550054,1821,290608,4152,16.35
124,36307745,15163052,388235,101384,89834006,18,19455,13529,149921,36775737,1821,290608,4152,16.76
125,36541567,15290992,391574,101384,90566925,18,19455,13529,151142,36998991,1821,290608,4152,16.53
126,36771738,15416272,394503,101384,91298376,18,19455,13529,152253,37221297,1821,290608,4152,16.33
127,37008946,15544187,397629,101384,85444688,18,19455,13529,153401,37447391,1821,290608,4152,16.75
128,37240669,15672241,401457,101384,86133673,18,19455,13529,154489,37671544,1821,290608,4152,16.42
129,37472167,15797169,404114,101384,86826616,18,19455,13529,155667,37892030,1821,290608,4152,16.43
130,37707142,15923898,407760,101384,94225094,18,19455,13529,156897,38118178,1821,290608,4152,16.72
131,37911556,16030023,410920,101384,88234671,18,19455,13529,158227,38316054,1821,290608,4152,14.77
132,38170185,16171842,414069,101384,88896503,18,19455,13529,159260,38561029,1821,290608,4152,18.51
133,38406346,16302700,416681,101384,89591851,18,19455,13529,160356,38785839,1821,290608,4152,16.51
134,38636814,16430024,419604,101384,90288142,18,19455,13529,161379,39005788,1821,290608,4152,16.56
135,38872588,16560917,422688,101384,90976993,18,19455,13529,162530,39230171,1821,290608,4152,16.71
136,39106278,16690135,425736,101384,91672128,18,19455,13529,163654,39452398,1821,290608,4152,16.43
137,39318753,16806166,428348,101384,92384880,18,19455,13529,165044,39658632,1821,290608,4152,15.05
138,39568887,16943650,431601,101384,100049227,18,19455,13529,166182,39897536,1821,290608,4152,17.74
139,39799711,17067633,434895,101384,93748890,18,19455,13529,167247,40115977,1821,290608,4152,16.56
140,40032733,17194127,437626,101384,94448721,18,19455,13529,168277,40336386,1821,290608,4152,16.43
141,40271331,17324641,440393,101384,95135376,18,19455,13529,169359,40564954,1821,290608,4152,16.83
142,40501701,17451094,443528,101384,95831777,18,19455,13529,170531,40784816,1821,290608,4152,16.17
143,40736996,17578630,446969,101384,96517691,18,19455,13529,171739,41008769,1821,290608,4152,16.67
144,40963214,17699946,450084,101384,104426519,18,19455,13529,172906,41225654,1821,290608,4152,16.38
145,41197425,17824768,453362,101384,97910705,18,19455,13529,174037,41448143,1821,290608,4152,16.55
146,41429536,17951376,456812,101384,98600936,18,19455,13529,175232,41669600,1821,290608,4152,16.47
147,41662495,18075317,460092,101384,106622862,18,19455,13529,176400,41894602,1821,290608,4152,16.66
148,41892047,18200502,463472,101384,99980418,18,19455,13529,177614,42114294,1821,290608,4152,16.45
149,42123272,18327152,466115,101384,100672578,18,19455,13529,178794,42334936,1821,290608,4152,16.78
150,42355283,18451826,468770,101384,101372235,18,19455,13529,180050,42555817,1821,290608,4152,16.28
151,42589696,18579297,471337,101384,102062952,18,19455,13529,181154,42778999,1821,290608,4152,16.56
152,42821871,18706375,474782,101384,102756601,18,19455,13529,182204,43002326,1821,290608,4152,16.50
153,43050505,18832047,477521,101384,103460005,18,19455,13529,183277,43220459,1821,290608,4152,16.07
154,43288866,18960941,480838,101384,104143673,18,19455,13529,184382,43448464,1821,290608,4152,16.95
155,43519668,19086262,483568,101384,112458610,18,19455,13529,185539,43670020,1821,290608,4152,16.55
156,43731470,19198865,486735,101384,105555282,18,19455,13529,186768,43872521,1821,290608,4152,14.88
157,43988525,19339944,489319,101384,106218881,18,19455,13529,187861,44117263,1821,290608,4152,18.18
158,44220954,19470266,492864,101384,106913043,18,19455,13529,189085,44335867,1821,290608,4152,16.38
159,44450923,19597550,495833,101384,115370558,18,19455,13529,190191,44556899,1821,290608,4152,16.29
160,44686419,19723273,498976,101384,108299345,18,19455,13529,191332,44780043,1821,290608,4152,16.91
161,44917066,19849041,501526,101384,108998057,18,19455,13529,192431,44998322,1821,290608,4152,16.20
162,45154967,19977380,504433,101384,109685268,18,19455,13529,193613,45224928,1821,290608,4152,16.74
163,45394046,20109111,507693,101384,110372999,18,19455,13529,194786,45450587,1821,290608,4152,16.71
164,45624419,20234490,511241,101384,119005045,18,19455,13529,195887,45669408,1821,290608,4152,16.32
165,45855694,20364838,514186,101384,111766782,18,19455,13529,196876,45888647,1821,290608,4152,16.36
166,46093143,20495864,517118,101384,120454418,18,19455,13529,197886,46115409,1821,290608,4152,16.88
167,46321894,20620349,520425,101384,113153963,18,19455,13529,198920,46334808,1821,290608,4152,16.22
168,46557388,20748569,523383,101384,113847898,18,19455,13529,200131,46557082,1821,290608,4152,16.41
169,46789239,20874538,527110,101384,122645620,18,19455,13529,201278,46780208,1821,290608,4152,16.78
170,47021700,21003881,529743,101384,115232825,18,19455,13529,202415,47001260,1821,290608,4152,16.23
171,47255376,21128979,533194,101384,124108699,18,19455,13529,203564,47225352,1821,290608,4152,16.71
172,47483738,21252842,536473,101384,116615311,18,19455,13529,204862,47444372,1821,290608,4152,16.06
173,47723850,21384943,539943,101384,117300449,18,19455,13529,206089,47672638,1821,290608,4152,16.83
