IDLE,Mbps,Stack,Timestamp,TmrSvc,esp_timer,experiment_runn,ipc0,ipc1,measurer,sys_evt,tiT,wifi
300688901,6.48,4116,359,18,634937,17352073,27228,44086,2341500,14468,129907549,50420121
4469303,0.01,4116,0,18,4167,570,27228,44070,4651,25034,7688,709719
4628920,0.00,4116,1,18,5425,5935,27228,44070,19039,25034,10179,722724
6486467,0.00,4116,2,18,6808,5935,27228,44070,25682,25034,12732,737042
6439442,8.63,4116,3,18,8551,66374,27228,44070,31395,25034,389856,875475
7286582,7.44,4116,4,18,10316,107911,27228,44070,38262,25034,710712,997470
8102633,8.84,4116,5,18,11875,162246,27228,44070,44869,25034,1111995,1139822
8930143,8.54,4116,6,18,13607,210270,27228,44070,48620,25034,1506674,1285483
9577794,8.63,4116,7,18,15301,259783,27228,44070,56444,25034,1896305,1432121
10206889,7.93,4116,8,18,16967,303656,27228,44070,61415,25034,2259374,1569853
11403524,8.25,4116,9,18,18813,352660,27228,44070,65539,25034,2642442,1714575
12219042,8.65,4116,10,18,20463,403997,27228,44070,72767,25034,3035338,1860331
13053379,7.80,4116,11,18,22274,448056,27228,44070,80317,25034,3389145,1991339
13876259,8.42,4116,12,18,24064,497213,27228,44070,87041,25034,3777635,2131835
14699280,8.45,4116,13,18,25645,544664,27228,44070,94082,25034,4159839,2277554
13898031,8.25,4116,14,18,27399,591617,27228,44070,99193,25034,4538297,2421648
16345742,8.10,4116,15,18,29091,640797,27228,44070,103865,25034,4915643,2561513
17160461,8.65,4116,16,18,30882,688841,27228,44070,110931,25034,5308107,2709925
17987317,8.16,4116,17,18,32587,736202,27228,44070,118131,25034,5679764,2846612
16369687,7.96,4116,18,18,34499,781194,27228,44070,125804,25034,6042607,2985039
19634024,8.77,4116,19,18,36078,832708,27228,44070,132665,25034,6444015,3131010
17574906,8.23,4116,20,18,37599,880904,27228,44070,140423,25034,6817962,3272179
18200463,8.21,4116,21,18,39139,928054,27228,44070,145347,25034,7193973,3409379
22117546,8.43,4116,22,18,41012,980745,27228,44070,151354,25034,7582450,3548583
22954331,7.58,4116,23,18,42699,1026055,27228,44070,158250,25034,7931417,3675667
23762357,8.65,4116,24,18,44749,1075791,27228,44070,165629,25034,8325083,3826443
24575646,8.66,4116,25,18,46417,1127764,27228,44070,173029,25034,8723530,3971732
21275505,8.01,4116,26,18,48321,1173249,27228,44070,180421,25034,9087937,4111715
21865700,8.84,4116,27,18,49772,1221761,27228,44070,187103,25034,9488994,4258624
27051366,7.99,4116,28,18,51618,1268137,27228,44070,191243,25034,9859361,4396702
27871901,8.66,4116,29,18,53174,1316588,27228,44070,198335,25034,10254516,4540860
28709818,7.66,4116,30,18,55070,1358862,27228,44070,205913,25034,10602121,4669515
29535667,8.62,4116,31,18,56714,1406986,27228,44070,212983,25034,10990202,4807419
30351734,8.58,4116,32,18,58356,1455475,27228,44070,218558,25034,11383867,4955666
25561783,8.36,4116,33,18,59858,1502448,27228,44070,226515,25034,11764072,5097360
26190920,8.09,4116,34,18,61693,1548242,27228,44070,232531,25034,12132797,5235593
32835754,8.37,4116,35,18,63389,1596524,27228,44070,236836,25034,12526723,5382737
27413451,8.56,4116,36,18,65284,1643864,27228,44070,244784,25034,12912971,5527502
28032710,8.09,4116,37,18,66798,1691286,27228,44070,250895,25034,13286471,5662908
35309898,8.09,4116,38,18,68686,1738041,27228,44070,255872,25034,13659298,5803464
36125134,8.76,4116,39,18,70326,1790272,27228,44070,261183,25034,14064546,5954283
29868837,8.32,4116,40,18,72259,1836731,27228,44070,268452,25034,14441471,6096627
30496528,8.03,4116,41,18,73912,1885649,27228,44070,273570,25034,14816746,6237103
38602907,8.52,4116,42,18,75600,1937321,27228,44070,279957,25034,15210739,6381173
39422751,8.65,4116,43,18,76945,1986376,27228,44070,287358,25034,15603804,6524692
32332520,7.77,4116,44,18,78706,2032499,27228,44070,294872,25034,15960689,6655157
32943257,8.45,4116,45,18,80893,2081167,27228,44070,301070,25034,16349789,6801979
41900520,8.66,4116,46,18,82654,2132956,27228,44070,307542,25034,16748434,6945388
42730069,7.85,4116,47,18,84462,2176507,27228,44070,314938,25034,17106361,7081283
43547439,8.38,4116,48,18,86045,2224842,27228,44070,322039,25034,17489104,7222435
44359243,8.66,4116,49,18,88045,2274719,27228,44070,329116,25034,17884064,7372715
45200959,7.58,4116,50,18,89598,2316993,27228,44070,335899,25034,18229720,7498163
46024451,7.90,4116,51,18,91239,2362204,27228,44070,343303,25034,18592932,7638927
46824872,9.42,4116,52,18,93035,2418022,27228,44070,350709,25034,19021983,7794699
47650404,8.17,4116,53,18,94908,2464039,27228,44070,358102,25034,19391059,7932398
38478842,8.15,4116,54,18,96737,2511963,27228,44070,363608,25034,19766455,8070563
49294967,8.56,4116,55,18,98659,2561370,27228,44070,370713,25034,20158246,8212809
50126116,8.26,4116,56,18,100079,2610861,27228,44070,377688,25034,20534208,8347458
40320983,8.09,4116,57,18,102085,2654442,27228,44070,383310,25034,20903189,8491867
51774042,8.50,4116,58,18,104030,2703666,27228,44070,387228,25034,21295374,8640078
52591033,8.54,4116,59,18,105604,2750973,27228,44070,394622,25034,21681380,8783606
42165770,8.19,4116,60,18,107305,2798253,27228,44070,400112,25034,22055068,8924438
42791243,8.15,4116,61,18,109266,2843875,27228,44070,406008,25034,22426034,9065979
55057121,8.66,4116,62,18,111019,2896449,27228,44070,411218,25034,22828788,9212924
44032646,7.60,4116,63,18,112888,2939916,27228,44070,418214,25034,23175370,9347369
44638920,8.51,4116,64,18,114420,2989409,27228,44070,425063,25034,23563762,9487361
57526102,8.76,4116,65,18,116106,3041989,27228,44070,430829,25034,23968080,9636784
58341082,8.48,4116,66,18,117774,3091960,27228,44070,438224,25034,24354460,9781159
46469857,7.91,4116,67,18,119481,3139534,27228,44070,446015,25034,24717720,9915305
60000956,8.50,4116,68,18,121434,3188364,27228,44070,451789,25034,25107147,10061627
60828202,7.96,4116,69,18,122919,3234482,27228,44070,459191,25034,25470261,10197305
61646509,8.52,4116,70,18,124684,3285091,27228,44070,465803,25034,25858518,10340269
62465426,8.41,4116,71,18,126426,3335861,27228,44070,472835,25034,26241194,10478897
63281774,8.65,4116,72,18,128097,3387602,27228,44070,480229,25034,26636217,10623466
50156529,8.04,4116,73,18,129707,3433234,27228,44070,488061,25034,27001607,10761606
64936111,8.19,4116,74,18,131221,3481382,27228,44070,494325,25034,27381416,10905565
65756165,8.65,4116,75,18,132590,3528971,27228,44070,501723,25034,27772187,11049100
66585305,8.14,4116,76,18,134260,3575814,27228,44070,508241,25034,28142669,11185268
67410921,8.09,4116,77,18,135780,3622260,27228,44070,515487,25034,28511562,11321977
68226034,8.65,4116,78,18,137381,3673107,27228,44070,522876,25034,28905158,11467364
53839559,8.25,4116,79,18,138996,3721174,27228,44070,530272,25034,29278577,11603455
69885261,7.97,4116,80,18,140842,3768387,27228,44070,536385,25034,29648550,11742334
70703733,8.65,4116,81,18,142371,3820163,27228,44070,543681,25034,30042665,11889208
71524542,8.35,4116,82,18,144082,3867260,27228,44070,550823,25034,30418874,12029477
56316914,7.88,4116,83,18,145697,3913942,27228,44070,555339,25034,30783071,12167856
73175863,8.62,4116,84,18,147331,3965183,27228,44070,560176,25034,31181537,12314766
57523284,8.62,4116,85,18,149022,4012850,27228,44070,567816,25034,31572188,12456506
58145112,8.10,4116,86,18,150669,4061188,27228,44070,573029,25034,31944649,12597638
75646416,8.13,4116,87,18,152302,4108776,27228,44070,578285,25034,32320758,12736575
76484114,7.57,4116,88,18,154141,4152496,27228,44070,585695,25034,32663615,12866193
77301886,8.74,4116,89,18,155899,4202224,27228,44070,592649,25034,33060411,13012271
78118800,8.59,4116,90,18,157737,4252024,27228,44070,599230,25034,33453363,13160109
78932974,8.64,4116,91,18,159259,4305014,27228,44070,606367,25034,33849279,13305156
61824100,8.58,4116,92,18,160965,4354147,27228,44070,614123,25034,34237154,13449128
80588681,7.64,4116,93,18,162454,4400075,27228,44070,619878,25034,34591662,13579221
63117848,7.74,4116,94,18,164153,4444332,27228,44070,625307,25034,34940526,13711596
63673187,9.53,4116,95,18,165686,4499662,27228,44070,630812,25034,35379993,13872071
83070812,7.45,4116,96,18,167658,4542743,27228,44070,637263,25034,35720577,14002798
83886293,8.79,4116,97,18,169318,4590479,27228,44070,644252,25034,36120051,14151322
84701896,8.65,4116,98,18,170970,4638697,27228,44070,652110,25034,36511102,14296861
66149089,8.14,4116,99,18,172706,4686234,27228,44070,659874,25034,36883754,14437513
86361503,8.09,4116,100,18,174556,4733587,27228,44070,665839,25034,37253269,14577304
87175659,8.65,4116,101,18,176161,4783230,27228,44070,673603,25034,37644619,14722021
68019383,7.97,4116,102,18,177664,4829603,27228,44070,681899,25034,38005928,14855092
88822239,8.35,4116,103,18,179408,4876832,27228,44070,686626,25034,38390153,15003414
89648249,8.52,4116,104,18,180839,4926498,27228,44070,691792,25034,38781219,15144161
90465198,8.34,4116,105,18,182895,4975070,27228,44070,699545,25034,39162060,15286448
91293810,7.89,4116,106,18,184458,5024232,27228,44070,707292,25034,39525717,15419177
92103586,8.66,4116,107,18,186183,5075971,27228,44070,715034,25034,39920446,15566817
92941364,7.58,4116,108,18,187754,5119138,27228,44070,722785,25034,40267155,15695415
72331528,8.72,4116,109,18,189436,5168490,27228,44070,730513,25034,40661453,15842722
94569272,8.57,4116,110,18,191094,5219924,27228,44070,736624,25034,41056617,15987922
95387544,8.66,4116,111,18,192897,5270309,27228,44070,744371,25034,41449265,16131877
74163113,8.06,4116,112,18,194642,5313789,27228,44070,751841,25034,41812969,16269424
97041963,8.16,4116,113,18,196636,5361370,27228,44070,757080,25034,42188040,16411383
97858076,8.66,4116,114,18,198318,5410382,27228,44070,764617,25034,42583006,16557328
98696228,7.57,4116,115,18,200043,5456139,27228,44070,772246,25034,42929017,16686193
99509016,8.66,4116,116,18,201847,5507066,27228,44070,780341,25034,43326264,16835188
100322959,8.65,4116,117,18,203460,5556310,27228,44070,787470,25034,43717960,16981100
77840738,8.52,4116,118,18,205232,5606578,27228,44070,795597,25034,44104402,17125549
101967562,7.77,4116,119,18,207121,5651552,27228,44070,801041,25034,44465224,17264459
102795935,8.59,4116,120,18,208868,5701230,27228,44070,806949,25034,44858517,17407345
103624422,8.10,4116,121,18,210239,5749761,27228,44070,814704,25034,45226112,17541969
104452148,8.69,4116,122,18,211822,5799757,27228,44070,819915,25034,45623014,17681992
105275489,8.10,4116,123,18,213778,5846438,27228,44070,827342,25034,45993969,17825272
106088974,8.66,4116,124,18,215350,5897139,27228,44070,835074,25034,46387636,17970363
82170454,8.05,4116,125,18,217179,5941184,27228,44070,842760,25034,46752363,18110273
107739070,8.17,4116,126,18,218996,5991585,27228,44070,847993,25034,47134877,18250954
108573766,7.69,4116,127,18,220618,6036473,27228,44070,855968,25034,47482069,18384062
84009619,9.25,4116,128,18,222167,6088643,27228,44070,859931,25034,47908740,18538873
110245706,6.77,4116,129,18,223868,6128316,27228,44070,864698,25034,48224077,18656231
111041045,9.74,4116,130,18,225748,6183373,27228,44070,872544,25034,48666491,18818341
111855641,8.66,4116,131,18,227311,6235238,27228,44070,879590,25034,49063208,18962721
86469205,8.03,4116,132,18,229003,6280562,27228,44070,887748,25034,49423448,19097099
113510706,8.18,4116,133,18,230736,6328542,27228,44070,892438,25034,49803757,19239419
87690918,8.61,4116,134,18,232724,6379025,27228,44070,900314,25034,50191748,19386449
88318319,8.03,4116,135,18,234244,6428034,27228,44070,904956,25034,50563392,19521670
115984543,8.26,4116,136,18,236215,6475637,27228,44070,909668,25034,50945560,19664014
116807382,8.64,4116,137,18,237815,6525014,27228,44070,917259,25034,51338553,19808701
117632412,8.25,4116,138,18,239452,6573330,27228,44070,925083,25034,51712887,19947503
118465443,7.97,4116,139,18,241254,6619639,27228,44070,929919,25034,52080139,20085629
91383073,8.65,4116,140,18,243004,6669308,27228,44070,938197,25034,52471702,20235880
92011979,7.94,4116,141,18,244636,6718387,27228,44070,945829,25034,52837271,20369351
120933639,8.26,4116,142,18,246384,6766081,27228,44070,950417,25034,53218675,20510976
121741114,8.66,4116,143,18,248052,6816493,27228,44070,958245,25034,53615708,20663315
122563265,8.17,4116,144,18,249761,6864774,27228,44070,966082,25034,53989718,20803828
94449690,8.63,4116,145,18,251425,6915865,27228,44070,971812,25034,54383428,20948766
124225243,8.08,4116,146,18,253347,6963704,27228,44070,979199,25034,54751494,21086334
125037124,8.66,4116,147,18,255074,7014509,27228,44070,986699,25034,55147614,21233723
96302504,7.93,4116,148,18,256770,7059138,27228,44070,994534,25034,55506194,21370613
126689579,8.26,4116,149,18,258500,7108395,27228,44070,999552,25034,55889819,21514956
127502513,8.65,4116,150,18,260407,7158590,27228,44070,1006875,25034,56283891,21663771
128326052,8.36,4116,151,18,261902,7210119,27228,44070,1014731,25034,56665639,21799043
129160309,7.85,4116,152,18,263720,7256321,27228,44070,1020462,25034,57026921,21932118
129975832,8.66,4116,153,18,265500,7304516,27228,44070,1028301,25034,57422242,22077540
130811885,7.63,4116,154,18,267189,7349251,27228,44070,1036469,25034,57766183,22207363
100615121,8.73,4116,155,18,268937,7400898,27228,44070,1039886,25034,58169280,22356995
132456185,8.48,4116,156,18,270756,7450484,27228,44070,1047459,25034,58558514,22500328
101825580,8.52,4116,157,18,272602,7498928,27228,44070,1055706,25034,58943532,22644436
102444091,8.30,4116,158,18,274332,7545521,27228,44070,1061480,25034,59326571,22786100
134923185,8.04,4116,159,18,276148,7592273,27228,44070,1066315,25034,59698200,22928822
135745542,8.56,4116,160,18,277875,7643842,27228,44070,1073945,25034,60087571,23070108
104282466,8.27,4116,161,18,279422,7693492,27228,44070,1080792,25034,60463110,23211851
104896624,8.35,4116,162,18,280947,7744805,27228,44070,1085374,25034,60850938,23354630
138230718,8.35,4116,163,18,282560,7794809,27228,44070,1092815,25034,61234528,23495757
106116450,8.46,4116,164,18,284081,7844809,27228,44070,1100080,25034,61619903,23634519
139895447,7.94,4116,165,18,285879,7892708,27228,44070,1106917,25034,61985893,23767373
107437512,6.76,4116,166,18,287259,7937028,27228,44070,1112384,25034,62297207,23876929
141660347,4.21,4116,167,18,288770,7968887,27228,44070,1118257,25034,62507124,23951085
109080521,3.00,4116,168,18,290305,7991815,27228,44070,1125678,25034,62659013,24007504
109853628,4.58,4116,169,18,291685,8025137,27228,44070,1133020,25034,62882105,24086848
144323782,7.93,4116,170,18,293181,8074371,27228,44070,1140171,25034,63247081,24216898
110878586,13.34,4116,171,18,294989,8152035,27228,44070,1146636,25034,63838122,24424306
145793612,13.58,4116,172,18,296655,8232920,27228,44070,1153002,25034,64445151,24636541
146528096,13.40,4116,173,18,298466,8308696,27228,44070,1158912,25034,65042425,24844647
112246905,8.66,4116,174,18,300076,8359384,27228,44070,1166797,25034,65438362,24992081
112891796,7.79,4116,175,18,301891,8405948,27228,44070,1175308,25034,65792158,25125535
113505561,8.25,4116,176,18,303262,8455431,27228,44070,1179765,25034,66177178,25268532
149813284,8.79,4116,177,18,305094,8509972,27228,44070,1183987,25034,66580164,25418197
114708962,8.52,4116,178,18,306814,8559297,27228,44070,1192205,25034,66967087,25560939
151465847,7.71,4116,179,18,308739,8604479,27228,44070,1199491,25034,67321406,25692324
152286535,8.52,4116,180,18,310200,8653506,27228,44070,1207332,25034,67707178,25833984
116562485,8.62,4116,181,18,311905,8704196,27228,44070,1213024,25034,68102352,25983764
117182524,8.25,4116,182,18,313362,8751349,27228,44070,1218753,25034,68481593,26120128
154765496,8.12,4116,183,18,315129,8800617,27228,44070,1224933,25034,68855519,26258812
155585313,8.65,4116,184,18,316688,8851399,27228,44070,1232309,25034,69249835,26404540
156406026,8.23,4116,185,18,318451,8899352,27228,44070,1240115,25034,69624749,26542791
157234346,8.00,4116,186,18,320059,8945438,27228,44070,1246836,25034,69993423,26680667
158053402,8.37,4116,187,18,321897,8994441,27228,44070,1254840,25034,70372736,26823773
120861359,8.40,4116,188,18,323526,9045367,27228,44070,1260305,25034,70761766,26966615
159709661,8.36,4116,189,18,325185,9094125,27228,44070,1266476,25034,71141437,27103188
160532749,8.37,4116,190,18,326899,9143916,27228,44070,1272505,25034,71526548,27243574
122692371,8.63,4116,191,18,328426,9195245,27228,44070,1280696,25034,71917943,27385995
123320329,8.06,4116,192,18,330044,9239737,27228,44070,1286630,25034,72285641,27526292
163005272,8.17,4116,193,18,331547,9289021,27228,44070,1291821,25034,72665767,27662454
163815838,8.65,4116,194,18,333268,9338978,27228,44070,1299799,25034,73058799,27811201
125182135,7.78,4116,195,18,335078,9384254,27228,44070,1307967,25034,73412419,27944592
165468962,8.39,4116,196,18,336756,9434118,27228,44070,1312990,25034,73800765,28087285
166280765,8.66,4116,197,18,338395,9487513,27228,44070,1319717,25034,74198347,28232567
167115144,7.57,4116,198,18,340397,9530172,27228,44070,1327547,25034,74541639,28363323
127653155,8.36,4116,199,18,342056,9577954,27228,44070,1335913,25034,74925144,28508033
128260695,8.57,4116,200,18,343769,9629096,27228,44070,1342452,25034,75312234,28652593
128879770,8.25,4116,201,18,345465,9677556,27228,44070,1348350,25034,75691641,28794150
129485267,8.53,4116,202,18,347291,9727574,27228,44070,1354047,25034,76085182,28943497
171225970,8.42,4116,203,18,348772,9777023,27228,44070,1359256,25034,76475617,29083090
172043693,8.65,4116,204,18,350548,9828871,27228,44070,1366728,25034,76868299,29227898
131319272,8.02,4116,205,18,352240,9877575,27228,44070,1374625,25034,77234635,29364334
131952041,7.96,4116,206,18,354096,9923378,27228,44070,1380735,25034,77600496,29497733
132544493,8.86,4116,207,18,355708,9974180,27228,44070,1386169,25034,78008854,29646522
133161068,8.37,4116,208,18,357636,10021455,27228,44070,1394622,25034,78389418,29787923
133789862,7.98,4116,209,18,359214,10065933,27228,44070,1402170,25034,78752157,29922470
177019739,8.51,4116,210,18,361112,10114488,27228,44070,1407702,25034,79143275,30063399
135003510,8.65,4116,211,18,362693,10163246,27228,44070,1415936,25034,79535428,30206067
135638851,7.71,4116,212,18,364650,10210211,27228,44070,1423228,25034,79888767,30337481
179499868,8.53,4116,213,18,366361,10259444,27228,44070,1429755,25034,80282130,30481402
136855209,8.35,4116,214,18,368281,10305678,27228,44070,1438111,25034,80659183,30620886
137463263,8.46,4116,215,18,369954,10354521,27228,44070,1442627,25034,81047481,30765753
181979399,8.03,4116,216,18,371623,10403426,27228,44070,1448805,25034,81420713,30903656
182799497,8.66,4116,217,18,373261,10451645,27228,44070,1456315,25034,81814906,31048097
183636169,7.69,4116,218,18,374902,10496313,27228,44070,1463513,25034,82169466,31177627
184455150,8.55,4116,219,18,376543,10548459,27228,44070,1470759,25034,82560646,31321304
185277221,8.65,4116,220,18,378304,10599725,27228,44070,1477373,25034,82954666,31463623
186100171,8.37,4116,221,18,380051,10646804,27228,44070,1485209,25034,83334532,31603094
186926395,8.04,4116,222,18,381783,10692039,27228,44070,1492386,25034,83702816,31742342
187749947,8.48,4116,223,18,383623,10740977,27228,44070,1498452,25034,84089942,31885872
188587335,7.57,4116,224,18,385431,10783761,27228,44070,1506043,25034,84436724,32014989
143609285,9.06,4116,225,18,386892,10835273,27228,44070,1514421,25034,84849952,32169265
190214485,8.24,4116,226,18,388595,10886121,27228,44070,1519951,25034,85231620,32310080
191026981,8.65,4116,227,18,390350,10936699,27228,44070,1527782,25034,85624933,32455912
